iteration,systemTime-ms,numObservedEntities,logLikelihood,aggDist-SEX,aggDist-DOB_DAY,aggDist-DOB_MONTH,aggDist-DOB_YEAR,aggDist-STATE,aggDist-REGOFF,recDistortion-0,recDistortion-1,recDistortion-2,recDistortion-3,recDistortion-4,recDistortion-5,recDistortion-6
0,1540810341685,57077,-9.242578207e+05,0,0,0,0,0,0,57077,0,0,0,0,0,0
10,1540810363111,35560,-9.419882275e+05,252,393,332,703,102,91,55235,1811,31,0,0,0,0
20,1540810386117,33469,-9.584522096e+05,288,743,734,2198,88,125,53023,3934,118,2,0,0,0
30,1540810407067,31470,-9.770706140e+05,350,1087,1177,4190,70,109,50400,6377,294,6,0,0,0
40,1540810429039,29699,-9.907332415e+05,333,1355,1507,5878,57,99,48352,8228,490,7,0,0,0
50,1540810450802,28791,-9.980163882e+05,435,1529,1840,6548,67,84,47204,9255,606,12,0,0,0
60,1540810474142,28395,-1.000837959e+06,440,1650,2021,6792,43,67,46763,9628,673,13,0,0,0
70,1540810495835,28072,-1.004079481e+06,520,1699,2193,6939,47,80,46445,9803,812,17,0,0,0
80,1540810518985,27914,-1.005077199e+06,515,1735,2401,6856,53,67,46297,9948,818,13,1,0,0
90,1540810540912,27867,-1.006102354e+06,531,1851,2547,6800,51,62,46140,10055,859,23,0,0,0
100,1540810566973,27747,-1.007728904e+06,537,1916,2671,6838,65,63,45938,10211,905,23,0,0,0
110,1540810586647,27666,-1.007911996e+06,489,1964,2770,6783,56,72,45938,10171,941,27,0,0,0
120,1540810607179,27635,-1.008636722e+06,514,2023,2794,6840,41,47,45834,10261,950,30,2,0,0
130,1540810626839,27680,-1.008071631e+06,535,2092,2802,6616,61,55,45915,10187,952,22,1,0,0
140,1540810647803,27561,-1.008701046e+06,514,2112,2957,6576,52,61,45816,10273,965,23,0,0,0
150,1540810667423,27513,-1.009719533e+06,592,2162,3079,6507,57,53,45707,10331,999,39,1,0,0
160,1540810688892,27597,-1.009728352e+06,563,2166,3078,6479,54,70,45700,10370,981,26,0,0,0
170,1540810708429,27539,-1.009630538e+06,568,2162,3184,6311,51,56,45764,10321,965,27,0,0,0
180,1540810729886,27564,-1.009433942e+06,622,2243,3151,6229,48,47,45778,10279,999,21,0,0,0
190,1540810749577,27587,-1.009569470e+06,565,2291,3188,6190,47,52,45784,10286,974,33,0,0,0
200,1540810772352,27511,-1.010260823e+06,642,2232,3220,6280,66,56,45653,10388,1001,34,1,0,0
210,1540810792162,27561,-1.009190930e+06,589,2251,3210,6170,54,60,45749,10349,952,27,0,0,0
220,1540810813158,27552,-1.010051475e+06,613,2140,3409,6182,54,68,45693,10331,1024,29,0,0,0
230,1540810832514,27504,-1.009816563e+06,652,2123,3488,6040,55,61,45729,10311,1003,34,0,0,0
240,1540810853160,27416,-1.010430346e+06,678,2114,3495,6082,49,70,45659,10372,1022,24,0,0,0
250,1540810872590,27616,-1.008703798e+06,583,2051,3546,5966,37,61,45794,10354,897,32,0,0,0
260,1540810893313,27544,-1.009973755e+06,678,2159,3499,6041,55,60,45640,10415,989,33,0,0,0
270,1540810913079,27409,-1.010981518e+06,675,2166,3586,6029,47,60,45560,10500,989,27,1,0,0
280,1540810934202,27330,-1.010926934e+06,651,2104,3701,6048,59,52,45526,10518,1002,31,0,0,0
290,1540810953874,27345,-1.010310179e+06,644,2084,3691,5979,47,66,45585,10508,949,35,0,0,0
300,1540810975776,27352,-1.010395234e+06,551,2190,3731,5960,45,71,45627,10380,1042,28,0,0,0
310,1540810995467,27391,-1.010533281e+06,621,2235,3790,5813,52,85,45605,10381,1059,31,1,0,0
320,1540811015861,27295,-1.011488781e+06,677,2231,3848,5892,55,81,45400,10600,1047,30,0,0,0
330,1540811035387,27418,-1.010535257e+06,665,2159,3826,5830,54,72,45575,10438,1025,38,1,0,0
340,1540811056327,27388,-1.010754496e+06,635,2220,3879,5744,47,63,45535,10528,982,32,0,0,0
350,1540811076084,27379,-1.011060340e+06,644,2204,3894,5700,52,56,45562,10513,971,29,2,0,0
360,1540811097013,27358,-1.011329020e+06,709,2158,3868,5803,54,86,45487,10534,1024,32,0,0,0
370,1540811116601,27388,-1.011419246e+06,753,2195,3797,5812,67,70,45499,10498,1044,36,0,0,0
380,1540811137373,27431,-1.010840542e+06,756,2143,3839,5767,64,84,45547,10434,1069,27,0,0,0
390,1540811156864,27506,-1.009921654e+06,673,2105,3855,5714,54,65,45708,10299,1043,27,0,0,0
400,1540811178722,27601,-1.009326333e+06,703,2111,3844,5620,43,61,45750,10296,1007,24,0,0,0
410,1540811198202,27491,-1.010954558e+06,775,2045,3931,5750,62,53,45531,10512,999,34,1,0,0
420,1540811219521,27460,-1.011019116e+06,717,2033,4001,5752,52,66,45515,10549,967,46,0,0,0
430,1540811239073,27401,-1.011919190e+06,791,2115,4012,5730,54,72,45446,10533,1053,45,0,0,0
440,1540811260489,27417,-1.009864154e+06,717,2050,3911,5715,48,62,45617,10442,994,23,1,0,0
450,1540811280069,27398,-1.010825301e+06,703,2075,4039,5716,65,64,45521,10475,1056,25,0,0,0
460,1540811301449,27383,-1.011324260e+06,797,2120,4032,5632,60,63,45458,10565,1024,29,1,0,0
470,1540811321832,27527,-1.009573381e+06,697,2189,4033,5451,54,57,45688,10329,1028,32,0,0,0
480,1540811343110,27483,-1.009996124e+06,680,2194,3980,5511,57,59,45615,10465,975,22,0,0,0
490,1540811362833,27402,-1.010453964e+06,704,2210,3932,5627,66,55,45564,10456,1033,24,0,0,0
500,1540811385149,27382,-1.011294487e+06,752,2294,3890,5657,52,59,45489,10508,1044,36,0,0,0
510,1540811405188,27396,-1.010563754e+06,730,2257,3779,5687,54,50,45624,10383,1036,34,0,0,0
520,1540811426159,27403,-1.010492012e+06,802,2225,3800,5661,51,68,45556,10466,1024,31,0,0,0
530,1540811445708,27452,-1.010907034e+06,780,2222,3745,5758,53,67,45545,10464,1043,25,0,0,0
540,1540811467180,27469,-1.009971588e+06,823,2135,3827,5577,48,76,45645,10408,994,30,0,0,0
550,1540811486818,27418,-1.010943558e+06,792,2138,3906,5676,52,63,45526,10502,1022,27,0,0,0
560,1540811507810,27509,-1.010452589e+06,815,2094,3978,5566,63,51,45631,10360,1052,33,1,0,0
570,1540811527681,27359,-1.011178313e+06,725,2162,4013,5626,62,61,45551,10429,1071,26,0,0,0
580,1540811548934,27348,-1.010318147e+06,803,2093,3935,5626,65,53,45602,10402,1047,25,1,0,0
590,1540811568598,27381,-1.010062530e+06,737,2076,3946,5611,56,62,45662,10376,1005,34,0,0,0
600,1540811590854,27339,-1.011707941e+06,832,2110,4003,5675,53,61,45398,10649,1005,25,0,0,0
610,1540811610570,27319,-1.010840252e+06,743,2101,4017,5626,63,53,45601,10386,1053,37,0,0,0
620,1540811631335,27363,-1.011114051e+06,728,2089,4021,5642,60,72,45530,10508,1014,24,1,0,0
630,1540811651093,27458,-1.010762883e+06,741,2123,3966,5645,67,64,45608,10361,1080,27,1,0,0
640,1540811672158,27457,-1.010018112e+06,686,2085,3926,5672,54,71,45668,10355,1023,31,0,0,0
650,1540811692039,27419,-1.010714771e+06,745,2040,3956,5679,54,74,45643,10349,1057,27,1,0,0
660,1540811714773,27483,-1.009141780e+06,765,2053,3889,5567,62,45,45718,10366,964,29,0,0,0
670,1540811736474,27375,-1.010233314e+06,704,2045,4002,5734,55,58,45525,10532,994,26,0,0,0
680,1540811757534,27492,-1.010379144e+06,788,2115,3978,5582,39,61,45575,10466,1011,25,0,0,0
690,1540811777249,27442,-1.011930321e+06,855,2062,4243,5540,50,61,45407,10561,1077,32,0,0,0
700,1540811798878,27400,-1.010154041e+06,708,2093,4144,5510,51,53,45598,10439,1000,40,0,0,0
710,1540811818303,27503,-1.009883136e+06,773,2018,3989,5623,51,50,45623,10433,993,27,1,0,0
720,1540811839142,27399,-1.010384382e+06,772,2055,3960,5619,63,56,45622,10409,1022,24,0,0,0
730,1540811858491,27470,-1.010339399e+06,760,2129,3875,5621,59,62,45628,10421,999,29,0,0,0
740,1540811879190,27397,-1.010803637e+06,800,2187,3906,5660,44,55,45511,10507,1032,27,0,0,0
750,1540811898746,27338,-1.012046535e+06,778,2303,3933,5692,63,53,45393,10581,1068,35,0,0,0
760,1540811919641,27354,-1.011326740e+06,812,2212,3940,5660,48,61,45455,10555,1023,44,0,0,0
770,1540811939315,27428,-1.010645606e+06,782,2249,3865,5603,59,41,45507,10575,963,30,2,0,0
780,1540811959956,27413,-1.011488265e+06,801,2184,3947,5666,48,63,45496,10482,1070,29,0,0,0
790,1540811979404,27356,-1.011934032e+06,763,2203,3911,5821,50,56,45411,10567,1061,37,1,0,0
800,1540812001220,27408,-1.010902386e+06,743,2215,3936,5659,46,66,45500,10517,1032,28,0,0,0
810,1540812020742,27419,-1.011359042e+06,797,2196,3929,5625,67,56,45498,10525,1017,37,0,0,0
820,1540812041531,27436,-1.010014138e+06,726,2207,3924,5542,61,55,45644,10378,1028,27,0,0,0
830,1540812061055,27439,-1.009908005e+06,780,2132,3928,5521,68,56,45693,10322,1023,39,0,0,0
840,1540812081548,27397,-1.010999466e+06,787,2111,4043,5548,54,66,45604,10361,1088,24,0,0,0
850,1540812101324,27420,-1.011674100e+06,801,2091,4114,5605,49,75,45492,10470,1080,35,0,0,0
860,1540812122065,27393,-1.010716870e+06,733,2098,4037,5680,43,62,45544,10445,1056,32,0,0,0
870,1540812141828,27392,-1.011826683e+06,808,2093,4039,5699,63,75,45422,10569,1051,34,1,0,0
880,1540812162915,27388,-1.011677076e+06,785,2181,3962,5647,57,57,45519,10468,1050,39,1,0,0
890,1540812183306,27503,-1.010589312e+06,773,2166,3948,5512,62,59,45672,10327,1041,37,0,0,0
900,1540812205396,27446,-1.011065308e+06,828,2130,3928,5620,56,70,45586,10388,1065,38,0,0,0
910,1540812224813,27389,-1.011388397e+06,795,2227,3922,5628,69,66,45511,10461,1069,36,0,0,0
920,1540812245843,27345,-1.011376193e+06,781,2256,3942,5592,66,47,45500,10507,1033,37,0,0,0
930,1540812265154,27395,-1.010789227e+06,789,2199,3960,5589,49,60,45545,10452,1046,34,0,0,0
940,1540812285969,27270,-1.012187924e+06,782,2303,3965,5601,73,75,45379,10621,1053,24,0,0,0
950,1540812305524,27349,-1.011280693e+06,761,2205,3940,5657,72,68,45523,10441,1077,36,0,0,0
960,1540812326345,27403,-1.010956534e+06,728,2306,3936,5550,66,64,45545,10445,1056,31,0,0,0
970,1540812345832,27387,-1.010719172e+06,664,2261,3930,5593,71,50,45580,10449,1024,24,0,0,0
980,1540812366789,27436,-1.011646495e+06,808,2258,4083,5530,62,47,45434,10530,1081,32,0,0,0
990,1540812386575,27386,-1.010896626e+06,728,2281,3970,5518,57,60,45529,10514,1003,30,1,0,0
1000,1540812408616,27477,-1.011280664e+06,793,2269,4060,5505,45,57,45506,10444,1096,31,0,0,0
1010,1540812428059,27297,-1.011749765e+06,805,2268,3993,5584,46,48,45460,10527,1053,37,0,0,0
1020,1540812449272,27348,-1.011604785e+06,772,2229,3970,5626,46,58,45493,10497,1058,28,1,0,0
1030,1540812468545,27406,-1.011543196e+06,803,2156,4029,5658,62,54,45468,10486,1093,30,0,0,0
1040,1540812489456,27469,-1.011208873e+06,858,2171,3976,5588,61,60,45497,10478,1070,32,0,0,0
1050,1540812509077,27410,-1.011766249e+06,755,2140,4008,5695,64,75,45504,10449,1084,40,0,0,0
1060,1540812529822,27478,-1.011333010e+06,816,2156,3985,5591,59,74,45525,10457,1061,34,0,0,0
1070,1540812549178,27443,-1.010781867e+06,730,2152,4005,5506,54,64,45598,10468,990,21,0,0,0
1080,1540812570127,27388,-1.011355996e+06,715,2212,3988,5572,50,81,45506,10564,968,38,1,0,0
1090,1540812589321,27357,-1.010743560e+06,730,2186,4011,5516,53,64,45593,10434,1024,26,0,0,0
1100,1540812611480,27310,-1.011308752e+06,724,2207,3929,5659,48,75,45497,10542,1014,24,0,0,0
1110,1540812630915,27290,-1.011390373e+06,741,2152,4012,5657,58,53,45438,10634,976,29,0,0,0
1120,1540812652404,27336,-1.011732127e+06,730,2254,3976,5664,60,56,45462,10522,1062,30,1,0,0
1130,1540812671827,27448,-1.009474284e+06,639,2207,3902,5479,60,77,45740,10341,965,31,0,0,0
1140,1540812692631,27412,-1.010620599e+06,735,2204,3982,5562,65,66,45526,10524,991,36,0,0,0
1150,1540812712254,27391,-1.010202866e+06,670,2311,3919,5496,49,57,45648,10392,1001,36,0,0,0
1160,1540812733002,27461,-1.011236535e+06,725,2365,3900,5600,56,55,45529,10438,1068,41,1,0,0
1170,1540812752674,27475,-1.010361432e+06,672,2260,3850,5634,71,60,45632,10378,1032,35,0,0,0
1180,1540812774314,27364,-1.011115393e+06,680,2262,3944,5696,59,55,45502,10489,1051,35,0,0,0
1190,1540812794117,27440,-1.010416401e+06,682,2209,3948,5584,69,63,45571,10489,986,30,1,0,0
1200,1540812816170,27405,-1.010977205e+06,709,2196,3958,5646,53,56,45540,10487,1019,31,0,0,0
1210,1540812835964,27408,-1.010996548e+06,766,2142,4009,5617,80,60,45513,10492,1034,38,0,0,0
1220,1540812857501,27353,-1.010027338e+06,732,2174,3918,5555,62,48,45660,10374,1014,29,0,0,0
1230,1540812877120,27397,-1.010256601e+06,720,2112,3985,5569,74,60,45589,10484,976,28,0,0,0
1240,1540812898024,27399,-1.010960356e+06,797,2016,4044,5657,59,48,45553,10467,1018,38,1,0,0
1250,1540812917654,27383,-1.010461631e+06,797,2065,4108,5552,53,48,45521,10536,974,45,1,0,0
1260,1540812938037,27456,-1.010580095e+06,832,2057,4065,5539,50,49,45549,10489,1014,25,0,0,0
1270,1540812957781,27501,-1.010155272e+06,832,2096,4021,5488,56,50,45599,10448,996,33,1,0,0
1280,1540812978504,27495,-1.010632610e+06,806,2119,4074,5505,54,53,45526,10523,996,32,0,0,0
1290,1540812998315,27450,-1.011262880e+06,805,2175,4139,5419,58,63,45525,10481,1036,34,1,0,0
1300,1540813020289,27433,-1.011227351e+06,875,2185,4027,5506,57,52,45458,10567,1021,31,0,0,0
1310,1540813039755,27440,-1.011514217e+06,848,2223,4060,5506,71,43,45460,10518,1064,35,0,0,0
1320,1540813060951,27408,-1.011542741e+06,796,2166,4082,5658,49,56,45439,10501,1105,32,0,0,0
1330,1540813080419,27363,-1.010992919e+06,826,2143,3971,5591,53,60,45552,10447,1037,41,0,0,0
1340,1540813101465,27445,-1.010690681e+06,810,2195,3924,5519,66,66,45554,10498,994,30,1,0,0
1350,1540813120958,27390,-1.010587725e+06,800,2156,4021,5528,60,59,45521,10523,998,35,0,0,0
1360,1540813141793,27356,-1.011342045e+06,859,2133,4070,5548,62,48,45434,10600,1009,34,0,0,0
1370,1540813161399,27314,-1.011167401e+06,799,2187,4001,5625,68,46,45452,10553,1044,27,1,0,0
1380,1540813182279,27304,-1.011457359e+06,800,2252,4061,5500,53,53,45455,10557,1036,26,3,0,0
1390,1540813201817,27334,-1.011317311e+06,793,2212,4065,5537,46,69,45518,10429,1097,33,0,0,0
1400,1540813224047,27351,-1.011108679e+06,718,2171,4060,5568,48,67,45553,10450,1040,34,0,0,0
1410,1540813243767,27343,-1.010525544e+06,764,2161,4035,5480,53,67,45613,10400,1033,30,1,0,0
1420,1540813264789,27306,-1.011658391e+06,765,2267,4060,5496,74,57,45455,10566,1015,41,0,0,0
1430,1540813284070,27388,-1.011454317e+06,697,2327,4150,5386,69,60,45494,10503,1054,26,0,0,0
1440,1540813304279,27358,-1.011454131e+06,734,2254,4083,5475,62,63,45563,10391,1089,34,0,0,0
1450,1540813323723,27392,-1.011451815e+06,744,2237,4031,5519,75,77,45474,10567,992,44,0,0,0
1460,1540813344543,27425,-1.012275174e+06,796,2376,4029,5463,64,69,45430,10523,1098,26,0,0,0
1470,1540813364265,27328,-1.012432248e+06,726,2318,4118,5582,49,62,45364,10609,1066,38,0,0,0
1480,1540813385200,27414,-1.012192633e+06,861,2278,4146,5448,56,69,45381,10574,1082,40,0,0,0
1490,1540813404822,27367,-1.011596488e+06,705,2174,4148,5573,71,81,45437,10563,1042,35,0,0,0
1500,1540813426500,27323,-1.012187672e+06,736,2275,4110,5569,60,64,45441,10498,1099,38,1,0,0
1510,1540813445925,27400,-1.010604258e+06,752,2101,4155,5438,53,82,45561,10482,1003,31,0,0,0
1520,1540813466337,27325,-1.011432288e+06,738,2229,4221,5438,61,78,45438,10551,1051,36,1,0,0
1530,1540813485443,27406,-1.010872451e+06,649,2188,4183,5427,71,69,45571,10454,1023,29,0,0,0
1540,1540813506093,27334,-1.011479324e+06,692,2218,4308,5354,51,64,45510,10483,1048,36,0,0,0
1550,1540813526447,27347,-1.010632571e+06,695,2221,4142,5428,49,68,45573,10445,1019,40,0,0,0
1560,1540813547115,27439,-1.010428490e+06,757,2215,4192,5356,46,52,45551,10472,1017,36,1,0,0
1570,1540813566625,27428,-1.010478969e+06,730,2149,4230,5340,67,46,45637,10361,1036,43,0,0,0
1580,1540813587144,27458,-1.010447883e+06,736,2136,4275,5266,64,55,45650,10365,1019,43,0,0,0
1590,1540813606866,27413,-1.010102675e+06,695,2164,4187,5404,51,48,45641,10342,1075,19,0,0,0
1600,1540813629159,27490,-1.010604571e+06,700,2290,4201,5275,65,50,45632,10337,1080,28,0,0,0
1610,1540813648650,27524,-1.010752957e+06,771,2174,4193,5323,62,60,45589,10431,1019,38,0,0,0
1620,1540813669578,27448,-1.009812269e+06,689,2188,4131,5334,55,61,45717,10295,1032,33,0,0,0
1630,1540813689105,27414,-1.010414458e+06,716,2237,4228,5297,61,55,45546,10506,987,38,0,0,0
1640,1540813709791,27466,-1.009823990e+06,703,2214,4202,5254,44,37,45731,10271,1042,33,0,0,0
1650,1540813729066,27398,-1.010512579e+06,702,2134,4249,5356,63,53,45607,10411,1032,26,1,0,0
1660,1540813749848,27429,-1.010540125e+06,744,2147,4153,5361,58,65,45640,10373,1037,27,0,0,0
1670,1540813769353,27420,-1.011760550e+06,802,2222,4200,5379,44,81,45525,10407,1114,31,0,0,0
1680,1540813790345,27360,-1.011443378e+06,842,2218,4222,5352,55,70,45446,10534,1066,31,0,0,0
1690,1540813809787,27309,-1.012098073e+06,842,2293,4177,5410,52,70,45392,10559,1093,33,0,0,0
1700,1540813831856,27365,-1.010826627e+06,870,2239,4085,5326,58,68,45549,10439,1060,29,0,0,0
