iteration,0,1,2,3,4,5,6,7,8,9,10,11
3010,29699,8869,9845,6604,1690,292,62,15,0,1,0,0
3020,29712,8932,9729,6622,1688,310,71,11,2,0,0,0
3030,29671,9002,9680,6674,1656,311,70,10,3,0,0,0
3040,29642,9021,9780,6540,1693,325,59,11,6,0,0,0
3050,29602,9038,9823,6554,1673,304,68,12,0,3,0,0
3060,29603,9019,9799,6637,1639,305,60,13,1,1,0,0
3070,29651,8931,9838,6630,1666,273,67,19,2,0,0,0
3080,29595,8992,9911,6559,1637,284,80,15,3,1,0,0
3090,29562,9034,9902,6537,1672,295,62,11,2,0,0,0
3100,29645,8985,9782,6607,1679,300,64,13,2,0,0,0
3110,29705,8935,9718,6669,1653,320,57,15,5,0,0,0
3120,29679,8952,9751,6650,1667,289,69,15,4,1,0,0
3130,29755,8805,9846,6597,1688,306,61,13,4,2,0,0
3140,29802,8835,9645,6707,1712,285,80,10,1,0,0,0
3150,29716,8909,9693,6722,1667,294,58,15,2,1,0,0
3160,29640,9006,9728,6675,1656,288,65,17,1,1,0,0
3170,29622,8973,9830,6617,1676,284,59,14,1,1,0,0
3180,29762,8811,9749,6745,1621,307,65,14,1,2,0,0
3190,29653,8991,9757,6602,1709,283,61,19,2,0,0,0
3200,29627,8909,9921,6624,1625,289,66,15,1,0,0,0
3210,29558,9090,9784,6605,1680,284,68,8,0,0,0,0
3220,29617,8950,9876,6618,1650,285,72,8,1,0,0,0
3230,29694,8888,9833,6571,1732,281,70,7,1,0,0,0
3240,29571,9057,9866,6537,1663,289,81,11,1,1,0,0
3250,29573,9035,9865,6589,1625,307,71,12,0,0,0,0
3260,29625,8977,9807,6636,1662,303,55,11,1,0,0,0
3270,29681,8920,9733,6752,1612,299,69,10,1,0,0,0
3280,29666,8959,9771,6619,1674,318,58,11,1,0,0,0
3290,29725,8852,9796,6670,1643,309,68,14,0,0,0,0
3300,29680,8891,9879,6573,1673,284,83,13,1,0,0,0
3310,29683,8939,9785,6592,1689,313,62,13,1,0,0,0
3320,29699,8898,9818,6570,1722,292,63,14,0,1,0,0
3330,29703,8939,9728,6641,1666,314,77,9,0,0,0,0
3340,29765,8795,9823,6637,1654,322,69,11,1,0,0,0
3350,29682,8952,9718,6706,1633,294,76,15,1,0,0,0
3360,29732,8835,9846,6598,1680,300,69,14,3,0,0,0
3370,29768,8775,9858,6614,1661,320,69,10,2,0,0,0
3380,29679,8903,9827,6628,1664,294,67,13,1,1,0,0
3390,29792,8872,9625,6678,1733,290,73,11,3,0,0,0
3400,29733,8911,9708,6646,1687,306,70,14,2,0,0,0
3410,29765,8825,9746,6661,1725,268,72,15,0,0,0,0
3420,29662,8900,9869,6628,1641,287,77,10,3,0,0,0
3430,29617,8981,9850,6613,1617,324,60,11,4,0,0,0
3440,29672,8904,9802,6707,1606,305,71,7,3,0,0,0
