iteration,0,1,2,3,4,5,6,7,8,9,10,11,12
3480,29753,8887,9678,6679,1710,282,74,11,2,0,1,0,0
3490,29672,8939,9797,6633,1641,302,83,7,3,0,0,0,0
3500,29720,8829,9819,6719,1593,317,65,14,1,0,0,0,0
3510,29728,8864,9776,6663,1653,316,61,14,2,0,0,0,0
3520,29684,8867,9882,6619,1634,313,65,7,5,1,0,0,0
3530,29612,9000,9780,6692,1625,284,70,12,1,1,0,0,0
3540,29714,8932,9688,6696,1667,294,65,17,3,0,1,0,0
3550,29698,8906,9777,6661,1644,312,57,20,2,0,0,0,0
3560,29692,8897,9814,6619,1694,279,57,19,5,1,0,0,0
3570,29651,9029,9741,6558,1702,314,65,13,3,1,0,0,0
3580,29699,8926,9766,6605,1705,289,72,13,2,0,0,0,0
3590,29814,8768,9737,6683,1689,304,65,16,1,0,0,0,0
3600,29750,8837,9738,6708,1686,273,65,19,1,0,0,0,0
3610,29711,8871,9810,6651,1627,335,59,10,2,0,1,0,0
3620,29700,8844,9862,6664,1611,316,68,11,1,0,0,0,0
3630,29668,8934,9869,6541,1660,310,78,12,5,0,0,0,0
3640,29828,8765,9766,6622,1690,309,74,19,4,0,0,0,0
3650,29764,8846,9729,6680,1661,308,76,11,2,0,0,0,0
3660,29775,8769,9841,6653,1638,315,67,15,3,1,0,0,0
3670,29741,8866,9774,6637,1656,312,73,16,1,0,1,0,0
3680,29690,8896,9821,6630,1653,301,73,11,1,1,0,0,0
3690,29724,8914,9727,6633,1671,335,61,11,1,0,0,0,0
3700,29746,8870,9763,6605,1709,288,84,10,2,0,0,0,0
3710,29570,9056,9812,6616,1654,300,55,9,5,0,0,0,0
3720,29804,8854,9682,6584,1756,316,65,15,1,0,0,0,0
3730,29743,8936,9601,6713,1715,289,67,11,2,0,0,0,0
3740,29633,8967,9793,6664,1653,295,62,7,3,0,0,0,0
3750,29728,8851,9767,6693,1669,296,57,14,1,1,0,0,0
3760,29661,8972,9757,6629,1689,285,70,9,5,0,0,0,0
3770,29676,8954,9777,6592,1693,311,56,15,2,1,0,0,0
3780,29634,8993,9775,6627,1676,303,52,14,3,0,0,0,0
3790,29651,9003,9769,6561,1720,285,74,8,6,0,0,0,0
3800,29662,8978,9712,6681,1672,302,59,8,3,0,0,0,0
3810,29664,9010,9653,6722,1640,312,61,11,4,0,0,0,0
3820,29562,9113,9730,6623,1715,244,76,13,1,0,0,0,0
3830,29616,8979,9871,6596,1619,302,79,12,3,0,0,0,0
3840,29697,8909,9734,6708,1664,285,68,9,3,0,0,0,0
3850,29704,8911,9733,6694,1655,295,74,9,2,0,0,0,0
3860,29702,8976,9675,6638,1702,299,66,14,5,0,0,0,0
3870,29766,8904,9635,6681,1700,306,67,16,2,0,0,0,0
3880,29667,8997,9693,6671,1670,290,75,11,3,0,0,0,0
3890,29585,9064,9778,6605,1677,291,64,9,4,0,0,0,0
3900,29648,8990,9820,6532,1682,320,74,9,2,0,0,0,0
3910,29755,8769,9914,6591,1648,309,69,20,2,0,0,0,0
3920,29702,8804,10021,6473,1681,311,65,17,3,0,0,0,0
3930,29618,9009,9812,6592,1665,302,60,15,3,1,0,0,0
3940,29767,8859,9765,6559,1723,323,66,12,3,0,0,0,0
3950,29814,8811,9689,6657,1701,333,58,12,2,0,0,0,0
3960,29795,8785,9789,6610,1706,310,69,9,3,1,0,0,0
3970,29775,8828,9795,6539,1751,315,59,12,2,1,0,0,0
3980,29717,8896,9760,6651,1661,311,63,13,5,0,0,0,0
3990,29736,8807,9818,6673,1691,275,66,8,3,0,0,0,0
4000,29661,8956,9817,6570,1693,299,62,14,5,0,0,0,0
4010,29769,8809,9800,6607,1702,311,69,10,0,0,0,0,0
4020,29672,8958,9737,6667,1666,295,70,11,1,0,0,0,0
4030,29664,8925,9791,6660,1681,283,62,9,2,0,0,0,0
4040,29695,8857,9850,6666,1628,288,84,6,3,0,0,0,0
4050,29686,8932,9762,6642,1689,278,69,17,2,0,0,0,0
4060,29628,8980,9855,6570,1652,304,68,19,1,0,0,0,0
4070,29707,8882,9824,6604,1673,297,76,11,2,1,0,0,0
4080,29680,8941,9717,6750,1603,299,68,15,4,0,0,0,0
4090,29646,8929,9890,6576,1647,310,58,15,5,1,0,0,0
4100,29680,8911,9813,6644,1641,303,69,13,3,0,0,0,0
