iteration,systemTime-ms,numObservedEntities,logLikelihood,aggDist-IREG,aggDist-SESSO,aggDist-ANASCI,aggDist-STUDIO,aggDist-PAR,aggDist-STACIV,aggDist-PERC,aggDist-CFDIC,recDistortion-0,recDistortion-1,recDistortion-2,recDistortion-3,recDistortion-4,recDistortion-5,recDistortion-6,recDistortion-7,recDistortion-8
13750,1545873201191,17824,-5.756279310e+05,7537,617,139,283,42,115,336,86,30879,8580,278,5,1,0,0,0,0
13760,1545873203581,17871,-5.754598846e+05,7532,582,123,265,61,122,296,92,30964,8491,282,6,0,0,0,0,0
13770,1545873205989,17850,-5.750942772e+05,7430,598,126,264,49,132,310,73,31054,8402,281,6,0,0,0,0,0
13780,1545873208311,17905,-5.751772279e+05,7513,542,139,254,54,124,324,80,30968,8524,247,4,0,0,0,0,0
13790,1545873210608,17815,-5.753300879e+05,7347,580,171,289,47,154,267,82,31099,8353,289,2,0,0,0,0,0
13800,1545873213095,17924,-5.755137219e+05,7408,564,147,320,57,119,305,83,31025,8438,275,5,0,0,0,0,0
13810,1545873215507,17863,-5.752429396e+05,7423,566,133,293,67,142,311,85,31029,8411,300,3,0,0,0,0,0
13820,1545873217950,17887,-5.749205444e+05,7317,540,135,288,73,113,335,88,31148,8307,282,6,0,0,0,0,0
13830,1545873220232,17770,-5.754166975e+05,7461,547,160,297,52,112,273,99,31029,8433,275,6,0,0,0,0,0
13840,1545873222466,17891,-5.754546895e+05,7530,514,126,332,46,131,299,86,30958,8508,275,2,0,0,0,0,0
13850,1545873224663,17883,-5.756265939e+05,7530,584,135,335,60,154,293,76,30897,8529,313,4,0,0,0,0,0
13860,1545873226915,17796,-5.764009325e+05,7568,599,141,320,51,126,323,81,30826,8628,286,3,0,0,0,0,0
13870,1545873229144,17773,-5.754459797e+05,7466,538,157,339,46,136,256,112,30958,8524,257,4,0,0,0,0,0
13880,1545873231456,17860,-5.754249048e+05,7332,561,151,351,49,166,286,81,31056,8403,278,6,0,0,0,0,0
13890,1545873233697,17843,-5.745156631e+05,7403,515,116,324,45,122,289,47,31153,8324,261,5,0,0,0,0,0
13900,1545873236111,17868,-5.749493768e+05,7496,519,120,283,56,129,316,56,31034,8448,256,5,0,0,0,0,0
13910,1545873238527,17890,-5.739159178e+05,7224,462,111,293,55,125,371,61,31284,8220,235,4,0,0,0,0,0
13920,1545873240954,17890,-5.750156696e+05,7317,496,145,332,66,153,351,86,31076,8392,271,4,0,0,0,0,0
13930,1545873243224,17806,-5.759793415e+05,7603,473,142,319,40,144,361,79,30876,8580,280,7,0,0,0,0,0
13940,1545873245632,17895,-5.749928877e+05,7458,526,122,276,56,122,307,96,31076,8377,284,6,0,0,0,0,0
13950,1545873247873,17852,-5.757348151e+05,7452,535,133,324,66,116,409,73,30936,8509,295,3,0,0,0,0,0
13960,1545873250168,17782,-5.754059209e+05,7475,563,117,320,64,157,318,73,30959,8486,293,5,0,0,0,0,0
13970,1545873252428,17840,-5.749127375e+05,7443,567,85,278,60,130,329,76,31050,8423,265,5,0,0,0,0,0
13980,1545873254752,17862,-5.754475316e+05,7507,510,115,402,43,105,374,55,30942,8494,304,3,0,0,0,0,0
13990,1545873257006,17877,-5.757395294e+05,7454,534,89,435,55,134,304,73,30959,8494,286,4,0,0,0,0,0
14000,1545873259402,17695,-5.760922739e+05,7518,533,119,359,63,135,397,87,30849,8582,307,5,0,0,0,0,0
14010,1545873261808,17700,-5.763902308e+05,7599,534,127,319,46,146,365,81,30830,8614,294,5,0,0,0,0,0
14020,1545873264201,17796,-5.751725952e+05,7528,571,102,318,40,139,305,78,30918,8575,244,6,0,0,0,0,0
14030,1545873266376,17745,-5.759977491e+05,7568,543,138,318,60,130,320,78,30862,8612,265,3,1,0,0,0,0
14040,1545873268657,17809,-5.758736256e+05,7568,553,156,351,43,121,280,76,30886,8572,279,6,0,0,0,0,0
14050,1545873270950,17811,-5.751403940e+05,7530,552,137,271,47,116,284,83,31002,8466,271,4,0,0,0,0,0
14060,1545873273321,17781,-5.756109594e+05,7574,538,123,346,45,132,314,72,30862,8618,263,0,0,0,0,0,0
14070,1545873275513,17812,-5.762004763e+05,7604,509,133,330,56,121,433,62,30803,8634,304,2,0,0,0,0,0
14080,1545873277792,17861,-5.765895611e+05,7565,597,148,315,55,158,406,100,30742,8662,335,4,0,0,0,0,0
14090,1545873280215,17871,-5.782088997e+05,7793,614,152,337,72,169,373,74,30514,8877,349,3,0,0,0,0,0
14100,1545873282625,17835,-5.755287311e+05,7610,488,117,293,59,124,383,80,30876,8585,277,5,0,0,0,0,0
14110,1545873284860,17828,-5.769786419e+05,7777,511,129,364,63,132,332,95,30663,8760,317,3,0,0,0,0,0
14120,1545873287287,17885,-5.763674628e+05,7646,516,142,348,59,131,315,80,30785,8682,273,3,0,0,0,0,0
14130,1545873289597,17769,-5.756388139e+05,7544,512,135,304,66,111,297,90,30953,8524,263,3,0,0,0,0,0
14140,1545873291962,17792,-5.763152958e+05,7680,501,127,290,42,150,335,82,30804,8680,250,9,0,0,0,0,0
14150,1545873294317,17879,-5.751807616e+05,7579,490,121,306,48,116,308,90,30958,8513,271,1,0,0,0,0,0
14160,1545873296694,17818,-5.753824093e+05,7642,446,167,267,49,119,267,74,30975,8511,251,6,0,0,0,0,0
14170,1545873298900,17808,-5.768256922e+05,7719,572,171,264,66,125,319,63,30733,8724,283,3,0,0,0,0,0
14180,1545873301266,17859,-5.766932651e+05,7640,576,157,284,47,154,337,57,30793,8655,288,7,0,0,0,0,0
14190,1545873303736,17812,-5.763080509e+05,7744,565,125,282,45,106,371,76,30712,8751,277,3,0,0,0,0,0
14200,1545873306361,17744,-5.766164038e+05,7692,494,144,307,72,127,367,79,30761,8687,290,5,0,0,0,0,0
14210,1545873308621,17748,-5.754383746e+05,7630,468,138,260,66,129,324,57,30906,8603,233,1,0,0,0,0,0
14220,1545873310990,17795,-5.766361210e+05,7691,523,155,315,56,132,365,85,30714,8740,285,4,0,0,0,0,0
14230,1545873313235,17781,-5.762430024e+05,7663,529,154,276,59,127,348,67,30806,8655,278,4,0,0,0,0,0
14240,1545873315608,17760,-5.763818904e+05,7705,544,128,279,49,127,339,75,30784,8675,281,3,0,0,0,0,0
14250,1545873318017,17844,-5.759084174e+05,7685,533,139,264,57,121,316,70,30845,8616,277,5,0,0,0,0,0
14260,1545873320410,17783,-5.760628519e+05,7676,504,153,248,48,128,333,93,30845,8616,279,3,0,0,0,0,0
14270,1545873322612,17813,-5.760407214e+05,7646,556,146,263,52,123,299,75,30861,8609,268,5,0,0,0,0,0
14280,1545873324983,17797,-5.769911515e+05,7691,589,142,311,43,121,355,75,30706,8749,286,2,0,0,0,0,0
14290,1545873327503,17890,-5.751277080e+05,7465,492,156,269,68,108,348,99,31028,8431,278,6,0,0,0,0,0
14300,1545873329963,17840,-5.753858057e+05,7395,530,170,256,51,142,363,90,31050,8393,296,4,0,0,0,0,0
14310,1545873332196,17897,-5.757118421e+05,7465,559,177,275,43,139,300,85,30999,8447,295,2,0,0,0,0,0
14320,1545873334477,17904,-5.756809377e+05,7369,588,177,303,51,144,325,88,31030,8386,322,5,0,0,0,0,0
14330,1545873336898,17773,-5.761903587e+05,7537,603,183,323,55,123,280,72,30872,8568,301,2,0,0,0,0,0
14340,1545873339207,17820,-5.765266543e+05,7599,541,162,345,58,135,345,90,30787,8640,313,3,0,0,0,0,0
14350,1545873341471,17875,-5.754748347e+05,7450,606,168,311,46,107,316,77,30956,8498,284,5,0,0,0,0,0
14360,1545873343937,17783,-5.757688297e+05,7504,563,175,287,59,115,283,87,30960,8496,284,3,0,0,0,0,0
14370,1545873346363,17907,-5.754688377e+05,7404,587,168,299,64,117,349,81,30980,8463,294,6,0,0,0,0,0
14380,1545873348887,17880,-5.763139364e+05,7515,559,199,306,74,112,291,72,30941,8480,319,2,1,0,0,0,0
14390,1545873351229,17861,-5.752593106e+05,7581,546,137,296,48,134,301,55,30944,8510,279,10,0,0,0,0,0
14400,1545873353657,17818,-5.757455859e+05,7625,516,136,282,51,153,275,97,30896,8561,284,2,0,0,0,0,0
14410,1545873355915,17789,-5.754576883e+05,7525,575,151,290,35,139,282,68,30979,8468,291,5,0,0,0,0,0
14420,1545873358269,17905,-5.742412016e+05,7496,499,112,307,52,115,262,75,31088,8394,259,2,0,0,0,0,0
14430,1545873360520,17880,-5.751670554e+05,7480,558,124,252,59,164,296,79,31051,8376,312,4,0,0,0,0,0
14440,1545873362848,17841,-5.742736183e+05,7379,538,116,278,52,98,300,91,31165,8309,264,5,0,0,0,0,0
14450,1545873365289,17890,-5.749691031e+05,7489,538,128,271,50,149,324,95,30996,8453,291,3,0,0,0,0,0
14460,1545873367774,17896,-5.758078936e+05,7621,590,147,236,57,110,324,68,30883,8569,289,2,0,0,0,0,0
14470,1545873369981,17757,-5.757973776e+05,7522,531,140,288,51,135,329,85,30937,8533,271,2,0,0,0,0,0
14480,1545873372231,17851,-5.749404847e+05,7445,513,129,276,44,145,304,85,31067,8413,261,2,0,0,0,0,0
14490,1545873374537,17905,-5.746647574e+05,7404,523,123,316,43,74,314,91,31120,8363,255,5,0,0,0,0,0
14500,1545873377056,17871,-5.753261877e+05,7486,524,153,282,47,134,296,90,31010,8456,275,2,0,0,0,0,0
14510,1545873379516,17736,-5.759362872e+05,7571,613,133,274,60,152,304,88,30852,8589,300,2,0,0,0,0,0
14520,1545873381961,17816,-5.756101569e+05,7478,574,134,349,51,125,318,86,30928,8519,292,4,0,0,0,0,0
14530,1545873384503,17838,-5.756209208e+05,7540,515,142,311,65,147,271,94,30943,8521,273,6,0,0,0,0,0
14540,1545873386927,17862,-5.754245533e+05,7515,543,165,324,57,102,295,72,30944,8531,262,6,0,0,0,0,0
14550,1545873389207,17734,-5.763016437e+05,7718,555,169,298,47,119,246,68,30798,8672,271,2,0,0,0,0,0
14560,1545873391608,17732,-5.758548859e+05,7605,555,156,322,55,138,235,82,30900,8543,295,5,0,0,0,0,0
14570,1545873393903,17788,-5.762039228e+05,7608,566,144,317,58,119,312,108,30831,8597,310,5,0,0,0,0,0
14580,1545873396290,17808,-5.765091365e+05,7664,536,160,353,63,149,280,76,30790,8631,316,6,0,0,0,0,0
14590,1545873398562,17824,-5.758105660e+05,7492,588,143,353,44,131,299,65,30939,8497,303,4,0,0,0,0,0
14600,1545873401091,17844,-5.753160870e+05,7401,601,130,386,72,111,281,89,30962,8491,290,0,0,0,0,0,0
14610,1545873403543,17874,-5.745828580e+05,7481,572,131,284,51,115,272,69,31060,8393,288,2,0,0,0,0,0
14620,1545873406041,17913,-5.753315257e+05,7396,661,131,297,55,123,302,102,30964,8493,284,2,0,0,0,0,0
14630,1545873408327,17813,-5.763638317e+05,7552,645,134,284,66,118,355,77,30802,8654,284,3,0,0,0,0,0
14640,1545873410595,17785,-5.767907166e+05,7707,599,136,272,67,151,317,79,30700,8762,277,4,0,0,0,0,0
14650,1545873412865,17827,-5.758862877e+05,7535,599,139,277,43,126,333,91,30917,8511,313,2,0,0,0,0,0
14660,1545873415238,17801,-5.759910477e+05,7560,625,132,274,53,154,351,71,30833,8603,304,3,0,0,0,0,0
14670,1545873417630,17849,-5.766646099e+05,7642,604,133,295,61,132,371,94,30724,8709,307,3,0,0,0,0,0
14680,1545873420012,17730,-5.759429692e+05,7637,574,128,281,67,131,316,81,30818,8643,274,8,0,0,0,0,0
14690,1545873422536,17849,-5.757227977e+05,7523,593,155,283,46,128,343,78,30878,8585,276,4,0,0,0,0,0
14700,1545873425213,17804,-5.771101510e+05,7708,601,162,283,46,150,331,108,30656,8789,294,4,0,0,0,0,0
14710,1545873427557,17778,-5.761324565e+05,7579,578,142,266,63,130,305,84,30889,8565,285,4,0,0,0,0,0
14720,1545873429970,17843,-5.756569669e+05,7543,589,131,266,56,119,335,79,30910,8553,275,5,0,0,0,0,0
14730,1545873432491,17791,-5.762598371e+05,7572,535,161,351,60,122,314,78,30875,8545,321,2,0,0,0,0,0
14740,1545873434945,17800,-5.760057007e+05,7613,545,142,293,52,112,291,93,30890,8569,280,4,0,0,0,0,0
14750,1545873437118,17861,-5.751611860e+05,7574,604,128,277,41,122,258,58,30944,8540,255,4,0,0,0,0,0
14760,1545873439465,17821,-5.743915884e+05,7422,501,149,281,48,117,262,67,31133,8373,237,0,0,0,0,0,0
14770,1545873441908,17872,-5.757047431e+05,7588,559,147,271,45,140,271,78,30886,8618,236,3,0,0,0,0,0
14780,1545873444350,17844,-5.743359014e+05,7367,541,142,295,54,100,266,66,31170,8321,246,6,0,0,0,0,0
14790,1545873446614,17797,-5.745552673e+05,7408,541,136,277,44,120,288,63,31129,8352,261,1,0,0,0,0,0
14800,1545873449128,17936,-5.755058439e+05,7441,559,126,283,67,144,313,79,31017,8443,280,3,0,0,0,0,0
14810,1545873451388,17860,-5.753699096e+05,7434,582,161,255,67,126,305,63,31017,8462,261,3,0,0,0,0,0
14820,1545873453737,17843,-5.754040693e+05,7465,615,144,263,64,131,275,66,30996,8476,266,5,0,0,0,0,0
14830,1545873456081,17816,-5.755465007e+05,7422,596,173,287,65,130,277,90,30997,8456,286,4,0,0,0,0,0
14840,1545873458549,17942,-5.759090158e+05,7362,564,189,366,48,142,314,75,30989,8451,300,3,0,0,0,0,0
14850,1545873461008,17826,-5.765996131e+05,7487,542,196,405,59,108,343,89,30844,8576,316,7,0,0,0,0,0
14860,1545873463531,17835,-5.763197643e+05,7463,553,157,364,64,117,321,107,30885,8574,280,4,0,0,0,0,0
14870,1545873465922,17840,-5.763092695e+05,7497,538,161,368,61,144,300,86,30873,8589,277,4,0,0,0,0,0
14880,1545873468216,17827,-5.773646709e+05,7773,612,159,414,44,112,261,90,30605,8817,315,6,0,0,0,0,0
14890,1545873470482,17842,-5.769210244e+05,7804,614,140,354,56,103,301,74,30609,8825,306,3,0,0,0,0,0
14900,1545873472966,17910,-5.770364038e+05,7858,555,128,354,59,116,285,74,30606,8848,286,3,0,0,0,0,0
14910,1545873475342,17794,-5.774392452e+05,7930,550,136,329,72,111,330,77,30531,8893,315,4,0,0,0,0,0
14920,1545873477833,17811,-5.778085797e+05,7786,590,146,321,59,157,328,86,30574,8869,296,4,0,0,0,0,0
14930,1545873480326,17823,-5.763353151e+05,7601,587,122,353,51,131,343,75,30786,8655,298,4,0,0,0,0,0
14940,1545873482896,17808,-5.759182142e+05,7668,497,106,281,51,142,350,103,30816,8658,267,2,0,0,0,0,0
14950,1545873485340,17803,-5.757943228e+05,7648,507,129,329,41,107,304,86,30862,8616,260,5,0,0,0,0,0
14960,1545873487845,17848,-5.752902048e+05,7317,496,134,350,55,168,378,88,31045,8415,278,5,0,0,0,0,0
14970,1545873490220,17886,-5.758323525e+05,7504,547,124,288,61,139,329,94,30930,8543,267,3,0,0,0,0,0
14980,1545873492603,17859,-5.752510172e+05,7390,582,156,274,49,113,303,94,31023,8479,241,0,0,0,0,0,0
14990,1545873494933,17888,-5.762082906e+05,7745,605,139,296,41,140,308,63,30714,8726,298,5,0,0,0,0,0
15000,1545873497436,17852,-5.755718160e+05,7416,577,136,312,49,91,313,79,31055,8406,279,3,0,0,0,0,0
15010,1545873499880,17739,-5.759327433e+05,7520,487,161,334,58,108,350,76,30925,8543,274,1,0,0,0,0,0
15020,1545873502319,17778,-5.756788159e+05,7550,514,146,287,60,128,348,51,30933,8540,266,4,0,0,0,0,0
15030,1545873504722,17759,-5.756258558e+05,7489,537,137,333,55,96,336,67,30968,8504,267,4,0,0,0,0,0
15040,1545873507034,17806,-5.751992867e+05,7431,484,158,307,59,128,354,87,31029,8423,288,3,0,0,0,0,0
15050,1545873509291,17780,-5.748227119e+05,7460,495,139,275,46,146,260,72,31090,8414,238,1,0,0,0,0,0
15060,1545873511671,17781,-5.753694361e+05,7458,492,147,310,48,144,308,85,31023,8453,262,5,0,0,0,0,0
15070,1545873513993,17911,-5.759917121e+05,7505,472,162,292,45,167,356,95,30941,8512,288,2,0,0,0,0,0
15080,1545873516365,17818,-5.756448590e+05,7628,467,138,257,49,126,351,90,30891,8600,250,2,0,0,0,0,0
15090,1545873519089,17830,-5.748034800e+05,7510,508,131,241,49,140,334,55,31048,8428,261,6,0,0,0,0,0
15100,1545873521760,17852,-5.753206801e+05,7553,474,133,260,43,132,321,82,31012,8468,259,4,0,0,0,0,0
15110,1545873524028,17835,-5.745205914e+05,7460,462,146,306,67,134,254,61,31110,8381,247,5,0,0,0,0,0
15120,1545873526419,17831,-5.751453590e+05,7360,503,154,268,55,164,334,104,31087,8376,274,6,0,0,0,0,0
15130,1545873528749,17913,-5.736311352e+05,7161,501,134,274,58,135,275,73,31372,8132,238,1,0,0,0,0,0
15140,1545873531140,17866,-5.739080173e+05,7248,518,155,224,54,133,304,81,31275,8219,249,0,0,0,0,0,0
15150,1545873533581,17791,-5.742741084e+05,7385,512,119,265,56,143,257,92,31185,8291,263,4,0,0,0,0,0
15160,1545873536161,17860,-5.754427243e+05,7490,549,151,281,41,148,303,87,30981,8477,282,3,0,0,0,0,0
15170,1545873538596,17814,-5.756881048e+05,7654,480,160,263,65,155,297,67,30868,8612,260,3,0,0,0,0,0
15180,1545873540999,17876,-5.765433287e+05,7671,487,170,293,66,140,311,98,30792,8670,277,4,0,0,0,0,0
15190,1545873543431,17856,-5.765409711e+05,7743,495,148,302,61,150,313,71,30736,8734,270,3,0,0,0,0,0
15200,1545873546182,17844,-5.756171545e+05,7608,474,140,291,42,126,300,98,30920,8568,254,1,0,0,0,0,0
15210,1545873548518,17807,-5.765438822e+05,7638,499,147,313,64,140,329,113,30819,8608,313,3,0,0,0,0,0
15220,1545873551003,17773,-5.763866022e+05,7727,460,132,335,38,142,320,74,30792,8677,271,3,0,0,0,0,0
15230,1545873553452,17807,-5.753037431e+05,7579,464,127,313,54,145,276,106,30958,8509,273,3,0,0,0,0,0
15240,1545873555928,17796,-5.764156583e+05,7712,513,118,296,59,136,328,78,30783,8683,274,3,0,0,0,0,0
15250,1545873558339,17778,-5.761076284e+05,7803,452,116,308,54,138,274,68,30829,8616,297,1,0,0,0,0,0
15260,1545873560897,17786,-5.759698833e+05,7678,420,134,305,61,137,314,75,30904,8558,277,4,0,0,0,0,0
15270,1545873563371,17820,-5.755411265e+05,7683,429,121,273,46,133,380,74,30891,8570,277,5,0,0,0,0,0
15280,1545873565690,17886,-5.752345796e+05,7534,470,130,283,63,134,312,69,31007,8477,259,0,0,0,0,0,0
15290,1545873568067,17720,-5.761218062e+05,7708,522,131,274,57,134,293,74,30825,8650,261,7,0,0,0,0,0
15300,1545873570633,17792,-5.769685063e+05,7724,507,142,341,55,146,320,78,30730,8716,294,3,0,0,0,0,0
15310,1545873573096,17791,-5.750299768e+05,7544,466,142,296,53,142,290,58,31013,8477,245,8,0,0,0,0,0
15320,1545873575615,17778,-5.757431332e+05,7571,459,168,302,71,139,300,70,30953,8506,278,6,0,0,0,0,0
15330,1545873577820,17818,-5.747142209e+05,7389,488,175,310,70,126,272,58,31118,8368,251,6,0,0,0,0,0
15340,1545873580132,17847,-5.754262069e+05,7385,503,177,316,56,135,280,89,31088,8373,278,4,0,0,0,0,0
15350,1545873582463,17804,-5.756073279e+05,7502,568,155,279,58,151,300,74,30964,8478,294,7,0,0,0,0,0
15360,1545873584860,17750,-5.760111217e+05,7586,515,164,278,59,140,297,92,30897,8565,277,4,0,0,0,0,0
15370,1545873587137,17830,-5.759095792e+05,7715,501,168,248,60,130,275,78,30857,8601,281,4,0,0,0,0,0
15380,1545873589494,17824,-5.762352271e+05,7737,490,169,274,51,144,274,68,30802,8678,260,3,0,0,0,0,0
15390,1545873592008,17748,-5.762420015e+05,7660,530,178,288,44,139,300,68,30824,8633,284,2,0,0,0,0,0
15400,1545873594703,17763,-5.766236250e+05,7717,509,138,293,74,161,347,88,30715,8738,281,9,0,0,0,0,0
15410,1545873597067,17685,-5.765955565e+05,7755,531,159,306,50,128,306,74,30734,8712,294,3,0,0,0,0,0
15420,1545873599536,17752,-5.756504088e+05,7512,572,170,338,54,152,263,58,30924,8528,282,9,0,0,0,0,0
15430,1545873602024,17785,-5.755531325e+05,7462,531,160,359,60,132,270,85,30968,8494,278,3,0,0,0,0,0
15440,1545873604497,17786,-5.762322022e+05,7593,548,156,364,58,159,260,86,30818,8629,293,3,0,0,0,0,0
15450,1545873606833,17741,-5.758068478e+05,7537,629,162,271,57,139,268,64,30916,8533,288,6,0,0,0,0,0
15460,1545873609242,17789,-5.763659758e+05,7604,510,170,278,73,140,281,70,30925,8512,304,2,0,0,0,0,0
15470,1545873611749,17902,-5.747603142e+05,7313,532,160,275,55,130,347,84,31131,8331,278,3,0,0,0,0,0
15480,1545873614152,17877,-5.757425153e+05,7431,519,158,280,70,191,299,78,31041,8383,314,5,0,0,0,0,0
15490,1545873616692,17977,-5.747552289e+05,7416,535,121,339,29,148,312,85,31032,8439,270,2,0,0,0,0,0
15500,1545873619454,17847,-5.753638904e+05,7487,520,142,324,47,146,300,67,30985,8484,273,1,0,0,0,0,0
15510,1545873621731,17826,-5.752375844e+05,7397,554,152,304,55,140,312,70,31044,8416,281,2,0,0,0,0,0
15520,1545873624054,17885,-5.746640759e+05,7288,545,150,286,43,149,323,94,31145,8320,276,2,0,0,0,0,0
15530,1545873626523,17872,-5.743432881e+05,7224,548,139,320,56,164,297,80,31207,8249,282,5,0,0,0,0,0
15540,1545873629004,17866,-5.752442372e+05,7276,523,169,328,53,126,318,97,31130,8336,277,0,0,0,0,0,0
15550,1545873631235,17925,-5.747769654e+05,7198,518,166,381,44,153,291,65,31215,8243,282,3,0,0,0,0,0
15560,1545873633513,17844,-5.761333578e+05,7412,540,176,303,61,146,349,85,30973,8474,290,6,0,0,0,0,0
15570,1545873635698,17857,-5.763498237e+05,7476,598,154,361,52,172,343,73,30839,8584,315,5,0,0,0,0,0
15580,1545873637986,17836,-5.748578323e+05,7185,576,153,353,57,129,382,80,31146,8280,316,1,0,0,0,0,0
15590,1545873640297,17836,-5.759030979e+05,7511,571,129,379,50,129,335,78,30862,8583,295,3,0,0,0,0,0
15600,1545873642713,17844,-5.756197297e+05,7540,528,114,338,54,156,291,69,30954,8492,293,4,0,0,0,0,0
15610,1545873644893,17828,-5.763935740e+05,7649,521,114,341,55,156,303,91,30787,8685,268,3,0,0,0,0,0
15620,1545873647166,17797,-5.755354751e+05,7378,539,137,373,51,145,319,89,31000,8457,284,2,0,0,0,0,0
15630,1545873649644,17962,-5.745824522e+05,7321,546,123,332,47,135,302,85,31144,8310,286,3,0,0,0,0,0
15640,1545873652154,17954,-5.745204792e+05,7279,524,145,290,69,127,271,79,31204,8294,245,0,0,0,0,0,0
15650,1545873654453,17877,-5.752716568e+05,7374,565,123,307,43,170,330,70,31041,8427,270,5,0,0,0,0,0
15660,1545873656864,17900,-5.753282649e+05,7343,577,113,334,37,146,384,86,31028,8414,297,4,0,0,0,0,0
15670,1545873659171,17815,-5.758720454e+05,7412,626,135,321,54,161,350,66,30909,8547,283,4,0,0,0,0,0
15680,1545873661443,17923,-5.749852918e+05,7253,581,133,332,64,164,320,100,31111,8320,309,3,0,0,0,0,0
15690,1545873663783,17781,-5.746018693e+05,7242,584,131,315,51,131,331,89,31142,8331,267,3,0,0,0,0,0
15700,1545873666410,17829,-5.761131389e+05,7556,559,120,359,53,147,357,84,30808,8641,288,6,0,0,0,0,0
15710,1545873668727,17760,-5.754193237e+05,7588,536,109,302,70,134,344,69,30906,8527,305,5,0,0,0,0,0
15720,1545873671090,17815,-5.765574264e+05,7765,560,98,314,55,155,319,99,30668,8789,282,4,0,0,0,0,0
15730,1545873673360,17800,-5.754484446e+05,7573,580,122,289,63,129,291,66,30892,8592,256,3,0,0,0,0,0
15740,1545873675736,17838,-5.752822347e+05,7466,620,154,259,56,167,258,75,30985,8465,289,4,0,0,0,0,0
15750,1545873678179,17808,-5.762169847e+05,7611,613,132,293,63,158,315,68,30773,8688,281,1,0,0,0,0,0
15760,1545873680789,17852,-5.761863116e+05,7590,586,159,294,46,137,328,81,30824,8620,296,3,0,0,0,0,0
15770,1545873683217,17894,-5.775737872e+05,7790,500,144,372,51,149,385,94,30614,8777,348,4,0,0,0,0,0
15780,1545873685736,17823,-5.762077646e+05,7704,518,163,311,64,142,246,68,30829,8612,302,0,0,0,0,0,0
15790,1545873688030,17822,-5.755668572e+05,7661,472,131,311,63,160,227,84,30896,8588,256,3,0,0,0,0,0
15800,1545873690518,17836,-5.752741746e+05,7681,460,137,310,48,143,245,93,30902,8568,270,3,0,0,0,0,0
15810,1545873692921,17862,-5.760869391e+05,7690,563,136,310,44,109,299,62,30812,8654,272,5,0,0,0,0,0
15820,1545873695284,17846,-5.746663094e+05,7619,521,120,284,62,110,239,77,30972,8512,257,2,0,0,0,0,0
15830,1545873697483,17768,-5.767084831e+05,7689,547,151,337,54,114,324,72,30759,8684,296,4,0,0,0,0,0
15840,1545873699821,17786,-5.761288535e+05,7633,571,161,281,55,126,296,65,30844,8615,279,5,0,0,0,0,0
15850,1545873702107,17750,-5.763315257e+05,7703,585,144,294,61,124,278,79,30772,8677,291,3,0,0,0,0,0
15860,1545873704524,17819,-5.754675466e+05,7583,533,139,297,64,131,272,69,30913,8576,250,4,0,0,0,0,0
15870,1545873706763,17799,-5.762711577e+05,7741,603,128,264,59,112,313,85,30739,8707,293,4,0,0,0,0,0
15880,1545873709250,17807,-5.753171981e+05,7654,533,110,320,58,132,256,55,30891,8589,260,3,0,0,0,0,0
15890,1545873711703,17859,-5.750912555e+05,7561,580,106,289,65,97,283,75,30954,8524,263,2,0,0,0,0,0
15900,1545873714388,17745,-5.749890285e+05,7448,569,125,274,65,116,285,85,31053,8415,273,2,0,0,0,0,0
15910,1545873716858,17866,-5.754386959e+05,7557,555,137,277,64,154,286,90,30913,8542,286,2,0,0,0,0,0
15920,1545873719312,17826,-5.762128158e+05,7573,549,142,241,73,156,318,88,30888,8576,273,6,0,0,0,0,0
15930,1545873721517,17890,-5.757818536e+05,7572,562,148,246,55,145,320,76,30917,8534,286,6,0,0,0,0,0
15940,1545873723776,17913,-5.751526023e+05,7439,525,143,252,45,181,296,95,31053,8408,278,4,0,0,0,0,0
15950,1545873725955,17802,-5.756392558e+05,7450,562,165,295,55,174,279,73,31014,8412,310,7,0,0,0,0,0
15960,1545873728264,17891,-5.755203330e+05,7451,572,145,294,54,138,311,72,30989,8475,275,4,0,0,0,0,0
15970,1545873730429,17890,-5.754834261e+05,7537,525,157,261,69,123,266,61,31019,8451,271,2,0,0,0,0,0
15980,1545873732817,17789,-5.760649998e+05,7692,518,123,264,68,102,356,88,30809,8660,272,1,1,0,0,0,0
15990,1545873735302,17870,-5.758377924e+05,7634,541,126,253,47,106,337,70,30899,8575,268,1,0,0,0,0,0
16000,1545873737845,17755,-5.754230131e+05,7380,544,127,343,49,118,317,81,31098,8332,312,1,0,0,0,0,0
16010,1545873740168,17884,-5.753899944e+05,7490,503,130,330,50,134,286,84,31025,8434,279,5,0,0,0,0,0
16020,1545873742520,17908,-5.751935263e+05,7505,483,134,333,59,140,270,74,31016,8459,265,3,0,0,0,0,0
16030,1545873744696,17822,-5.742146719e+05,7325,468,130,328,65,125,269,83,31211,8276,251,5,0,0,0,0,0
16040,1545873746958,17852,-5.746534447e+05,7406,524,131,286,77,115,296,62,31086,8418,238,1,0,0,0,0,0
16050,1545873749243,17814,-5.759718441e+05,7640,522,142,301,65,99,299,69,30908,8533,302,0,0,0,0,0,0
16060,1545873751640,17825,-5.752607501e+05,7609,471,142,265,55,123,305,99,30930,8559,252,2,0,0,0,0,0
16070,1545873754116,17785,-5.759895388e+05,7773,459,103,324,52,140,309,59,30808,8653,280,2,0,0,0,0,0
16080,1545873756586,17794,-5.754346440e+05,7687,487,126,295,66,129,246,64,30931,8528,280,4,0,0,0,0,0
