iteration,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
16910,21909,6745,5390,2900,1472,724,354,147,69,27,4,2,0,0,0,0,0,0,0,0
16920,21912,6729,5408,2903,1487,717,338,139,59,35,12,2,1,0,1,0,0,0,0,0
16930,21954,6707,5389,2913,1451,715,335,164,74,29,7,2,2,1,0,0,0,0,0,0
16940,21937,6722,5357,2941,1460,722,359,142,64,22,14,1,1,1,0,0,0,0,0,0
16950,21972,6639,5412,2932,1454,752,322,163,60,23,6,8,0,0,0,0,0,0,0,0
16960,21895,6704,5492,2858,1491,703,367,133,61,20,11,6,1,1,0,0,0,0,0,0
16970,21926,6787,5314,2899,1500,699,358,165,48,30,10,5,2,0,0,0,0,0,0,0
16980,21965,6686,5319,2985,1509,699,320,144,65,35,10,4,1,0,1,0,0,0,0,0
16990,21957,6747,5217,3006,1535,693,325,168,64,20,5,3,2,0,1,0,0,0,0,0
17000,21872,6712,5456,2944,1478,704,338,138,63,27,8,2,1,0,0,0,0,0,0,0
17010,21955,6602,5537,2866,1478,723,320,142,78,25,11,3,3,0,0,0,0,0,0,0
17020,21918,6751,5396,2862,1475,745,355,134,62,28,15,1,1,0,0,0,0,0,0,0
17030,21896,6786,5347,2954,1450,686,359,153,72,34,3,2,1,0,0,0,0,0,0,0
17040,21947,6717,5293,3016,1476,710,329,140,68,34,10,2,1,0,0,0,0,0,0,0
17050,21906,6768,5382,2905,1449,732,341,156,58,30,9,6,1,0,0,0,0,0,0,0
17060,21837,6775,5413,3004,1445,677,343,143,66,27,9,3,1,0,0,0,0,0,0,0
17070,21941,6654,5383,2971,1549,685,296,156,69,24,14,0,0,1,0,0,0,0,0,0
17080,21941,6715,5325,2906,1619,650,342,146,54,27,14,3,1,0,0,0,0,0,0,0
17090,21984,6668,5346,2935,1508,719,326,136,71,31,14,4,1,0,0,0,0,0,0,0
17100,22002,6642,5299,2979,1519,721,351,123,65,25,14,3,0,0,0,0,0,0,0,0
17110,21959,6673,5353,2985,1466,707,361,148,44,25,14,5,3,0,0,0,0,0,0,0
17120,21877,6686,5433,3070,1411,681,337,135,75,24,8,4,1,1,0,0,0,0,0,0
17130,21840,6735,5492,2902,1535,691,294,135,77,26,13,2,1,0,0,0,0,0,0,0
17140,21901,6721,5401,2962,1492,686,295,174,67,31,10,3,0,0,0,0,0,0,0,0
17150,21916,6688,5464,2934,1420,718,341,158,66,19,8,9,1,1,0,0,0,0,0,0
17160,21930,6728,5391,2895,1503,717,299,158,72,30,16,3,1,0,0,0,0,0,0,0
17170,21857,6758,5411,2944,1501,698,337,142,55,24,12,3,1,0,0,0,0,0,0,0
17180,21955,6620,5457,2950,1456,716,331,154,63,26,13,1,1,0,0,0,0,0,0,0
17190,21932,6651,5437,2971,1447,705,356,145,66,23,6,3,0,1,0,0,0,0,0,0
17200,21860,6826,5329,2920,1529,696,337,140,71,22,10,1,2,0,0,0,0,0,0,0
17210,22030,6580,5364,2932,1520,759,318,137,55,26,19,3,0,0,0,0,0,0,0,0
17220,21904,6724,5403,2950,1437,723,361,146,56,30,6,2,1,0,0,0,0,0,0,0
17230,21912,6647,5470,2956,1488,686,342,147,57,20,13,3,0,2,0,0,0,0,0,0
17240,21848,6836,5299,2981,1506,714,331,116,61,33,12,4,1,1,0,0,0,0,0,0
17250,21885,6680,5475,2940,1503,692,320,148,62,21,10,4,3,0,0,0,0,0,0,0
17260,21867,6752,5375,2971,1549,676,300,137,71,29,13,2,1,0,0,0,0,0,0,0
17270,21867,6797,5390,2884,1528,697,321,151,68,20,13,5,1,1,0,0,0,0,0,0
17280,22046,6570,5318,3012,1500,706,334,146,76,23,5,5,1,1,0,0,0,0,0,0
17290,21923,6694,5437,2947,1441,694,341,164,52,24,14,10,2,0,0,0,0,0,0,0
17300,21945,6651,5440,2906,1509,695,347,156,62,18,10,0,2,1,1,0,0,0,0,0
17310,21921,6733,5367,2955,1479,683,339,160,56,29,14,7,0,0,0,0,0,0,0,0
17320,21891,6764,5333,2954,1492,764,314,138,55,18,12,5,3,0,0,0,0,0,0,0
17330,21913,6674,5418,2945,1540,691,314,145,68,19,10,4,1,1,0,0,0,0,0,0
17340,22011,6559,5423,2958,1498,708,342,138,65,22,17,0,1,0,1,0,0,0,0,0
17350,21962,6651,5458,2877,1471,710,345,166,64,28,7,3,1,0,0,0,0,0,0,0
17360,21941,6685,5381,2996,1414,750,320,156,44,32,16,6,2,0,0,0,0,0,0,0
17370,21876,6728,5404,2947,1530,715,304,132,65,25,12,2,3,0,0,0,0,0,0,0
17380,21851,6800,5395,2905,1507,724,301,161,62,21,8,5,2,1,0,0,0,0,0,0
17390,21978,6663,5352,2983,1454,720,323,159,72,23,6,4,5,1,0,0,0,0,0,0
17400,21945,6731,5388,2919,1451,665,353,170,77,26,10,5,2,1,0,0,0,0,0,0
17410,21887,6779,5408,2897,1453,713,345,147,67,30,12,5,0,0,0,0,0,0,0,0
17420,21893,6745,5401,2913,1508,681,352,149,63,25,9,3,0,1,0,0,0,0,0,0
17430,21980,6648,5368,2948,1487,743,310,148,63,33,11,3,1,0,0,0,0,0,0,0
17440,22004,6610,5401,2923,1492,697,356,159,70,20,4,4,3,0,0,0,0,0,0,0
17450,21964,6671,5403,2882,1504,726,347,144,53,32,15,2,0,0,0,0,0,0,0,0
17460,21875,6801,5373,2925,1448,718,343,154,69,24,9,3,1,0,0,0,0,0,0,0
17470,21904,6728,5363,2963,1481,727,345,141,55,25,3,7,1,0,0,0,0,0,0,0
17480,21918,6620,5498,2922,1541,677,328,139,55,29,9,5,1,1,0,0,0,0,0,0
17490,21807,6829,5472,2846,1510,720,304,145,59,34,13,3,1,0,0,0,0,0,0,0
17500,21929,6695,5384,2902,1543,725,327,141,59,27,8,3,0,0,0,0,0,0,0,0
17510,21870,6796,5370,2921,1486,709,350,136,66,22,11,5,1,0,0,0,0,0,0,0
17520,21913,6684,5370,2985,1509,725,343,123,55,23,8,3,2,0,0,0,0,0,0,0
17530,21939,6693,5416,2929,1460,703,334,152,67,35,11,2,1,1,0,0,0,0,0,0
17540,21943,6660,5386,3018,1431,721,338,144,56,27,10,8,0,1,0,0,0,0,0,0
17550,21853,6786,5411,2930,1492,686,317,158,68,29,11,1,0,1,0,0,0,0,0,0
17560,21852,6800,5371,2952,1517,677,317,146,60,30,15,4,2,0,0,0,0,0,0,0
17570,21878,6711,5418,2958,1486,723,345,140,55,22,4,1,2,0,0,0,0,0,0,0
17580,21938,6735,5277,2999,1496,713,342,147,57,24,11,3,1,0,0,0,0,0,0,0
17590,21924,6706,5357,2958,1526,709,314,147,58,27,10,4,3,0,0,0,0,0,0,0
17600,21985,6661,5317,2964,1532,689,343,154,59,18,18,3,0,0,0,0,0,0,0,0
17610,21922,6751,5369,2879,1518,721,342,129,59,31,14,3,4,1,0,0,0,0,0,0
17620,21934,6680,5384,2998,1457,711,314,145,80,25,12,2,1,0,0,0,0,0,0,0
17630,21995,6636,5393,2905,1517,688,340,163,59,36,5,2,3,1,0,0,0,0,0,0
17640,21936,6726,5318,2942,1526,720,330,149,59,20,12,4,1,0,0,0,0,0,0,0
17650,21910,6693,5475,2891,1488,699,316,160,68,24,11,5,1,1,1,0,0,0,0,0
17660,21960,6631,5368,2991,1537,691,324,145,56,20,10,8,1,1,0,0,0,0,0,0
17670,21895,6759,5310,3019,1446,742,335,143,60,22,10,0,2,0,0,0,0,0,0,0
17680,21912,6659,5434,3007,1445,725,319,129,76,20,8,5,3,0,1,0,0,0,0,0
17690,21992,6585,5449,2933,1496,668,368,138,76,30,4,3,1,0,0,0,0,0,0,0
17700,21873,6795,5378,2919,1472,723,326,149,60,32,12,3,1,0,0,0,0,0,0,0
17710,21848,6765,5414,2932,1531,690,314,147,66,23,11,2,0,0,0,0,0,0,0,0
17720,21936,6652,5391,2986,1508,714,306,144,69,25,6,4,2,0,0,0,0,0,0,0
17730,21884,6706,5413,2976,1484,715,330,145,58,15,12,2,3,0,0,0,0,0,0,0
17740,21922,6715,5373,2951,1487,708,336,150,58,27,10,4,2,0,0,0,0,0,0,0
17750,21829,6783,5511,2839,1488,722,306,159,69,19,12,5,1,0,0,0,0,0,0,0
17760,21930,6755,5343,2928,1463,713,344,159,74,18,8,6,2,0,0,0,0,0,0,0
17770,21991,6569,5443,2995,1473,660,339,163,70,25,14,1,0,0,0,0,0,0,0,0
17780,22006,6609,5383,2897,1549,709,347,146,65,16,10,4,2,0,0,0,0,0,0,0
17790,22025,6610,5351,2959,1469,724,348,153,64,22,11,5,2,0,0,0,0,0,0,0
17800,21930,6676,5410,2949,1472,738,322,149,53,31,6,4,1,1,0,1,0,0,0,0
17810,21956,6641,5401,2983,1470,709,340,133,63,30,11,3,1,2,0,0,0,0,0,0
17820,21877,6796,5372,2919,1492,701,329,139,68,27,15,7,1,0,0,0,0,0,0,0
17830,21938,6689,5389,2926,1464,755,343,159,46,19,12,1,1,0,1,0,0,0,0,0
17840,21965,6646,5440,2901,1453,755,318,160,66,24,10,5,0,0,0,0,0,0,0,0
17850,21959,6660,5386,2960,1442,764,325,150,56,23,13,2,3,0,0,0,0,0,0,0
17860,21964,6731,5304,2953,1471,685,374,163,57,25,10,4,0,2,0,0,0,0,0,0
17870,22009,6674,5305,2952,1488,706,342,142,74,33,14,2,2,0,0,0,0,0,0,0
17880,21957,6687,5368,2902,1502,731,371,130,60,22,8,4,0,1,0,0,0,0,0,0
17890,21880,6740,5422,2910,1509,691,355,140,55,27,9,5,0,0,0,0,0,0,0,0
17900,22037,6544,5455,2929,1461,691,353,167,62,27,11,5,1,0,0,0,0,0,0,0
17910,21895,6802,5335,2891,1512,734,309,157,66,28,9,4,0,1,0,0,0,0,0,0
17920,21928,6702,5414,2888,1525,679,357,151,61,21,10,6,1,0,0,0,0,0,0,0
17930,21905,6690,5488,2885,1510,668,317,173,62,27,12,3,2,1,0,0,0,0,0,0
17940,21871,6712,5505,2877,1512,695,305,163,54,35,9,2,2,1,0,0,0,0,0,0
17950,21860,6786,5400,2943,1477,677,330,169,59,28,8,5,0,1,0,0,0,0,0,0
17960,21922,6642,5464,2963,1451,755,287,148,72,23,12,4,0,0,0,0,0,0,0,0
17970,21827,6827,5360,2980,1482,690,334,138,61,24,16,4,0,0,0,0,0,0,0,0
17980,21881,6647,5532,2945,1470,679,353,138,61,23,12,1,1,0,0,0,0,0,0,0
17990,21825,6784,5451,3007,1387,695,325,164,58,28,13,4,1,1,0,0,0,0,0,0
18000,21911,6788,5296,2971,1502,682,320,148,75,32,14,1,2,1,0,0,0,0,0,0
18010,21843,6788,5435,2919,1476,675,355,151,66,23,7,3,2,0,0,0,0,0,0,0
18020,21951,6627,5416,2920,1572,715,303,136,59,30,7,5,2,0,0,0,0,0,0,0
18030,21887,6697,5516,2885,1469,695,333,143,73,30,10,5,0,0,0,0,0,0,0,0
18040,21907,6702,5463,2882,1481,714,337,163,55,25,8,5,1,0,0,0,0,0,0,0
18050,21942,6700,5375,2943,1476,733,315,149,61,29,11,5,4,0,0,0,0,0,0,0
18060,21970,6716,5239,3019,1477,751,330,140,62,25,8,4,2,0,0,0,0,0,0,0
18070,21900,6718,5429,2971,1440,688,320,161,68,30,9,8,0,0,0,1,0,0,0,0
18080,21935,6757,5381,2871,1494,671,364,155,59,35,10,8,3,0,0,0,0,0,0,0
18090,21878,6732,5387,3018,1462,679,325,159,65,28,8,0,1,1,0,0,0,0,0,0
18100,21910,6812,5360,2796,1559,715,328,147,68,24,15,5,2,2,0,0,0,0,0,0
18110,21976,6692,5303,2957,1510,735,314,146,59,35,11,4,1,0,0,0,0,0,0,0
18120,22034,6633,5286,2978,1507,710,336,140,71,29,13,4,1,0,0,1,0,0,0,0
18130,22038,6564,5401,2913,1486,758,332,151,59,33,4,2,2,0,0,0,0,0,0,0
18140,21949,6663,5396,2928,1483,749,338,149,53,21,11,3,0,0,0,0,0,0,0,0
18150,21999,6683,5336,2900,1478,752,335,148,66,31,9,2,2,1,1,0,0,0,0,0
18160,21924,6760,5302,2967,1484,734,317,135,77,28,12,1,0,2,0,0,0,0,0,0
18170,22048,6548,5387,2942,1513,711,336,143,84,15,13,2,1,0,0,0,0,0,0,0
18180,21964,6646,5400,2919,1507,712,359,143,59,22,8,2,1,1,0,0,0,0,0,0
18190,21933,6723,5352,2955,1481,714,313,158,73,29,7,2,3,0,0,0,0,0,0,0
18200,21950,6762,5304,2879,1538,706,335,162,70,25,10,1,0,0,1,0,0,0,0,0
18210,21994,6636,5352,2911,1554,715,339,148,56,27,6,2,3,0,0,0,0,0,0,0
18220,21762,6854,5486,2921,1449,689,316,164,65,26,9,1,0,0,1,0,0,0,0,0
18230,21981,6678,5290,2962,1538,733,317,126,81,26,7,2,2,0,0,0,0,0,0,0
18240,21951,6674,5382,2973,1433,743,344,148,47,31,11,2,1,2,1,0,0,0,0,0
18250,21902,6737,5413,2876,1540,686,335,147,64,28,8,6,0,1,0,0,0,0,0,0
18260,21870,6712,5468,2904,1535,679,332,150,54,26,8,1,3,1,0,0,0,0,0,0
18270,21858,6786,5402,2890,1534,716,303,140,74,30,4,5,1,0,0,0,0,0,0,0
18280,21855,6787,5390,2892,1561,683,325,159,59,19,10,2,0,1,0,0,0,0,0,0
18290,21957,6652,5381,2968,1478,740,327,140,52,32,11,3,2,0,0,0,0,0,0,0
18300,21949,6720,5295,2964,1500,743,329,144,58,32,7,2,0,0,0,0,0,0,0,0
18310,21874,6761,5406,2923,1509,684,315,169,71,20,5,2,2,0,2,0,0,0,0,0
18320,21907,6694,5409,2956,1501,703,331,140,56,33,11,1,1,0,0,0,0,0,0,0
18330,21965,6629,5437,2861,1568,725,322,127,62,34,7,5,1,0,0,0,0,0,0,0
18340,21968,6611,5426,2921,1529,729,324,135,58,26,12,2,0,1,1,0,0,0,0,0
18350,21919,6704,5432,2905,1482,709,343,142,57,30,14,4,1,1,0,0,0,0,0,0
18360,21920,6752,5336,2930,1484,738,339,145,58,25,11,5,0,0,0,0,0,0,0,0
18370,21915,6750,5419,2876,1420,754,357,150,60,25,11,3,2,1,0,0,0,0,0,0
18380,21984,6669,5348,2935,1477,751,338,132,61,24,14,6,4,0,0,0,0,0,0,0
18390,21998,6655,5346,2970,1464,691,345,155,73,26,18,2,0,0,0,0,0,0,0,0
18400,21924,6762,5377,2871,1467,738,339,163,63,23,10,3,2,1,0,0,0,0,0,0
18410,21919,6670,5455,2982,1388,751,329,142,54,33,11,7,0,2,0,0,0,0,0,0
18420,21935,6745,5275,3020,1457,719,341,147,68,19,13,3,1,0,0,0,0,0,0,0
18430,21955,6806,5229,2867,1599,685,347,140,62,37,12,2,2,0,0,0,0,0,0,0
18440,21754,6838,5432,2997,1496,681,317,131,56,22,15,3,0,1,0,0,0,0,0,0
18450,21924,6700,5391,2962,1460,737,301,160,68,27,9,3,0,0,1,0,0,0,0,0
18460,21881,6684,5445,3006,1464,693,316,144,76,24,9,0,1,0,0,0,0,0,0,0
18470,21924,6777,5364,2844,1503,733,344,151,55,25,16,4,1,1,1,0,0,0,0,0
18480,21860,6723,5427,3016,1453,686,329,145,67,21,14,2,0,0,0,0,0,0,0,0
18490,21954,6652,5408,2974,1448,714,328,163,61,25,11,2,2,1,0,0,0,0,0,0
18500,21842,6785,5416,2948,1461,711,339,134,70,25,6,6,0,0,0,0,0,0,0,0
18510,21855,6749,5466,2945,1437,700,343,146,56,24,13,4,4,1,0,0,0,0,0,0
18520,21941,6715,5354,2944,1483,722,325,150,61,30,13,3,1,1,0,0,0,0,0,0
18530,21894,6724,5411,2901,1554,686,333,137,63,24,8,5,3,0,0,0,0,0,0,0
18540,21842,6765,5456,2883,1532,690,332,149,62,19,9,1,3,0,0,0,0,0,0,0
18550,21953,6669,5438,2856,1517,722,337,141,68,27,11,2,2,0,0,0,0,0,0,0
18560,22014,6633,5335,2917,1557,707,322,146,62,31,14,3,2,0,0,0,0,0,0,0
18570,21940,6655,5434,2935,1470,740,306,154,75,21,11,2,0,0,0,0,0,0,0,0
18580,21890,6694,5478,2929,1460,701,346,144,57,27,10,6,1,0,0,0,0,0,0,0
18590,21871,6724,5465,2938,1456,734,308,129,62,35,15,4,1,1,0,0,0,0,0,0
18600,21865,6761,5408,2934,1492,707,320,166,53,25,5,5,1,1,0,0,0,0,0,0
18610,21880,6804,5360,2904,1517,697,318,140,69,36,11,5,1,1,0,0,0,0,0,0
18620,21937,6702,5378,2941,1478,727,322,148,63,32,11,3,1,0,0,0,0,0,0,0
18630,21879,6803,5339,2913,1525,700,345,125,68,29,15,1,1,0,0,0,0,0,0,0
18640,21878,6802,5348,2902,1524,714,296,178,70,21,9,0,1,0,0,0,0,0,0,0
18650,21980,6601,5454,2941,1439,728,345,148,67,29,9,2,0,0,0,0,0,0,0,0
18660,21995,6595,5400,2874,1599,743,308,136,46,29,12,6,0,0,0,0,0,0,0,0
18670,21879,6765,5378,2923,1496,733,322,153,54,32,7,1,0,0,0,0,0,0,0,0
18680,21930,6686,5359,2963,1513,734,306,167,53,24,5,3,0,0,0,0,0,0,0,0
18690,21850,6824,5356,2948,1469,709,332,145,72,27,6,4,1,0,0,0,0,0,0,0
18700,21924,6698,5409,2917,1533,676,328,139,70,35,9,3,1,1,0,0,0,0,0,0
18710,21911,6789,5310,2912,1520,720,328,142,67,28,11,4,0,0,1,0,0,0,0,0
18720,21932,6680,5368,2995,1477,726,315,144,70,25,5,3,2,0,1,0,0,0,0,0
18730,21909,6708,5433,2915,1449,732,347,158,62,22,5,2,0,0,1,0,0,0,0,0
18740,21935,6679,5386,2984,1419,754,344,152,59,20,8,2,1,0,0,0,0,0,0,0
18750,22001,6577,5417,2944,1522,691,341,141,70,30,6,2,1,0,0,0,0,0,0,0
18760,21937,6699,5416,2910,1439,751,332,151,66,31,7,3,1,0,0,0,0,0,0,0
18770,21877,6718,5435,2980,1443,712,321,160,58,23,12,2,2,0,0,0,0,0,0,0
18780,21946,6698,5356,2955,1497,700,331,150,68,27,9,5,1,0,0,0,0,0,0,0
18790,21878,6808,5361,2930,1426,742,338,157,61,29,11,1,1,0,0,0,0,0,0,0
18800,22017,6594,5408,2917,1476,742,335,152,53,29,13,5,2,0,0,0,0,0,0,0
18810,21868,6690,5480,2961,1463,710,329,154,55,19,10,3,1,0,0,0,0,0,0,0
18820,21897,6762,5354,2947,1483,716,330,151,63,24,13,3,0,0,0,0,0,0,0,0
18830,21928,6671,5403,2955,1497,730,303,148,74,24,9,1,0,0,0,0,0,0,0,0
18840,21952,6708,5307,2974,1506,710,333,154,65,19,10,4,0,0,1,0,0,0,0,0
18850,21867,6794,5373,2933,1473,725,331,141,69,18,12,5,1,1,0,0,0,0,0,0
18860,21868,6811,5348,2933,1507,685,323,153,73,32,8,1,1,0,0,0,0,0,0,0
18870,21815,6841,5384,2946,1502,677,316,153,67,27,9,5,1,0,0,0,0,0,0,0
18880,21879,6735,5448,2949,1466,662,332,147,81,28,10,3,2,1,0,0,0,0,0,0
18890,21935,6701,5357,2924,1554,694,348,123,69,20,11,5,2,0,0,0,0,0,0,0
18900,21859,6723,5469,2942,1484,697,322,139,64,30,7,6,1,0,0,0,0,0,0,0
18910,21922,6689,5385,3000,1453,716,316,172,47,24,11,6,2,0,0,0,0,0,0,0
18920,21926,6723,5395,2921,1478,700,341,141,69,36,5,2,5,0,1,0,0,0,0,0
18930,21856,6789,5410,2920,1489,688,347,130,64,34,12,1,2,1,0,0,0,0,0,0
18940,21965,6660,5415,2928,1467,698,353,137,66,38,13,2,1,0,0,0,0,0,0,0
18950,21907,6728,5422,2906,1466,707,353,146,69,28,11,0,0,0,0,0,0,0,0,0
18960,21982,6711,5291,2966,1484,698,328,167,80,22,8,4,1,0,0,1,0,0,0,0
18970,21993,6627,5391,2948,1478,706,333,153,73,26,7,5,3,0,0,0,0,0,0,0
18980,21972,6699,5378,2927,1451,684,345,162,73,35,8,8,1,0,0,0,0,0,0,0
18990,21939,6707,5424,2894,1477,705,319,157,65,31,16,7,2,0,0,0,0,0,0,0
19000,21979,6761,5263,2890,1533,674,373,170,60,29,7,3,1,0,0,0,0,0,0,0
19010,21987,6702,5284,2970,1476,726,336,149,68,32,8,3,1,1,0,0,0,0,0,0
19020,21979,6718,5287,2958,1471,712,361,155,60,27,8,5,2,0,0,0,0,0,0,0
19030,22002,6678,5283,2985,1465,749,320,145,68,29,13,4,1,1,0,0,0,0,0,0
19040,21935,6718,5411,2898,1438,716,360,172,56,28,8,3,0,0,0,0,0,0,0,0
19050,21897,6706,5423,2983,1458,691,314,165,67,21,8,9,1,0,0,0,0,0,0,0
19060,21935,6724,5334,2984,1472,690,351,146,64,22,13,5,2,0,1,0,0,0,0,0
19070,21927,6712,5451,2838,1497,715,338,163,58,27,12,4,1,0,0,0,0,0,0,0
19080,21947,6662,5408,2913,1525,704,336,147,69,18,9,3,2,0,0,0,0,0,0,0
19090,21876,6790,5339,2944,1512,686,347,156,61,23,6,2,0,0,1,0,0,0,0,0
19100,21927,6682,5427,2947,1445,741,303,160,72,31,4,2,1,0,1,0,0,0,0,0
19110,21897,6708,5379,3003,1501,673,336,148,58,23,12,4,1,0,0,0,0,0,0,0
19120,21935,6696,5377,2994,1438,719,308,164,69,26,9,6,1,0,1,0,0,0,0,0
19130,21924,6764,5325,2944,1454,726,346,155,65,33,4,3,0,0,0,0,0,0,0,0
19140,22008,6645,5426,2828,1455,782,330,169,56,25,14,4,1,0,0,0,0,0,0,0
19150,21892,6737,5385,2955,1504,684,338,137,73,25,8,4,0,0,0,1,0,0,0,0
19160,21987,6652,5397,2906,1483,714,345,141,73,24,15,3,2,1,0,0,0,0,0,0
19170,21897,6723,5421,2965,1448,683,338,159,66,31,7,2,3,0,0,0,0,0,0,0
19180,22032,6573,5397,2945,1487,708,346,144,65,21,17,7,0,1,0,0,0,0,0,0
19190,21969,6641,5382,2952,1518,706,311,158,67,25,8,5,1,0,0,0,0,0,0,0
19200,22002,6644,5338,2948,1509,703,345,142,63,36,9,3,0,1,0,0,0,0,0,0
19210,21997,6632,5385,2924,1486,727,332,145,75,22,14,3,1,0,0,0,0,0,0,0
19220,21893,6743,5390,3007,1437,679,295,178,72,34,10,3,1,1,0,0,0,0,0,0
19230,21858,6868,5317,2936,1464,689,344,140,83,27,9,6,1,1,0,0,0,0,0,0
19240,22007,6581,5416,2995,1436,717,327,138,76,30,12,6,2,0,0,0,0,0,0,0
19250,21957,6733,5290,2944,1524,687,357,146,59,31,13,2,0,0,0,0,0,0,0,0
19260,21909,6720,5326,3038,1494,668,349,136,60,21,17,4,1,0,0,0,0,0,0,0
19270,21890,6737,5419,2909,1515,667,363,144,55,26,12,6,0,0,0,0,0,0,0,0
19280,21894,6781,5322,2979,1443,760,317,136,66,29,12,2,2,0,0,0,0,0,0,0
19290,21939,6745,5310,2911,1539,721,314,170,55,23,14,1,1,0,0,0,0,0,0,0
19300,21897,6697,5450,2933,1512,669,331,137,70,25,19,2,1,0,0,0,0,0,0,0
19310,21969,6695,5366,2917,1476,705,333,177,70,19,11,3,1,1,0,0,0,0,0,0
19320,21934,6755,5351,2871,1505,729,336,160,68,19,9,5,1,0,0,0,0,0,0,0
19330,21882,6740,5439,2915,1460,728,322,147,70,29,6,2,3,0,0,0,0,0,0,0
19340,21973,6619,5437,2936,1460,721,344,152,62,25,9,2,3,0,0,0,0,0,0,0
19350,21960,6702,5347,2946,1461,710,366,147,69,23,6,3,2,0,1,0,0,0,0,0
19360,21925,6734,5379,2915,1494,670,370,148,70,23,9,5,1,0,0,0,0,0,0,0
19370,21862,6745,5451,2891,1545,686,324,131,55,33,13,4,1,0,1,1,0,0,0,0
19380,21919,6742,5354,2933,1477,738,335,142,63,21,11,7,1,0,0,0,0,0,0,0
19390,21887,6791,5350,2892,1538,689,345,152,65,23,6,2,3,0,0,0,0,0,0,0
19400,21923,6688,5433,2912,1477,711,344,161,64,20,5,3,2,0,0,0,0,0,0,0
19410,21975,6571,5493,2917,1485,720,340,130,78,24,6,3,1,0,0,0,0,0,0,0
19420,21945,6690,5430,2909,1486,655,351,152,72,35,13,4,1,0,0,0,0,0,0,0
19430,21947,6647,5513,2870,1471,670,358,142,73,32,15,1,2,1,1,0,0,0,0,0
19440,21950,6694,5415,2841,1520,722,357,147,60,20,13,3,1,0,0,0,0,0,0,0
19450,21951,6730,5240,3036,1508,694,328,156,56,26,17,1,0,0,0,0,0,0,0,0
19460,21947,6623,5422,3004,1473,692,328,151,64,23,9,6,1,0,0,0,0,0,0,0
19470,21920,6693,5465,2851,1521,718,313,146,77,23,10,2,4,0,0,0,0,0,0,0
19480,21958,6679,5361,2958,1507,701,324,145,56,29,16,6,0,1,2,0,0,0,0,0
19490,21954,6615,5490,2889,1518,694,336,134,56,39,13,4,1,0,0,0,0,0,0,0
19500,21906,6731,5419,2918,1458,714,331,167,60,20,11,5,2,0,1,0,0,0,0,0
19510,21931,6681,5477,2845,1522,673,340,168,69,25,7,3,2,0,0,0,0,0,0,0
19520,21812,6879,5390,2876,1463,748,320,156,61,25,7,3,3,0,0,0,0,0,0,0
19530,21949,6635,5415,2981,1483,696,342,137,66,23,7,4,2,3,0,0,0,0,0,0
19540,21963,6698,5299,2998,1501,700,332,140,63,30,9,7,3,0,0,0,0,0,0,0
19550,21869,6738,5398,3004,1485,669,323,149,61,34,8,4,0,1,0,0,0,0,0,0
19560,21931,6754,5374,2879,1449,751,347,146,76,23,10,2,1,0,0,0,0,0,0,0
19570,21877,6771,5361,2986,1459,705,339,132,62,36,12,3,0,0,0,0,0,0,0,0
19580,21941,6687,5402,2920,1487,734,295,171,64,30,7,5,0,0,0,0,0,0,0,0
19590,21818,6817,5428,2941,1456,704,330,141,58,32,14,4,0,0,0,0,0,0,0,0
19600,21850,6769,5421,2988,1408,718,336,147,65,32,7,1,1,0,0,0,0,0,0,0
19610,21930,6706,5370,2953,1505,698,332,134,66,29,13,5,2,0,0,0,0,0,0,0
19620,21934,6727,5359,2895,1535,721,317,146,57,38,11,1,1,1,0,0,0,0,0,0
19630,21941,6741,5373,2885,1481,711,339,156,71,26,15,4,0,0,0,0,0,0,0,0
19640,21950,6667,5423,2917,1494,700,325,162,62,21,13,5,3,1,0,0,0,0,0,0
19650,22001,6681,5335,2913,1473,743,323,157,70,31,10,4,0,2,0,0,0,0,0,0
19660,22163,6473,5313,2982,1461,716,362,155,66,36,12,3,1,0,0,0,0,0,0,0
19670,21995,6710,5284,2979,1468,680,343,164,68,30,12,5,4,1,0,0,0,0,0,0
19680,21999,6713,5284,2915,1500,738,332,147,65,27,13,7,3,0,0,0,0,0,0,0
19690,21930,6765,5298,2964,1467,729,326,152,68,30,12,1,1,0,0,0,0,0,0,0
19700,22055,6617,5242,3027,1493,730,317,148,61,28,17,6,1,1,0,0,0,0,0,0
19710,22063,6589,5352,2909,1493,735,331,151,69,35,11,4,1,0,0,0,0,0,0,0
19720,21926,6697,5397,2965,1465,698,337,147,67,25,15,3,1,0,0,0,0,0,0,0
19730,21994,6662,5332,2953,1506,674,363,149,70,23,12,4,1,0,0,0,0,0,0,0
19740,22014,6602,5367,2924,1533,730,326,147,56,24,16,4,0,0,0,0,0,0,0,0
19750,21949,6676,5417,2930,1463,703,347,156,55,22,17,4,3,0,1,0,0,0,0,0
19760,21958,6713,5389,2937,1414,718,322,168,69,30,15,5,5,0,0,0,0,0,0,0
19770,21928,6700,5411,2907,1522,694,324,137,75,22,15,6,1,1,0,0,0,0,0,0
19780,21937,6690,5372,2971,1487,711,319,144,67,26,12,4,2,1,0,0,0,0,0,0
19790,21943,6725,5368,2862,1549,705,337,144,66,29,11,2,2,0,0,0,0,0,0,0
19800,21900,6721,5403,2947,1483,694,344,153,63,20,12,2,1,0,0,0,0,0,0,0
