iteration,systemTime-ms,numObservedEntities,logLikelihood,aggDist-SEX,aggDist-DOB_DAY,aggDist-DOB_MONTH,aggDist-DOB_YEAR,aggDist-STATE,aggDist-REGOFF,recDistortion-0,recDistortion-1,recDistortion-2,recDistortion-3,recDistortion-4,recDistortion-5,recDistortion-6
0,1540719038523,57077,-9.242578207e+05,0,0,0,0,0,0,57077,0,0,0,0,0,0
10,1540719052975,35645,-9.401515695e+05,232,221,312,690,88,135,55424,1629,23,1,0,0,0
20,1540719067959,33642,-9.575018584e+05,267,356,748,2373,88,139,53206,3771,100,0,0,0,0
30,1540719081315,31408,-9.771338113e+05,340,499,1310,4641,79,146,50344,6454,276,3,0,0,0
40,1540719096345,29807,-9.890567987e+05,382,586,1693,6250,57,115,48424,8234,408,11,0,0,0
50,1540719110208,29055,-9.950243097e+05,426,651,1964,6822,60,119,47548,9025,495,9,0,0,0
60,1540719125229,28523,-9.992882204e+05,448,776,2230,7144,63,91,46982,9450,633,12,0,0,0
70,1540719139138,28280,-1.001298619e+06,416,805,2463,7290,47,86,46661,9738,665,13,0,0,0
80,1540719154602,28194,-1.002410171e+06,465,830,2668,7106,58,96,46574,9797,692,14,0,0,0
90,1540719168697,28078,-1.003768020e+06,429,915,2793,7157,67,88,46419,9883,759,16,0,0,0
100,1540719187140,27879,-1.005252499e+06,516,937,2998,7094,72,79,46202,10070,789,16,0,0,0
110,1540719199672,27781,-1.006460568e+06,585,956,3140,7039,70,65,46062,10191,809,14,1,0,0
120,1540719212870,27696,-1.007117713e+06,553,1068,3261,6989,59,67,45985,10209,861,22,0,0,0
130,1540719225249,27738,-1.006564710e+06,609,1056,3331,6824,57,57,45995,10245,822,15,0,0,0
140,1540719238851,27764,-1.007460665e+06,611,1145,3429,6781,58,59,45905,10285,863,24,0,0,0
150,1540719251212,27722,-1.007992491e+06,609,1191,3541,6689,48,56,45913,10211,936,17,0,0,0
160,1540719264661,27586,-1.008100161e+06,621,1207,3580,6707,50,52,45808,10353,884,32,0,0,0
170,1540719276784,27668,-1.007894382e+06,656,1253,3631,6492,56,54,45870,10295,889,23,0,0,0
180,1540719290503,27672,-1.008822400e+06,736,1355,3656,6378,61,68,45849,10224,982,22,0,0,0
190,1540719302848,27603,-1.008979273e+06,690,1363,3840,6307,47,56,45805,10261,991,20,0,0,0
200,1540719318086,27512,-1.009793403e+06,672,1424,3846,6360,56,67,45715,10326,1009,27,0,0,0
210,1540719330227,27580,-1.009296377e+06,632,1424,3920,6213,46,64,45777,10328,945,27,0,0,0
220,1540719343749,27527,-1.010043832e+06,646,1481,3998,6205,48,59,45672,10403,972,30,0,0,0
230,1540719356131,27375,-1.011146668e+06,715,1567,4003,6226,45,72,45543,10473,1028,33,0,0,0
240,1540719369727,27484,-1.009883514e+06,708,1484,3997,6137,51,68,45682,10371,998,26,0,0,0
250,1540719381699,27523,-1.009907421e+06,683,1517,4056,6078,48,68,45636,10462,949,30,0,0,0
260,1540719394864,27517,-1.010669355e+06,768,1532,4065,6055,44,71,45605,10440,1001,31,0,0,0
270,1540719407283,27440,-1.010717707e+06,689,1598,4024,6090,62,63,45623,10412,1013,28,1,0,0
280,1540719420744,27368,-1.011169738e+06,700,1618,4059,6164,48,66,45475,10588,975,39,0,0,0
290,1540719433132,27393,-1.010764934e+06,710,1680,4087,6033,72,52,45505,10551,980,41,0,0,0
300,1540719447933,27452,-1.009817418e+06,684,1654,4086,5895,39,66,45706,10340,1010,20,1,0,0
310,1540719460075,27397,-1.010239998e+06,690,1677,4096,5928,54,61,45607,10457,990,23,0,0,0
320,1540719473845,27381,-1.010876791e+06,716,1723,4095,5996,38,55,45564,10433,1050,30,0,0,0
330,1540719486110,27410,-1.010956500e+06,720,1711,4131,5879,42,71,45610,10409,1029,29,0,0,0
340,1540719500786,27366,-1.011375484e+06,754,1801,4149,5857,48,75,45484,10531,1033,29,0,0,0
350,1540719512803,27563,-1.010235686e+06,769,1782,4169,5663,48,66,45637,10407,1009,24,0,0,0
360,1540719525941,27500,-1.010743481e+06,701,1767,4223,5731,58,70,45584,10462,1005,26,0,0,0
370,1540719538418,27574,-1.010095075e+06,764,1757,4161,5673,49,68,45673,10361,1018,25,0,0,0
380,1540719551898,27466,-1.010726146e+06,716,1799,4189,5727,39,72,45623,10402,1016,36,0,0,0
390,1540719564320,27491,-1.010870150e+06,755,1784,4235,5684,56,67,45570,10455,1030,22,0,0,0
400,1540719579095,27386,-1.011203088e+06,654,1834,4217,5785,48,75,45512,10543,996,26,0,0,0
410,1540719591314,27456,-1.011936251e+06,788,1829,4172,5830,63,78,45440,10551,1049,37,0,0,0
420,1540719604842,27446,-1.010078892e+06,662,1838,4141,5717,74,70,45633,10418,995,30,1,0,0
430,1540719616866,27501,-1.010281224e+06,706,1905,4163,5608,63,62,45631,10410,1011,25,0,0,0
440,1540719630473,27435,-1.009677207e+06,598,1925,4091,5702,45,52,45699,10370,981,27,0,0,0
450,1540719642763,27319,-1.011601654e+06,711,2019,4070,5795,56,55,45468,10543,1035,31,0,0,0
460,1540719656327,27454,-1.011050337e+06,721,2048,4127,5590,57,57,45572,10443,1029,33,0,0,0
470,1540719668407,27495,-1.011186096e+06,683,2087,4225,5517,52,57,45570,10433,1034,40,0,0,0
480,1540719681833,27409,-1.011298414e+06,651,2139,4242,5458,59,58,45572,10426,1056,23,0,0,0
490,1540719694415,27404,-1.012179863e+06,760,2112,4215,5578,61,57,45433,10536,1077,31,0,0,0
500,1540719709104,27313,-1.012637626e+06,722,2075,4197,5723,59,72,45398,10553,1083,43,0,0,0
510,1540719721099,27399,-1.011044595e+06,724,2011,4142,5685,50,88,45474,10541,1027,35,0,0,0
520,1540719734632,27400,-1.012094259e+06,747,2120,4135,5660,64,74,45423,10545,1072,37,0,0,0
530,1540719746564,27327,-1.011750843e+06,715,2117,4096,5683,52,69,45473,10510,1060,34,0,0,0
540,1540719760039,27386,-1.011204130e+06,800,2066,4134,5545,39,74,45544,10436,1069,28,0,0,0
550,1540719772337,27420,-1.010152847e+06,706,2002,4100,5619,47,52,45653,10364,1018,42,0,0,0
560,1540719785913,27449,-1.010516068e+06,714,2043,4081,5635,57,51,45627,10355,1059,36,0,0,0
570,1540719797999,27516,-1.009726174e+06,654,2040,4069,5499,54,44,45763,10296,990,28,0,0,0
580,1540719811591,27544,-1.009956442e+06,703,2024,4097,5479,47,60,45702,10374,967,34,0,0,0
590,1540719823725,27406,-1.010399627e+06,715,2054,4067,5614,43,52,45568,10495,992,22,0,0,0
600,1540719838738,27413,-1.011147851e+06,735,2159,4105,5550,45,51,45546,10453,1042,36,0,0,0
610,1540719850885,27394,-1.010181113e+06,749,2166,4039,5440,39,59,45680,10333,1033,31,0,0,0
620,1540719864265,27438,-1.011193880e+06,735,2220,4026,5538,59,63,45531,10481,1035,30,0,0,0
630,1540719876848,27367,-1.011464206e+06,742,2223,4007,5594,62,67,45484,10528,1028,37,0,0,0
640,1540719889925,27331,-1.012331651e+06,777,2274,4142,5550,47,63,45354,10627,1062,34,0,0,0
650,1540719901993,27361,-1.010394913e+06,698,2199,3994,5578,54,64,45629,10345,1067,36,0,0,0
660,1540719915861,27417,-1.010337812e+06,723,2248,3990,5490,39,68,45619,10397,1022,39,0,0,0
670,1540719928087,27401,-1.011239819e+06,708,2279,4026,5515,39,63,45490,10572,987,28,0,0,0
680,1540719941544,27357,-1.011570613e+06,752,2362,4071,5530,54,61,45429,10502,1110,36,0,0,0
690,1540719954020,27380,-1.011616819e+06,744,2371,3990,5561,58,54,45448,10510,1089,30,0,0,0
700,1540719968388,27347,-1.012013344e+06,682,2388,4088,5496,72,53,45421,10563,1063,30,0,0,0
710,1540719980378,27352,-1.010702741e+06,665,2323,3953,5612,54,44,45576,10388,1076,37,0,0,0
720,1540719994201,27305,-1.011669502e+06,691,2311,4002,5666,59,55,45446,10510,1089,32,0,0,0
730,1540720006242,27325,-1.011261215e+06,665,2312,4040,5631,54,60,45417,10587,1044,29,0,0,0
740,1540720019962,27421,-1.011318760e+06,678,2323,4108,5527,53,60,45448,10538,1062,29,0,0,0
750,1540720032030,27370,-1.010929898e+06,692,2273,4051,5589,52,46,45530,10424,1090,33,0,0,0
760,1540720045487,27338,-1.011204389e+06,691,2339,4029,5551,53,54,45475,10521,1047,34,0,0,0
770,1540720058295,27383,-1.011917944e+06,722,2237,4093,5626,55,57,45430,10546,1059,42,0,0,0
780,1540720071596,27399,-1.010770871e+06,737,2239,4063,5523,60,58,45536,10440,1064,36,1,0,0
790,1540720083975,27422,-1.010888490e+06,735,2236,3937,5607,42,48,45563,10448,1041,25,0,0,0
800,1540720098569,27457,-1.010130169e+06,683,2241,3930,5541,51,65,45621,10428,1001,27,0,0,0
810,1540720110495,27520,-1.010420274e+06,769,2191,3970,5530,46,62,45619,10384,1038,36,0,0,0
820,1540720123943,27457,-1.010570346e+06,766,2183,4013,5498,39,56,45617,10406,1014,39,1,0,0
830,1540720136080,27388,-1.011618962e+06,756,2224,4063,5579,50,41,45515,10454,1065,43,0,0,0
840,1540720149024,27513,-1.010018854e+06,767,2190,3914,5519,60,49,45630,10422,998,27,0,0,0
850,1540720160984,27376,-1.011379332e+06,754,2189,4081,5573,57,68,45487,10496,1056,38,0,0,0
860,1540720174695,27404,-1.009656074e+06,719,2139,4008,5469,51,53,45679,10380,995,23,0,0,0
870,1540720186714,27346,-1.010834797e+06,708,2272,3948,5606,61,49,45508,10520,1024,24,1,0,0
