iteration,0,1,2,3,4,5,6,7,8
27280,253129,207076,149748,46899,3012,133,3,0,0
27290,253255,206816,149944,46774,3083,126,2,0,0
27300,253129,206973,149995,46728,3024,149,2,0,0
27310,252849,207389,149955,46681,2978,142,6,0,0
27320,253354,206762,149784,46883,3068,145,4,0,0
27330,253682,206166,149949,47015,3055,127,6,0,0
27340,253430,206618,149871,46810,3150,116,5,0,0
27350,253505,206457,149945,46858,3101,129,5,0,0
27360,253490,206450,149976,46865,3100,111,8,0,0
27370,253552,206405,149885,46938,3094,122,3,1,0
27380,253380,206668,149853,46904,3068,121,5,1,0
27390,253437,206637,149740,47006,3039,137,4,0,0
27400,253460,206603,149795,46891,3129,114,8,0,0
27410,253209,206962,149733,46945,3021,127,3,0,0
27420,253336,206756,149788,46953,3031,131,5,0,0
27430,253494,206624,149624,47035,3095,125,3,0,0
27440,253474,206556,149736,47089,3024,117,4,0,0
27450,253460,206546,149858,46946,3053,134,3,0,0
27460,253773,206120,149785,47120,3063,137,1,1,0
27470,253368,206578,150031,46856,3048,115,3,1,0
27480,253276,206939,149651,46920,3074,137,3,0,0
27490,253511,206519,149740,47065,3024,136,5,0,0
27500,253580,206469,149713,46980,3128,127,3,0,0
27510,253731,206206,149797,47015,3104,143,4,0,0
27520,253293,206770,149856,46945,3002,129,5,0,0
27530,253459,206499,149931,46950,3021,136,3,1,0
27540,253485,206569,149808,46879,3125,126,8,0,0
27550,253468,206689,149595,47024,3076,143,5,0,0
27560,253401,206537,149955,47024,2939,139,5,0,0
27570,253392,206613,149901,46942,3008,137,7,0,0
27580,253301,206827,149804,46851,3081,128,8,0,0
27590,252956,207190,149960,46818,2951,118,7,0,0
27600,252880,207392,149856,46723,3030,107,12,0,0
27610,253064,207124,149876,46760,3044,124,8,0,0
27620,253007,207192,149867,46789,3023,117,5,0,0
27630,252978,207282,149817,46760,3021,132,10,0,0
27640,252903,207366,149858,46717,3021,127,8,0,0
27650,252929,207297,149866,46810,2956,135,7,0,0
27660,252947,207431,149584,46888,3020,123,7,0,0
27670,253189,206982,149729,46966,3011,120,3,0,0
27680,253001,207284,149758,46761,3069,122,4,1,0
27690,253123,207164,149619,46912,3054,122,6,0,0
27700,253068,207164,149719,46924,3004,116,5,0,0
27710,253342,206737,149864,46831,3094,126,6,0,0
27720,253001,207475,149349,47023,3008,138,6,0,0
27730,253352,206731,149778,46977,3034,122,6,0,0
27740,253285,206765,149901,46897,3021,128,3,0,0
27750,253501,206466,149844,47049,3005,131,4,0,0
27760,253291,206766,149811,47052,2948,128,4,0,0
27770,253417,206473,150027,46985,2976,118,4,0,0
27780,253226,206747,150034,46911,2962,116,4,0,0
27790,253315,206736,149805,47049,2971,121,3,0,0
27800,253272,206764,149887,46974,2979,120,4,0,0
27810,253327,206615,149987,47002,2944,121,4,0,0
27820,253725,206098,149901,47136,3016,116,8,0,0
27830,253476,206547,149842,46916,3081,131,7,0,0
27840,253370,206856,149434,47213,3004,117,6,0,0
27850,253316,206713,149938,46867,3029,128,9,0,0
27860,253263,206798,149851,46974,2997,113,3,1,0
27870,253553,206442,149766,47080,3017,134,8,0,0
27880,253344,206810,149655,47004,3073,108,6,0,0
27890,253066,207057,149952,46814,2964,141,6,0,0
27900,253316,206647,150078,46774,3053,129,3,0,0
27910,253320,206790,149779,46928,3053,124,6,0,0
27920,253237,206829,149898,46901,3010,119,5,1,0
27930,253239,206882,149804,46930,3011,128,6,0,0
27940,253112,206877,150081,46890,2913,123,4,0,0
27950,253334,206582,150052,46944,2963,120,5,0,0
27960,253370,206545,150066,46897,2990,122,8,2,0
27970,253360,206619,149977,46874,3051,113,6,0,0
27980,253496,206362,150092,46887,3029,128,5,1,0
27990,253369,206631,149963,46840,3068,124,4,1,0
28000,253308,206680,149998,46864,3023,123,3,1,0
28010,253534,206420,149865,47005,3051,120,4,1,0
28020,253529,206272,150169,46875,3017,132,5,1,0
28030,253183,206930,149928,46765,3056,133,5,0,0
28040,253204,206876,150021,46664,3092,136,7,0,0
28050,253280,206804,149864,46881,3037,127,7,0,0
28060,253188,206946,149872,46810,3046,133,4,1,0
28070,252997,207166,149966,46728,3008,125,9,1,0
28080,253392,206543,150108,46738,3075,138,5,1,0
28090,253171,206991,149809,46855,3047,124,3,0,0
28100,253104,207063,149782,46958,2971,117,5,0,0
28110,253174,207141,149567,46866,3136,113,3,0,0
28120,253072,207154,149727,46950,2950,140,7,0,0
28130,252952,207329,149658,47027,2901,128,5,0,0
28140,252966,207283,149822,46801,2974,150,4,0,0
28150,253297,206696,150011,46830,3044,116,6,0,0
28160,253336,206765,149786,46918,3073,115,7,0,0
28170,253226,206776,149998,46906,2965,124,5,0,0
28180,253196,206922,149814,46962,2973,126,7,0,0
28190,253217,206932,149843,46790,3080,136,2,0,0
28200,253136,207082,149701,46952,2991,133,4,1,0
28210,253080,207079,149871,46829,3015,125,0,1,0
28220,253096,206910,150059,46882,2942,108,3,0,0
28230,253228,206936,149727,46961,3020,121,7,0,0
28240,253037,207273,149657,46873,3010,146,4,0,0
28250,253200,207092,149580,46901,3096,125,6,0,0
28260,253241,206960,149731,46823,3122,117,6,0,0
28270,253589,206415,149814,46909,3142,124,7,0,0
28280,253504,206526,149859,46816,3173,116,6,0,0
28290,253432,206665,149732,46939,3110,118,4,0,0
28300,253106,207173,149656,46874,3065,124,1,1,0
28310,253296,206868,149700,46948,3058,124,6,0,0
28320,253435,206728,149532,47142,3037,122,4,0,0
28330,253453,206627,149735,46973,3079,130,3,0,0
28340,253258,206916,149720,46909,3071,123,3,0,0
28350,253369,206829,149618,46936,3118,127,1,2,0
28360,253454,206596,149692,47154,2966,135,2,1,0
28370,253471,206576,149764,47005,3043,137,4,0,0
28380,253426,206605,149775,47075,2980,134,5,0,0
28390,253493,206486,149838,47015,3049,117,2,0,0
28400,253404,206644,149801,46984,3039,122,6,0,0
28410,253292,206840,149745,46953,3043,123,4,0,0
28420,253157,206987,149771,46999,2960,123,2,1,0
28430,253448,206615,149636,47210,2976,111,4,0,0
28440,253590,206396,149733,47123,3026,127,5,0,0
28450,253501,206411,149953,47003,2991,136,5,0,0
28460,253385,206720,149696,47042,3030,120,7,0,0
28470,253543,206603,149527,47108,3082,131,6,0,0
28480,253726,206189,149742,47175,3043,120,5,0,0
28490,253584,206282,149988,46973,3046,123,4,0,0
28500,253284,206753,149897,46952,2976,136,1,1,0
28510,253419,206515,150046,46837,3039,138,6,0,0
28520,253172,206800,150099,46842,2962,122,3,0,0
28530,253344,206593,150030,46909,3001,122,1,0,0
28540,253080,207140,149799,46794,3060,122,5,0,0
28550,253223,206832,149932,46889,2991,125,8,0,0
28560,253053,207051,149934,46894,2946,118,3,1,0
28570,253340,206640,149912,47027,2956,119,6,0,0
28580,253259,206846,149799,46966,2999,124,7,0,0
28590,253252,206926,149719,46900,3085,113,4,1,0
28600,253337,206818,149784,46761,3174,121,5,0,0
28610,253193,206880,149907,46908,2982,126,4,0,0
28620,253143,206894,150049,46779,3009,121,5,0,0
28630,253461,206541,149863,46938,3071,121,5,0,0
28640,253596,206347,149866,46983,3074,128,6,0,0
28650,253223,206869,149845,46934,3011,113,5,0,0
28660,253182,206902,149889,46911,2999,111,6,0,0
28670,253189,206950,149832,46882,3007,129,10,1,0
28680,253289,206859,149765,46862,3106,113,6,0,0
28690,253470,206503,149959,46832,3104,125,7,0,0
28700,253307,206947,149508,47038,3083,111,6,0,0
28710,253480,206538,149879,46854,3110,132,7,0,0
28720,253401,206557,150003,46849,3063,124,3,0,0
28730,253529,206289,150190,46777,3081,129,4,1,0
28740,253495,206413,149982,46969,2998,135,7,1,0
28750,253524,206433,149900,46945,3066,125,6,1,0
28760,253795,206017,149918,47072,3064,129,5,0,0
28770,253496,206533,149796,46971,3060,142,2,0,0
28780,253559,206429,149704,47209,2963,132,4,0,0
28790,253203,207024,149568,47119,2953,127,6,0,0
28800,253208,206901,149842,46930,2981,127,11,0,0
28810,253282,206871,149692,47028,2984,133,10,0,0
28820,253579,206378,149854,46992,3054,137,5,1,0
28830,253208,206901,149834,46946,2971,131,9,0,0
28840,253333,206730,149916,46797,3080,137,7,0,0
28850,253419,206621,149830,46937,3060,130,3,0,0
28860,253463,206480,149951,46959,2999,143,5,0,0
28870,253466,206645,149611,47120,3022,131,5,0,0
28880,253492,206333,150135,46909,2989,138,4,0,0
28890,253568,206340,149925,46994,3042,126,5,0,0
28900,253522,206521,149769,46938,3127,119,4,0,0
28910,253455,206495,149932,46954,3045,115,4,0,0
28920,253368,206617,149930,46946,3016,117,6,0,0
28930,253453,206535,149894,46919,3082,111,5,1,0
28940,253239,206834,149963,46760,3070,124,10,0,0
28950,253367,206616,149971,46877,3041,121,7,0,0
28960,253008,207277,149674,46915,3006,114,6,0,0
28970,253007,207294,149703,46806,3071,116,3,0,0
28980,253272,206842,149856,46806,3096,124,4,0,0
28990,253258,206927,149684,46952,3048,129,2,0,0
29000,253402,206675,149716,47088,2969,147,3,0,0
29010,253474,206490,149869,47010,3046,108,3,0,0
29020,253051,207089,149876,46895,2973,114,2,0,0
29030,253027,207210,149809,46761,3081,107,5,0,0
29040,253331,206714,149844,46977,3011,115,8,0,0
29050,253191,207023,149725,46848,3087,121,5,0,0
29060,253295,206842,149758,46893,3102,105,5,0,0
29070,253388,206736,149691,46995,3061,123,4,2,0
29080,253412,206500,150051,46891,3012,127,7,0,0
29090,253127,207078,149792,46809,3069,116,8,1,0
29100,253012,207344,149604,46852,3057,122,9,0,0
29110,252905,207413,149701,46869,2989,116,7,0,0
29120,253199,207050,149525,47134,2967,120,5,0,0
29130,253113,207066,149754,46986,2942,134,5,0,0
29140,253050,207104,149828,46979,2898,135,6,0,0
29150,253048,207194,149765,46837,3020,131,5,0,0
29160,253157,206898,150060,46700,3049,130,6,0,0
29170,253088,207223,149570,46987,2990,136,6,0,0
29180,253175,206957,149813,46934,2997,117,7,0,0
29190,253237,206877,149865,46842,3034,139,6,0,0
29200,253418,206660,149762,46975,3040,139,6,0,0
29210,253271,206957,149626,46928,3087,127,4,0,0
29220,253267,206907,149695,46950,3058,117,6,0,0
29230,253338,206649,149940,46952,2994,123,4,0,0
29240,253230,206967,149665,46969,3054,111,3,1,0
29250,253454,206595,149820,46892,3113,119,7,0,0
29260,253459,206457,150097,46735,3122,124,6,0,0
29270,253611,206373,149812,46958,3109,129,8,0,0
29280,253737,206234,149759,46994,3119,152,5,0,0
29290,253748,206278,149628,47060,3151,128,7,0,0
29300,253423,206733,149686,46876,3152,121,9,0,0
29310,253347,206768,149792,46852,3117,120,4,0,0
29320,253357,206807,149744,46792,3178,115,7,0,0
29330,253550,206560,149766,46732,3254,132,6,0,0
29340,253559,206424,149845,46941,3097,129,5,0,0
29350,253449,206475,150042,46829,3076,124,5,0,0
29360,253625,206202,150018,46994,3029,129,2,1,0
29370,253595,206354,149891,46915,3112,127,6,0,0
29380,253417,206558,149889,47011,2999,122,3,1,0
29390,253176,206920,149911,46836,3039,115,2,1,0
29400,253152,206913,149944,46893,2977,115,5,1,0
29410,253166,206905,149972,46803,3032,118,4,0,0
29420,253301,206675,149938,47014,2956,113,3,0,0
29430,253443,206546,149861,46998,3027,120,5,0,0
29440,253201,206922,149870,46832,3039,130,6,0,0
29450,253298,206863,149779,46804,3119,131,6,0,0
29460,253500,206456,149845,47082,2984,126,7,0,0
29470,253599,206292,150005,46867,3095,135,7,0,0
29480,253597,206204,150076,46992,2995,128,8,0,0
29490,253589,206363,149818,47070,3022,126,11,1,0
29500,253394,206646,149727,47184,2905,136,8,0,0
29510,253296,206857,149667,47055,2988,131,5,1,0
29520,253120,206944,149994,46844,2961,130,7,0,0
29530,253300,206782,149840,46915,3029,127,7,0,0
29540,253180,206998,149707,46992,3009,108,6,0,0
29550,253309,206935,149551,47011,3046,142,6,0,0
29560,253460,206545,149832,47010,3011,135,7,0,0
29570,253398,206639,149823,46977,3039,117,6,1,0
29580,253461,206501,149969,46843,3105,114,7,0,0
29590,253524,206541,149734,46945,3128,124,4,0,0
29600,253807,206119,149766,47013,3172,116,7,0,0
29610,253666,206278,149859,46934,3121,134,8,0,0
29620,253617,206280,149870,47101,2989,137,6,0,0
29630,253756,206137,149802,47108,3053,141,3,0,0
29640,253713,206223,149801,47036,3072,151,4,0,0
29650,253711,206205,149810,47062,3078,128,5,1,0
29660,253663,206184,149891,47144,2993,121,3,1,0
29670,253505,206410,150017,46851,3087,126,3,1,0
29680,253407,206639,149838,46911,3079,121,4,1,0
29690,253476,206239,150398,46713,3051,116,7,0,0
29700,253363,206617,150000,46825,3074,115,5,1,0
29710,253465,206516,149835,47048,3017,113,5,1,0
29720,253448,206485,149936,47021,2974,133,2,1,0
29730,253393,206562,149991,46899,3019,133,3,0,0
29740,253419,206414,150138,46922,2996,106,5,0,0
29750,253328,206760,149805,46936,3034,136,1,0,0
29760,253226,206920,149807,46868,3041,130,8,0,0
29770,253237,206846,149889,46877,3015,131,5,0,0
29780,253189,206942,149819,46930,2976,139,4,1,0
29790,253261,206778,149964,46829,3036,129,3,0,0
29800,253431,206566,149927,46874,3057,140,5,0,0
29810,253281,206725,149987,46874,2994,132,6,1,0
29820,253318,206734,149852,46959,3005,127,5,0,0
29830,253369,206670,149892,46879,3051,129,10,0,0
29840,253252,206977,149601,46993,3047,126,4,0,0
29850,253176,207009,149734,46952,2984,139,6,0,0
29860,253098,207092,149755,46956,2968,128,3,0,0
29870,253364,206903,149493,46998,3096,144,1,1,0
29880,253215,207016,149669,46889,3080,127,4,0,0
29890,253386,206633,149831,47013,3022,112,3,0,0
29900,253589,206446,149605,47229,3005,119,7,0,0
29910,253397,206643,149814,46996,3015,129,6,0,0
29920,253393,206677,149733,47063,3005,126,3,0,0
29930,253449,206600,149774,47001,3035,137,4,0,0
29940,253394,206693,149791,46888,3112,119,3,0,0
29950,253297,206776,149892,46836,3069,124,6,0,0
29960,253297,206815,149749,47009,2995,130,5,0,0
29970,253601,206264,149927,47080,3004,118,6,0,0
29980,253683,206304,149683,47125,3075,125,5,0,0
29990,253666,206277,149830,46983,3110,130,4,0,0
30000,253628,206344,149730,47114,3068,114,2,0,0
30010,253473,206481,149875,47053,2984,130,4,0,0
30020,253432,206602,149827,46957,3040,139,3,0,0
30030,253454,206594,149733,47062,3034,120,3,0,0
30040,253509,206408,149963,46944,3051,120,5,0,0
30050,253694,206349,149535,47244,3044,131,3,0,0
30060,253452,206610,149757,46986,3060,132,3,0,0
30070,253480,206507,149849,46993,3043,124,4,0,0
30080,253253,206887,149744,46974,3012,125,5,0,0
30090,253736,206169,149801,47074,3095,123,2,0,0
30100,253621,206398,149667,47123,3061,125,5,0,0
30110,253663,206222,149885,47037,3071,119,3,0,0
30120,253670,206306,149760,47018,3114,128,4,0,0
30130,253515,206507,149825,46910,3105,135,3,0,0
30140,253595,206391,149761,47062,3058,129,4,0,0
30150,253620,206350,149782,47046,3068,128,6,0,0
30160,253641,206329,149734,47122,3038,131,5,0,0
30170,253224,206873,149836,46947,2996,115,8,1,0
30180,253315,206779,149760,47007,3022,110,7,0,0
30190,253347,206759,149704,47055,3015,112,8,0,0
30200,253355,206709,149762,47065,2983,117,8,1,0
30210,253365,206805,149667,46956,3050,149,8,0,0
30220,253317,206733,149851,46986,2965,141,7,0,0
30230,253530,206393,149920,47000,3022,131,4,0,0
30240,253413,206663,149705,47076,3020,119,4,0,0
30250,253459,206421,149958,47111,2930,117,3,1,0
30260,253416,206529,149972,46927,3039,112,5,0,0
30270,253392,206652,149784,47048,2989,130,5,0,0
30280,253364,206670,149806,47053,2978,127,2,0,0
30290,253510,206611,149549,47149,3065,112,4,0,0
30300,253338,206862,149529,47134,3013,118,6,0,0
30310,253299,206976,149420,47170,3004,128,3,0,0
30320,253326,206837,149656,47002,3054,121,4,0,0
30330,253154,207034,149762,46882,3046,120,2,0,0
30340,253419,206664,149693,47088,3002,126,8,0,0
30350,253287,206860,149667,47085,2960,135,6,0,0
30360,253368,206870,149512,47032,3088,123,6,1,0
30370,253616,206408,149650,47153,3039,127,7,0,0
30380,253546,206502,149759,46944,3104,138,7,0,0
30390,253406,206649,149832,46893,3102,109,8,1,0
30400,253549,206441,149810,46992,3086,114,7,1,0
30410,253232,206918,149794,46867,3059,123,7,0,0
30420,253344,206754,149779,46930,3070,120,3,0,0
30430,253526,206518,149755,46978,3081,138,4,0,0
30440,253438,206754,149446,47236,2992,126,8,0,0
30450,253051,207253,149551,47058,2970,111,6,0,0
30460,253216,207121,149394,47126,3009,127,7,0,0
30470,253210,206977,149670,47030,2978,129,6,0,0
30480,253092,207156,149676,46943,3006,123,4,0,0
30490,253064,207119,149785,46943,2970,112,7,0,0
30500,252989,207278,149725,46897,2981,123,7,0,0
30510,252897,207469,149680,46780,3046,121,7,0,0
30520,253078,207056,149882,46896,2954,128,6,0,0
30530,253320,206723,149834,47006,2997,117,3,0,0
30540,253431,206632,149709,47110,2975,139,3,1,0
30550,253144,206991,149881,46808,3060,113,3,0,0
30560,253117,207081,149804,46816,3053,124,4,1,0
30570,253489,206579,149707,47033,3058,129,4,1,0
30580,253216,207005,149698,46889,3035,150,7,0,0
30590,253408,206642,149803,46974,3038,132,3,0,0
30600,253365,206693,149881,46834,3097,126,3,1,0
30610,253838,205985,149887,47063,3088,134,5,0,0
30620,253613,206413,149732,46976,3139,123,4,0,0
30630,253567,206488,149693,47020,3101,124,7,0,0
30640,253560,206318,150080,46800,3097,136,9,0,0
30650,253463,206482,149956,46944,3003,150,2,0,0
30660,253443,206642,149690,47066,3022,132,4,0,1
30670,253589,206356,149853,47005,3069,123,4,0,1
30680,253646,206122,150108,46969,3024,127,4,0,0
30690,253275,206623,150079,47007,2885,128,3,0,0
30700,253454,206417,150047,46972,2981,125,4,0,0
30710,253486,206513,149815,47032,3011,141,2,0,0
30720,253498,206390,150022,46927,3036,121,6,0,0
30730,253157,206957,149814,47003,2943,122,4,0,0
30740,253293,206658,150056,46872,2994,124,3,0,0
30750,253406,206673,149746,46995,3055,120,5,0,0
30760,253443,206585,149846,46936,3044,137,9,0,0
30770,253343,206736,149872,46811,3109,123,6,0,0
30780,253231,206827,149942,46853,3010,132,5,0,0
30790,253448,206624,149756,46953,3094,121,4,0,0
30800,253065,207007,150048,46753,3001,122,4,0,0
30810,253152,206783,150167,46836,2940,117,5,0,0
30820,253210,206868,149895,46888,3021,114,4,0,0
30830,253344,206660,149974,46835,3050,135,2,0,0
30840,253414,206624,149849,46893,3103,115,2,0,0
30850,253191,206896,149935,46805,3049,121,3,0,0
30860,252939,207325,149805,46801,2992,134,4,0,0
30870,253036,207146,149924,46711,3051,123,9,0,0
30880,253123,206975,149927,46871,2972,122,10,0,0
30890,252987,207222,149854,46808,3008,112,9,0,0
30900,253221,206824,149912,46961,2947,131,2,2,0
30910,253003,207113,150023,46751,2972,131,5,1,1
30920,252833,207435,149860,46772,2980,113,6,0,1
30930,252888,207417,149765,46806,2992,127,4,0,1
30940,253029,207253,149622,47015,2952,125,3,1,0
30950,252883,207436,149741,46800,3021,116,3,0,0
30960,252941,207252,149909,46794,2974,128,2,0,0
30970,253370,206631,149872,47015,2984,124,4,0,0
30980,253337,206695,149784,47125,2939,115,4,1,0
30990,253437,206331,150234,46911,2973,108,6,0,0
31000,253385,206509,149985,47077,2933,108,3,0,0
31010,253290,206731,149947,46872,3044,113,3,0,0
31020,253566,206380,149855,47010,3068,118,3,0,0
31030,253521,206435,149913,46906,3108,113,4,0,0
31040,253519,206490,149774,47044,3041,126,6,0,0
31050,253086,207057,149908,46814,2995,135,5,0,0
31060,252980,207284,149738,46882,2989,124,3,0,0
31070,253275,206861,149745,46957,3037,121,3,1,0
31080,253308,206887,149672,46907,3086,136,4,0,0
31090,253546,206457,149799,46973,3101,122,2,0,0
31100,253510,206502,149793,46999,3067,127,2,0,0
31110,253794,205990,149964,47055,3072,121,4,0,0
31120,253679,206197,149907,47026,3049,138,3,1,0
31130,253758,206173,149774,47039,3121,132,3,0,0
31140,253536,206559,149633,47054,3081,133,4,0,0
31150,253531,206486,149795,46973,3074,137,4,0,0
31160,253805,206164,149729,46972,3191,136,3,0,0
31170,253611,206245,150025,46919,3056,140,4,0,0
31180,253656,206254,149810,47143,2995,135,7,0,0
31190,253737,206146,149812,47124,3052,124,5,0,0
31200,253580,206415,149777,47031,3053,139,4,1,0
31210,253545,206474,149745,47053,3044,133,6,0,0
31220,253453,206670,149724,46886,3117,144,6,0,0
31230,253568,206462,149717,47061,3044,143,5,0,0
31240,253349,206877,149519,47066,3065,117,7,0,0
31250,253223,207027,149645,46870,3106,125,4,0,0
31260,253311,206967,149415,47162,3012,130,2,1,0
31270,253477,206472,149821,47158,2954,113,4,1,0
31280,253482,206475,149916,46958,3034,127,8,0,0
31290,253396,206616,149873,46957,3028,125,5,0,0
31300,253589,206500,149592,47096,3091,128,4,0,0
31310,253338,206726,149825,46956,3024,127,3,1,0
31320,253343,206804,149686,46983,3050,129,5,0,0
31330,253261,206858,149681,47137,2946,117,0,0,0
31340,253295,206879,149696,46924,3076,127,3,0,0
31350,253348,206774,149725,46964,3064,122,3,0,0
31360,253497,206511,149789,47032,3043,125,3,0,0
31370,253366,206613,150003,46833,3048,132,5,0,0
31380,253312,206841,149766,46832,3119,125,5,0,0
31390,253702,206185,149843,47077,3073,114,6,0,0
31400,253598,206224,149999,47077,2969,128,4,1,0
31410,253606,206247,149961,47065,2975,141,4,1,0
31420,253642,206215,149980,46960,3074,125,4,0,0
31430,253585,206185,150196,46851,3048,132,3,0,0
31440,253626,206235,149887,47154,2967,125,6,0,0
31450,253458,206487,149985,46875,3067,118,10,0,0
31460,253482,206478,149876,47031,2995,132,5,1,0
31470,253553,206346,149898,47097,2974,122,9,1,0
31480,253536,206470,149750,47084,3031,121,7,1,0
31490,253478,206617,149646,47065,3079,111,3,1,0
31500,253297,206804,149805,46911,3068,110,4,1,0
31510,253342,206857,149645,46899,3132,122,3,0,0
31520,253552,206431,149777,47067,3057,110,6,0,0
31530,253251,206991,149612,46926,3097,120,2,1,0
31540,253319,206761,149779,47007,3013,118,3,0,0
31550,253564,206389,149806,47087,3036,115,2,1,0
31560,253473,206528,149769,47131,2961,132,5,1,0
31570,253515,206503,149743,47069,3050,116,4,0,0
31580,253146,207067,149684,46978,2997,125,3,0,0
31590,253323,206861,149549,47150,2998,115,4,0,0
31600,253157,207030,149685,47038,2967,120,3,0,0
31610,253110,207107,149695,46991,2963,126,8,0,0
31620,253393,206690,149661,47165,2967,119,5,0,0
31630,253321,206775,149670,47188,2917,123,4,2,0
31640,253326,206790,149665,47129,2961,126,2,1,0
31650,253177,206938,149773,47072,2905,130,5,0,0
31660,253211,206783,150032,46880,2959,133,2,0,0
31670,253238,206699,150133,46806,3008,112,3,1,0
31680,253363,206599,150006,46891,2994,142,5,0,0
31690,253437,206354,150281,46774,3021,120,13,0,0
31700,253513,206296,150128,46926,3022,108,7,0,0
31710,253608,206209,150095,46886,3076,117,9,0,0
31720,253486,206355,150163,46812,3042,137,5,0,0
31730,253270,206813,149904,46827,3037,144,5,0,0
31740,253343,206627,150050,46798,3039,135,8,0,0
31750,253417,206601,149851,46965,3033,128,5,0,0
31760,253587,206220,150073,46988,2999,124,9,0,0
31770,253358,206679,149866,46918,3064,111,4,0,0
31780,253461,206466,149980,46939,3017,133,4,0,0
31790,253373,206550,150091,46822,3023,136,5,0,0
31800,253228,206814,149989,46816,3009,140,4,0,0
31810,253260,206747,150028,46796,3040,125,4,0,0
31820,253247,206808,149904,46920,2987,128,6,0,0
31830,253494,206411,149980,46951,3050,109,4,1,0
31840,253468,206686,149596,47019,3096,129,6,0,0
31850,253420,206672,149753,46927,3103,121,4,0,0
31860,253406,206642,149798,46992,3034,118,10,0,0
31870,253363,206738,149790,46894,3080,130,5,0,0
31880,253224,206888,149831,46923,2994,135,5,0,0
31890,253294,206679,149999,46916,2989,119,4,0,0
31900,253336,206732,149791,47012,2998,128,3,0,0
31910,253372,206569,150035,46870,3025,123,6,0,0
31920,253116,207096,149741,46903,3012,127,5,0,0
31930,253390,206577,149956,46939,3002,131,4,1,0
31940,253214,206884,149791,47042,2943,120,6,0,0
31950,253364,206720,149758,46997,3039,115,7,0,0
31960,253600,206223,150048,46978,3020,121,8,2,0
31970,253349,206810,149647,47029,3025,131,9,0,0
31980,253367,206713,149750,47034,3001,129,6,0,0
31990,253659,206277,149829,47014,3090,124,6,1,0
32000,253641,206391,149681,47024,3146,111,6,0,0
32010,253758,206087,149914,47018,3090,127,6,0,0
32020,253612,206295,149880,47033,3059,116,5,0,0
32030,253465,206546,149831,46973,3058,121,6,0,0
32040,253423,206537,149933,46954,3034,115,4,0,0
32050,253384,206694,149736,47044,3013,125,3,1,0
32060,253216,206981,149678,46953,3059,110,3,0,0
32070,253078,207105,149877,46739,3084,114,3,0,0
32080,253119,207017,149924,46767,3033,138,2,0,0
32090,253316,206709,149949,46845,3054,121,5,1,0
32100,252871,207431,149775,46808,2985,125,5,0,0
32110,253240,206959,149678,46928,3081,108,5,1,0
32120,252909,207274,149933,46801,2966,110,6,1,0
32130,253279,206780,149842,46994,2977,123,4,1,0
32140,253205,206968,149755,46897,3050,120,4,1,0
32150,253386,206604,149979,46837,3051,137,4,2,0
32160,253225,206754,150104,46764,3026,122,4,0,1
32170,253309,206706,149952,46881,3020,127,3,2,0
32180,253094,207054,149911,46779,3027,132,2,1,0
32190,252832,207431,149925,46663,3020,126,1,2,0
32200,252970,207168,149999,46762,2961,137,2,1,0
32210,253048,207145,149763,46981,2933,126,4,0,0
32220,253422,206781,149541,47032,3084,135,5,0,0
32230,253659,206294,149800,47015,3102,127,3,0,0
32240,253391,206698,149757,46980,3029,138,7,0,0
32250,253420,206668,149689,47079,3008,131,5,0,0
32260,253441,206608,149747,47047,3031,123,3,0,0
32270,253402,206668,149781,46970,3040,134,5,0,0
32280,253411,206589,149942,46851,3065,138,4,0,0
32290,253316,206681,149987,46857,3024,132,3,0,0
32300,253383,206588,149986,46895,2991,151,6,0,0
32310,253344,206792,149677,47026,3035,120,6,0,0
32320,253316,206795,149805,46870,3089,121,4,0,0
32330,253001,207199,149890,46768,3001,133,8,0,0
32340,253180,206897,149923,46874,3001,119,6,0,0
32350,253176,206927,149818,46999,2966,108,6,0,0
32360,253297,206694,150027,46792,3077,110,3,0,0
32370,253238,206756,150044,46819,3021,117,5,0,0
32380,253337,206651,149955,46909,3036,106,4,2,0
32390,253214,206993,149702,46900,3058,129,2,2,0
32400,253274,206912,149682,46950,3046,129,4,3,0
32410,253342,206864,149577,47029,3057,122,6,3,0
32420,253371,206704,149809,46925,3058,128,4,1,0
32430,253482,206490,149952,46835,3110,126,4,1,0
32440,253571,206335,149942,46957,3072,117,5,1,0
32450,253853,205850,150156,46842,3185,112,2,0,0
32460,253627,206228,149984,46982,3041,134,4,0,0
32470,253693,206101,150103,46863,3106,125,8,1,0
32480,253538,206399,149919,46969,3025,144,6,0,0
32490,253288,206684,150053,46824,3020,128,3,0,0
32500,253459,206500,149989,46828,3085,136,3,0,0
32510,253486,206453,149956,46919,3057,125,3,1,0
32520,253207,206836,149997,46820,2994,142,4,0,0
32530,253206,206777,150114,46742,3041,115,5,0,0
32540,253286,206707,149925,47022,2928,127,5,0,0
32550,253345,206550,150019,47066,2890,126,4,0,0
32560,253064,207049,149932,46865,2962,124,4,0,0
32570,253004,207224,149804,46835,3009,117,7,0,0
32580,253298,206693,150019,46832,3023,129,6,0,0
32590,253080,206965,150088,46750,2979,136,1,1,0
32600,253208,206964,149697,47018,2985,121,6,1,0
32610,253263,206910,149800,46766,3123,129,8,1,0
32620,253271,206847,149810,46898,3038,129,7,0,0
32630,253343,206830,149714,46862,3102,146,3,0,0
32640,253179,206988,149778,46905,3014,131,5,0,0
