iteration,systemTime-ms,numObservedEntities,logLikelihood,aggDist-MB,aggDist-BDAY,aggDist-BYEAR,aggDist-SEX,recDistortion-0,recDistortion-1,recDistortion-2,recDistortion-3,recDistortion-4
20150,1540968955716,406478,-1.303880482e+07,8423,15555,9436,3480,624129,34856,1007,8,0
20160,1540968967115,406846,-1.303221525e+07,7693,15818,9521,3471,624458,34589,945,8,0
20170,1540968978591,406938,-1.303103196e+07,7551,15803,9567,3496,624544,34509,933,14,0
20180,1540968989985,406941,-1.302554443e+07,7144,15807,9454,3495,625026,34061,901,11,1
20190,1540969000365,406866,-1.302967176e+07,7520,15733,9644,3329,624711,34359,923,7,0
20200,1540969012635,406832,-1.303242758e+07,7797,15764,9580,3278,624543,34506,940,11,0
20210,1540969024096,406850,-1.303050032e+07,7768,15559,9385,3547,624688,34374,929,9,0
20220,1540969036586,406818,-1.303238925e+07,7722,15652,9554,3567,624431,34653,906,10,0
20230,1540969048424,406609,-1.303137702e+07,7701,15737,9457,3493,624544,34533,914,9,0
20240,1540969059548,406744,-1.302995092e+07,7812,15417,9412,3593,624674,34429,886,11,0
20250,1540969070643,406598,-1.303606094e+07,7889,15818,9591,3592,624155,34815,1015,15,0
20260,1540969080482,406683,-1.302934712e+07,7484,15755,9646,3318,624756,34292,945,7,0
20270,1540969091649,406599,-1.303382943e+07,7889,15762,9506,3467,624361,34675,943,21,0
20280,1540969103298,406478,-1.304141038e+07,8110,16033,9711,3530,623685,35261,1039,15,0
20290,1540969114648,406582,-1.303512192e+07,7789,15971,9553,3454,624231,34784,972,13,0
20300,1540969126349,406449,-1.303660975e+07,7714,16339,9524,3364,624021,35025,946,8,0
20310,1540969137522,406440,-1.303661113e+07,7781,16101,9566,3514,624005,35034,955,6,0
20320,1540969149448,406626,-1.303544902e+07,7676,16233,9542,3351,624129,34953,905,13,0
20330,1540969160816,406369,-1.303643992e+07,7709,16447,9440,3310,624004,35094,894,8,0
20340,1540969172220,406449,-1.303492972e+07,7692,16311,9418,3293,624235,34826,929,10,0
20350,1540969182607,406424,-1.303782110e+07,7667,16673,9327,3420,623910,35104,975,11,0
20360,1540969194060,406355,-1.303494761e+07,7430,16537,9450,3385,624144,34921,924,11,0
20370,1540969205514,406451,-1.303697969e+07,7529,16618,9422,3506,623961,35011,1020,8,0
20380,1540969217489,406286,-1.304020574e+07,7785,16669,9390,3474,623673,35344,975,8,0
20390,1540969228804,406455,-1.303586415e+07,7756,16265,9453,3372,624107,34949,935,9,0
20400,1540969240967,406570,-1.303497025e+07,7837,16180,9311,3326,624275,34805,911,9,0
20410,1540969251574,406808,-1.303043920e+07,7587,15948,9307,3441,624700,34326,965,9,0
20420,1540969263166,406858,-1.303449498e+07,7490,16045,9666,3649,624146,34872,968,14,0
20430,1540969274140,406682,-1.303475049e+07,7525,16401,9460,3387,624195,34846,950,9,0
20440,1540969285304,406437,-1.303768078e+07,7963,16039,9419,3630,623917,35122,954,7,0
20450,1540969297001,406535,-1.303635078e+07,7859,16096,9488,3414,624131,34890,970,9,0
20460,1540969309035,406515,-1.303414489e+07,7821,16057,9328,3357,624356,34736,897,11,0
20470,1540969320033,406524,-1.303170880e+07,7815,15814,9366,3298,624644,34429,917,10,0
20480,1540969332139,406619,-1.303614503e+07,7826,16019,9625,3312,624196,34837,956,11,0
20490,1540969343736,406573,-1.303195981e+07,7814,15768,9424,3264,624627,34482,885,6,0
20500,1540969355520,406468,-1.303583340e+07,8020,15752,9504,3424,624251,34806,935,8,0
20510,1540969367338,406826,-1.303406153e+07,7968,15664,9479,3474,624393,34643,950,14,0
20520,1540969378304,406790,-1.303096078e+07,7949,15288,9575,3409,624738,34316,933,13,0
20530,1540969390330,406653,-1.303385216e+07,7883,15594,9567,3539,624402,34627,957,14,0
20540,1540969401202,406897,-1.302870248e+07,7604,15594,9531,3292,624903,34179,912,6,0
20550,1540969412861,406744,-1.303108701e+07,7709,15816,9464,3302,624695,34332,960,13,0
20560,1540969424974,406539,-1.303517037e+07,7750,16138,9503,3368,624175,34899,918,8,0
20570,1540969436893,406576,-1.303167510e+07,7642,15719,9630,3495,624433,34659,897,11,0
20580,1540969448512,406720,-1.303202662e+07,7612,15826,9530,3535,624463,34583,942,12,0
20590,1540969460816,406588,-1.303208832e+07,7736,15773,9489,3396,624513,34593,881,13,0
20600,1540969472993,406662,-1.303063993e+07,7585,15955,9474,3225,624685,34398,910,7,0
20610,1540969484886,406819,-1.303500116e+07,7779,15915,9559,3495,624204,34856,928,12,0
20620,1540969496873,406643,-1.303787308e+07,7813,16153,9634,3512,623893,35106,997,4,0
20630,1540969507852,406461,-1.303622303e+07,8102,15792,9488,3327,624281,34735,978,6,0
20640,1540969519581,406705,-1.303444764e+07,8013,15642,9530,3412,624372,34665,957,6,0
20650,1540969531346,406610,-1.303782511e+07,7863,16072,9689,3373,623968,35075,949,8,0
20660,1540969543011,406323,-1.304364175e+07,8256,16205,9601,3438,623527,35460,999,14,0
20670,1540969555339,406231,-1.303643636e+07,7797,16243,9390,3469,624032,35046,913,9,0
20680,1540969567392,406456,-1.303643885e+07,7744,16160,9513,3504,624042,35004,945,9,0
20690,1540969578179,406475,-1.303383048e+07,7479,16315,9483,3422,624263,34785,942,10,0
20700,1540969590592,406568,-1.303392369e+07,7751,15932,9409,3563,624340,34679,967,14,0
20710,1540969602076,406505,-1.303388320e+07,7769,16108,9266,3393,624464,34546,980,10,0
20720,1540969612901,406743,-1.303356760e+07,7808,15742,9418,3665,624364,34649,977,10,0
20730,1540969624008,406685,-1.303390204e+07,7920,15725,9402,3566,624363,34672,954,11,0
20740,1540969635964,407012,-1.302850895e+07,7665,15507,9471,3417,624887,34178,923,12,0
20750,1540969647527,407017,-1.302893781e+07,7722,15618,9372,3280,624927,34165,897,11,0
20760,1540969659127,406630,-1.303499530e+07,7908,15951,9308,3509,624319,34695,977,9,0
20770,1540969670850,406802,-1.303145495e+07,7631,16017,9371,3327,624592,34479,920,9,0
20780,1540969682563,406280,-1.303977042e+07,8051,16322,9280,3462,623872,35152,965,11,0
20790,1540969693410,406209,-1.303883292e+07,8063,16339,9245,3339,624016,34992,982,10,0
20800,1540969706158,406359,-1.304032734e+07,8085,16237,9416,3451,623813,35197,978,12,0
20810,1540969717747,406291,-1.304059020e+07,8185,16329,9179,3473,623808,35225,960,7,0
20820,1540969731038,406246,-1.303989766e+07,8209,16041,9331,3525,623910,35086,992,12,0
20830,1540969742892,406338,-1.303995774e+07,8058,16276,9487,3309,623874,35134,980,12,0
20840,1540969754432,406613,-1.303523019e+07,7841,15948,9416,3567,624235,34770,983,12,0
20850,1540969765298,406565,-1.303611920e+07,7835,15957,9562,3503,624113,34928,948,11,0
20860,1540969776420,406482,-1.303888059e+07,8125,15913,9451,3584,623908,35122,959,11,0
20870,1540969787833,406625,-1.303514439e+07,7783,16049,9380,3535,624201,34861,928,10,0
20880,1540969798926,406690,-1.303182687e+07,7624,15902,9493,3421,624572,34428,988,12,0
20890,1540969810307,406842,-1.302896521e+07,7309,16057,9410,3478,624692,34371,928,9,0
20900,1540969822611,406942,-1.302554801e+07,7111,15913,9451,3411,625038,34047,906,9,0
20910,1540969834221,406867,-1.302796737e+07,7282,15906,9400,3573,624758,34332,901,9,0
20920,1540969844950,406839,-1.302830369e+07,7443,15845,9330,3520,624837,34199,953,11,0
20930,1540969856179,406908,-1.302636539e+07,7467,15697,9235,3469,625035,34074,879,12,0
20940,1540969868421,406625,-1.303176473e+07,7559,15990,9430,3483,624506,34532,956,6,0
20950,1540969879637,406880,-1.302748301e+07,7253,15947,9403,3489,624829,34262,897,12,0
20960,1540969891666,406763,-1.302893248e+07,7517,15852,9293,3444,624801,34305,881,13,0
20970,1540969903024,406967,-1.302661897e+07,7467,15765,9212,3437,625061,34010,916,13,0
20980,1540969914535,406918,-1.302703524e+07,7402,15785,9338,3445,624940,34162,886,12,0
20990,1540969926224,406947,-1.302655800e+07,7347,15931,9337,3282,625046,34016,933,5,0
21000,1540969938540,406867,-1.302802487e+07,7302,16085,9327,3405,624831,34228,932,9,0
21010,1540969949949,406728,-1.303149929e+07,7500,16022,9458,3469,624530,34504,953,13,0
21020,1540969961036,406740,-1.302992997e+07,7656,15990,9195,3326,624768,34311,907,14,0
21030,1540969972685,406617,-1.303552196e+07,7881,15990,9485,3366,624234,34821,934,11,0
21040,1540969984633,406730,-1.303300166e+07,7894,15739,9549,3236,624571,34457,955,17,0
21050,1540969996111,406483,-1.303792105e+07,8165,15665,9636,3474,624087,34901,997,15,0
21060,1540970008080,406451,-1.303893637e+07,8303,15616,9705,3356,623997,35032,965,6,0
21070,1540970019365,406411,-1.303716040e+07,8241,15640,9544,3341,624226,34793,970,11,0
21080,1540970031078,406409,-1.303349969e+07,8025,15409,9657,3393,624519,34490,979,12,0
21090,1540970042234,406576,-1.303352178e+07,8002,15408,9700,3310,624485,34622,881,12,0
21100,1540970053654,406575,-1.303194303e+07,7991,15234,9738,3335,624657,34406,919,18,0
21110,1540970065392,406947,-1.303044011e+07,7964,15045,9695,3463,624790,34259,945,6,0
21120,1540970077238,406774,-1.302998509e+07,7709,15407,9699,3424,624688,34395,907,10,0
21130,1540970088689,406968,-1.302845723e+07,7849,15177,9510,3442,624950,34137,898,15,0
21140,1540970100405,406744,-1.303054736e+07,7959,15220,9581,3425,624753,34324,908,15,0
21150,1540970110616,406566,-1.303611667e+07,8144,15439,9678,3513,624199,34836,957,8,0
21160,1540970121889,406453,-1.303703920e+07,8466,15285,9431,3548,624294,34702,984,20,0
21170,1540970133572,406776,-1.303266393e+07,8060,15221,9676,3482,624551,34469,970,10,0
21180,1540970145674,406842,-1.303056094e+07,8187,14886,9502,3535,624858,34186,944,12,0
21190,1540970157185,406664,-1.303430998e+07,7948,15416,9658,3705,624299,34689,998,14,0
21200,1540970169975,406857,-1.302922168e+07,7789,15187,9624,3530,624881,34116,995,8,0
21210,1540970181644,406852,-1.302994437e+07,8081,15069,9384,3511,624873,34222,892,13,0
21220,1540970193499,406781,-1.302938363e+07,8103,14922,9419,3561,624928,34150,911,11,0
21230,1540970205356,406944,-1.303042964e+07,7979,15074,9481,3665,624708,34389,899,4,0
21240,1540970216908,406834,-1.303133808e+07,8040,15279,9360,3573,624688,34383,918,11,0
21250,1540970229388,406900,-1.302978758e+07,7984,15136,9512,3435,624890,34167,929,14,0
21260,1540970240339,406634,-1.303262060e+07,8396,14928,9425,3495,624721,34328,937,14,0
21270,1540970251583,406720,-1.303431659e+07,8396,15014,9557,3491,624501,34547,945,7,0
21280,1540970263361,406825,-1.303434968e+07,8447,15021,9474,3482,624509,34568,913,10,0
21290,1540970275021,406798,-1.302881428e+07,8265,14866,9306,3344,625157,33916,916,11,0
21300,1540970287233,407023,-1.302761777e+07,8246,14804,9284,3339,625299,33741,948,12,0
21310,1540970298677,406938,-1.302904479e+07,8197,14926,9337,3381,625100,33972,915,13,0
21320,1540970310478,406916,-1.302744278e+07,7900,15168,9321,3460,625051,34059,880,10,0
21330,1540970322102,406838,-1.302768291e+07,7732,15404,9403,3385,625011,34066,911,12,0
21340,1540970334043,407049,-1.302617209e+07,7478,15469,9488,3427,625061,34024,907,8,0
21350,1540970345541,406927,-1.302866096e+07,7561,15689,9439,3362,624857,34243,892,8,0
21360,1540970357460,406827,-1.303247416e+07,7763,15973,9266,3424,624499,34581,915,5,0
21370,1540970368764,406862,-1.303118096e+07,7763,15695,9465,3309,624716,34342,936,6,0
21380,1540970379984,406916,-1.303016978e+07,7780,15489,9464,3464,624734,34343,915,8,0
21390,1540970391457,406733,-1.302893441e+07,7879,15006,9673,3456,624949,34095,949,7,0
21400,1540970403612,406798,-1.303128049e+07,7952,15139,9722,3448,624695,34361,932,12,0
21410,1540970415093,406963,-1.302663787e+07,7748,15074,9544,3381,625189,33887,912,12,0
21420,1540970426635,406839,-1.302754916e+07,7707,15280,9559,3292,625101,33969,921,9,0
21430,1540970437458,406674,-1.303055670e+07,8226,15030,9430,3321,624936,34130,925,9,0
21440,1540970449239,406821,-1.303060388e+07,7947,15248,9548,3434,624761,34310,920,9,0
21450,1540970460269,406788,-1.303291279e+07,8141,15323,9475,3381,624646,34403,936,15,0
21460,1540970472208,406509,-1.303667526e+07,8310,15433,9546,3395,624294,34734,966,6,0
21470,1540970483300,406515,-1.303594948e+07,8086,15866,9324,3378,624314,34733,938,15,0
21480,1540970495280,406571,-1.303232972e+07,7935,15563,9421,3421,624590,34489,912,9,0
21490,1540970507139,406677,-1.303537282e+07,8096,15581,9409,3579,624351,34648,986,15,0
21500,1540970519161,406538,-1.303345278e+07,7936,15791,9333,3389,624528,34515,937,20,0
21510,1540970530621,406415,-1.303529102e+07,8031,15890,9294,3400,624345,34710,930,15,0
21520,1540970541766,406713,-1.303203212e+07,7853,15714,9286,3504,624583,34487,920,10,0
21530,1540970553134,406584,-1.303248851e+07,7940,15735,9305,3320,624706,34299,984,11,0
21540,1540970565305,406548,-1.303438268e+07,7983,15833,9247,3514,624386,34666,933,15,0
21550,1540970577329,406573,-1.303562914e+07,7897,15848,9563,3454,624186,34880,920,14,0
21560,1540970587894,406640,-1.303610480e+07,8044,15806,9407,3490,624239,34788,960,13,0
21570,1540970598927,406511,-1.303555082e+07,8014,15834,9325,3489,624354,34643,990,13,0
21580,1540970609853,406641,-1.303658301e+07,8088,15961,9271,3420,624217,34840,929,14,0
21590,1540970621303,406817,-1.303148896e+07,7662,15851,9257,3563,624678,34322,989,11,0
21600,1540970633837,406708,-1.303322610e+07,7520,16179,9426,3512,624254,34864,873,9,0
21610,1540970645352,406506,-1.303592845e+07,7776,16156,9353,3531,624126,34947,912,15,0
21620,1540970656528,406622,-1.303282383e+07,7884,15752,9377,3409,624541,34505,945,9,0
21630,1540970667899,406730,-1.303074096e+07,7844,15692,9301,3318,624762,34330,899,9,0
21640,1540970679172,406745,-1.302612327e+07,7493,15577,9433,3272,625114,34007,869,10,0
21650,1540970690769,407090,-1.302695481e+07,7476,15788,9347,3297,625076,33951,962,11,0
21660,1540970702800,406943,-1.302450759e+07,7275,15752,9290,3426,625173,33920,898,9,0
21670,1540970714501,406709,-1.303189336e+07,7680,15829,9448,3444,624552,34506,931,11,0
21680,1540970726241,406581,-1.303480125e+07,7844,15880,9482,3524,624246,34793,946,15,0
21690,1540970737054,406911,-1.302917981e+07,7600,15684,9314,3588,624780,34262,950,8,0
21700,1540970749046,406643,-1.303436890e+07,7832,15933,9469,3385,624388,34620,977,15,0
21710,1540970760027,406616,-1.303572467e+07,7941,15876,9519,3406,624216,34834,942,8,0
21720,1540970771608,406825,-1.303369145e+07,7995,15671,9307,3456,624520,34542,927,11,0
21730,1540970782911,406662,-1.303375529e+07,8057,15691,9317,3322,624600,34425,963,12,0
21740,1540970794521,406817,-1.303124651e+07,7845,15673,9258,3478,624687,34383,919,11,0
21750,1540970806298,406729,-1.303619266e+07,8145,15708,9446,3380,624248,34837,903,12,0
21760,1540970817780,406826,-1.303224869e+07,7800,15621,9435,3565,624494,34603,891,12,0
21770,1540970829835,406860,-1.303426340e+07,7926,15787,9373,3542,624353,34679,955,13,0
21780,1540970841415,406896,-1.303178756e+07,8086,15322,9334,3565,624668,34372,945,15,0
21790,1540970852849,407024,-1.302837884e+07,7790,15267,9510,3433,624890,34229,872,9,0
21800,1540970864717,406897,-1.303153288e+07,8027,15323,9389,3533,624691,34352,951,6,0
21810,1540970876807,406685,-1.303333949e+07,8187,15241,9425,3522,624592,34450,949,9,0
21820,1540970888298,406854,-1.303297354e+07,8041,15249,9530,3652,624462,34620,902,16,0
21830,1540970900172,407062,-1.302957207e+07,7953,15186,9423,3483,624904,34165,913,18,0
21840,1540970912258,407110,-1.302912896e+07,7893,15137,9540,3509,624904,34123,963,10,0
21850,1540970923569,406961,-1.302715822e+07,8076,14793,9489,3399,625231,33793,964,12,0
21860,1540970934379,406729,-1.303493281e+07,8443,14924,9643,3515,624440,34603,949,8,0
21870,1540970945733,406662,-1.303802934e+07,8480,15188,9578,3651,624119,34874,998,9,0
21880,1540970957935,406951,-1.303153334e+07,8178,15074,9414,3577,624690,34392,903,15,0
21890,1540970970067,406917,-1.302968250e+07,8433,14640,9349,3517,625027,34019,942,12,0
21900,1540970982408,406923,-1.303310777e+07,8586,14863,9291,3453,624753,34311,926,10,0
21910,1540970994040,406977,-1.303111144e+07,8562,14843,9121,3420,624989,34092,903,16,0
21920,1540971005147,407155,-1.302697258e+07,8197,14780,9153,3508,625281,33811,897,11,0
21930,1540971015725,407167,-1.302619384e+07,8136,14907,9003,3567,625337,33733,910,20,0
21940,1540971027391,407420,-1.302152540e+07,7842,14909,8951,3450,625706,33448,834,12,0
21950,1540971039091,406994,-1.302780638e+07,8213,14890,9133,3464,625289,33734,965,12,0
21960,1540971050702,407068,-1.302839557e+07,8060,15003,9281,3563,625031,34040,920,9,0
21970,1540971062190,406768,-1.303081953e+07,8047,15547,9127,3451,624812,34217,958,13,0
21980,1540971073632,406987,-1.303373109e+07,8081,15656,9275,3468,624482,34565,944,9,0
21990,1540971084502,406765,-1.303499318e+07,8143,15667,9307,3441,624486,34484,1016,14,0
22000,1540971097126,406584,-1.303710883e+07,8531,15635,9038,3376,624400,34629,962,9,0
22010,1540971108944,406748,-1.303543327e+07,8449,15289,9208,3598,624456,34558,972,14,0
22020,1540971120398,406622,-1.303453688e+07,8341,15409,9114,3612,624519,34501,965,15,0
22030,1540971131914,406777,-1.303302937e+07,8345,15251,9102,3675,624609,34421,958,12,0
22040,1540971142556,406780,-1.303022760e+07,8190,15256,9135,3365,625006,34051,934,9,0
22050,1540971153403,406655,-1.303444328e+07,8262,15469,9227,3501,624542,34468,979,11,0
22060,1540971165599,406371,-1.303405739e+07,8171,15503,9330,3433,624507,34558,926,9,0
22070,1540971175869,406775,-1.303067880e+07,7748,15533,9487,3554,624653,34387,945,15,0
22080,1540971187024,406928,-1.302957274e+07,7667,15416,9475,3641,624786,34243,957,14,0
22090,1540971198528,407020,-1.302727405e+07,7740,15300,9408,3435,625057,34018,910,15,0
22100,1540971211883,406566,-1.303482831e+07,8184,15493,9448,3473,624383,34652,949,16,0
22110,1540971223652,406318,-1.303577703e+07,8184,15557,9495,3432,624304,34738,944,14,0
22120,1540971235572,406565,-1.303623016e+07,7984,15743,9540,3528,624209,34795,988,8,0
22130,1540971247171,406569,-1.303403531e+07,7886,15710,9414,3614,624324,34737,930,9,0
22140,1540971257903,406473,-1.303814996e+07,8010,15945,9621,3446,624004,34984,998,14,0
22150,1540971268812,406485,-1.303727969e+07,7843,15894,9701,3574,623996,35007,986,11,0
22160,1540971280639,406515,-1.303702161e+07,8068,15714,9589,3471,624136,34897,956,11,0
22170,1540971292563,406585,-1.303455005e+07,7822,15770,9598,3527,624260,34777,949,14,0
22180,1540971302820,406540,-1.303151660e+07,7784,15620,9449,3493,624578,34501,918,3,0
22190,1540971314905,406813,-1.302940182e+07,7530,15753,9525,3432,624703,34364,923,10,0
22200,1540971327568,406740,-1.303336357e+07,7935,15680,9363,3528,624447,34609,935,9,0
22210,1540971339551,406932,-1.302841950e+07,7561,15611,9528,3338,624900,34169,924,7,0
22220,1540971351459,406706,-1.303201647e+07,7736,15715,9499,3460,624549,34506,932,12,1
22230,1540971363257,406672,-1.303283166e+07,7816,15688,9494,3457,624513,34534,938,15,0
22240,1540971375157,406616,-1.303498787e+07,7756,15962,9576,3458,624175,34904,915,6,0
22250,1540971386771,406668,-1.303306579e+07,7922,15697,9354,3459,624533,34513,943,11,0
22260,1540971398294,406550,-1.303544962e+07,7928,15808,9592,3367,624268,34780,941,11,0
22270,1540971409599,406539,-1.303582147e+07,7866,16055,9349,3483,624201,34855,934,10,0
22280,1540971420863,406716,-1.303442388e+07,7766,15926,9356,3645,624266,34778,953,3,0
22290,1540971432462,406683,-1.303403119e+07,8018,15637,9420,3409,624454,34618,918,10,0
22300,1540971444076,406752,-1.303167572e+07,7840,15649,9381,3449,624645,34400,946,9,0
22310,1540971455756,406988,-1.302805077e+07,7776,15377,9274,3484,625019,34060,912,9,0
22320,1540971467239,406964,-1.303217772e+07,7935,15627,9375,3419,624613,34432,941,14,0
22330,1540971478760,407098,-1.303087944e+07,7999,15112,9539,3598,624750,34268,966,16,0
22340,1540971490472,406924,-1.303210549e+07,8178,15134,9394,3589,624742,34228,1024,5,1
22350,1540971501490,406862,-1.302928008e+07,8154,14974,9346,3450,625087,33912,991,10,0
22360,1540971512728,406885,-1.303168736e+07,7979,15335,9470,3529,624717,34263,1010,10,0
22370,1540971524003,406796,-1.303106662e+07,8030,15323,9416,3411,624728,34372,892,8,0
22380,1540971535793,406794,-1.303140718e+07,7930,15411,9472,3476,624655,34412,922,11,0
22390,1540971547730,406836,-1.302924184e+07,7906,15320,9318,3537,624838,34250,905,7,0
22400,1540971560512,406810,-1.303033574e+07,7724,15683,9293,3517,624731,34335,920,14,0
22410,1540971572468,406960,-1.302444896e+07,7577,15335,9221,3412,625364,33737,889,10,0
22420,1540971584346,406881,-1.302599509e+07,7602,15550,9116,3482,625149,33966,871,14,0
22430,1540971595834,407311,-1.302267017e+07,7228,15543,9193,3602,625339,33765,887,9,0
22440,1540971606606,407437,-1.301970073e+07,7102,15508,9167,3464,625638,33494,857,11,0
22450,1540971618176,407266,-1.302447534e+07,7382,15349,9558,3452,625218,33834,937,11,0
22460,1540971629911,407150,-1.302480561e+07,7373,15528,9334,3427,625262,33820,912,6,0
22470,1540971641177,407152,-1.302556842e+07,7509,15500,9271,3460,625185,33893,919,3,0
22480,1540971652398,406889,-1.302840956e+07,7354,15862,9387,3581,624697,34431,863,9,0
22490,1540971664218,406664,-1.303077436e+07,7395,16169,9353,3501,624505,34586,895,14,0
22500,1540971676140,406480,-1.303727986e+07,7866,16126,9403,3602,623977,35062,948,13,0
22510,1540971687633,406364,-1.303665070e+07,7839,16053,9527,3489,624051,35002,935,12,0
22520,1540971699427,406408,-1.303850409e+07,7802,16158,9557,3675,623771,35278,939,12,0
22530,1540971710906,406287,-1.303835811e+07,7747,16412,9363,3682,623842,35123,1024,11,0
22540,1540971723007,406330,-1.303596658e+07,7616,16340,9523,3390,624186,34775,1023,16,0
22550,1540971734316,406454,-1.303308527e+07,7672,16274,9250,3272,624438,34667,884,11,0
22560,1540971746166,406578,-1.303477063e+07,7428,16526,9492,3376,624154,34878,960,8,0
22570,1540971756563,406566,-1.303396225e+07,7290,16469,9528,3605,624139,34842,1007,12,0
22580,1540971766652,406566,-1.303362534e+07,7492,16195,9477,3502,624276,34790,926,8,0
22590,1540971777514,406573,-1.303233447e+07,7567,16065,9275,3663,624373,34694,923,10,0
22600,1540971788769,406551,-1.303654196e+07,7638,16384,9373,3588,624008,35015,963,14,0
22610,1540971800746,406757,-1.302893777e+07,7447,16017,9266,3388,624763,34363,867,7,0
22620,1540971812695,406580,-1.303260834e+07,7547,16169,9310,3567,624361,34693,938,8,0
22630,1540971823737,406600,-1.303324813e+07,7541,16289,9320,3422,624391,34656,943,10,0
22640,1540971835094,406640,-1.303449622e+07,7660,16097,9336,3707,624196,34816,980,8,0
22650,1540971845507,406565,-1.303520610e+07,7829,15917,9383,3661,624213,34795,981,11,0
22660,1540971857081,406372,-1.304126581e+07,8238,16037,9425,3581,623783,35167,1036,14,0
22670,1540971868661,406424,-1.304146936e+07,8238,16064,9448,3565,623722,35249,1021,8,0
22680,1540971880449,406334,-1.303983851e+07,8176,16119,9353,3389,623924,35126,939,11,0
22690,1540971891997,406371,-1.304092078e+07,8251,15979,9474,3527,623802,35174,1015,9,0
22700,1540971904504,406464,-1.303636361e+07,7857,16068,9383,3506,624120,34954,918,8,0
22710,1540971915522,406387,-1.303820805e+07,8032,16178,9279,3500,624029,34961,1002,8,0
22720,1540971926613,406580,-1.303440690e+07,7921,15803,9426,3413,624398,34652,939,11,0
22730,1540971938600,406538,-1.303947173e+07,8328,15727,9370,3656,623928,35073,989,10,0
22740,1540971949473,406455,-1.303839704e+07,8297,15706,9367,3549,624064,34963,963,10,0
22750,1540971961248,406516,-1.303703821e+07,8136,15757,9424,3484,624156,34892,947,5,0
22760,1540971972456,406666,-1.303708541e+07,8136,15759,9418,3533,624154,34860,972,14,0
22770,1540971983983,406485,-1.303360690e+07,8044,15497,9505,3404,624522,34513,958,7,0
22780,1540971997469,406729,-1.303038111e+07,7812,15599,9292,3456,624763,34325,902,10,0
22790,1540972009493,406587,-1.303443090e+07,8065,15535,9436,3534,624448,34541,1004,7,0
22800,1540972021313,406812,-1.303231960e+07,8049,15365,9421,3482,624578,34541,867,14,0
22810,1540972032832,406793,-1.303532537e+07,8172,15377,9522,3578,624382,34602,1001,15,0
22820,1540972044044,406717,-1.303347335e+07,8060,15400,9537,3437,624582,34413,994,11,0
22830,1540972054325,406788,-1.303208984e+07,8163,15316,9311,3484,624672,34399,913,15,1
22840,1540972065695,407184,-1.302699058e+07,7738,15136,9441,3541,625038,34076,878,8,0
22850,1540972077635,406837,-1.303274239e+07,8139,15341,9351,3536,624557,34525,912,6,0
22860,1540972088555,406618,-1.303648331e+07,8436,15433,9348,3463,624260,34808,924,8,0
22870,1540972098599,406901,-1.303165019e+07,8218,15239,9212,3478,624840,34182,969,9,0
22880,1540972110545,406902,-1.303121957e+07,8131,15124,9459,3506,624756,34284,945,14,1
22890,1540972122442,406862,-1.303317980e+07,8275,15161,9395,3490,624646,34396,949,9,0
22900,1540972134378,406674,-1.303636750e+07,8356,15491,9355,3378,624416,34600,972,12,0
22910,1540972145717,406778,-1.303353504e+07,8344,15275,9363,3297,624711,34315,958,16,0
22920,1540972156272,406478,-1.303814126e+07,8455,15565,9306,3499,624190,34802,1001,7,0
22930,1540972167905,406748,-1.303533463e+07,8014,15712,9388,3597,624276,34752,957,15,0
22940,1540972178418,406636,-1.303619202e+07,8164,15557,9591,3394,624234,34836,920,10,0
22950,1540972189818,406606,-1.303617204e+07,8259,15280,9605,3574,624294,34705,990,11,0
22960,1540972201149,406544,-1.303680852e+07,8076,15821,9632,3300,624209,34768,1008,15,0
22970,1540972211873,406610,-1.303432021e+07,8120,15459,9522,3435,624377,34717,899,7,0
22980,1540972222960,406634,-1.303717087e+07,8023,15865,9512,3551,624066,34928,995,11,0
22990,1540972234548,406613,-1.303535648e+07,7885,15629,9770,3513,624156,34912,911,21,0
23000,1540972247309,406607,-1.303546662e+07,7945,15757,9679,3342,624237,34815,936,12,0
23010,1540972259050,406688,-1.303258682e+07,7675,15746,9601,3536,624389,34677,921,13,0
23020,1540972271197,406683,-1.303512514e+07,7736,15845,9606,3680,624159,34831,994,16,0
23030,1540972283028,406606,-1.303404477e+07,7707,15766,9719,3493,624287,34751,952,10,0
23040,1540972294666,406762,-1.303271931e+07,7463,16088,9581,3552,624328,34672,988,12,0
23050,1540972306345,406450,-1.303386481e+07,7627,15909,9688,3509,624218,34838,937,7,0
23060,1540972317294,406871,-1.302756460e+07,7184,15916,9627,3426,624779,34296,919,5,1
23070,1540972329014,406724,-1.302989277e+07,7225,15953,9810,3390,624557,34518,916,8,1
23080,1540972340884,406847,-1.303110578e+07,7504,15975,9560,3374,624541,34519,926,14,0
23090,1540972351835,406397,-1.303432218e+07,7750,15875,9680,3369,624291,34759,935,15,0
23100,1540972364222,406719,-1.303385070e+07,7828,15824,9510,3380,624450,34568,973,8,1
23110,1540972375978,406799,-1.303011998e+07,7602,15539,9645,3485,624692,34355,943,10,0
23120,1540972387209,406693,-1.303255762e+07,7716,15802,9676,3354,624470,34522,998,10,0
23130,1540972398825,406443,-1.303494642e+07,7765,15866,9641,3479,624295,34673,1018,14,0
23140,1540972411022,406508,-1.303371806e+07,7858,15682,9679,3335,624404,34646,942,8,0
23150,1540972421483,406516,-1.303578041e+07,7741,15997,9611,3591,624044,34986,956,14,0
