iteration,0,1,2,3,4,5,6
27550,2055,6068,1706,164,7,0,0
27560,2042,6102,1676,174,6,0,0
27570,2010,6149,1678,157,6,0,0
27580,1985,6203,1643,165,4,0,0
27590,2002,6199,1607,181,11,0,0
27600,2005,6178,1643,160,14,0,0
27610,2016,6160,1643,170,11,0,0
27620,2011,6162,1652,166,9,0,0
27630,1999,6186,1636,174,5,0,0
27640,2014,6148,1667,166,5,0,0
27650,2027,6112,1703,151,6,1,0
27660,2017,6147,1666,160,9,1,0
27670,2014,6140,1687,150,9,0,0
27680,2011,6149,1678,154,7,1,0
27690,2050,6078,1702,162,8,0,0
27700,1981,6197,1668,149,5,0,0
27710,1983,6195,1668,147,7,0,0
27720,1968,6215,1671,141,5,0,0
27730,1970,6221,1656,145,8,0,0
27740,1950,6271,1615,157,7,0,0
27750,1982,6202,1657,152,7,0,0
27760,1983,6206,1647,156,8,0,0
27770,1994,6186,1653,160,7,0,0
27780,1963,6245,1629,155,8,0,0
27790,1954,6261,1622,157,6,0,0
27800,1965,6235,1640,155,5,0,0
27810,2002,6174,1653,164,7,0,0
27820,1981,6192,1680,140,7,0,0
27830,1982,6202,1657,152,7,0,0
27840,1999,6167,1675,153,6,0,0
27850,1961,6227,1668,139,5,0,0
27860,2000,6166,1676,150,8,0,0
27870,2001,6154,1695,144,6,0,0
27880,2022,6134,1677,156,11,0,0
27890,1998,6177,1658,161,6,0,0
27900,1989,6201,1635,171,4,0,0
27910,1981,6214,1639,157,8,1,0
27920,1999,6178,1656,158,9,0,0
27930,2006,6163,1667,153,11,0,0
27940,1974,6226,1635,156,9,0,0
27950,1971,6229,1638,154,7,1,0
27960,1963,6238,1643,148,8,0,0
27970,1967,6219,1674,128,11,1,0
27980,1992,6187,1658,155,8,0,0
27990,1966,6242,1625,160,7,0,0
28000,1961,6249,1624,161,5,0,0
28010,1971,6226,1639,160,4,0,0
28020,1983,6203,1648,163,3,0,0
28030,1965,6247,1620,159,9,0,0
28040,1946,6280,1608,160,6,0,0
28050,1947,6266,1634,146,7,0,0
28060,1960,6244,1639,150,7,0,0
28070,1942,6280,1622,148,8,0,0
28080,1964,6244,1626,160,6,0,0
28090,1963,6233,1649,151,4,0,0
28100,1954,6250,1640,154,2,0,0
28110,1957,6247,1641,150,4,1,0
28120,1932,6306,1601,152,9,0,0
28130,1944,6271,1632,147,6,0,0
28140,1960,6234,1657,145,3,1,0
28150,1974,6202,1683,134,5,2,0
28160,1968,6230,1647,144,11,0,0
28170,1977,6195,1687,136,2,3,0
28180,1968,6222,1659,144,7,0,0
28190,1956,6257,1632,142,12,1,0
28200,1986,6200,1650,157,6,1,0
28210,1989,6186,1669,148,8,0,0
28220,2020,6133,1684,153,10,0,0
28230,2014,6148,1672,156,10,0,0
28240,1992,6196,1645,155,11,1,0
28250,1949,6258,1642,147,3,1,0
28260,1964,6231,1652,147,6,0,0
28270,1977,6224,1631,158,10,0,0
28280,1975,6224,1633,162,6,0,0
28290,1961,6241,1639,155,4,0,0
28300,1923,6307,1620,147,3,0,0
28310,1965,6239,1634,155,7,0,0
28320,1974,6222,1644,150,10,0,0
28330,1980,6214,1641,156,9,0,0
28340,1975,6207,1667,145,6,0,0
28350,1998,6174,1664,158,6,0,0
28360,2004,6178,1645,160,13,0,0
28370,2010,6148,1683,150,9,0,0
28380,2028,6118,1687,160,7,0,0
28390,2017,6146,1665,164,8,0,0
28400,2005,6166,1660,162,7,0,0
28410,2003,6167,1666,155,9,0,0
28420,2002,6173,1657,159,9,0,0
28430,2018,6141,1670,165,6,0,0
28440,2002,6160,1679,155,3,1,0
28450,1998,6178,1658,158,8,0,0
28460,1972,6235,1624,159,10,0,0
28470,1989,6197,1647,159,8,0,0
28480,1990,6186,1667,149,7,1,0
28490,2000,6171,1668,151,10,0,0
28500,1983,6206,1650,150,11,0,0
28510,1989,6185,1672,146,7,1,0
28520,1975,6209,1663,147,6,0,0
28530,1968,6229,1647,147,9,0,0
28540,2023,6126,1690,150,11,0,0
28550,2014,6144,1681,150,11,0,0
28560,1992,6194,1646,158,10,0,0
28570,2011,6134,1705,144,6,0,0
28580,2004,6157,1683,148,7,1,0
28590,2022,6131,1685,149,13,0,0
28600,2012,6156,1664,156,12,0,0
28610,2000,6179,1652,159,10,0,0
28620,2013,6152,1664,164,7,0,0
28630,2015,6154,1659,161,10,1,0
28640,2002,6178,1648,162,10,0,0
28650,1999,6187,1640,163,11,0,0
28660,2017,6142,1681,144,16,0,0
28670,2014,6140,1690,144,12,0,0
28680,2015,6149,1669,155,12,0,0
28690,1985,6208,1640,156,11,0,0
28700,1982,6201,1662,145,10,0,0
28710,1986,6200,1652,152,10,0,0
28720,1963,6238,1645,144,10,0,0
28730,1987,6199,1653,149,12,0,0
28740,1956,6251,1639,145,9,0,0
28750,1981,6216,1634,160,9,0,0
28760,1979,6220,1629,166,6,0,0
28770,1972,6218,1655,149,5,1,0
28780,1986,6193,1663,151,7,0,0
28790,1998,6169,1675,151,7,0,0
28800,2020,6126,1695,152,7,0,0
28810,2040,6072,1742,140,6,0,0
28820,2027,6106,1716,142,9,0,0
28830,2014,6134,1698,146,8,0,0
28840,2016,6137,1688,149,10,0,0
28850,2003,6157,1688,142,9,1,0
28860,2001,6170,1668,150,11,0,0
28870,1993,6182,1666,150,9,0,0
28880,1990,6194,1658,144,12,2,0
28890,1979,6208,1659,143,10,1,0
28900,2003,6163,1678,144,11,1,0
28910,2015,6153,1663,155,14,0,0
28920,1994,6170,1689,136,11,0,0
28930,2024,6110,1716,142,8,0,0
28940,2015,6133,1698,146,7,1,0
28950,2021,6137,1675,155,12,0,0
28960,2013,6144,1686,144,13,0,0
28970,2022,6137,1670,161,10,0,0
28980,2016,6146,1669,160,9,0,0
28990,2007,6166,1655,164,8,0,0
29000,1995,6191,1645,160,7,1,1
29010,1972,6232,1627,163,5,1,0
29020,2015,6157,1652,165,11,0,0
29030,2047,6096,1675,174,8,0,0
29040,2026,6127,1681,154,11,1,0
29050,2006,6159,1673,154,7,1,0
29060,1996,6180,1664,149,10,1,0
29070,1968,6230,1647,144,11,0,0
29080,1942,6289,1610,146,12,1,0
29090,1954,6264,1619,154,9,0,0
29100,1948,6262,1638,146,6,0,0
29110,1963,6251,1618,160,7,1,0
29120,1974,6217,1656,141,12,0,0
29130,2004,6170,1657,160,9,0,0
29140,2000,6174,1661,156,9,0,0
29150,1997,6181,1657,155,10,0,0
29160,2028,6126,1669,172,5,0,0
29170,1990,6179,1676,151,4,0,0
29180,2002,6169,1664,157,8,0,0
29190,2009,6166,1651,165,8,1,0
29200,2008,6157,1673,151,11,0,0
29210,2014,6146,1674,158,8,0,0
29220,2004,6155,1688,143,10,0,0
29230,1973,6220,1650,148,9,0,0
29240,1991,6186,1666,146,11,0,0
29250,1978,6209,1662,137,14,0,0
29260,2010,6149,1681,151,9,0,0
29270,2036,6112,1677,167,7,1,0
29280,2001,6151,1702,139,7,0,0
29290,1997,6182,1653,161,6,1,0
29300,1991,6185,1665,151,8,0,0
29310,1966,6229,1654,141,10,0,0
29320,1969,6229,1646,145,11,0,0
29330,1960,6246,1643,137,13,1,0
29340,1976,6211,1660,143,10,0,0
29350,1980,6194,1683,133,9,1,0
29360,1973,6214,1666,136,9,2,0
29370,1956,6241,1657,139,7,0,0
29380,1960,6237,1654,141,8,0,0
29390,1958,6253,1633,144,11,1,0
29400,2008,6157,1671,155,9,0,0
29410,1980,6220,1632,157,10,1,0
29420,1965,6240,1633,155,6,1,0
29430,2014,6154,1655,172,5,0,0
29440,1953,6251,1650,135,11,0,0
29450,1934,6286,1632,142,6,0,0
29460,1932,6300,1611,150,7,0,0
29470,1916,6313,1631,135,5,0,0
29480,1902,6339,1623,129,7,0,0
29490,1920,6308,1630,136,6,0,0
29500,1908,6337,1606,145,4,0,0
29510,1899,6356,1598,140,7,0,0
29520,1910,6343,1595,142,9,1,0
29530,1918,6327,1601,145,9,0,0
29540,1932,6308,1602,145,12,1,0
29550,1934,6300,1606,152,8,0,0
29560,1954,6254,1634,154,4,0,0
29570,1947,6265,1631,155,2,0,0
29580,1943,6276,1625,150,6,0,0
29590,1977,6212,1649,158,4,0,0
29600,1960,6241,1643,151,5,0,0
29610,1957,6260,1618,156,9,0,0
29620,1978,6212,1650,152,8,0,0
29630,2001,6180,1643,170,6,0,0
29640,2028,6114,1694,158,6,0,0
29650,1994,6188,1650,160,8,0,0
29660,1976,6211,1657,149,7,0,0
29670,1955,6253,1634,153,5,0,0
29680,1949,6277,1603,167,4,0,0
29690,1957,6257,1621,160,4,1,0
29700,1926,6310,1609,148,7,0,0
29710,1925,6313,1607,147,8,0,0
29720,1915,6329,1606,141,9,0,0
29730,1934,6302,1601,156,7,0,0
29740,1931,6301,1611,151,6,0,0
29750,1933,6304,1603,150,10,0,0
29760,1920,6314,1617,144,5,0,0
29770,1959,6243,1641,153,4,0,0
29780,1973,6204,1679,138,6,0,0
29790,1959,6236,1655,146,4,0,0
29800,1993,6174,1679,148,6,0,0
29810,1994,6171,1679,153,3,0,0
29820,1988,6176,1689,142,5,0,0
29830,1982,6196,1670,146,4,2,0
29840,1989,6180,1675,154,2,0,0
29850,2006,6152,1684,152,6,0,0
29860,1995,6165,1691,143,6,0,0
29870,1986,6184,1681,142,7,0,0
29880,1961,6237,1654,137,11,0,0
29890,1976,6212,1655,151,5,1,0
29900,2022,6126,1688,159,4,1,0
29910,2009,6159,1666,156,9,1,0
29920,2013,6144,1682,152,9,0,0
29930,1983,6200,1660,148,9,0,0
29940,1991,6193,1649,159,8,0,0
29950,1979,6207,1658,147,9,0,0
29960,1997,6182,1655,157,8,1,0
29970,1989,6186,1670,146,9,0,0
29980,1989,6186,1669,148,8,0,0
29990,1989,6183,1677,143,6,2,0
30000,1993,6168,1691,143,4,1,0
30010,1986,6198,1651,161,3,1,0
30020,2000,6168,1669,158,5,0,0
30030,2001,6160,1680,156,3,0,0
30040,1999,6170,1666,162,3,0,0
30050,2003,6173,1653,163,8,0,0
30060,2009,6158,1662,166,5,0,0
30070,2000,6172,1664,156,8,0,0
30080,2015,6147,1669,162,6,1,0
30090,2020,6137,1671,167,5,0,0
30100,2003,6165,1669,156,6,1,0
30110,1985,6201,1651,156,6,1,0
30120,1996,6176,1666,157,4,1,0
30130,1985,6199,1654,155,7,0,0
30140,1999,6167,1675,153,6,0,0
30150,2026,6117,1696,153,8,0,0
30160,2015,6134,1697,144,10,0,0
30170,1977,6209,1656,153,5,0,0
30180,2014,6139,1687,153,7,0,0
30190,2020,6140,1667,166,7,0,0
30200,1995,6172,1679,146,8,0,0
30210,1980,6189,1690,133,8,0,0
30220,2010,6172,1642,160,16,0,0
30230,2025,6113,1708,146,7,1,0
30240,2014,6133,1696,153,4,0,0
30250,2020,6120,1708,144,8,0,0
30260,2021,6129,1690,149,11,0,0
30270,2006,6167,1661,153,13,0,0
30280,2002,6170,1666,150,12,0,0
30290,2005,6162,1670,154,9,0,0
30300,2003,6159,1679,153,6,0,0
30310,2009,6148,1686,148,9,0,0
30320,1964,6238,1638,154,6,0,0
30330,1948,6261,1645,135,11,0,0
30340,1970,6229,1642,149,10,0,0
30350,1988,6194,1659,149,9,1,0
30360,1978,6219,1637,157,9,0,0
30370,1985,6218,1620,166,11,0,0
30380,1962,6256,1618,150,12,2,0
30390,1951,6272,1620,142,13,2,0
30400,1942,6287,1611,149,11,0,0
30410,1953,6267,1616,155,9,0,0
30420,1981,6211,1645,153,10,0,0
30430,1993,6188,1654,156,9,0,0
30440,2019,6140,1676,152,13,0,0
30450,2011,6155,1668,155,11,0,0
30460,1989,6204,1637,158,12,0,0
30470,2010,6156,1666,160,8,0,0
30480,1984,6213,1637,152,13,1,0
30490,1964,6233,1659,127,17,0,0
30500,1964,6235,1650,139,12,0,0
30510,1956,6249,1643,143,9,0,0
30520,1998,6187,1644,159,12,0,0
30530,2011,6151,1674,155,9,0,0
30540,2012,6150,1675,153,9,1,0
30550,2019,6136,1678,160,7,0,0
30560,2000,6180,1652,156,12,0,0
30570,2017,6148,1667,155,12,1,0
30580,2029,6130,1660,174,7,0,0
30590,2021,6142,1665,160,12,0,0
30600,2006,6190,1617,172,15,0,0
30610,2004,6164,1671,151,9,1,0
30620,2001,6166,1673,152,8,0,0
30630,2003,6167,1663,161,6,0,0
30640,2038,6111,1675,165,11,0,0
30650,2018,6143,1668,163,8,0,0
30660,1954,6248,1649,142,7,0,0
30670,1989,6201,1641,159,10,0,0
30680,1986,6195,1658,155,6,0,0
30690,2007,6162,1663,160,8,0,0
30700,1997,6165,1685,147,6,0,0
30710,2032,6108,1699,150,11,0,0
30720,2029,6111,1703,146,10,1,0
30730,2041,6087,1717,142,12,1,0
30740,2016,6138,1687,149,9,1,0
30750,1985,6199,1654,155,7,0,0
30760,1999,6171,1669,153,8,0,0
30770,2010,6166,1647,169,7,1,0
30780,1988,6202,1640,162,8,0,0
30790,1984,6204,1645,162,5,0,0
30800,2029,6114,1692,158,7,0,0
30810,2048,6101,1666,173,12,0,0
30820,2030,6123,1674,163,10,0,0
30830,1999,6178,1658,154,11,0,0
30840,1997,6185,1655,148,14,1,0
30850,2015,6144,1676,156,9,0,0
30860,2040,6088,1713,150,9,0,0
30870,2007,6146,1700,135,11,1,0
30880,2010,6143,1696,140,10,1,0
30890,2041,6098,1697,148,16,0,0
30900,2048,6099,1672,167,14,0,0
30910,2061,6075,1682,167,15,0,0
30920,2052,6101,1657,175,15,0,0
30930,2031,6116,1687,154,12,0,0
30940,2018,6151,1655,165,11,0,0
30950,2037,6108,1684,160,11,0,0
30960,2037,6111,1677,166,8,1,0
30970,2015,6141,1683,151,10,0,0
30980,2027,6134,1665,160,14,0,0
30990,2002,6157,1690,141,10,0,0
31000,2015,6148,1672,153,11,1,0
31010,2024,6138,1666,158,14,0,0
31020,2019,6161,1636,170,13,1,0
31030,2015,6147,1671,157,10,0,0
31040,1988,6204,1638,160,10,0,0
31050,2011,6169,1640,169,11,0,0
31060,2004,6172,1654,160,10,0,0
31070,2003,6172,1654,164,7,0,0
31080,2010,6165,1649,167,9,0,0
31090,1989,6204,1637,159,10,1,0
31100,2016,6160,1643,170,11,0,0
31110,2008,6170,1647,164,11,0,0
31120,1998,6166,1686,138,12,0,0
31130,1993,6178,1677,140,12,0,0
31140,2012,6141,1689,152,5,1,0
31150,2010,6150,1675,161,3,1,0
31160,2007,6174,1642,166,11,0,0
31170,1970,6249,1604,165,12,0,0
31180,1974,6232,1620,168,6,0,0
31190,1980,6207,1653,153,7,0,0
31200,1979,6232,1610,168,11,0,0
31210,1975,6229,1626,161,9,0,0
31220,1994,6190,1649,157,9,1,0
31230,2009,6170,1647,161,12,1,0
31240,2002,6174,1659,152,13,0,0
31250,1983,6215,1632,160,9,1,0
31260,1941,6282,1622,146,9,0,0
31270,1958,6262,1610,162,8,0,0
31280,1961,6248,1629,154,8,0,0
31290,1967,6240,1630,153,9,1,0
31300,1950,6265,1627,151,7,0,0
31310,1976,6225,1629,164,5,1,0
31320,1982,6215,1633,161,9,0,0
31330,1967,6241,1624,161,7,0,0
31340,1962,6237,1646,149,6,0,0
31350,1960,6248,1628,160,4,0,0
31360,1958,6248,1637,150,7,0,0
31370,1965,6229,1653,148,4,1,0
31380,1966,6230,1648,150,6,0,0
31390,1986,6199,1652,155,8,0,0
31400,1997,6194,1630,170,9,0,0
31410,2010,6160,1658,164,8,0,0
31420,2002,6164,1671,158,5,0,0
31430,1986,6199,1650,159,6,0,0
31440,1997,6170,1674,154,5,0,0
31450,1987,6205,1642,153,13,0,0
31460,1932,6295,1621,145,7,0,0
31470,1936,6282,1635,140,7,0,0
31480,1921,6323,1603,141,12,0,0
31490,1947,6261,1650,130,11,1,0
31500,1934,6290,1629,136,11,0,0
31510,1942,6275,1636,136,10,1,0
31520,1907,6350,1593,136,14,0,0
31530,1915,6333,1596,149,7,0,0
31540,1955,6253,1642,137,13,0,0
31550,1955,6249,1645,143,8,0,0
31560,1960,6256,1619,154,11,0,0
31570,1961,6232,1660,140,7,0,0
31580,1949,6267,1626,151,7,0,0
31590,1930,6294,1632,135,8,1,0
31600,1941,6265,1654,133,7,0,0
31610,1933,6301,1606,153,7,0,0
31620,1958,6244,1643,150,5,0,0
31630,1962,6241,1637,156,3,1,0
31640,1983,6205,1651,152,8,1,0
31650,1987,6179,1689,137,8,0,0
31660,2001,6170,1667,153,8,1,0
31670,1990,6183,1673,146,7,1,0
31680,1958,6245,1642,149,6,0,0
31690,1979,6207,1659,145,10,0,0
31700,1970,6236,1632,149,12,1,0
31710,1990,6180,1674,152,4,0,0
31720,1986,6194,1657,160,3,0,0
31730,1968,6224,1650,156,2,0,0
31740,1991,6173,1687,143,6,0,0
31750,2007,6158,1667,165,2,1,0
31760,2007,6150,1689,145,8,1,0
31770,1991,6168,1698,136,7,0,0
31780,1949,6253,1656,133,9,0,0
31790,1955,6231,1678,131,5,0,0
31800,1975,6201,1684,129,11,0,0
31810,1967,6224,1660,140,9,0,0
31820,1960,6231,1664,139,6,0,0
31830,1966,6230,1647,152,5,0,0
31840,1961,6241,1639,155,4,0,0
31850,1980,6213,1641,159,7,0,0
31860,1970,6233,1637,148,11,1,0
31870,1999,6181,1652,157,11,0,0
31880,2006,6158,1677,150,7,2,0
31890,2011,6156,1665,158,10,0,0
31900,1998,6164,1691,135,11,1,0
31910,1963,6223,1671,137,6,0,0
31920,1957,6261,1616,157,9,0,0
31930,1956,6265,1614,153,12,0,0
31940,1937,6285,1627,143,8,0,0
31950,1957,6247,1643,145,8,0,0
31960,1944,6272,1634,142,6,2,0
31970,1964,6235,1643,153,5,0,0
31980,1942,6257,1665,131,5,0,0
31990,1938,6275,1640,143,4,0,0
32000,1950,6252,1652,140,6,0,0
32010,1971,6206,1683,132,8,0,0
32020,1943,6269,1642,137,9,0,0
32030,1972,6215,1664,139,10,0,0
32040,1962,6256,1617,150,15,0,0
32050,1967,6234,1642,147,9,1,0
32060,1936,6280,1642,132,10,0,0
32070,1981,6206,1659,140,14,0,0
32080,1964,6240,1635,154,7,0,0
32090,1982,6205,1655,147,11,0,0
32100,1992,6164,1704,132,8,0,0
32110,2017,6141,1676,157,9,0,0
32120,2024,6123,1687,161,5,0,0
32130,2019,6123,1705,146,6,1,0
32140,1993,6180,1667,154,6,0,0
32150,1956,6251,1639,146,7,1,0
32160,1959,6240,1651,142,8,0,0
32170,1982,6203,1656,151,8,0,0
32180,1982,6188,1682,144,4,0,0
32190,2017,6138,1681,156,8,0,0
32200,2002,6154,1693,144,7,0,0
32210,1989,6196,1654,148,13,0,0
32220,1964,6223,1671,133,9,0,0
32230,1962,6237,1648,145,8,0,0
32240,1953,6264,1630,138,13,2,0
32250,1993,6178,1681,133,14,1,0
32260,1974,6202,1685,129,9,1,0
32270,1979,6211,1653,146,10,1,0
32280,1989,6190,1662,150,9,0,0
32290,1985,6186,1683,137,8,1,0
32300,2026,6108,1721,131,13,1,0
32310,2032,6122,1673,161,11,1,0
32320,2023,6121,1696,153,7,0,0
32330,2033,6094,1723,140,10,0,0
32340,1984,6171,1714,123,8,0,0
32350,2002,6148,1707,135,7,1,0
32360,1972,6203,1687,129,9,0,0
32370,1949,6259,1646,135,11,0,0
32380,1955,6250,1644,142,9,0,0
32390,1976,6206,1668,143,6,1,0
32400,1972,6210,1671,140,7,0,0
32410,1992,6189,1660,145,14,0,0
32420,1981,6216,1637,154,12,0,0
32430,1956,6257,1630,145,12,0,0
32440,1932,6294,1621,148,5,0,0
32450,1961,6239,1647,145,8,0,0
32460,1987,6188,1674,141,9,1,0
32470,1989,6191,1662,147,11,0,0
32480,2000,6183,1644,163,10,0,0
32490,1990,6187,1665,149,9,0,0
32500,1993,6174,1684,139,9,1,0
32510,1984,6200,1654,156,6,0,0
32520,1994,6175,1674,151,6,0,0
32530,2013,6145,1676,161,5,0,0
32540,2037,6106,1683,168,6,0,0
32550,2029,6111,1698,155,7,0,0
32560,2035,6106,1692,159,7,1,0
32570,2001,6173,1657,163,6,0,0
32580,2024,6150,1646,162,18,0,0
32590,2019,6137,1678,157,9,0,0
32600,2033,6125,1660,173,9,0,0
32610,1993,6184,1661,154,8,0,0
32620,1977,6205,1668,141,9,0,0
32630,1987,6197,1653,155,8,0,0
32640,1980,6217,1635,159,9,0,0
32650,1979,6214,1643,156,8,0,0
32660,1962,6236,1652,140,10,0,0
32670,1984,6202,1657,144,13,0,0
32680,1981,6195,1679,135,8,2,0
32690,1959,6240,1651,142,8,0,0
32700,1963,6240,1641,146,10,0,0
32710,1977,6221,1640,149,13,0,0
32720,1980,6220,1632,157,10,1,0
32730,1978,6215,1644,156,6,1,0
32740,2016,6149,1665,160,9,1,0
32750,2008,6166,1654,163,8,1,0
32760,2022,6145,1658,161,14,0,0
32770,2001,6192,1623,174,10,0,0
32780,1987,6209,1628,169,7,0,0
32790,1982,6199,1665,145,9,0,0
32800,1974,6238,1616,158,14,0,0
32810,1997,6182,1653,160,8,0,0
32820,1979,6209,1651,155,6,0,0
32830,1987,6204,1638,164,7,0,0
32840,1985,6204,1645,158,8,0,0
32850,2014,6149,1665,167,5,0,0
32860,2002,6165,1670,158,4,1,0
32870,2017,6129,1699,147,8,0,0
32880,2043,6091,1701,153,12,0,0
32890,2026,6126,1680,158,10,0,0
32900,2023,6142,1658,167,9,1,0
32910,1990,6217,1609,171,13,0,0
32920,1985,6204,1651,146,14,0,0
32930,1971,6241,1622,151,13,2,0
32940,1977,6230,1617,168,8,0,0
32950,1986,6220,1610,177,6,1,0
32960,1976,6220,1642,152,10,0,0
32970,1986,6207,1639,157,11,0,0
32980,1998,6182,1647,168,5,0,0
32990,2032,6109,1690,165,4,0,0
33000,2018,6135,1686,151,10,0,0
33010,2009,6154,1673,156,8,0,0
33020,2003,6151,1694,147,5,0,0
33030,1987,6188,1674,140,11,0,0
33040,1998,6179,1658,156,8,1,0
33050,1986,6179,1694,131,10,0,0
33060,2020,6121,1707,143,9,0,0
33070,2005,6161,1676,146,11,1,0
33080,1993,6180,1665,158,4,0,0
33090,1975,6217,1650,149,9,0,0
33100,2006,6161,1669,155,9,0,0
33110,2005,6157,1676,157,5,0,0
33120,2006,6154,1683,148,9,0,0
33130,2029,6121,1686,149,15,0,0
33140,1982,6201,1659,151,7,0,0
33150,1994,6192,1647,154,13,0,0
33160,1983,6201,1660,145,11,0,0
33170,1956,6245,1650,141,8,0,0
33180,1973,6210,1667,144,6,0,0
33190,1973,6204,1679,138,6,0,0
33200,1968,6222,1662,138,10,0,0
33210,1965,6219,1673,138,4,1,0
33220,1981,6192,1680,141,5,1,0
33230,1994,6167,1691,141,7,0,0
33240,2016,6133,1693,151,7,0,0
33250,1994,6172,1682,145,6,1,0
33260,1953,6248,1652,140,7,0,0
33270,1972,6207,1675,141,5,0,0
33280,1979,6185,1698,133,5,0,0
33290,1979,6187,1694,135,5,0,0
33300,1959,6233,1661,143,4,0,0
33310,2000,6155,1695,145,5,0,0
33320,2013,6147,1680,147,13,0,0
33330,2032,6115,1684,159,10,0,0
33340,2046,6078,1716,150,10,0,0
33350,2031,6115,1684,163,7,0,0
33360,1992,6182,1670,146,10,0,0
33370,1995,6184,1658,152,11,0,0
33380,2004,6150,1698,138,10,0,0
33390,2017,6152,1656,164,11,0,0
33400,2004,6161,1673,155,7,0,0
33410,2030,6120,1681,159,9,1,0
33420,2012,6150,1674,154,10,0,0
33430,1982,6212,1639,159,7,1,0
33440,1965,6231,1649,149,6,0,0
33450,1991,6187,1663,149,10,0,0
33460,1994,6173,1682,141,10,0,0
33470,1993,6169,1689,143,6,0,0
33480,1999,6156,1700,137,7,1,0
33490,1989,6189,1665,147,10,0,0
33500,1995,6165,1693,139,8,0,0
33510,1985,6185,1686,135,8,0,1
33520,1954,6245,1655,139,7,0,0
33530,1984,6187,1680,143,6,0,0
33540,1985,6203,1647,157,8,0,0
33550,2016,6148,1665,162,9,0,0
33560,1972,6229,1633,159,7,0,0
33570,1944,6279,1617,153,7,0,0
33580,1986,6192,1665,150,7,0,0
33590,1984,6191,1673,145,7,0,0
33600,1987,6185,1676,145,7,0,0
33610,1999,6162,1683,152,4,0,0
33620,1992,6177,1676,149,6,0,0
33630,2012,6154,1664,162,8,0,0
33640,2000,6172,1665,156,6,0,1
33650,1991,6184,1674,137,13,1,0
33660,1994,6167,1689,145,5,0,0
33670,2004,6147,1703,137,9,0,0
33680,1995,6170,1683,144,8,0,0
33690,1969,6216,1669,138,8,0,0
33700,1982,6215,1638,151,14,0,0
33710,2007,6162,1664,158,9,0,0
33720,1987,6205,1642,154,11,1,0
33730,1974,6221,1645,152,7,1,0
33740,2000,6170,1672,147,10,1,0
33750,2009,6146,1693,140,12,0,0
33760,2011,6149,1678,153,9,0,0
33770,1999,6161,1687,147,6,0,0
33780,1986,6191,1671,141,11,0,0
33790,1995,6174,1677,144,10,0,0
33800,1993,6196,1642,156,13,0,0
33810,1986,6203,1648,151,12,0,0
33820,1993,6189,1653,156,8,1,0
33830,2008,6141,1702,141,8,0,0
33840,1965,6238,1640,147,9,1,0
33850,2004,6153,1690,145,8,0,0
33860,1975,6216,1650,152,7,0,0
33870,1965,6232,1644,156,3,0,0
33880,1960,6251,1624,159,6,0,0
33890,1973,6209,1670,141,7,0,0
33900,1994,6187,1652,159,8,0,0
33910,1999,6171,1670,151,9,0,0
33920,2028,6119,1689,154,9,1,0
33930,2006,6173,1641,175,5,0,0
33940,1947,6259,1644,147,3,0,0
33950,1946,6260,1647,142,5,0,0
33960,1940,6267,1653,133,7,0,0
33970,1960,6227,1673,133,7,0,0
33980,1979,6192,1685,138,6,0,0
33990,1937,6267,1658,135,3,0,0
34000,1936,6274,1647,140,3,0,0
34010,1947,6270,1630,142,11,0,0
34020,1955,6251,1641,145,8,0,0
34030,1941,6268,1652,128,11,0,0
34040,1948,6264,1639,138,11,0,0
34050,1923,6301,1640,125,11,0,0
34060,1921,6299,1646,127,7,0,0
34070,1944,6277,1626,141,12,0,0
34080,1947,6267,1643,128,13,1,1
34090,1932,6297,1621,139,11,0,0
34100,1921,6314,1622,130,13,0,0
34110,1927,6303,1623,137,10,0,0
34120,1926,6297,1635,135,7,0,0
34130,1940,6278,1633,141,7,1,0
34140,1944,6271,1631,149,5,0,0
34150,1936,6279,1640,139,6,0,0
34160,1969,6232,1634,160,5,0,0
34170,1933,6295,1618,147,7,0,0
34180,1955,6256,1631,150,8,0,0
34190,1961,6237,1651,144,6,1,0
34200,1959,6243,1641,153,4,0,0
34210,1934,6288,1630,140,8,0,0
34220,1964,6231,1653,145,7,0,0
34230,1988,6189,1671,139,13,0,0
34240,1992,6179,1673,149,7,0,0
34250,2017,6153,1655,163,12,0,0
34260,2033,6123,1670,161,11,2,0
34270,2035,6102,1698,158,7,0,0
34280,1987,6196,1659,146,12,0,0
34290,1987,6195,1653,161,4,0,0
34300,1992,6201,1631,167,9,0,0
34310,1965,6250,1612,167,5,1,0
34320,1976,6228,1624,164,8,0,0
34330,1954,6252,1640,148,6,0,0
34340,1983,6200,1661,146,10,0,0
34350,2003,6150,1701,137,8,1,0
34360,1995,6180,1663,154,8,0,0
34370,2002,6150,1699,144,5,0,0
34380,2007,6154,1677,156,6,0,0
34390,1990,6171,1693,141,5,0,0
34400,2003,6156,1686,148,7,0,0
34410,1983,6181,1692,141,3,0,0
34420,1974,6212,1659,150,5,0,0
34430,1957,6232,1669,138,4,0,0
34440,1958,6234,1664,138,6,0,0
34450,1974,6218,1653,144,11,0,0
34460,1974,6214,1656,150,6,0,0
34470,1996,6172,1679,142,11,0,0
34480,2011,6153,1670,157,9,0,0
34490,1981,6203,1658,151,7,0,0
34500,1988,6188,1663,158,3,0,0
34510,2020,6130,1689,152,9,0,0
34520,2016,6141,1677,159,7,0,0
34530,1995,6182,1660,154,9,0,0
