iteration,systemTime-ms,numObservedEntities,logLikelihood,aggDist-MB,aggDist-BDAY,aggDist-BYEAR,aggDist-SEX,recDistortion-0,recDistortion-1,recDistortion-2,recDistortion-3,recDistortion-4
59760,1545693481555,406965,-1.302925575e+07,7771,15466,9308,3523,624805,34331,855,9,0
59770,1545693494491,407133,-1.302646943e+07,7835,15292,9204,3411,625185,33900,903,12,0
59780,1545693505944,406744,-1.303290625e+07,8132,15464,9279,3449,624680,34328,980,12,0
59790,1545693518951,406895,-1.303134639e+07,8063,15573,9168,3369,624788,34268,927,17,0
59800,1545693531538,406883,-1.303439091e+07,8005,15774,9274,3591,624312,34740,940,8,0
59810,1545693544641,406641,-1.303641463e+07,8112,15876,9155,3639,624195,34831,971,3,0
59820,1545693557260,406635,-1.303480363e+07,8269,15537,9178,3514,624465,34585,937,13,0
59830,1545693568944,406681,-1.303341780e+07,8285,15554,9061,3391,624685,34350,954,11,0
59840,1545693581689,406365,-1.303911375e+07,8414,15847,9223,3410,624069,34978,943,10,0
59850,1545693592717,406382,-1.304094318e+07,8635,15753,9230,3372,623981,35057,953,9,0
59860,1545693604946,406398,-1.303979144e+07,8500,15798,9171,3471,624059,34954,975,12,0
59870,1545693617777,406503,-1.303874106e+07,8506,15720,9095,3563,624139,34843,1013,5,0
59880,1545693630408,406753,-1.303396597e+07,8290,15429,9121,3544,624571,34488,927,14,0
59890,1545693642074,406805,-1.303200490e+07,8233,15496,9042,3356,624865,34158,962,15,0
59900,1545693655324,406785,-1.303034826e+07,7971,15638,9083,3375,624903,34140,944,13,0
59910,1545693667550,406779,-1.303032973e+07,7926,15830,9028,3235,624885,34222,883,9,1
59920,1545693680402,406936,-1.303014430e+07,7771,15839,8999,3577,624765,34297,925,13,0
59930,1545693692349,407074,-1.302677279e+07,7728,15573,9118,3392,625215,33771,1002,12,0
59940,1545693704060,406786,-1.303163951e+07,8210,15500,9024,3383,624829,34235,926,10,0
59950,1545693716126,406776,-1.303268421e+07,8331,15427,9001,3414,624820,34201,965,14,0
59960,1545693729083,406675,-1.303266907e+07,8284,15554,9009,3394,624662,34446,881,11,0
59970,1545693741270,406870,-1.303044704e+07,7992,15542,9153,3372,624931,34092,964,13,0
59980,1545693753998,406732,-1.303312136e+07,8216,15459,9115,3576,624586,34475,926,13,0
59990,1545693766156,406703,-1.303510142e+07,8516,15460,9114,3263,624627,34406,954,13,0
60000,1545693779457,406690,-1.303509891e+07,8165,15934,9065,3388,624411,34637,941,11,0
60010,1545693791946,406826,-1.303253820e+07,8008,15929,8946,3442,624640,34403,949,8,0
60020,1545693804000,406580,-1.303495990e+07,8224,15948,8945,3322,624492,34587,911,10,0
60030,1545693816754,406576,-1.303188160e+07,7895,16037,8936,3412,624660,34412,916,12,0
60040,1545693829514,406730,-1.303208008e+07,8031,15851,8971,3345,624777,34257,957,9,0
60050,1545693840890,406750,-1.303154443e+07,7880,15994,8908,3481,624705,34343,936,16,0
60060,1545693852957,406722,-1.303051200e+07,7810,16098,8852,3379,624806,34266,912,15,1
60070,1545693865269,407046,-1.302617203e+07,7497,15977,8907,3399,625110,34009,872,9,0
60080,1545693877990,407003,-1.302597807e+07,7657,15688,9009,3374,625164,33954,872,10,0
60090,1545693888435,406813,-1.303007377e+07,7787,15842,9168,3298,624846,34221,925,8,0
60100,1545693899881,406674,-1.303216950e+07,7853,16004,9064,3436,624555,34541,896,8,0
60110,1545693911984,406779,-1.303271027e+07,7904,15931,9094,3494,624496,34596,897,11,0
60120,1545693924474,406776,-1.303283946e+07,7935,15900,9192,3338,624603,34442,942,13,0
60130,1545693935770,406702,-1.303335184e+07,8011,15827,9203,3355,624546,34518,930,6,0
60140,1545693949021,406571,-1.303738221e+07,8475,15597,9185,3432,624237,34841,918,4,0
60150,1545693961647,406718,-1.303370827e+07,8330,15456,9137,3410,624634,34407,951,8,0
60160,1545693974440,406613,-1.303438544e+07,8357,15632,9096,3243,624631,34418,943,8,0
60170,1545693986467,406807,-1.303313636e+07,8237,15487,9126,3513,624563,34520,908,9,0
60180,1545693999114,406856,-1.303381756e+07,8268,15509,9227,3376,624557,34515,919,9,0
60190,1545694010922,406711,-1.303250612e+07,8131,15615,9227,3293,624702,34342,945,10,1
60200,1545694023490,406867,-1.303088437e+07,8002,15629,9258,3226,624772,34348,873,7,0
60210,1545694036379,407201,-1.302540289e+07,7650,15346,9254,3394,625228,33906,860,6,0
60220,1545694048979,406975,-1.302729951e+07,7921,15292,9172,3396,625170,33891,927,12,0
60230,1545694061223,407172,-1.302428802e+07,7618,15269,9277,3418,625310,33806,876,8,0
60240,1545694073763,407067,-1.302722292e+07,7677,15494,9290,3440,625042,34025,923,10,0
60250,1545694085649,406778,-1.302826430e+07,7878,15486,9146,3401,625000,34103,883,14,0
60260,1545694099046,407033,-1.302745870e+07,7725,15579,9188,3352,625122,33920,950,8,0
60270,1545694111100,407142,-1.302688382e+07,7618,15527,9344,3375,625035,34073,885,7,0
60280,1545694123841,407034,-1.302638316e+07,7540,15801,9086,3390,625111,33975,901,12,1
60290,1545694135883,406793,-1.303049876e+07,7789,15733,9264,3363,624772,34317,901,10,0
60300,1545694149156,406517,-1.303574156e+07,8032,15873,9374,3470,624279,34711,992,18,0
60310,1545694161652,406665,-1.303293895e+07,7911,15750,9434,3312,624582,34444,960,13,1
60320,1545694174094,406503,-1.303795231e+07,8178,16068,9337,3259,624203,34761,1027,9,0
60330,1545694185834,406501,-1.303859043e+07,8129,16132,9348,3288,624087,34945,952,16,0
60340,1545694197939,406430,-1.303674365e+07,8185,15823,9272,3441,624232,34828,927,13,0
60350,1545694210626,406472,-1.303829860e+07,8304,15738,9367,3502,624115,34872,1000,13,0
60360,1545694223508,407009,-1.303234784e+07,7858,15788,9307,3406,624617,34414,962,7,0
60370,1545694235706,406528,-1.303404715e+07,7992,15560,9504,3488,624425,34622,937,16,0
60380,1545694247468,406712,-1.303125774e+07,7782,15531,9541,3500,624617,34426,943,14,0
60390,1545694260157,406937,-1.302962414e+07,7855,15469,9387,3327,624910,34157,918,15,0
60400,1545694274941,406883,-1.303079655e+07,7892,15437,9464,3445,624784,34211,988,17,0
60410,1545694287627,406876,-1.303001346e+07,7798,15530,9420,3374,624867,34154,969,10,0
60420,1545694300605,406893,-1.302959169e+07,7604,15676,9541,3368,624804,34218,963,15,0
60430,1545694312786,406798,-1.303209202e+07,7811,15728,9365,3486,624637,34344,1011,8,0
60440,1545694325071,406758,-1.303162789e+07,7891,15528,9439,3379,624722,34328,941,9,0
60450,1545694338451,406628,-1.303514029e+07,8017,15793,9404,3453,624331,34681,978,10,0
60460,1545694350898,406574,-1.303327112e+07,7841,15757,9406,3522,624459,34565,967,9,0
60470,1545694362233,406576,-1.303594695e+07,7782,15907,9643,3571,624102,34900,991,7,0
60480,1545694375255,406398,-1.303589490e+07,7988,15780,9494,3559,624180,34830,979,11,0
60490,1545694387517,406654,-1.303346946e+07,7804,15714,9532,3505,624436,34581,975,8,0
60500,1545694401140,406366,-1.303743361e+07,7956,15919,9592,3482,624042,34975,975,8,0
60510,1545694412906,406466,-1.303705951e+07,8084,15808,9413,3583,624190,34753,1037,19,1
60520,1545694425492,406563,-1.303430324e+07,7962,15656,9463,3507,624376,34668,948,8,0
60530,1545694438428,406495,-1.303277210e+07,7857,15611,9571,3414,624493,34569,930,8,0
60540,1545694451338,406453,-1.303328723e+07,7772,15817,9519,3379,624507,34517,958,18,0
60550,1545694464185,406581,-1.303527466e+07,7795,16070,9461,3409,624229,34817,944,10,0
60560,1545694476483,406595,-1.303088487e+07,7732,15799,9386,3354,624673,34385,940,2,0
60570,1545694489332,406688,-1.302972753e+07,7699,15601,9382,3500,624791,34250,945,14,0
60580,1545694501691,406853,-1.302812688e+07,7560,15731,9288,3484,624812,34322,857,9,0
60590,1545694514777,406359,-1.303859074e+07,8044,16037,9514,3459,623959,35037,995,9,0
60600,1545694528186,406763,-1.303051423e+07,7602,15869,9364,3488,624647,34397,942,14,0
60610,1545694541185,406723,-1.303220105e+07,7673,15837,9501,3511,624429,34630,931,10,0
60620,1545694553856,406713,-1.303262229e+07,7749,15701,9485,3649,624404,34620,964,12,0
60630,1545694565842,406691,-1.303351867e+07,7879,15634,9593,3446,624448,34567,970,15,0
60640,1545694578815,406528,-1.303457798e+07,7685,16087,9494,3429,624313,34695,976,16,0
60650,1545694590925,406436,-1.303489955e+07,7760,16053,9450,3499,624190,34869,930,11,0
60660,1545694603290,406590,-1.303373533e+07,7729,15772,9646,3464,624367,34665,960,6,2
60670,1545694615633,406423,-1.303627201e+07,7954,15898,9402,3635,624096,34929,965,10,0
60680,1545694628345,406294,-1.304040412e+07,8237,15873,9513,3572,623792,35233,963,12,0
60690,1545694640991,406427,-1.303902938e+07,8308,15663,9425,3620,624022,34954,1010,14,0
60700,1545694654658,406542,-1.303798899e+07,8200,15690,9490,3524,624107,34893,989,11,0
60710,1545694666999,406413,-1.303845536e+07,8461,15714,9231,3434,624146,34883,956,15,0
60720,1545694679890,406860,-1.303038795e+07,7925,15416,9300,3499,624769,34329,895,7,0
60730,1545694692753,406810,-1.302915740e+07,7899,15348,9288,3474,624948,34109,929,14,0
60740,1545694704859,407095,-1.302788625e+07,7748,15274,9458,3448,625006,34067,920,7,0
60750,1545694717921,406870,-1.303064154e+07,7684,15562,9617,3414,624670,34389,935,6,0
60760,1545694730805,406576,-1.302918204e+07,7552,15655,9452,3548,624788,34224,981,7,0
60770,1545694743428,406614,-1.303375696e+07,8025,15729,9407,3259,624572,34443,978,7,0
60780,1545694756165,406292,-1.303670424e+07,8200,15684,9361,3494,624212,34853,919,16,0
60790,1545694768852,406439,-1.303699272e+07,8334,15687,9340,3344,624232,34839,921,8,0
60800,1545694781624,406165,-1.304130786e+07,8444,15801,9497,3414,623797,35259,936,7,1
60810,1545694794126,406456,-1.303915867e+07,8295,15906,9313,3485,623958,35094,939,9,0
60820,1545694806748,406366,-1.303897099e+07,8047,15952,9667,3413,623868,35198,921,13,0
60830,1545694819148,406650,-1.303391476e+07,7971,15603,9474,3540,624385,34651,955,9,0
60840,1545694832149,406710,-1.303359853e+07,7858,15828,9447,3438,624390,34655,949,6,0
60850,1545694844096,406614,-1.303698682e+07,7976,15935,9612,3355,624156,34822,1010,12,0
60860,1545694856542,406711,-1.303160593e+07,7808,15529,9549,3425,624634,34433,921,12,0
60870,1545694868656,406716,-1.303176055e+07,7910,15546,9549,3299,624660,34389,938,13,0
60880,1545694880961,406581,-1.303755177e+07,8166,15720,9647,3274,624232,34739,1019,10,0
60890,1545694893359,406669,-1.303503042e+07,8056,15422,9725,3438,624307,34757,924,12,0
60900,1545694906940,406883,-1.302780379e+07,7616,15426,9628,3320,624959,34100,933,8,0
60910,1545694919182,406695,-1.303046306e+07,7962,15136,9598,3456,624815,34233,937,15,0
60920,1545694931673,406810,-1.302846132e+07,7915,15149,9474,3369,625011,34077,906,6,0
60930,1545694943738,406808,-1.302884763e+07,7966,15058,9464,3476,624974,34093,928,5,0
60940,1545694956539,406643,-1.303415285e+07,8028,15641,9466,3389,624438,34613,936,13,0
60950,1545694969380,406596,-1.303504549e+07,8181,15707,9315,3336,624415,34642,932,11,0
60960,1545694983460,406571,-1.303557662e+07,7985,15953,9357,3382,624308,34722,955,15,0
60970,1545694995408,406866,-1.303316847e+07,7818,15821,9444,3441,624443,34597,953,7,0
60980,1545695007424,406717,-1.303496238e+07,8167,15664,9298,3398,624441,34603,944,12,0
60990,1545695019287,406613,-1.303808967e+07,8186,15989,9324,3374,624097,34949,938,16,0
61000,1545695032255,406195,-1.304187529e+07,8430,16067,9222,3519,623747,35278,965,10,0
61010,1545695045178,406300,-1.303739673e+07,8008,15941,9463,3488,624064,34982,944,10,0
61020,1545695057637,406417,-1.304030596e+07,8021,16281,9409,3563,623707,35322,961,10,0
61030,1545695069266,406707,-1.303466162e+07,7810,16028,9344,3523,624260,34785,945,10,0
61040,1545695081802,406866,-1.303036358e+07,7425,16012,9477,3470,624571,34484,935,10,0
61050,1545695093834,406652,-1.303073071e+07,7585,16152,9168,3385,624597,34523,873,7,0
61060,1545695106442,406632,-1.303401471e+07,7720,16110,9317,3478,624327,34736,922,15,0
61070,1545695118182,406781,-1.303102327e+07,7514,16035,9333,3515,624556,34506,923,15,0
61080,1545695130512,406745,-1.302858295e+07,7431,15960,9286,3414,624886,34146,959,9,0
61090,1545695143187,406989,-1.302734124e+07,7294,15857,9408,3537,624849,34218,921,12,0
61100,1545695156097,406683,-1.303064170e+07,7494,15744,9672,3485,624602,34408,983,7,0
61110,1545695168816,406480,-1.303448939e+07,7650,16139,9430,3526,624200,34868,919,13,0
61120,1545695181117,406456,-1.303727600e+07,7756,16251,9597,3412,623933,35128,929,10,0
61130,1545695193378,406670,-1.303296832e+07,7500,15997,9618,3510,624325,34736,928,11,0
61140,1545695205584,406640,-1.303238935e+07,7467,16144,9560,3377,624380,34701,910,9,0
61150,1545695218433,406561,-1.303515651e+07,7669,16134,9521,3470,624206,34800,988,6,0
61160,1545695231661,406546,-1.303294305e+07,7569,16114,9449,3445,624390,34654,945,11,0
61170,1545695244335,406495,-1.303412404e+07,7582,16101,9590,3500,624214,34804,977,5,0
61180,1545695257456,406487,-1.303522811e+07,7652,16133,9516,3527,624206,34777,1000,17,0
61190,1545695270042,406426,-1.303516574e+07,7787,16091,9451,3475,624206,34793,992,9,0
61200,1545695284199,406543,-1.303713263e+07,7804,16272,9444,3516,623911,35153,925,11,0
61210,1545695296515,406475,-1.303763564e+07,7693,16473,9393,3487,623971,35020,1001,8,0
61220,1545695308818,406481,-1.303097740e+07,7503,16097,9392,3305,624608,34501,877,14,0
61230,1545695321757,406723,-1.302946682e+07,7298,16213,9268,3487,624679,34384,929,8,0
61240,1545695334137,406457,-1.303722259e+07,7764,16327,9428,3453,624011,35016,963,10,0
61250,1545695346048,406603,-1.303559322e+07,7775,16240,9256,3470,624198,34872,921,9,0
61260,1545695358003,406640,-1.303313681e+07,7572,16259,9367,3356,624407,34640,945,8,0
61270,1545695370736,406773,-1.303031991e+07,7536,16089,9258,3350,624647,34477,872,4,0
61280,1545695383109,406594,-1.303443598e+07,7636,16260,9402,3408,624253,34797,941,9,0
61290,1545695395362,406436,-1.303503787e+07,7820,16071,9305,3503,624252,34807,931,10,0
61300,1545695408281,406753,-1.303211608e+07,7822,15887,9285,3354,624601,34461,927,11,0
61310,1545695420586,406821,-1.303277750e+07,7742,15948,9413,3419,624416,34650,930,4,0
61320,1545695433460,406827,-1.303160159e+07,7789,15806,9345,3350,624685,34351,953,11,0
61330,1545695446176,406570,-1.303550591e+07,7981,16018,9161,3502,624329,34691,969,11,0
61340,1545695458419,406527,-1.303465833e+07,7897,15992,9280,3458,624337,34713,936,14,0
61350,1545695470593,406656,-1.303284869e+07,7932,15686,9270,3527,624523,34547,922,8,0
61360,1545695483675,406934,-1.303229247e+07,7891,15816,9136,3521,624620,34406,964,10,0
61370,1545695496357,406888,-1.303018798e+07,8155,15362,9134,3270,625033,34019,942,6,0
61380,1545695509187,406558,-1.303593894e+07,8315,15557,9359,3368,624387,34651,938,24,0
61390,1545695521388,406746,-1.303403712e+07,8278,15483,9226,3341,624588,34503,902,7,0
61400,1545695535409,406771,-1.303350176e+07,8143,15509,9301,3439,624586,34451,948,15,0
61410,1545695547944,406587,-1.303334045e+07,8090,15549,9338,3435,624514,34567,912,7,0
61420,1545695560426,406319,-1.303895194e+07,8402,15591,9401,3588,624040,34950,998,12,0
61430,1545695573323,406669,-1.303297660e+07,8008,15628,9279,3447,624620,34410,958,12,0
61440,1545695586307,406649,-1.303284066e+07,7967,15664,9323,3424,624639,34352,1001,8,0
61450,1545695598653,406874,-1.303009462e+07,7764,15662,9310,3405,624802,34263,927,8,0
61460,1545695611261,406501,-1.303381053e+07,8079,15614,9288,3455,624572,34437,974,17,0
61470,1545695623999,406591,-1.303385714e+07,8197,15518,9201,3445,624557,34534,900,9,0
61480,1545695636679,406602,-1.303000575e+07,7856,15506,9292,3534,624763,34297,929,11,0
61490,1545695648914,406441,-1.303560443e+07,8194,15564,9406,3492,624299,34751,945,5,0
61500,1545695662384,406470,-1.303250037e+07,8063,15462,9498,3310,624632,34418,935,15,0
61510,1545695675214,406629,-1.303410266e+07,7905,15645,9600,3396,624435,34593,963,9,0
61520,1545695688303,406412,-1.303585489e+07,8146,15498,9547,3508,624288,34737,963,12,0
61530,1545695700498,406878,-1.303020250e+07,7926,15401,9334,3463,624743,34399,849,9,0
61540,1545695711930,406625,-1.303369075e+07,8145,15344,9530,3452,624516,34510,961,13,0
61550,1545695724833,406459,-1.303697537e+07,8188,15671,9520,3468,624147,34869,975,8,1
61560,1545695737720,406564,-1.303688573e+07,8267,15535,9538,3401,624214,34846,925,15,0
61570,1545695750061,406887,-1.302781904e+07,7742,15344,9486,3305,625021,34089,882,8,0
61580,1545695763019,406811,-1.302807556e+07,7725,15439,9487,3269,624998,34096,894,12,0
61590,1545695775709,406686,-1.303334402e+07,7921,15602,9524,3432,624520,34497,967,16,0
61600,1545695788464,406579,-1.303085696e+07,7700,15832,9392,3301,624698,34387,907,8,0
61610,1545695801427,406795,-1.303037692e+07,7881,15473,9319,3501,624785,34267,937,11,0
61620,1545695814635,406868,-1.302795508e+07,7827,15447,9312,3294,625038,34049,908,5,0
61630,1545695827084,407158,-1.302747060e+07,7606,15483,9386,3473,625029,34012,941,18,0
61640,1545695839738,406987,-1.303022381e+07,7810,15685,9216,3402,624854,34190,945,11,0
61650,1545695851530,406769,-1.303192593e+07,7944,15491,9406,3481,624666,34364,953,16,1
61660,1545695864439,406955,-1.302950143e+07,7857,15506,9229,3440,624886,34201,908,5,0
61670,1545695876508,406630,-1.303514062e+07,8186,15632,9309,3478,624357,34693,938,12,0
61680,1545695888554,406696,-1.303481634e+07,8346,15359,9409,3349,624512,34523,955,10,0
61690,1545695901464,406672,-1.303790025e+07,8439,15537,9476,3302,624265,34732,987,16,0
61700,1545695915106,406442,-1.303860088e+07,8393,15692,9443,3289,624145,34908,932,15,0
61710,1545695927698,406583,-1.303365072e+07,8048,15714,9292,3351,624495,34612,886,7,0
61720,1545695939409,406666,-1.303249829e+07,7995,15582,9365,3383,624625,34434,932,9,0
61730,1545695951663,406589,-1.303509307e+07,8181,15827,9289,3143,624550,34473,964,13,0
61740,1545695964111,406240,-1.303803910e+07,8298,15799,9297,3412,624230,34744,1016,10,0
61750,1545695977055,406191,-1.304087515e+07,8575,15586,9422,3499,623956,35018,1014,12,0
61760,1545695989093,406305,-1.304176917e+07,8521,15803,9433,3347,623860,35183,950,7,0
61770,1545696002677,406429,-1.303968765e+07,8227,15887,9541,3388,624000,34968,1021,11,0
61780,1545696015292,406390,-1.303866458e+07,8107,15940,9478,3519,624017,34937,1031,15,0
61790,1545696027468,406376,-1.303515308e+07,8183,15637,9396,3315,624438,34602,952,7,1
61800,1545696041001,406327,-1.304106337e+07,8346,16028,9467,3295,623882,35105,1008,5,0
61810,1545696053846,405969,-1.304447756e+07,8499,16028,9503,3435,623526,35496,965,13,0
61820,1545696066380,406339,-1.303897443e+07,8199,15960,9422,3479,623930,35091,968,11,0
61830,1545696078823,406330,-1.303935158e+07,8400,15810,9274,3430,624054,34996,933,16,1
61840,1545696091301,406555,-1.303494863e+07,7966,15824,9466,3364,624346,34696,950,8,0
61850,1545696104006,406505,-1.303622608e+07,8107,15509,9722,3416,624244,34765,984,7,0
61860,1545696116695,406707,-1.303279357e+07,7962,15352,9692,3374,624618,34395,976,11,0
61870,1545696129441,406731,-1.303143502e+07,7965,15370,9648,3283,624705,34335,949,11,0
61880,1545696142503,406961,-1.302950144e+07,7587,15570,9528,3528,624765,34264,964,7,0
61890,1545696155013,406876,-1.302851801e+07,7775,15462,9407,3328,624933,34171,887,9,0
61900,1545696167904,406982,-1.302828295e+07,7789,15470,9173,3611,624901,34164,926,9,0
61910,1545696180408,406941,-1.302788784e+07,7991,15305,9173,3258,625210,33859,925,6,0
61920,1545696192841,406864,-1.302814405e+07,7899,15391,9179,3411,625045,34042,901,12,0
61930,1545696204679,406669,-1.302844991e+07,7901,15483,9121,3359,624986,34172,834,8,0
61940,1545696217136,406938,-1.302454879e+07,7585,15376,9156,3472,625335,33751,904,10,0
61950,1545696228108,406847,-1.302881451e+07,7521,15890,9318,3336,624911,34127,948,14,0
61960,1545696240604,406940,-1.302497497e+07,7511,15432,9382,3337,625253,33841,897,9,0
61970,1545696253637,406953,-1.303126155e+07,7962,15435,9395,3403,624759,34299,930,12,0
61980,1545696266396,406833,-1.303341237e+07,7910,15683,9454,3437,624481,34563,947,9,0
61990,1545696278584,406616,-1.303640054e+07,8187,15562,9434,3506,624334,34649,1011,6,0
62000,1545696291842,406772,-1.303184098e+07,7755,15662,9463,3504,624549,34532,905,14,0
62010,1545696304098,406801,-1.303097003e+07,7647,15764,9432,3486,624651,34380,958,11,0
62020,1545696316925,406893,-1.302730486e+07,7417,15669,9504,3404,624937,34143,910,9,1
62030,1545696330101,406935,-1.302823467e+07,7423,15791,9498,3370,624799,34329,863,9,0
62040,1545696342553,407031,-1.302697020e+07,7325,15814,9370,3527,624921,34132,937,10,0
62050,1545696354617,406844,-1.302705393e+07,7617,15522,9356,3314,625129,33939,926,6,0
62060,1545696367639,407009,-1.302581953e+07,7362,15671,9361,3493,625063,33993,938,6,0
62070,1545696379358,407080,-1.302407819e+07,7251,15589,9479,3395,625224,33843,928,5,0
62080,1545696391637,406898,-1.302699953e+07,7480,15563,9482,3361,625047,34033,908,11,1
62090,1545696403717,406798,-1.302847186e+07,7363,15839,9554,3371,624831,34225,930,14,0
62100,1545696417106,406874,-1.302872157e+07,7507,15710,9585,3314,624842,34208,942,8,0
62110,1545696429452,406906,-1.303020014e+07,7578,15728,9487,3452,624680,34404,907,9,0
62120,1545696441959,406774,-1.303255967e+07,7578,15685,9725,3626,624436,34533,1012,19,0
62130,1545696454579,406696,-1.303142815e+07,7807,15534,9546,3521,624572,34464,948,16,0
62140,1545696467489,406579,-1.303240468e+07,7570,15825,9634,3533,624491,34468,1029,12,0
62150,1545696479655,406474,-1.303623512e+07,7942,15894,9477,3514,624175,34832,984,9,0
62160,1545696492491,406679,-1.303443520e+07,7967,15825,9314,3497,624362,34682,947,9,0
62170,1545696504685,406701,-1.303159072e+07,7711,15684,9511,3485,624576,34468,945,11,0
62180,1545696517298,406813,-1.302929245e+07,7518,15878,9388,3374,624773,34304,915,8,0
62190,1545696529523,406971,-1.302668832e+07,7354,15906,9261,3443,624950,34149,888,13,0
62200,1545696543718,406917,-1.302575333e+07,7378,15686,9528,3178,625123,33992,877,8,0
62210,1545696555678,406881,-1.302838368e+07,7388,15861,9604,3329,624781,34265,945,9,0
62220,1545696568020,406753,-1.302773836e+07,7485,15781,9450,3293,624900,34208,876,15,1
62230,1545696580214,406644,-1.303149448e+07,7565,15928,9473,3492,624478,34592,924,6,0
62240,1545696593152,406643,-1.303055125e+07,7537,15919,9438,3351,624689,34386,916,9,0
62250,1545696605801,406603,-1.303315371e+07,7757,15947,9456,3312,624480,34583,922,15,0
62260,1545696617632,407084,-1.302571262e+07,7271,15749,9521,3348,625046,34028,917,9,0
62270,1545696630322,407179,-1.302501417e+07,7284,15597,9544,3388,625078,34045,863,14,0
62280,1545696642908,406933,-1.302549501e+07,7522,15531,9388,3271,625222,33856,910,12,0
62290,1545696654393,406894,-1.302706823e+07,7674,15427,9311,3450,625041,34064,887,8,0
62300,1545696668067,407037,-1.302711101e+07,7809,15091,9555,3366,625175,33844,966,15,0
62310,1545696681179,406930,-1.302811275e+07,7872,15155,9574,3301,625047,34011,935,7,0
62320,1545696692676,406880,-1.302611825e+07,7576,15286,9513,3459,625101,33972,919,8,0
62330,1545696705266,406888,-1.302993122e+07,7872,15333,9440,3464,624880,34154,944,21,1
62340,1545696717288,407317,-1.302553884e+07,7670,15206,9440,3400,625190,33915,884,11,0
62350,1545696729611,407037,-1.302500184e+07,7662,15272,9287,3445,625253,33835,905,7,0
62360,1545696742640,406818,-1.302917400e+07,7792,15418,9412,3494,624801,34289,903,7,0
62370,1545696754082,406631,-1.303233107e+07,7798,15540,9689,3471,624499,34511,983,7,0
62380,1545696766761,406673,-1.303607602e+07,7913,15756,9677,3504,624183,34792,1017,8,0
62390,1545696779429,406903,-1.303195545e+07,7595,15824,9667,3431,624470,34548,977,5,0
62400,1545696793138,406508,-1.303699037e+07,7766,16114,9668,3423,623998,35044,947,11,0
62410,1545696805153,406602,-1.303498892e+07,7723,15987,9700,3333,624244,34774,977,5,0
62420,1545696817193,406942,-1.302695929e+07,7348,15595,9655,3430,624869,34240,885,6,0
62430,1545696829727,407031,-1.302771949e+07,7511,15478,9603,3393,624958,34105,931,6,0
62440,1545696842922,406695,-1.303199254e+07,7910,15316,9627,3490,624603,34458,932,7,0
62450,1545696855615,406677,-1.303358762e+07,7921,15534,9573,3497,624404,34675,913,8,0
62460,1545696868297,406631,-1.303565187e+07,8026,15727,9706,3234,624295,34726,970,9,0
62470,1545696880561,406533,-1.303621897e+07,8046,15784,9541,3340,624261,34776,954,9,0
62480,1545696892951,406622,-1.303091718e+07,7729,15741,9458,3334,624701,34345,945,9,0
62490,1545696905130,406506,-1.303280855e+07,7795,15717,9592,3369,624524,34496,963,17,0
62500,1545696917187,406638,-1.303332324e+07,7770,15700,9747,3297,624425,34643,925,7,0
62510,1545696930036,406406,-1.303846960e+07,7954,15906,9707,3536,623891,35130,964,15,0
62520,1545696942638,406541,-1.303736209e+07,7956,15872,9680,3436,624073,34921,995,11,0
62530,1545696954906,406448,-1.303813239e+07,8112,15784,9583,3522,624044,34922,1023,11,0
62540,1545696967406,406414,-1.303968213e+07,8178,15810,9645,3501,623855,35165,971,9,0
62550,1545696979812,406539,-1.303820194e+07,8159,15830,9504,3502,623950,35115,925,10,0
62560,1545696991499,406659,-1.303754671e+07,8066,15627,9749,3523,624094,34859,1035,12,0
62570,1545697003191,406521,-1.303423985e+07,7990,15487,9698,3409,624369,34688,933,10,0
62580,1545697015867,406578,-1.303585087e+07,7931,15771,9584,3477,624203,34841,946,10,0
62590,1545697027867,406647,-1.303403721e+07,7743,15717,9705,3555,624242,34802,950,6,0
62600,1545697041483,406582,-1.303591386e+07,7738,15968,9626,3546,624141,34851,997,11,0
62610,1545697054057,406796,-1.303035411e+07,7605,15563,9626,3472,624675,34392,925,8,0
62620,1545697066526,406530,-1.303522695e+07,7653,16109,9637,3422,624189,34812,988,11,0
62630,1545697079165,406604,-1.303196798e+07,7584,15917,9565,3385,624486,34585,921,8,0
62640,1545697092161,406648,-1.303411239e+07,7672,16010,9595,3408,624327,34672,990,11,0
62650,1545697104052,406386,-1.304081521e+07,8078,15898,9839,3496,623733,35231,1028,8,0
62660,1545697116380,406131,-1.304158243e+07,8300,15937,9618,3441,623750,35213,1028,9,0
62670,1545697129328,406454,-1.303780804e+07,8097,15703,9729,3463,623987,35040,967,6,0
62680,1545697142940,406477,-1.303587854e+07,7804,15871,9729,3499,624117,34868,1010,5,0
62690,1545697155452,406451,-1.303736033e+07,7858,16074,9631,3495,623960,35032,998,10,0
62700,1545697168985,406449,-1.303591823e+07,7717,15946,9652,3615,624062,34957,970,11,0
62710,1545697181957,406358,-1.303966543e+07,8314,15831,9496,3347,623967,35090,931,12,0
62720,1545697194345,406183,-1.304381885e+07,8641,15856,9300,3584,623639,35359,984,18,0
62730,1545697206489,406539,-1.303924489e+07,8397,15860,9324,3346,624065,34949,980,6,0
62740,1545697220029,406581,-1.303263620e+07,7975,15828,9269,3271,624557,34553,880,10,0
62750,1545697232599,406681,-1.303235200e+07,7855,15815,9267,3432,624615,34412,962,11,0
62760,1545697245362,406666,-1.303093195e+07,7691,15991,9245,3334,624719,34315,953,12,1
