iteration,systemTime-ms,numObservedEntities,logLikelihood,aggDist-MB,aggDist-BDAY,aggDist-BYEAR,aggDist-SEX,recDistortion-0,recDistortion-1,recDistortion-2,recDistortion-3,recDistortion-4
7030,1545627446521,406612,-1.303721234e+07,7341,16633,9725,3562,623735,35281,972,12,0
7040,1545627459272,406440,-1.303620334e+07,7542,16362,9569,3572,623944,35074,975,7,0
7050,1545627471337,406405,-1.303537968e+07,7758,15899,9595,3610,624095,34957,939,9,0
7060,1545627483802,406590,-1.302907862e+07,7315,15875,9574,3556,624626,34441,920,13,0
7070,1545627495990,406714,-1.303421519e+07,7571,15997,9678,3521,624239,34770,976,15,0
7080,1545627509162,406622,-1.303184136e+07,7689,15706,9595,3419,624542,34520,925,13,0
7090,1545627521199,406863,-1.303094417e+07,7385,15847,9701,3619,624425,34605,963,7,0
7100,1545627534235,406713,-1.303274632e+07,7622,15800,9539,3684,624328,34709,953,10,0
7110,1545627546345,406559,-1.303274602e+07,7741,15588,9647,3588,624391,34668,927,14,0
7120,1545627559017,406693,-1.303049126e+07,7521,15785,9563,3456,624643,34401,944,12,0
7130,1545627571728,406787,-1.302601290e+07,7344,15653,9440,3427,625089,33965,939,7,0
7140,1545627584413,407040,-1.302512830e+07,7202,15637,9563,3405,625117,33968,906,9,0
7150,1545627595968,406963,-1.302911068e+07,7434,15645,9580,3546,624707,34388,898,7,0
7160,1545627609055,406652,-1.303219317e+07,7651,15808,9520,3501,624457,34614,921,8,0
7170,1545627622163,406659,-1.303550877e+07,7715,15858,9708,3583,624124,34900,964,12,0
7180,1545627633800,406535,-1.303297002e+07,7932,15678,9405,3409,624533,34523,931,13,0
7190,1545627645741,406694,-1.303311691e+07,7775,15876,9415,3496,624383,34683,923,11,0
7200,1545627658923,406466,-1.303429296e+07,7914,15620,9630,3464,624341,34700,949,10,0
7210,1545627671839,406826,-1.303148012e+07,7827,15580,9407,3528,624606,34459,922,13,0
7220,1545627684672,406585,-1.303340559e+07,7948,15691,9504,3320,624529,34487,976,8,0
7230,1545627696831,406400,-1.303567038e+07,8067,15927,9233,3445,624284,34773,930,13,0
7240,1545627709933,406546,-1.303300740e+07,7745,15822,9448,3499,624466,34567,954,13,0
7250,1545627722154,406756,-1.302807321e+07,7703,15617,9210,3374,625010,34085,896,9,0
7260,1545627735016,406854,-1.303373703e+07,7962,15844,9237,3445,624493,34532,969,6,0
7270,1545627747065,406481,-1.303609110e+07,8178,16030,9214,3122,624426,34613,952,9,0
7280,1545627758560,406538,-1.303722172e+07,8146,16025,9240,3368,624200,34835,951,14,0
7290,1545627770556,406682,-1.303503389e+07,7971,16051,9250,3331,624418,34574,995,13,0
7300,1545627783598,406748,-1.303292946e+07,7831,15874,9268,3464,624472,34631,885,12,0
7310,1545627795793,406633,-1.303529178e+07,7841,16099,9176,3590,624273,34757,961,9,0
7320,1545627808575,406815,-1.303034535e+07,7699,15869,9154,3471,624696,34424,871,9,0
7330,1545627821010,406586,-1.303329117e+07,7892,15994,9250,3234,624572,34498,918,12,0
7340,1545627833391,406410,-1.303887021e+07,8300,15813,9339,3462,624089,34921,977,13,0
7350,1545627845587,406358,-1.304052531e+07,8533,15694,9351,3466,623996,34976,1016,12,0
7360,1545627857514,406784,-1.303628044e+07,8217,15581,9364,3518,624285,34764,937,14,0
7370,1545627869854,406597,-1.303890644e+07,8425,15680,9256,3541,624094,34921,974,11,0
7380,1545627882089,406355,-1.303853470e+07,8218,15875,9371,3441,624104,34902,979,15,0
7390,1545627894539,406532,-1.303867951e+07,8091,16067,9354,3533,623949,35067,974,10,0
7400,1545627907230,406576,-1.303665906e+07,7799,16123,9472,3547,624042,34991,951,16,0
7410,1545627919708,406572,-1.303488060e+07,7902,16009,9394,3382,624290,34745,953,12,0
7420,1545627932081,406480,-1.303926979e+07,7906,16360,9445,3412,623928,35036,1021,15,0
7430,1545627944549,406688,-1.303367218e+07,7692,16156,9342,3375,624449,34544,1000,7,0
7440,1545627956490,406786,-1.303152319e+07,7560,16228,9217,3339,624610,34444,938,8,0
7450,1545627969276,406636,-1.303125309e+07,7577,16008,9289,3486,624642,34364,986,8,0
7460,1545627981020,406592,-1.303625602e+07,7839,16289,9277,3414,624202,34793,989,16,0
7470,1545627993531,406512,-1.303765619e+07,8040,16090,9303,3440,624194,34754,1037,15,0
7480,1545628005910,406717,-1.303403600e+07,8029,15890,9118,3438,624493,34550,946,11,0
7490,1545628018354,406451,-1.303652532e+07,8304,15786,9240,3269,624417,34581,988,14,0
7500,1545628032057,406642,-1.303503247e+07,7947,16067,9218,3305,624454,34561,979,6,0
7510,1545628045105,406626,-1.303322464e+07,7910,15988,9082,3406,624555,34514,921,10,0
7520,1545628057507,407059,-1.303109387e+07,7682,15801,9251,3617,624621,34418,950,11,0
7530,1545628070432,406573,-1.303258191e+07,7914,15829,9265,3320,624642,34397,952,9,0
7540,1545628082471,406625,-1.303337596e+07,8012,15625,9300,3495,624504,34571,914,11,0
7550,1545628094690,406569,-1.303393969e+07,8021,15730,9313,3443,624463,34576,952,9,0
7560,1545628107520,406595,-1.303573483e+07,8088,15928,9238,3376,624364,34647,984,5,0
7570,1545628120027,406535,-1.303676780e+07,8168,15799,9269,3507,624237,34787,972,4,0
7580,1545628132529,406361,-1.304000083e+07,8187,16054,9513,3378,623864,35151,974,11,0
7590,1545628145131,406553,-1.303665562e+07,8283,15712,9255,3443,624291,34735,964,10,0
7600,1545628159336,406607,-1.303527301e+07,8046,15633,9521,3531,624175,34929,886,10,0
7610,1545628172065,406692,-1.303361450e+07,7928,15894,9172,3597,624359,34700,932,9,0
7620,1545628184956,406578,-1.303383739e+07,8101,15577,9348,3411,624475,34622,894,9,0
7630,1545628197152,406949,-1.302837853e+07,7845,15396,9265,3403,625006,34082,909,3,0
7640,1545628209832,406716,-1.303042393e+07,7714,15727,9326,3426,624763,34295,929,12,1
7650,1545628222054,406694,-1.303190993e+07,7912,15615,9230,3584,624634,34403,951,12,0
7660,1545628234726,406693,-1.303470644e+07,7978,15787,9299,3565,624340,34706,939,15,0
7670,1545628246685,406759,-1.303278070e+07,7915,15765,9207,3555,624554,34457,982,7,0
7680,1545628258807,406957,-1.302723953e+07,7773,15470,9042,3583,625081,33979,931,9,0
7690,1545628272056,406802,-1.303192204e+07,8092,15452,9294,3438,624697,34339,955,9,0
7700,1545628285693,406893,-1.303151632e+07,8140,15271,9249,3589,624746,34272,969,13,0
7710,1545628298213,406868,-1.303113025e+07,8298,15208,8989,3576,624863,34215,910,12,0
7720,1545628311646,406904,-1.303510925e+07,8189,15604,9189,3628,624375,34649,967,9,0
7730,1545628324399,406989,-1.302797620e+07,7560,15668,9180,3665,624885,34165,942,8,0
7740,1545628336744,407054,-1.302910231e+07,7798,15604,9178,3389,624967,34110,910,13,0
7750,1545628348687,406796,-1.303088365e+07,7963,15463,9284,3485,624770,34274,947,9,0
7760,1545628361112,406550,-1.303613210e+07,8148,15805,9222,3550,624252,34786,947,15,0
7770,1545628372807,406858,-1.303402037e+07,7738,15913,9428,3618,624295,34727,964,14,0
7780,1545628385513,406667,-1.302970672e+07,7547,15998,9171,3483,624799,34207,990,4,0
7790,1545628398179,406774,-1.302952911e+07,7514,15894,9414,3380,624790,34224,980,6,0
7800,1545628411215,407217,-1.302457058e+07,7462,15484,9228,3521,625193,33926,874,7,0
7810,1545628422138,407022,-1.302554571e+07,7665,15443,9176,3377,625264,33828,891,17,0
7820,1545628434457,406850,-1.302887127e+07,7770,15611,9128,3523,624943,34091,957,9,0
7830,1545628446915,406915,-1.302657226e+07,7339,15836,9351,3387,625045,34012,928,15,0
7840,1545628460003,406641,-1.303370465e+07,7836,16077,9189,3471,624410,34616,965,9,0
7850,1545628472432,406708,-1.303371102e+07,7993,15770,9221,3484,624460,34623,906,11,0
7860,1545628484673,406530,-1.303395670e+07,7896,16096,9141,3378,624422,34658,907,13,0
7870,1545628497623,406555,-1.303366373e+07,7961,15972,9110,3412,624449,34655,888,8,0
7880,1545628510802,406494,-1.303224567e+07,7675,16074,9251,3421,624512,34565,913,10,0
7890,1545628523104,406661,-1.303105336e+07,7650,16248,9033,3332,624643,34458,892,7,0
7900,1545628535940,406366,-1.303656260e+07,7930,16394,9053,3389,624180,34885,924,11,0
7910,1545628547507,406399,-1.303868217e+07,8024,16269,9246,3465,624006,34995,988,11,0
7920,1545628559769,406699,-1.303566035e+07,7959,16004,9291,3437,624257,34805,928,10,0
7930,1545628572710,406659,-1.303382633e+07,7934,15857,9305,3411,624463,34575,954,8,0
7940,1545628584577,406737,-1.303221079e+07,7864,15794,9265,3420,624617,34441,924,18,0
7950,1545628595923,406663,-1.303627275e+07,8033,15958,9331,3482,624190,34823,980,7,0
7960,1545628608918,406478,-1.303464910e+07,7925,15857,9273,3557,624364,34671,954,11,0
7970,1545628620993,406402,-1.303774039e+07,8018,16197,9149,3522,624085,34955,949,11,0
7980,1545628633072,406507,-1.303560700e+07,7977,15920,9352,3457,624240,34830,914,16,0
7990,1545628645868,406313,-1.303914281e+07,8211,15891,9498,3397,623977,35059,954,10,0
8000,1545628659585,406634,-1.303315938e+07,7772,15743,9538,3483,624412,34650,928,10,0
8010,1545628671539,406552,-1.303759182e+07,8155,15831,9497,3358,624120,34931,937,12,0
8020,1545628684041,406683,-1.303190498e+07,8089,15552,9224,3282,624761,34340,890,9,0
8030,1545628696404,406655,-1.303362241e+07,8075,15721,9255,3338,624581,34456,956,7,0
8040,1545628708363,406645,-1.303838821e+07,8367,15780,9272,3394,624166,34862,965,7,0
8050,1545628720751,406393,-1.303687745e+07,8094,16079,9239,3291,624275,34759,954,12,0
8060,1545628733779,406516,-1.303822100e+07,8022,16233,9310,3382,624056,34952,981,11,0
8070,1545628746709,406602,-1.303533747e+07,7958,15996,9213,3493,624357,34637,995,11,0
8080,1545628759549,406534,-1.303433047e+07,7861,16015,9269,3434,624399,34636,952,13,0
8090,1545628771126,406619,-1.303332954e+07,7838,15937,9143,3550,624481,34579,931,9,0
8100,1545628784651,406527,-1.303254458e+07,7531,16467,9074,3474,624379,34704,909,8,0
8110,1545628795846,406585,-1.303302328e+07,7736,16181,9031,3543,624431,34660,896,13,0
8120,1545628808379,406741,-1.303184278e+07,7563,16279,9096,3442,624537,34556,897,10,0
8130,1545628820801,406470,-1.303628504e+07,7761,16305,9157,3664,624146,34832,1011,11,0
8140,1545628833400,406699,-1.303367171e+07,7733,16386,8880,3613,624370,34660,958,12,0
8150,1545628845696,406454,-1.303634540e+07,7996,16034,9114,3657,624203,34800,990,7,0
8160,1545628858306,406572,-1.303292370e+07,7693,16298,9030,3524,624424,34613,957,6,0
8170,1545628871335,406632,-1.303750896e+07,7953,16413,8944,3629,624040,34990,961,9,0
8180,1545628883566,406651,-1.303213882e+07,7753,16171,8957,3510,624588,34450,945,17,0
8190,1545628895506,406899,-1.302924785e+07,7575,15999,9145,3341,624901,34150,937,12,0
8200,1545628908834,406879,-1.303231249e+07,7883,16033,8973,3442,624630,34419,941,10,0
8210,1545628921210,407039,-1.303072832e+07,7566,15979,9243,3573,624591,34468,930,11,0
8220,1545628933530,407137,-1.302504172e+07,7340,16052,8882,3457,625179,33925,882,14,0
8230,1545628946617,406566,-1.303423552e+07,8004,16149,8904,3403,624515,34529,937,19,0
8240,1545628959376,406584,-1.303579909e+07,7922,16332,8988,3494,624216,34854,909,20,1
8250,1545628971198,406762,-1.303343569e+07,7796,16361,8918,3473,624351,34757,885,7,0
8260,1545628984169,406686,-1.303292273e+07,7774,16198,9103,3350,624446,34690,857,7,0
8270,1545628996741,406676,-1.303240983e+07,7766,16238,9011,3343,624553,34545,893,9,0
8280,1545629009027,406700,-1.303365923e+07,7767,16250,9034,3485,624410,34656,922,12,0
8290,1545629021820,406544,-1.303469869e+07,7886,16232,9010,3515,624359,34652,976,13,0
8300,1545629035143,406762,-1.303482262e+07,7905,16230,9018,3448,624331,34751,905,12,1
8310,1545629047382,406478,-1.303508043e+07,7892,16234,9093,3466,624310,34704,977,9,0
8320,1545629060233,406774,-1.303172929e+07,7850,16008,8959,3468,624648,34430,911,11,0
8330,1545629072949,406634,-1.303639180e+07,8101,16059,8991,3604,624216,34826,945,13,0
8340,1545629085334,406387,-1.304097072e+07,8473,16126,8974,3548,623864,35162,963,11,0
8350,1545629097575,406629,-1.303554347e+07,8254,15875,8914,3546,624414,34592,985,9,0
8360,1545629109932,406673,-1.303493949e+07,8000,16100,8967,3581,624320,34723,946,11,0
8370,1545629121788,406565,-1.303490447e+07,7952,16115,9012,3571,624342,34683,958,17,0
8380,1545629133550,406647,-1.303636494e+07,8026,16156,9081,3479,624217,34835,937,11,0
8390,1545629145853,406664,-1.303268253e+07,7890,16052,8910,3553,624525,34559,902,14,0
8400,1545629159110,406604,-1.303488878e+07,8056,16207,8839,3397,624465,34577,952,6,0
8410,1545629170993,406588,-1.303616216e+07,8006,16394,8879,3468,624237,34790,962,11,0
8420,1545629183238,406404,-1.304138587e+07,8457,16166,9012,3562,623820,35176,991,13,0
8430,1545629195361,406697,-1.303589085e+07,8112,16178,8899,3484,624341,34655,994,10,0
8440,1545629207387,406678,-1.303467819e+07,8040,16098,8879,3530,624416,34633,939,12,0
8450,1545629219797,406744,-1.303275875e+07,7806,16045,9073,3504,624516,34549,926,9,0
8460,1545629232299,406789,-1.303422817e+07,7634,16197,9264,3703,624159,34898,929,14,0
8470,1545629244450,406696,-1.303258779e+07,7796,16026,9185,3444,624535,34488,968,9,0
8480,1545629257535,406847,-1.303062158e+07,7491,16104,9346,3360,624688,34337,961,14,0
8490,1545629270049,406684,-1.303386924e+07,7833,15980,9278,3492,624399,34632,956,13,0
8500,1545629283008,406803,-1.302916493e+07,7744,15709,9153,3449,624841,34271,880,8,0
8510,1545629294680,406813,-1.303047205e+07,7829,15599,9251,3452,624795,34284,916,5,0
8520,1545629306623,406976,-1.303195009e+07,7962,15469,9485,3400,624590,34510,894,6,0
8530,1545629320103,407135,-1.302834808e+07,7641,15410,9482,3493,624924,34135,932,9,0
8540,1545629332863,406847,-1.302886678e+07,7765,15551,9222,3515,624884,34192,911,13,0
8550,1545629345442,406931,-1.303072348e+07,7965,15408,9312,3461,624863,34136,993,8,0
8560,1545629358047,406730,-1.303001906e+07,8014,15406,9190,3424,624893,34188,911,8,0
8570,1545629369188,407068,-1.302618845e+07,7759,15384,9151,3451,625204,33857,929,10,0
8580,1545629381788,406979,-1.303182575e+07,7999,15438,9355,3479,624709,34326,951,13,1
8590,1545629394828,406774,-1.303216410e+07,8145,15527,9190,3296,624841,34170,979,10,0
8600,1545629408248,406383,-1.304039590e+07,8581,15716,9215,3512,624021,34944,1025,10,0
8610,1545629421059,406356,-1.303896023e+07,8368,15928,9226,3365,624142,34840,1007,11,0
8620,1545629433522,406564,-1.303412080e+07,7990,15920,9192,3371,624498,34542,949,11,0
8630,1545629446392,406570,-1.303858984e+07,8139,16083,9338,3444,623967,35076,943,14,0
8640,1545629458879,406855,-1.303611366e+07,7811,16126,9422,3483,624130,34910,948,12,0
8650,1545629470531,406503,-1.303537593e+07,7787,16240,9209,3511,624219,34827,942,12,0
8660,1545629483224,406660,-1.303317335e+07,7805,16077,9157,3469,624494,34512,986,8,0
8670,1545629493711,406851,-1.302996004e+07,7756,15733,9209,3502,624777,34259,951,13,0
8680,1545629505861,406729,-1.303376208e+07,7847,15908,9435,3331,624471,34544,978,7,0
8690,1545629518034,406893,-1.303248827e+07,7818,15835,9236,3506,624505,34602,886,7,0
8700,1545629530781,406626,-1.303100547e+07,8036,15638,9147,3296,624833,34223,938,6,0
8710,1545629543188,406708,-1.303303642e+07,8018,15615,9318,3401,624628,34403,959,9,1
8720,1545629555856,406881,-1.302837775e+07,7750,15584,9245,3380,624953,34147,888,12,0
8730,1545629567988,406892,-1.303037147e+07,7794,15452,9550,3401,624753,34308,928,11,0
8740,1545629580736,406700,-1.303707209e+07,8245,15709,9355,3425,624242,34797,947,13,1
8750,1545629592990,406463,-1.303891260e+07,8411,15685,9425,3399,624054,34980,958,8,0
8760,1545629606512,406683,-1.303369716e+07,8029,15571,9385,3571,624421,34611,959,9,0
8770,1545629618493,406568,-1.303605578e+07,8159,15594,9499,3465,624301,34692,997,9,1
8780,1545629631586,406938,-1.303434569e+07,8306,15330,9332,3506,624483,34575,927,15,0
8790,1545629643239,406764,-1.303326676e+07,8061,15526,9332,3546,624512,34515,969,4,0
8800,1545629668223,406661,-1.303540861e+07,8219,15425,9407,3572,624358,34669,965,8,0
8810,1545629681007,406625,-1.303410215e+07,8141,15413,9460,3436,624547,34473,963,17,0
8820,1545629693706,406605,-1.303526788e+07,7951,15801,9469,3527,624194,34870,931,4,1
8830,1545629705623,406603,-1.303374499e+07,8062,15640,9171,3628,624481,34546,964,9,0
8840,1545629718083,406662,-1.303480275e+07,8071,15591,9346,3646,624299,34759,931,11,0
8850,1545629730366,406663,-1.303404218e+07,7941,15952,9199,3437,624406,34664,925,5,0
8860,1545629742630,406548,-1.303485566e+07,7839,15889,9433,3596,624187,34880,922,11,0
8870,1545629755149,406812,-1.302716407e+07,7502,15732,9341,3372,624994,34075,921,10,0
8880,1545629767922,406453,-1.303758454e+07,7900,16105,9446,3552,623992,35025,971,12,0
8890,1545629780945,406574,-1.303248065e+07,7746,15864,9488,3312,624569,34465,953,13,0
8900,1545629794065,406481,-1.303765120e+07,8151,15877,9412,3465,624112,34881,997,10,0
8910,1545629806157,406198,-1.304165597e+07,8326,15900,9582,3512,623626,35437,928,9,0
8920,1545629819374,406550,-1.303540061e+07,7945,15755,9561,3472,624239,34796,958,7,0
8930,1545629831983,406410,-1.304116424e+07,8344,15905,9475,3489,623805,35192,988,15,0
8940,1545629844125,406574,-1.303496860e+07,7933,15888,9335,3552,624274,34757,956,13,0
8950,1545629856281,406547,-1.303091695e+07,7954,15475,9377,3358,624724,34400,864,12,0
8960,1545629868872,406657,-1.303265457e+07,7792,15783,9385,3569,624447,34590,950,13,0
8970,1545629881599,406746,-1.303611373e+07,7790,16175,9432,3560,624039,34973,980,8,0
8980,1545629894717,406714,-1.303220560e+07,7524,16216,9405,3427,624455,34527,1009,9,0
8990,1545629906800,406755,-1.302883400e+07,7338,16036,9452,3390,624719,34353,921,7,0
9000,1545629919062,407015,-1.302414156e+07,7221,15590,9377,3506,625273,33769,949,9,0
9010,1545629931556,407181,-1.302494174e+07,7260,15674,9384,3534,625060,34030,908,2,0
9020,1545629943585,407047,-1.302919443e+07,7485,15736,9462,3539,624742,34305,942,11,0
9030,1545629956165,407118,-1.302335311e+07,7123,15717,9224,3672,625172,33931,886,11,0
9040,1545629969259,407037,-1.302607816e+07,7347,15698,9318,3561,624950,34182,862,6,0
9050,1545629982494,406986,-1.302758088e+07,7448,15623,9425,3591,624886,34155,945,14,0
9060,1545629994723,407385,-1.302443568e+07,7436,15372,9438,3428,625232,33873,884,11,0
9070,1545630007217,407045,-1.302731439e+07,7540,15568,9383,3431,625003,34081,907,9,0
9080,1545630019775,406797,-1.303499165e+07,7808,15835,9489,3658,624152,34918,918,12,0
9090,1545630032213,406627,-1.303300061e+07,7897,15625,9463,3498,624485,34557,948,10,0
9100,1545630045210,406836,-1.303193060e+07,7813,15553,9557,3492,624537,34517,940,6,0
9110,1545630057368,406789,-1.303325024e+07,7705,15632,9727,3537,624381,34652,952,15,0
9120,1545630069680,406548,-1.303488400e+07,7914,15685,9608,3526,624172,34931,889,8,0
9130,1545630081550,406591,-1.303548498e+07,8037,15453,9668,3642,624185,34843,959,13,0
9140,1545630093632,406727,-1.303277146e+07,7924,15491,9607,3415,624549,34475,966,10,0
9150,1545630105532,406698,-1.303432761e+07,8208,15306,9526,3483,624466,34557,965,12,0
9160,1545630117337,406805,-1.303395110e+07,8346,15050,9581,3418,624576,34466,945,13,0
9170,1545630129117,406632,-1.303157509e+07,8206,14874,9567,3552,624768,34274,949,9,0
9180,1545630141901,406787,-1.303348477e+07,8088,15129,9778,3540,624502,34469,1021,8,0
9190,1545630154471,406759,-1.302915853e+07,7965,14911,9655,3502,624925,34128,936,11,0
9200,1545630168437,406874,-1.303062868e+07,7907,15268,9603,3399,624831,34169,992,8,0
9210,1545630180641,407028,-1.302519929e+07,7439,15424,9524,3408,625130,33954,907,9,0
9220,1545630192914,406992,-1.302927124e+07,7719,15347,9654,3424,624823,34218,951,8,0
9230,1545630205145,406763,-1.303142289e+07,7827,15401,9736,3395,624629,34399,956,16,0
9240,1545630217768,407041,-1.302531337e+07,7545,15167,9631,3388,625233,33812,946,9,0
9250,1545630230527,406958,-1.303152210e+07,7880,15194,9811,3495,624604,34419,970,7,0
9260,1545630242528,406886,-1.302938066e+07,7856,15217,9599,3405,624813,34308,869,9,1
9270,1545630254813,406790,-1.302943399e+07,7697,15459,9530,3467,624793,34274,920,13,0
9280,1545630267273,406873,-1.302985794e+07,7824,15221,9568,3567,624753,34317,927,3,0
9290,1545630279125,406902,-1.302904466e+07,7825,15088,9648,3513,624895,34152,937,16,0
9300,1545630293153,407040,-1.302717356e+07,7746,15225,9488,3368,625106,33974,908,11,1
9310,1545630305096,407044,-1.302886148e+07,7757,15328,9502,3453,624949,34073,967,11,0
9320,1545630317667,406892,-1.303051936e+07,7885,15268,9584,3462,624736,34341,911,12,0
9330,1545630329990,406774,-1.303130993e+07,7903,15552,9354,3418,624736,34309,947,8,0
9340,1545630342657,406422,-1.303921472e+07,8344,15624,9594,3400,624054,34949,978,19,0
9350,1545630355071,406663,-1.303769347e+07,8193,15730,9503,3459,624116,34893,981,10,0
9360,1545630368294,406618,-1.303503166e+07,7954,15658,9656,3395,624285,34777,928,10,0
9370,1545630380986,406700,-1.303747555e+07,7895,15984,9580,3525,624007,35017,961,15,0
9380,1545630394000,406491,-1.303808789e+07,8213,15865,9403,3416,624077,34955,962,6,0
9390,1545630406502,406183,-1.304037721e+07,8288,16011,9447,3264,624025,34949,1017,9,0
9400,1545630420020,406549,-1.303722490e+07,8005,15818,9612,3444,624128,34876,985,11,0
9410,1545630432590,406421,-1.303551865e+07,7851,15985,9427,3437,624259,34793,937,11,0
9420,1545630444830,406591,-1.303548483e+07,7661,15931,9695,3616,624063,34983,942,12,0
9430,1545630456637,406524,-1.303355038e+07,7658,15950,9574,3447,624362,34660,965,13,0
9440,1545630469120,406555,-1.303516788e+07,8044,15612,9470,3565,624307,34711,966,16,0
9450,1545630481165,406533,-1.303349411e+07,7827,15704,9499,3497,624468,34548,973,11,0
9460,1545630493306,406499,-1.303623339e+07,7826,15959,9608,3475,624140,34860,992,8,0
9470,1545630506075,406368,-1.303603412e+07,7941,15714,9718,3423,624207,34801,981,11,0
9480,1545630518768,406927,-1.302952773e+07,7641,15546,9554,3423,624784,34276,932,8,0
9490,1545630530798,406872,-1.302898418e+07,7362,15828,9631,3388,624759,34285,944,12,0
9500,1545630543546,406687,-1.303198431e+07,7645,15810,9570,3403,624506,34571,912,11,0
9510,1545630555797,406812,-1.303223872e+07,7679,15755,9540,3505,624487,34561,938,14,0
9520,1545630567511,406579,-1.303424059e+07,7724,15979,9605,3370,624276,34777,940,7,0
9530,1545630580055,406696,-1.302979071e+07,7490,15948,9470,3353,624637,34473,882,8,0
9540,1545630591678,406650,-1.302919055e+07,7403,15726,9506,3671,624618,34464,912,6,0
9550,1545630603916,406980,-1.302972801e+07,7452,15676,9583,3654,624614,34416,961,9,0
9560,1545630615567,406787,-1.303059663e+07,7598,15683,9491,3592,624570,34507,912,11,0
9570,1545630626930,406638,-1.303164166e+07,7590,15888,9570,3360,624553,34492,949,6,0
9580,1545630638996,406444,-1.303656382e+07,7705,16207,9601,3483,623935,35143,913,9,0
9590,1545630651765,406402,-1.303533382e+07,7535,16182,9731,3449,624109,34896,984,11,0
9600,1545630665345,406425,-1.303548707e+07,7765,16000,9683,3313,624187,34877,924,12,0
9610,1545630678052,406574,-1.303545975e+07,7665,16118,9616,3412,624183,34834,972,11,0
9620,1545630691000,406449,-1.303675523e+07,7719,16496,9336,3321,624058,35021,912,9,0
9630,1545630702938,406448,-1.303368900e+07,7418,16410,9550,3343,624206,34877,907,10,0
9640,1545630714329,406628,-1.302964725e+07,7296,15965,9671,3382,624611,34476,901,12,0
9650,1545630726055,406559,-1.303374452e+07,7432,16300,9595,3516,624132,34909,943,16,0
9660,1545630738779,406226,-1.303757915e+07,7689,16277,9653,3516,623904,35073,1007,16,0
9670,1545630751145,406421,-1.303662906e+07,7695,16164,9629,3434,624062,34958,976,4,0
9680,1545630763625,406561,-1.303571454e+07,7533,16131,9793,3507,624036,34976,976,12,0
9690,1545630777245,406298,-1.304128148e+07,7859,16361,9692,3589,623504,35500,987,9,0
9700,1545630791013,406362,-1.303587778e+07,7805,15831,9830,3395,624131,34887,972,10,0
9710,1545630803502,406271,-1.303936912e+07,7775,16324,9682,3432,623808,35178,1007,7,0
9720,1545630816373,406187,-1.304053405e+07,7929,16295,9657,3407,623716,35289,986,9,0
9730,1545630829773,406410,-1.303528443e+07,7572,16149,9575,3649,624060,34946,983,11,0
9740,1545630842412,406853,-1.303179030e+07,7459,16039,9535,3480,624469,34564,952,15,0
9750,1545630854499,406842,-1.303042614e+07,7348,15966,9728,3371,624510,34576,905,9,0
9760,1545630865910,406780,-1.302691061e+07,7244,15867,9529,3400,624905,34158,929,8,0
9770,1545630877546,406829,-1.302843880e+07,7265,15855,9588,3568,624664,34406,920,10,0
9780,1545630890016,406634,-1.303463980e+07,7581,16126,9591,3524,624157,34879,949,15,0
9790,1545630902295,406372,-1.303648503e+07,7731,16266,9500,3434,624008,35062,921,9,0
9800,1545630915253,406406,-1.303750023e+07,7837,16142,9618,3411,623985,35028,981,6,0
9810,1545630927389,406192,-1.304005528e+07,7826,16404,9652,3401,623723,35273,1002,2,0
9820,1545630939719,406242,-1.304217863e+07,7931,16494,9650,3399,623571,35397,1019,13,0
9830,1545630952221,406165,-1.303968388e+07,7903,16411,9401,3474,623789,35243,958,10,0
9840,1545630964997,406495,-1.303617977e+07,7899,16155,9391,3354,624156,34898,937,9,0
9850,1545630975899,406538,-1.303496656e+07,7781,16096,9431,3388,624251,34817,917,15,0
9860,1545630988402,406689,-1.303165604e+07,7831,15728,9406,3303,624624,34495,870,11,0
9870,1545631000303,406628,-1.303545432e+07,7977,15827,9507,3454,624226,34792,973,9,0
9880,1545631012160,406726,-1.303441895e+07,7826,15871,9564,3399,624279,34789,925,7,0
9890,1545631024432,406777,-1.303287865e+07,7695,15922,9520,3409,624487,34497,999,17,0
9900,1545631037035,406780,-1.302986488e+07,7551,15870,9611,3171,624753,34302,934,11,0
9910,1545631050182,406626,-1.303195608e+07,7496,15951,9707,3350,624477,34549,967,7,0
9920,1545631061995,406468,-1.303586960e+07,8028,16046,9342,3264,624273,34782,938,6,1
9930,1545631074896,406446,-1.303511797e+07,7838,15885,9618,3312,624298,34766,921,15,0
9940,1545631086769,406657,-1.303199354e+07,7778,15704,9511,3388,624558,34506,933,3,0
9950,1545631098252,406821,-1.302943041e+07,7595,15634,9500,3464,624778,34268,937,17,0
9960,1545631111237,406704,-1.302780884e+07,7667,15501,9417,3363,624960,34141,890,9,0
9970,1545631124022,406607,-1.303087971e+07,7502,15836,9643,3412,624590,34444,949,17,0
9980,1545631137344,406492,-1.303431627e+07,7537,16086,9722,3402,624235,34796,957,11,1
9990,1545631149372,406452,-1.303431789e+07,7623,15955,9762,3376,624211,34866,919,4,0
10000,1545631162677,406537,-1.303204321e+07,7530,15759,9838,3368,624469,34582,934,15,0
10010,1545631175006,406442,-1.303415927e+07,7949,15771,9429,3371,624444,34602,944,10,0
10020,1545631187272,406607,-1.303284384e+07,7608,15864,9677,3415,624410,34628,950,12,0
10030,1545631199370,406678,-1.303100655e+07,7627,15814,9475,3368,624725,34281,979,15,0
