iteration,systemTime-ms,numObservedEntities,logLikelihood,aggDist-SEX,aggDist-DOB_DAY,aggDist-DOB_MONTH,aggDist-DOB_YEAR,aggDist-STATE,aggDist-REGOFF,recDistortion-0,recDistortion-1,recDistortion-2,recDistortion-3,recDistortion-4,recDistortion-5,recDistortion-6
0,1544960415352,57077,-9.242578207e+05,0,0,0,0,0,0,57077,0,0,0,0,0,0
10,1544960419848,35840,-9.387702053e+05,295,177,365,479,75,124,55580,1479,18,0,0,0,0
20,1544960423549,34440,-9.503714505e+05,323,358,849,1153,88,158,54215,2795,67,0,0,0,0
30,1544960428430,32948,-9.637869075e+05,392,603,1529,2176,83,128,52330,4586,158,3,0,0,0
40,1544960432074,31402,-9.777006837e+05,413,695,2233,3405,76,131,50448,6314,306,9,0,0,0
50,1544960435680,30262,-9.880407574e+05,475,788,2764,4440,55,110,48949,7633,486,9,0,0,0
60,1544960439296,29312,-9.941803581e+05,489,855,3018,5133,51,122,47979,8534,558,6,0,0,0
70,1544960442710,28765,-9.993297911e+05,539,950,3271,5567,62,134,47233,9183,643,18,0,0,0
80,1544960446444,28464,-1.000934582e+06,520,998,3478,5717,53,110,46969,9359,730,19,0,0,0
90,1544960450045,28205,-1.004176004e+06,527,1028,3687,5980,57,116,46549,9679,831,18,0,0,0
100,1544960454842,27896,-1.005826120e+06,574,1054,3828,6102,64,94,46247,9965,844,21,0,0,0
110,1544960458448,27838,-1.006383987e+06,598,1168,3824,6097,62,100,46143,10042,869,23,0,0,0
120,1544960462031,27689,-1.007113637e+06,571,1222,3950,6079,55,91,46039,10125,896,17,0,0,0
130,1544960465365,27634,-1.008371447e+06,649,1330,3955,6069,79,69,45895,10234,927,21,0,0,0
140,1544960468817,27666,-1.007721099e+06,573,1344,3908,6088,65,76,45991,10138,928,20,0,0,0
150,1544960472170,27631,-1.007396181e+06,575,1344,3862,6133,67,72,45926,10270,861,19,1,0,0
160,1544960475645,27677,-1.008506159e+06,592,1346,3931,6151,93,59,45846,10317,887,27,0,0,0
170,1544960478937,27625,-1.008564292e+06,600,1402,3904,6187,45,61,45843,10287,929,18,0,0,0
180,1544960482480,27583,-1.008060796e+06,565,1404,3885,6153,49,62,45931,10198,924,24,0,0,0
190,1544960485870,27440,-1.009806793e+06,665,1483,4043,6079,50,74,45665,10453,937,21,1,0,0
200,1544960489625,27470,-1.009292063e+06,609,1489,4092,6023,50,65,45673,10510,865,28,1,0,0
