iteration,0,1,2,3,4,5,6,7,8,9,10,11
213770,162453,135830,138384,10426,958,72,11,0,0,0,0,0
213780,162368,135953,138377,10411,940,76,9,0,0,0,0,0
213790,162385,135955,138319,10452,938,77,8,0,0,0,0,0
213800,162359,136055,138225,10443,967,78,7,0,0,0,0,0
213810,162328,136047,138286,10464,931,69,9,0,0,0,0,0
213820,162339,136067,138243,10445,960,74,6,0,0,0,0,0
213830,162349,136039,138276,10434,950,75,11,0,0,0,0,0
213840,162357,136029,138246,10483,940,70,9,0,0,0,0,0
213850,162344,136042,138268,10462,936,68,12,2,0,0,0,0
213860,162351,135993,138359,10391,961,68,11,0,0,0,0,0
213870,162396,135935,138325,10466,919,83,10,0,0,0,0,0
213880,162357,136073,138190,10484,941,73,13,2,1,0,0,0
213890,162357,136064,138196,10497,929,77,12,2,0,0,0,0
213900,162368,136006,138293,10433,944,73,17,0,0,0,0,0
213910,162372,135996,138295,10455,915,84,16,1,0,0,0,0
213920,162346,136034,138295,10436,928,81,13,1,0,0,0,0
213930,162352,136023,138300,10430,936,81,12,0,0,0,0,0
213940,162318,136051,138342,10410,912,86,14,1,0,0,0,0
213950,162300,136079,138347,10380,933,83,10,2,0,0,0,0
213960,162348,135980,138407,10360,944,86,9,0,0,0,0,0
213970,162392,135973,138283,10456,932,89,9,0,0,0,0,0
213980,162392,135974,138294,10433,944,85,12,0,0,0,0,0
213990,162426,135915,138313,10434,954,77,15,0,0,0,0,0
214000,162427,135918,138302,10440,956,79,11,1,0,0,0,0
214010,162449,135897,138285,10451,958,83,10,1,0,0,0,0
214020,162453,135867,138320,10458,939,85,12,0,0,0,0,0
214030,162409,135917,138336,10447,933,80,12,0,0,0,0,0
214040,162396,135941,138355,10396,950,82,13,1,0,0,0,0
214050,162414,135946,138259,10498,920,87,9,1,0,0,0,0
214060,162417,135929,138303,10456,929,86,13,1,0,0,0,0
214070,162390,135964,138303,10456,922,86,13,0,0,0,0,0
214080,162412,135909,138339,10454,927,83,8,2,0,0,0,0
214090,162374,135988,138283,10480,914,86,9,0,0,0,0,0
214100,162365,135946,138409,10386,938,80,10,0,0,0,0,0
214110,162377,135989,138304,10427,941,85,10,1,0,0,0,0
214120,162356,136013,138299,10443,929,86,8,0,0,0,0,0
214130,162316,136040,138363,10403,918,78,15,1,0,0,0,0
214140,162326,136064,138292,10441,911,83,15,2,0,0,0,0
214150,162353,135982,138382,10382,944,80,11,0,0,0,0,0
214160,162364,136033,138262,10440,934,87,12,2,0,0,0,0
214170,162339,136020,138352,10405,913,88,16,1,0,0,0,0
214180,162330,136043,138343,10380,941,82,14,1,0,0,0,0
214190,162375,135938,138423,10360,935,88,15,0,0,0,0,0
214200,162371,135954,138389,10394,925,87,13,1,0,0,0,0
214210,162379,136004,138287,10416,943,94,11,0,0,0,0,0
214220,162346,136000,138369,10397,923,81,18,0,0,0,0,0
214230,162306,136068,138344,10396,920,90,10,0,0,0,0,0
214240,162260,136156,138289,10425,908,83,13,0,0,0,0,0
214250,162252,136203,138260,10386,923,100,9,1,0,0,0,0
214260,162235,136185,138338,10342,934,91,7,2,0,0,0,0
214270,162227,136212,138271,10414,920,82,8,0,0,0,0,0
214280,162258,136168,138273,10420,921,88,6,0,0,0,0,0
214290,162303,136070,138333,10412,925,84,7,0,0,0,0,0
214300,162272,136119,138335,10391,922,87,7,1,0,0,0,0
214310,162219,136223,138286,10382,933,85,6,0,0,0,0,0
214320,162220,136183,138362,10348,931,83,5,2,0,0,0,0
214330,162238,136177,138321,10379,928,81,9,1,0,0,0,0
214340,162237,136191,138305,10382,918,92,8,1,0,0,0,0
214350,162206,136191,138398,10330,904,92,10,3,0,0,0,0
214360,162254,136179,138275,10410,917,89,8,2,0,0,0,0
214370,162278,136145,138281,10410,914,96,9,1,0,0,0,0
214380,162274,136128,138322,10390,924,82,12,2,0,0,0,0
214390,162238,136179,138309,10399,911,92,6,0,0,0,0,0
214400,162262,136180,138264,10403,922,90,12,1,0,0,0,0
214410,162298,136100,138282,10446,919,79,9,1,0,0,0,0
214420,162236,136208,138261,10410,927,86,6,0,0,0,0,0
214430,162196,136237,138313,10382,910,91,5,0,0,0,0,0
214440,162183,136265,138295,10392,902,89,6,2,0,0,0,0
214450,162214,136208,138338,10358,913,95,7,1,0,0,0,0
