iteration,0,1,2,3,4,5,6,7,8,9,10,11,12
9090,29577,9115,9699,6646,1671,286,71,11,0,1,0,0,0
9100,29568,9091,9736,6679,1647,267,73,13,2,1,0,0,0
9110,29629,9013,9747,6672,1636,291,73,11,5,0,0,0,0
9120,29610,9062,9666,6738,1648,267,66,15,4,1,0,0,0
9130,29672,8938,9779,6654,1664,284,67,13,4,2,0,0,0
9140,29653,8973,9758,6640,1696,276,66,12,3,0,0,0,0
9150,29665,9024,9634,6699,1681,296,62,16,0,0,0,0,0
9160,29639,8984,9730,6720,1622,318,53,11,0,0,0,0,0
9170,29590,9006,9820,6693,1588,291,79,9,1,0,0,0,0
9180,29659,8932,9832,6621,1646,301,74,11,1,0,0,0,0
9190,29643,8937,9805,6686,1643,290,63,8,2,0,0,0,0
9200,29652,8968,9785,6623,1660,318,60,9,1,1,0,0,0
9210,29678,8852,9859,6695,1633,288,56,14,2,0,0,0,0
9220,29658,8903,9868,6625,1639,309,64,10,1,0,0,0,0
9230,29653,8948,9739,6748,1620,304,52,10,2,1,0,0,0
9240,29618,8968,9823,6641,1668,297,53,7,2,0,0,0,0
9250,29704,8896,9766,6672,1654,305,69,10,1,0,0,0,0
9260,29679,8873,9860,6640,1651,299,60,15,0,0,0,0,0
9270,29632,8958,9816,6654,1653,283,69,12,0,0,0,0,0
9280,29667,8865,9913,6628,1618,306,64,12,4,0,0,0,0
9290,29711,8880,9862,6526,1711,292,75,19,1,0,0,0,0
9300,29671,8897,9865,6616,1644,302,61,19,1,1,0,0,0
9310,29738,8826,9814,6649,1668,306,61,12,3,0,0,0,0
9320,29674,8888,9869,6593,1699,270,64,18,2,0,0,0,0
9330,29633,8953,9834,6635,1658,281,70,11,1,1,0,0,0
9340,29650,8968,9750,6685,1659,288,62,14,1,0,0,0,0
9350,29569,9040,9866,6573,1652,298,66,12,1,0,0,0,0
9360,29615,8997,9813,6613,1671,289,69,8,2,0,0,0,0
9370,29619,8987,9855,6586,1637,304,71,16,2,0,0,0,0
9380,29672,8900,9862,6617,1632,309,68,15,2,0,0,0,0
9390,29635,8969,9834,6599,1648,319,56,16,1,0,0,0,0
9400,29605,9011,9866,6536,1667,311,67,11,3,0,0,0,0
9410,29650,8953,9820,6614,1648,312,72,6,2,0,0,0,0
9420,29627,9008,9826,6552,1662,316,72,12,1,1,0,0,0
9430,29635,9018,9742,6662,1614,317,76,12,1,0,0,0,0
9440,29618,8969,9879,6589,1619,324,67,11,1,0,0,0,0
9450,29687,8944,9727,6688,1647,299,67,14,4,0,0,0,0
9460,29676,8892,9890,6575,1651,303,70,19,1,0,0,0,0
9470,29727,8840,9873,6578,1645,325,71,18,0,0,0,0,0
9480,29709,8834,9937,6526,1667,321,65,16,2,0,0,0,0
9490,29686,8876,9917,6548,1640,317,76,14,3,0,0,0,0
9500,29687,8866,9914,6572,1628,329,59,20,2,0,0,0,0
9510,29686,8884,9900,6542,1669,310,65,18,2,1,0,0,0
9520,29627,8942,9910,6565,1647,308,60,13,4,1,0,0,0
9530,29664,8842,9958,6610,1621,306,61,12,2,1,0,0,0
9540,29605,8992,9874,6567,1665,285,73,15,1,0,0,0,0
9550,29655,8912,9872,6602,1670,284,63,16,2,1,0,0,0
9560,29650,8941,9854,6576,1685,285,69,15,2,0,0,0,0
9570,29673,8963,9740,6665,1643,311,66,13,2,1,0,0,0
9580,29656,8991,9714,6702,1613,322,66,12,0,0,1,0,0
9590,29691,8935,9773,6625,1644,327,66,14,2,0,0,0,0
9600,29649,8994,9774,6622,1632,313,80,10,1,2,0,0,0
9610,29595,9062,9770,6605,1655,311,68,11,0,0,0,0,0
9620,29628,9043,9760,6583,1652,321,79,10,1,0,0,0,0
9630,29601,9093,9730,6575,1696,293,74,14,1,0,0,0,0
9640,29666,9020,9727,6571,1691,310,71,18,3,0,0,0,0
9650,29638,9033,9755,6570,1679,321,65,15,1,0,0,0,0
9660,29681,8937,9798,6603,1662,308,70,17,1,0,0,0,0
9670,29708,8866,9830,6668,1580,341,69,12,3,0,0,0,0
9680,29638,8995,9842,6533,1659,318,73,17,2,0,0,0,0
9690,29687,8961,9762,6549,1743,298,58,17,2,0,0,0,0
9700,29643,8979,9812,6609,1639,307,67,14,7,0,0,0,0
9710,29678,8954,9773,6612,1661,316,67,13,3,0,0,0,0
9720,29714,8948,9717,6578,1735,303,69,12,1,0,0,0,0
9730,29685,8941,9718,6673,1706,283,57,12,2,0,0,0,0
9740,29691,8918,9858,6513,1692,314,74,14,3,0,0,0,0
9750,29737,8854,9835,6533,1732,308,62,14,2,0,0,0,0
9760,29676,8921,9837,6558,1714,295,57,18,0,1,0,0,0
9770,29670,8911,9848,6595,1678,293,69,10,3,0,0,0,0
9780,29677,8940,9795,6582,1705,300,66,11,1,0,0,0,0
9790,29608,9058,9779,6543,1704,310,61,12,2,0,0,0,0
9800,29621,9005,9790,6609,1681,302,53,15,1,0,0,0,0
9810,29640,8963,9866,6539,1688,300,57,21,3,0,0,0,0
9820,29681,8935,9794,6591,1704,281,79,10,2,0,0,0,0
9830,29678,8977,9731,6616,1693,288,82,10,2,0,0,0,0
9840,29672,8965,9759,6603,1700,296,71,9,2,0,0,0,0
9850,29652,8981,9777,6589,1708,294,60,15,1,0,0,0,0
9860,29652,8935,9831,6634,1654,280,76,14,1,0,0,0,0
9870,29691,8913,9803,6597,1700,287,70,16,0,0,0,0,0
9880,29701,8904,9819,6577,1690,291,79,13,3,0,0,0,0
9890,29713,8935,9708,6644,1698,293,66,19,1,0,0,0,0
9900,29743,8880,9756,6593,1721,297,72,15,0,0,0,0,0
9910,29702,8887,9801,6642,1661,303,65,15,1,0,0,0,0
9920,29742,8892,9720,6632,1716,283,75,16,1,0,0,0,0
9930,29722,8908,9749,6608,1697,316,61,15,1,0,0,0,0
9940,29719,8892,9745,6699,1631,300,66,22,3,0,0,0,0
9950,29723,8814,9861,6667,1631,289,75,15,2,0,0,0,0
9960,29680,8895,9834,6656,1629,298,59,22,4,0,0,0,0
9970,29705,8805,9921,6641,1634,278,71,21,1,0,0,0,0
9980,29681,8845,9910,6636,1634,283,66,19,3,0,0,0,0
9990,29676,8925,9752,6732,1618,290,59,24,1,0,0,0,0
10000,29648,8962,9775,6696,1618,297,54,20,7,0,0,0,0
10010,29670,8964,9737,6688,1636,284,78,17,3,0,0,0,0
10020,29617,8965,9867,6624,1618,301,68,15,2,0,0,0,0
10030,29580,8995,9872,6644,1622,287,60,13,4,0,0,0,0
10040,29572,9006,9845,6698,1586,293,62,14,1,0,0,0,0
10050,29604,8916,9968,6608,1608,289,64,20,0,0,0,0,0
10060,29493,9087,9963,6542,1617,297,64,11,3,0,0,0,0
10070,29588,8974,9943,6556,1640,286,71,19,0,0,0,0,0
10080,29555,8976,9964,6614,1608,282,59,17,2,0,0,0,0
10090,29564,8976,9937,6637,1590,300,56,16,1,0,0,0,0
10100,29632,8919,9898,6624,1634,285,67,17,1,0,0,0,0
10110,29550,8998,9955,6590,1623,277,66,18,0,0,0,0,0
10120,29552,9011,9947,6567,1634,278,73,13,2,0,0,0,0
10130,29655,8877,9912,6620,1642,295,60,15,1,0,0,0,0
10140,29595,8954,9874,6690,1603,287,61,12,1,0,0,0,0
10150,29560,9075,9823,6591,1653,293,70,10,2,0,0,0,0
10160,29576,9015,9874,6607,1634,293,55,22,1,0,0,0,0
10170,29577,9014,9881,6619,1597,299,72,15,3,0,0,0,0
10180,29558,9044,9845,6650,1619,269,74,16,2,0,0,0,0
10190,29591,9033,9816,6623,1636,293,63,20,2,0,0,0,0
10200,29609,8949,9940,6565,1615,320,62,15,2,0,0,0,0
10210,29599,9041,9794,6616,1646,290,74,14,3,0,0,0,0
10220,29634,8914,9870,6681,1609,292,58,16,3,0,0,0,0
10230,29596,9065,9760,6616,1651,310,65,12,2,0,0,0,0
10240,29598,9057,9799,6565,1659,325,54,18,2,0,0,0,0
10250,29580,9118,9704,6630,1666,299,63,13,3,1,0,0,0
10260,29571,9070,9776,6646,1656,279,59,17,2,1,0,0,0
10270,29635,8952,9835,6627,1657,295,61,15,0,0,0,0,0
10280,29623,9012,9778,6604,1688,300,59,13,0,0,0,0,0
10290,29612,9018,9796,6628,1642,292,70,17,2,0,0,0,0
10300,29630,8940,9850,6682,1598,282,81,11,1,2,0,0,0
10310,29602,8973,9888,6638,1573,322,58,20,3,0,0,0,0
10320,29604,8990,9827,6667,1609,300,67,10,3,0,0,0,0
10330,29591,9024,9853,6581,1633,314,66,14,1,0,0,0,0
10340,29632,8947,9909,6542,1648,321,59,17,2,0,0,0,0
10350,29575,9034,9838,6634,1615,299,66,15,0,1,0,0,0
10360,29587,9046,9788,6652,1621,299,70,13,0,1,0,0,0
10370,29600,8951,9917,6620,1609,299,69,10,1,1,0,0,0
10380,29609,8974,9907,6569,1615,318,68,13,3,1,0,0,0
10390,29652,8970,9799,6588,1699,281,75,11,1,1,0,0,0
10400,29669,8925,9850,6580,1654,320,61,15,2,1,0,0,0
10410,29612,8959,9878,6630,1621,296,61,18,2,0,0,0,0
10420,29617,9045,9731,6642,1674,277,75,15,1,0,0,0,0
10430,29581,9085,9779,6597,1648,293,74,19,0,1,0,0,0
10440,29609,8983,9895,6544,1662,306,55,20,3,0,0,0,0
10450,29594,9044,9834,6565,1645,304,71,16,4,0,0,0,0
10460,29586,9038,9844,6577,1644,303,69,13,3,0,0,0,0
10470,29638,8993,9778,6622,1663,300,72,10,1,0,0,0,0
10480,29644,8986,9788,6598,1685,292,68,15,1,0,0,0,0
10490,29628,8961,9844,6634,1622,304,73,9,1,1,0,0,0
10500,29570,9135,9700,6644,1637,303,71,15,2,0,0,0,0
10510,29580,9047,9774,6699,1601,293,68,13,1,1,0,0,0
10520,29580,9061,9783,6640,1632,302,64,12,3,0,0,0,0
10530,29566,9079,9778,6657,1620,289,73,12,3,0,0,0,0
10540,29603,9004,9817,6654,1619,294,72,13,1,0,0,0,0
10550,29629,8972,9783,6698,1640,263,76,14,2,0,0,0,0
10560,29594,9027,9821,6616,1639,293,72,13,2,0,0,0,0
10570,29563,9040,9863,6625,1601,301,65,15,4,0,0,0,0
10580,29601,8975,9844,6677,1609,297,59,12,3,0,0,0,0
10590,29607,8952,9867,6658,1629,295,60,6,3,0,0,0,0
10600,29616,8990,9767,6723,1603,312,53,10,3,0,0,0,0
10610,29643,8904,9868,6692,1578,314,68,9,1,0,0,0,0
10620,29622,8951,9791,6731,1643,266,64,7,2,0,0,0,0
10630,29589,9022,9816,6631,1657,283,68,9,2,0,0,0,0
10640,29626,9005,9762,6640,1696,261,72,13,2,0,0,0,0
10650,29613,9039,9756,6612,1696,283,60,14,3,1,0,0,0
10660,29666,8984,9741,6623,1670,314,64,13,1,1,0,0,0
10670,29673,8961,9768,6628,1642,318,73,12,2,0,0,0,0
10680,29624,8985,9847,6572,1668,290,78,12,1,0,0,0,0
10690,29660,8945,9823,6573,1706,290,67,13,0,0,0,0,0
10700,29627,9019,9767,6623,1652,302,75,9,3,0,0,0,0
10710,29649,8982,9779,6615,1664,310,63,13,1,1,0,0,0
10720,29657,8951,9797,6659,1616,309,72,15,0,1,0,0,0
10730,29606,9061,9778,6553,1682,320,68,7,2,0,0,0,0
10740,29619,9010,9809,6589,1660,312,67,9,1,1,0,0,0
10750,29732,8870,9817,6545,1734,293,68,15,3,0,0,0,0
10760,29648,8934,9878,6555,1693,281,73,13,2,0,0,0,0
10770,29633,8986,9831,6562,1692,282,76,12,2,1,0,0,0
10780,29676,8931,9826,6570,1686,300,79,6,3,0,0,0,0
10790,29619,9055,9730,6623,1657,306,76,9,2,0,0,0,0
10800,29663,8943,9858,6525,1703,302,65,13,5,0,0,0,0
10810,29617,9030,9787,6599,1648,309,72,13,2,0,0,0,0
10820,29671,8961,9802,6562,1697,293,68,20,2,1,0,0,0
10830,29678,8927,9823,6578,1693,291,66,21,0,0,0,0,0
10840,29668,8966,9784,6626,1614,324,78,15,2,0,0,0,0
10850,29657,8976,9764,6632,1656,322,52,14,3,1,0,0,0
10860,29663,8962,9779,6615,1674,309,57,16,1,1,0,0,0
10870,29718,8921,9751,6592,1699,320,54,19,2,1,0,0,0
10880,29661,9004,9724,6626,1664,313,71,12,2,0,0,0,0
10890,29630,9077,9699,6584,1699,293,78,15,2,0,0,0,0
10900,29729,8903,9759,6606,1674,318,67,18,3,0,0,0,0
10910,29653,9037,9728,6564,1699,305,69,19,3,0,0,0,0
10920,29687,8982,9728,6595,1675,325,69,13,3,0,0,0,0
10930,29682,8988,9741,6568,1697,310,72,19,0,0,0,0,0
10940,29690,8982,9693,6620,1705,309,65,11,1,1,0,0,0
10950,29750,8835,9838,6569,1665,341,61,16,2,0,0,0,0
10960,29728,8872,9825,6568,1668,334,65,17,0,0,0,0,0
10970,29697,8930,9745,6642,1690,285,73,12,3,0,0,0,0
10980,29694,8925,9793,6560,1734,292,66,10,3,0,0,0,0
10990,29770,8868,9719,6622,1699,307,75,13,3,1,0,0,0
11000,29689,8914,9794,6636,1656,307,62,16,3,0,0,0,0
11010,29641,8986,9839,6546,1654,325,72,10,4,0,0,0,0
11020,29708,8889,9807,6600,1690,302,65,14,2,0,0,0,0
11030,29699,8943,9745,6598,1706,307,66,9,4,0,0,0,0
11040,29616,9043,9750,6620,1660,318,52,12,6,0,0,0,0
11050,29676,8914,9809,6647,1642,318,53,16,2,0,0,0,0
11060,29669,8972,9764,6597,1688,307,64,13,3,0,0,0,0
11070,29615,9009,9794,6651,1619,304,68,13,4,0,0,0,0
11080,29609,8999,9838,6582,1686,286,59,16,2,0,0,0,0
11090,29630,8980,9813,6624,1659,292,52,25,2,0,0,0,0
11100,29644,8937,9906,6498,1715,300,67,8,2,0,0,0,0
11110,29593,8964,9947,6551,1635,314,60,9,3,1,0,0,0
11120,29617,9037,9817,6500,1710,325,59,10,1,1,0,0,0
11130,29633,9051,9737,6562,1709,307,56,18,3,1,0,0,0
11140,29592,9019,9807,6656,1638,291,52,19,3,0,0,0,0
11150,29624,8993,9829,6582,1667,305,56,17,4,0,0,0,0
11160,29678,8926,9769,6681,1657,281,64,15,6,0,0,0,0
11170,29658,8972,9797,6581,1693,283,71,21,1,0,0,0,0
11180,29623,8986,9817,6620,1653,302,59,15,2,0,0,0,0
11190,29575,9078,9757,6653,1651,278,66,16,3,0,0,0,0
11200,29618,8961,9843,6638,1662,282,56,15,1,1,0,0,0
11210,29602,9010,9837,6583,1682,285,60,13,5,0,0,0,0
11220,29627,9015,9761,6621,1688,287,58,18,2,0,0,0,0
11230,29665,8933,9837,6579,1687,296,59,18,2,1,0,0,0
11240,29611,9023,9789,6609,1661,315,54,14,1,0,0,0,0
11250,29578,9054,9790,6630,1653,306,52,13,1,0,0,0,0
11260,29596,9042,9763,6635,1685,290,51,12,3,0,0,0,0
11270,29605,8997,9784,6687,1647,291,55,10,1,0,0,0,0
11280,29564,8985,9888,6645,1661,280,45,6,2,1,0,0,0
11290,29635,9002,9719,6710,1643,294,57,13,4,0,0,0,0
11300,29658,8944,9814,6611,1672,304,58,13,2,1,0,0,0
11310,29749,8790,9842,6644,1683,295,57,15,1,1,0,0,0
11320,29744,8808,9818,6672,1652,307,61,12,3,0,0,0,0
11330,29689,8934,9695,6740,1658,285,58,17,0,1,0,0,0
11340,29687,8899,9758,6703,1673,295,50,10,2,0,0,0,0
11350,29734,8837,9774,6710,1632,319,59,11,1,0,0,0,0
11360,29644,8931,9814,6672,1658,290,58,8,2,0,0,0,0
11370,29674,8940,9792,6611,1665,321,64,9,1,0,0,0,0
11380,29655,8916,9801,6697,1659,274,65,9,0,1,0,0,0
11390,29629,8971,9778,6695,1642,286,66,9,1,0,0,0,0
11400,29670,8909,9799,6699,1637,270,78,13,2,0,0,0,0
11410,29621,8953,9835,6700,1587,302,63,11,4,1,0,0,0
11420,29586,9007,9834,6659,1638,266,70,13,4,0,0,0,0
11430,29606,9060,9719,6676,1644,284,66,18,3,1,0,0,0
11440,29589,9009,9832,6682,1583,289,73,18,1,1,0,0,0
11450,29611,9018,9785,6651,1637,289,61,23,2,0,0,0,0
11460,29632,8947,9850,6647,1620,297,66,16,2,0,0,0,0
11470,29658,8939,9822,6627,1630,328,60,11,2,0,0,0,0
11480,29641,8940,9886,6566,1657,305,63,16,3,0,0,0,0
11490,29628,8936,9881,6640,1606,305,58,22,1,0,0,0,0
11500,29644,8967,9792,6649,1650,292,66,14,2,1,0,0,0
11510,29577,9022,9879,6578,1646,292,65,15,3,0,0,0,0
11520,29662,8938,9754,6735,1604,310,59,14,1,0,0,0,0
11530,29635,8954,9780,6723,1625,280,67,12,1,0,0,0,0
11540,29635,8980,9753,6692,1657,285,64,10,1,0,0,0,0
11550,29642,8970,9760,6698,1643,281,67,14,2,0,0,0,0
11560,29639,8965,9757,6715,1638,295,52,14,2,0,0,0,0
11570,29678,8904,9808,6699,1587,314,70,14,3,0,0,0,0
11580,29686,8936,9706,6766,1593,303,69,14,4,0,0,0,0
11590,29752,8876,9650,6763,1658,308,55,10,5,0,0,0,0
11600,29704,8958,9675,6686,1659,318,56,19,2,0,0,0,0
11610,29729,8864,9766,6684,1654,289,71,18,2,0,0,0,0
11620,29735,8905,9643,6749,1667,310,57,9,2,0,0,0,0
11630,29739,8862,9734,6720,1627,310,68,15,2,0,0,0,0
11640,29757,8816,9745,6722,1671,290,62,13,1,0,0,0,0
11650,29690,8886,9826,6662,1611,321,67,11,2,1,0,0,0
11660,29625,8961,9838,6658,1617,293,65,17,3,0,0,0,0
11670,29601,9047,9764,6637,1665,267,78,16,2,0,0,0,0
11680,29661,8979,9738,6665,1653,292,73,12,3,1,0,0,0
11690,29667,8955,9757,6643,1696,276,67,15,1,0,0,0,0
11700,29659,8978,9729,6654,1698,284,58,17,0,0,0,0,0
11710,29594,9014,9822,6611,1690,270,59,14,3,0,0,0,0
11720,29596,9046,9784,6595,1698,279,63,15,1,0,0,0,0
11730,29531,9112,9818,6602,1638,304,54,17,1,0,0,0,0
11740,29612,9006,9825,6586,1671,300,62,14,0,1,0,0,0
11750,29645,9000,9744,6667,1618,324,58,20,1,0,0,0,0
11760,29535,9093,9809,6662,1612,290,53,20,3,0,0,0,0
11770,29551,9053,9861,6617,1622,299,52,20,2,0,0,0,0
11780,29586,9024,9830,6614,1657,291,57,18,0,0,0,0,0
11790,29593,9061,9744,6664,1638,293,69,15,0,0,0,0,0
11800,29592,9012,9835,6621,1642,299,63,13,0,0,0,0,0
11810,29577,9096,9689,6719,1632,285,64,12,2,1,0,0,0
11820,29646,8950,9833,6619,1641,306,66,14,2,0,0,0,0
11830,29626,8997,9817,6587,1671,297,59,22,1,0,0,0,0
11840,29568,9057,9800,6660,1620,292,61,18,1,0,0,0,0
11850,29598,9021,9825,6609,1647,285,78,14,0,0,0,0,0
11860,29593,9059,9744,6667,1630,307,65,12,0,0,0,0,0
11870,29655,8964,9778,6649,1641,306,72,12,0,0,0,0,0
11880,29628,9028,9705,6701,1630,310,59,16,0,0,0,0,0
11890,29604,9041,9755,6658,1646,287,70,15,1,0,0,0,0
11900,29656,8967,9760,6660,1664,281,76,11,2,0,0,0,0
11910,29650,9017,9695,6670,1653,312,73,6,1,0,0,0,0
11920,29627,9015,9775,6598,1687,294,67,14,0,0,0,0,0
11930,29620,9040,9715,6679,1641,300,69,12,1,0,0,0,0
11940,29635,8996,9778,6615,1668,310,67,8,0,0,0,0,0
11950,29690,8936,9717,6691,1661,313,59,9,1,0,0,0,0
11960,29562,9092,9730,6693,1647,272,70,10,1,0,0,0,0
11970,29617,9032,9733,6660,1655,309,64,6,1,0,0,0,0
11980,29655,8971,9743,6706,1611,303,73,15,0,0,0,0,0
11990,29614,9013,9769,6668,1642,294,57,18,2,0,0,0,0
12000,29731,8883,9793,6602,1659,313,76,16,3,1,0,0,0
12010,29759,8810,9818,6642,1652,306,66,21,3,0,0,0,0
12020,29715,8878,9822,6604,1662,302,75,17,2,0,0,0,0
12030,29742,8893,9750,6617,1652,333,73,14,3,0,0,0,0
12040,29706,8901,9797,6625,1646,310,74,16,1,1,0,0,0
12050,29761,8843,9768,6635,1661,329,61,15,3,1,0,0,0
12060,29673,8912,9880,6536,1680,324,52,15,5,0,0,0,0
12070,29686,8922,9820,6575,1680,317,60,12,4,1,0,0,0
12080,29751,8859,9745,6660,1670,301,77,11,3,0,0,0,0
12090,29758,8875,9716,6655,1674,305,78,13,2,1,0,0,0
12100,29722,8984,9645,6614,1714,305,77,10,6,0,0,0,0
12110,29773,8921,9607,6685,1686,310,76,15,4,0,0,0,0
12120,29766,8866,9750,6595,1683,330,71,11,4,1,0,0,0
12130,29795,8787,9794,6614,1691,305,72,14,4,1,0,0,0
12140,29732,8911,9733,6611,1696,303,75,11,4,1,0,0,0
12150,29856,8732,9716,6699,1662,324,74,9,4,1,0,0,0
12160,29741,8861,9754,6659,1684,296,66,9,7,0,0,0,0
12170,29712,8912,9775,6612,1666,310,72,11,7,0,0,0,0
12180,29716,8930,9685,6716,1635,308,66,15,6,0,0,0,0
12190,29720,8927,9651,6752,1644,300,68,12,3,0,0,0,0
12200,29711,8890,9756,6707,1609,325,63,14,1,1,0,0,0
12210,29710,8938,9716,6642,1678,311,65,13,3,1,0,0,0
12220,29763,8905,9671,6654,1654,348,65,14,3,0,0,0,0
12230,29709,8935,9756,6563,1736,292,69,13,4,0,0,0,0
12240,29732,8850,9789,6641,1693,298,61,8,3,2,0,0,0
12250,29767,8827,9773,6625,1701,298,73,7,6,0,0,0,0
12260,29731,8845,9833,6583,1714,291,61,13,5,1,0,0,0
12270,29675,8894,9825,6670,1643,290,63,13,4,0,0,0,0
12280,29735,8814,9876,6590,1674,311,55,17,4,1,0,0,0
12290,29747,8851,9772,6648,1664,310,70,8,7,0,0,0,0
12300,29700,8876,9859,6574,1684,305,59,14,6,0,0,0,0
12310,29675,8861,9903,6621,1648,284,67,12,5,1,0,0,0
12320,29698,8882,9840,6601,1695,264,75,14,8,0,0,0,0
12330,29703,8856,9856,6617,1674,287,67,11,6,0,0,0,0
12340,29728,8813,9878,6595,1692,289,67,12,3,0,0,0,0
12350,29700,8841,9862,6672,1618,302,67,8,7,0,0,0,0
12360,29719,8803,9879,6675,1614,307,64,12,4,0,0,0,0
12370,29746,8875,9739,6641,1689,295,77,12,3,0,0,0,0
12380,29721,8915,9729,6624,1713,292,65,14,4,0,0,0,0
12390,29688,8931,9763,6647,1666,294,75,9,4,0,0,0,0
12400,29733,8884,9764,6608,1699,307,67,12,3,0,0,0,0
12410,29714,8858,9847,6565,1723,296,63,8,3,0,0,0,0
12420,29733,8820,9854,6601,1690,308,56,11,3,1,0,0,0
12430,29728,8857,9823,6581,1706,304,63,12,2,1,0,0,0
12440,29738,8838,9836,6555,1741,289,69,9,2,0,0,0,0
12450,29727,8845,9844,6566,1727,289,64,11,4,0,0,0,0
12460,29737,8872,9780,6605,1682,319,70,9,3,0,0,0,0
12470,29706,8892,9816,6591,1681,306,72,10,3,0,0,0,0
12480,29761,8814,9812,6606,1698,303,69,12,2,0,0,0,0
12490,29748,8808,9813,6692,1620,306,77,9,4,0,0,0,0
12500,29716,8879,9789,6654,1638,317,70,11,3,0,0,0,0
12510,29697,8933,9753,6621,1693,295,70,12,3,0,0,0,0
12520,29736,8851,9799,6621,1679,314,61,15,1,0,0,0,0
12530,29679,8885,9835,6639,1683,283,59,9,4,1,0,0,0
12540,29763,8781,9824,6673,1648,307,67,12,2,0,0,0,0
12550,29682,8816,9942,6608,1670,298,48,10,2,1,0,0,0
12560,29680,8902,9780,6709,1626,311,59,6,3,1,0,0,0
12570,29650,8957,9806,6626,1654,303,72,5,4,0,0,0,0
12580,29666,8932,9804,6628,1678,292,63,10,3,1,0,0,0
12590,29729,8842,9811,6646,1672,296,62,17,2,0,0,0,0
12600,29704,8865,9783,6712,1648,286,68,8,3,0,0,0,0
12610,29655,8975,9758,6657,1639,314,66,11,2,0,0,0,0
12620,29593,9002,9857,6618,1625,302,67,9,4,0,0,0,0
12630,29624,8917,9924,6609,1631,289,71,6,6,0,0,0,0
12640,29644,8954,9822,6623,1657,297,68,7,5,0,0,0,0
12650,29595,9060,9757,6629,1657,300,70,5,3,1,0,0,0
12660,29623,8980,9824,6620,1653,301,64,8,4,0,0,0,0
12670,29600,8997,9872,6590,1624,316,62,11,4,1,0,0,0
12680,29621,8990,9827,6616,1635,310,56,17,5,0,0,0,0
12690,29577,9002,9927,6545,1644,302,64,12,4,0,0,0,0
12700,29589,8968,9900,6630,1626,288,62,10,3,1,0,0,0
12710,29586,9030,9812,6644,1623,308,64,6,3,1,0,0,0
12720,29581,9029,9793,6689,1616,299,55,14,1,0,0,0,0
12730,29560,9015,9880,6656,1592,297,60,15,2,0,0,0,0
12740,29594,8967,9935,6528,1685,304,55,6,3,0,0,0,0
12750,29623,8911,9948,6556,1674,303,46,13,3,0,0,0,0
12760,29585,8971,9921,6578,1672,274,61,14,1,0,0,0,0
12770,29581,8952,9949,6607,1622,293,60,11,2,0,0,0,0
12780,29604,8966,9881,6611,1651,286,65,12,1,0,0,0,0
12790,29657,8900,9862,6646,1637,299,60,16,0,0,0,0,0
12800,29582,9084,9737,6629,1684,284,64,12,1,0,0,0,0
12810,29547,9085,9821,6595,1664,293,60,12,0,0,0,0,0
12820,29602,9013,9806,6634,1643,308,61,8,2,0,0,0,0
12830,29543,9094,9812,6598,1658,307,57,8,0,0,0,0,0
12840,29580,9042,9815,6620,1640,310,56,13,1,0,0,0,0
12850,29579,9047,9792,6663,1612,307,67,8,2,0,0,0,0
12860,29593,8966,9906,6601,1650,286,61,12,2,0,0,0,0
12870,29649,8894,9932,6567,1652,307,59,15,2,0,0,0,0
12880,29610,8958,9891,6609,1641,289,56,19,4,0,0,0,0
12890,29662,8872,9899,6632,1640,297,61,12,2,0,0,0,0
12900,29673,8925,9831,6575,1694,302,61,15,1,0,0,0,0
12910,29622,9007,9759,6648,1695,266,64,14,2,0,0,0,0
12920,29643,8931,9824,6654,1693,244,74,12,2,0,0,0,0
12930,29641,8966,9768,6697,1637,291,61,13,3,0,0,0,0
12940,29638,8950,9830,6637,1649,298,60,10,5,0,0,0,0
12950,29641,8929,9833,6677,1631,284,69,11,2,0,0,0,0
12960,29582,9042,9791,6673,1616,286,69,18,0,0,0,0,0
12970,29658,8892,9923,6559,1650,324,57,12,2,0,0,0,0
12980,29677,8922,9766,6696,1653,275,75,8,4,0,1,0,0
12990,29622,9039,9727,6655,1640,321,60,11,1,1,0,0,0
13000,29641,8967,9813,6603,1687,292,56,14,3,1,0,0,0
13010,29648,8989,9799,6577,1674,299,73,14,4,0,0,0,0
13020,29693,8897,9846,6566,1692,296,73,11,2,0,0,1,0
13030,29704,8888,9848,6551,1689,314,70,10,3,0,0,0,0
13040,29695,8916,9789,6614,1671,313,65,10,4,0,0,0,0
13050,29652,8997,9767,6590,1680,309,66,13,3,0,0,0,0
13060,29703,8939,9678,6724,1649,301,73,9,1,0,0,0,0
13070,29684,8935,9777,6641,1643,305,77,14,1,0,0,0,0
13080,29650,9012,9723,6633,1675,299,70,15,0,0,0,0,0
13090,29637,9073,9668,6630,1682,292,78,15,1,1,0,0,0
13100,29692,8972,9708,6622,1695,305,64,18,1,0,0,0,0
13110,29690,8965,9721,6611,1716,290,66,17,1,0,0,0,0
13120,29749,8816,9822,6618,1691,307,56,16,2,0,0,0,0
13130,29730,8888,9747,6673,1617,337,73,11,1,0,0,0,0
13140,29752,8809,9858,6579,1687,305,70,14,3,0,0,0,0
13150,29720,8852,9858,6559,1691,330,53,12,2,0,0,0,0
13160,29727,8892,9767,6625,1653,335,57,21,0,0,0,0,0
13170,29693,8921,9771,6624,1700,290,57,18,3,0,0,0,0
13180,29761,8850,9754,6631,1686,314,61,15,4,1,0,0,0
