iteration,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
10810,21867,6757,5447,2893,1482,728,303,158,68,31,3,4,2,0,0,0,0,0,0
10820,21906,6701,5439,2953,1443,728,309,149,69,30,7,5,3,1,0,0,0,0,0
10830,21920,6655,5449,2928,1484,730,355,128,67,16,7,4,0,0,0,0,0,0,0
10840,21890,6709,5437,2946,1460,729,331,146,52,26,11,4,1,1,0,0,0,0,0
10850,21843,6804,5460,2856,1493,693,346,133,63,30,12,7,3,0,0,0,0,0,0
10860,21840,6826,5333,2975,1479,726,322,145,62,16,16,3,0,0,0,0,0,0,0
10870,21884,6688,5481,2922,1449,754,344,131,52,25,7,4,1,1,0,0,0,0,0
10880,21854,6822,5302,2989,1492,709,338,147,55,20,9,3,2,1,0,0,0,0,0
10890,21896,6799,5376,2845,1507,730,336,135,71,35,9,3,1,0,0,0,0,0,0
10900,21928,6656,5455,2939,1482,690,343,147,62,22,11,5,3,0,0,0,0,0,0
10910,21816,6856,5410,2903,1453,729,312,150,69,28,12,5,0,0,0,0,0,0,0
10920,21808,6848,5399,2951,1445,729,305,145,67,28,15,1,1,1,0,0,0,0,0
10930,21932,6762,5272,3005,1471,709,327,145,81,27,9,1,2,0,0,0,0,0,0
10940,21835,6812,5377,2990,1448,714,311,152,52,31,12,8,1,0,0,0,0,0,0
10950,21901,6713,5427,2932,1493,678,336,155,67,30,10,1,0,0,0,0,0,0,0
10960,21817,6806,5473,2932,1426,697,326,156,61,28,15,5,0,1,0,0,0,0,0
10970,21890,6718,5396,2989,1482,685,342,143,56,21,14,3,3,0,1,0,0,0,0
10980,21875,6737,5461,2913,1467,693,329,164,65,29,4,4,1,1,0,0,0,0,0
10990,21803,6857,5442,2855,1479,729,341,140,50,30,12,2,1,2,0,0,0,0,0
11000,21915,6665,5435,2991,1439,716,332,149,65,22,11,1,1,1,0,0,0,0,0
11010,21953,6666,5414,2926,1466,708,350,167,63,14,11,3,1,1,0,0,0,0,0
11020,21873,6842,5292,2955,1472,721,331,156,65,19,5,7,2,3,0,0,0,0,0
11030,21861,6819,5263,3055,1494,688,314,131,71,34,6,5,0,1,1,0,0,0,0
11040,21800,6868,5433,2880,1496,677,326,150,56,38,10,5,3,1,0,0,0,0,0
11050,21834,6797,5502,2859,1436,724,326,142,79,29,9,5,0,1,0,0,0,0,0
11060,21833,6778,5434,2994,1459,650,330,149,69,27,12,6,1,1,0,0,0,0,0
11070,21881,6726,5403,2965,1501,706,299,165,55,30,10,1,1,0,0,0,0,0,0
11080,21831,6791,5422,2961,1504,658,303,155,70,29,14,5,0,0,0,0,0,0,0
11090,21885,6772,5363,2915,1532,702,313,156,67,27,8,3,0,0,0,0,0,0,0
11100,21879,6713,5444,2967,1475,701,304,142,69,34,8,4,3,0,0,0,0,0,0
11110,21903,6684,5420,3001,1472,692,322,133,64,33,14,4,1,0,0,0,0,0,0
11120,21889,6722,5470,2929,1450,693,330,128,76,31,16,5,3,0,0,1,0,0,0
11130,21888,6780,5336,3009,1421,718,332,149,61,31,11,6,1,0,0,0,0,0,0
11140,21875,6791,5372,2918,1522,656,358,144,65,22,13,3,3,1,0,0,0,0,0
11150,21952,6657,5353,2982,1553,675,331,129,69,23,14,3,1,0,1,0,0,0,0
11160,21840,6844,5344,2939,1483,726,322,146,58,16,13,6,4,2,0,0,0,0,0
11170,21980,6571,5463,2917,1533,696,347,143,62,15,10,4,1,1,0,0,0,0,0
11180,21876,6733,5428,3010,1427,665,327,157,80,21,12,4,2,1,0,0,0,0,0
11190,21913,6695,5424,2961,1443,718,343,146,55,29,7,6,1,2,0,0,0,0,0
11200,21919,6725,5453,2846,1454,767,298,175,69,18,15,3,0,1,0,0,0,0,0
11210,22001,6568,5457,2934,1479,704,363,132,56,30,9,8,1,1,0,0,0,0,0
11220,22032,6655,5281,2929,1466,807,323,156,55,25,11,2,0,1,0,0,0,0,0
11230,21855,6784,5410,2953,1467,686,314,156,77,25,12,3,1,0,0,0,0,0,0
11240,21929,6681,5408,2972,1431,741,344,136,60,22,9,6,1,3,0,0,0,0,0
11250,21920,6662,5448,2930,1510,696,321,151,72,23,6,1,2,0,1,0,0,0,0
11260,21884,6772,5427,2864,1510,696,321,151,75,24,9,6,2,2,0,0,0,0,0
11270,21905,6754,5369,2892,1556,705,302,150,66,21,12,7,2,2,0,0,0,0,0
11280,22005,6623,5419,2891,1490,709,351,133,65,33,19,3,1,0,0,1,0,0,0
11290,21904,6744,5348,2967,1506,701,324,143,54,34,11,6,0,0,1,0,0,0,0
11300,21819,6778,5485,2897,1503,691,328,138,64,21,12,4,1,2,0,0,0,0,0
11310,21891,6746,5395,2924,1522,672,327,160,70,21,10,4,1,0,0,0,0,0,0
11320,21847,6842,5378,2905,1458,722,320,162,66,30,10,1,1,1,0,0,0,0,0
11330,21909,6699,5430,2953,1483,676,333,151,55,32,12,10,0,0,0,0,0,0,0
11340,21870,6792,5375,2888,1505,739,343,139,49,34,6,3,0,0,0,0,0,0,0
11350,21884,6769,5363,2966,1459,713,342,138,73,20,11,3,2,0,0,0,0,0,0
11360,21914,6804,5305,2920,1450,765,309,167,77,20,7,5,0,0,0,0,0,0,0
11370,21895,6760,5340,2985,1499,680,328,143,63,33,9,5,2,1,0,0,0,0,0
11380,21839,6781,5466,2897,1486,703,308,150,59,33,18,3,0,0,0,0,0,0,0
11390,21950,6698,5408,2893,1462,728,337,168,55,26,11,5,1,1,0,0,0,0,0
11400,21950,6679,5411,2870,1537,729,309,149,69,24,9,3,2,1,1,0,0,0,0
11410,21914,6753,5407,2890,1458,695,373,148,60,22,12,6,4,1,0,0,0,0,0
11420,21859,6737,5416,2946,1549,692,299,138,69,24,8,2,2,2,0,0,0,0,0
11430,21899,6771,5351,2926,1477,747,319,149,64,25,11,3,1,0,0,0,0,0,0
11440,21896,6776,5379,2920,1462,691,345,155,88,23,8,0,0,0,0,0,0,0,0
11450,21855,6767,5409,2921,1515,715,332,127,62,23,12,4,1,0,0,0,0,0,0
11460,21828,6830,5333,2998,1487,701,334,129,58,32,7,3,2,0,1,0,0,0,0
11470,21852,6793,5434,2881,1493,726,296,156,66,33,5,4,3,0,1,0,0,0,0
11480,21911,6689,5416,2985,1460,713,305,155,63,27,11,6,2,0,0,0,0,0,0
11490,21945,6726,5347,2891,1531,704,342,164,51,26,13,2,1,0,0,0,0,0,0
11500,21893,6791,5339,2936,1487,707,331,149,60,35,9,3,3,0,0,0,0,0,0
11510,21885,6768,5341,2980,1504,684,309,180,51,25,9,5,1,1,0,0,0,0,0
11520,21925,6702,5359,2947,1534,709,333,132,62,21,15,4,0,0,0,0,0,0,0
11530,21966,6672,5342,2957,1513,697,361,133,63,22,10,5,1,1,0,0,0,0,0
11540,22057,6591,5379,2872,1506,738,339,145,61,38,9,3,4,0,1,0,0,0,0
11550,21905,6760,5392,2866,1515,713,328,157,70,26,7,3,1,0,0,0,0,0,0
11560,21806,6810,5437,2890,1556,675,331,148,58,20,9,2,1,0,0,0,0,0,0
11570,21892,6733,5411,2936,1467,727,321,148,70,28,7,3,0,0,0,0,0,0,0
11580,21849,6814,5362,2971,1451,696,338,167,62,23,5,3,1,1,0,0,0,0,0
11590,21876,6740,5444,2929,1442,730,325,153,63,28,10,3,0,0,0,0,0,0,0
11600,21865,6769,5407,2907,1539,674,332,141,65,31,8,5,0,0,0,0,0,0,0
11610,21899,6667,5456,2984,1495,665,317,149,65,26,14,4,2,0,0,0,0,0,0
11620,21876,6750,5402,2974,1454,687,359,134,63,24,17,2,1,0,0,0,0,0,0
11630,21926,6710,5402,2962,1445,668,352,184,52,28,6,4,2,1,1,0,0,0,0
11640,21926,6709,5398,2902,1522,712,323,143,56,35,9,4,4,0,0,0,0,0,0
11650,21912,6714,5439,2877,1485,738,332,138,67,24,10,4,3,0,0,0,0,0,0
11660,21879,6770,5360,2923,1536,699,348,121,72,19,13,3,0,0,0,0,0,0,0
11670,21915,6716,5373,2958,1482,728,325,140,63,29,10,4,0,0,0,0,0,0,0
11680,21936,6679,5375,3009,1463,666,359,139,83,28,4,2,0,0,0,0,0,0,0
11690,21909,6723,5406,2904,1495,708,357,146,59,25,6,5,0,0,0,0,0,0,0
11700,21877,6726,5513,2837,1490,727,303,157,66,35,9,1,2,0,0,0,0,0,0
11710,21850,6799,5371,2958,1497,666,358,149,51,31,11,2,0,0,0,0,0,0,0
11720,21978,6692,5341,2949,1410,784,326,152,72,25,13,1,0,0,0,0,0,0,0
11730,21866,6784,5392,2925,1505,684,335,140,68,25,12,3,4,0,0,0,0,0,0
11740,21846,6857,5313,2963,1477,705,329,138,67,32,7,4,5,0,0,0,0,0,0
11750,21851,6791,5401,2934,1506,688,316,137,72,27,14,2,4,0,0,0,0,0,0
11760,21853,6819,5284,3034,1483,704,317,150,60,26,8,4,1,0,0,0,0,0,0
11770,21897,6769,5387,2872,1526,725,304,156,59,29,11,3,3,1,1,0,0,0,0
11780,21991,6658,5352,2908,1545,701,312,168,69,23,13,1,2,0,0,0,0,0,0
11790,21943,6637,5465,2900,1499,746,297,157,53,23,17,4,2,0,0,0,0,0,0
11800,21856,6821,5331,2998,1424,727,326,158,61,30,8,2,0,1,0,0,0,0,0
11810,21932,6711,5389,2923,1474,718,345,148,60,24,13,5,1,0,0,0,0,0,0
11820,21905,6710,5410,2944,1491,675,369,146,55,19,14,5,0,0,0,0,0,0,0
11830,21872,6719,5518,2840,1496,730,320,142,63,28,7,5,2,0,0,1,0,0,0
11840,21892,6736,5416,2927,1470,721,324,156,61,26,9,2,1,1,1,0,0,0,0
11850,21968,6694,5308,2975,1481,712,366,142,59,24,8,6,0,0,0,0,0,0,0
11860,21835,6724,5531,2929,1435,706,355,118,64,31,12,3,0,0,0,0,0,0,0
11870,21912,6663,5495,2938,1425,707,354,142,65,27,9,4,1,0,1,0,0,0,0
11880,21836,6862,5320,2962,1478,707,332,127,68,36,8,5,2,0,0,0,0,0,0
11890,21839,6870,5313,2916,1530,697,328,139,65,29,15,2,0,0,0,0,0,0,0
11900,21844,6822,5369,2959,1418,761,326,140,72,13,11,6,2,0,0,0,0,0,0
11910,21990,6568,5497,2909,1469,705,351,154,59,24,10,4,2,1,0,0,0,0,0
11920,21850,6724,5470,2998,1443,677,325,137,70,37,7,4,1,0,0,0,0,0,0
11930,21874,6700,5481,2914,1487,715,318,163,63,21,4,2,1,0,0,0,0,0,0
11940,21933,6634,5460,2919,1513,701,355,126,67,26,7,1,1,0,0,0,0,0,0
11950,21930,6658,5479,2858,1515,731,319,156,59,25,9,3,1,0,0,0,0,0,0
11960,21899,6741,5399,2917,1486,719,311,179,58,20,7,4,2,1,0,0,0,0,0
11970,21824,6805,5472,2908,1433,715,327,154,58,25,12,7,2,1,0,0,0,0,0
11980,21742,6887,5496,2894,1434,687,368,138,61,23,8,1,2,1,1,0,0,0,0
11990,21928,6810,5248,2951,1513,654,382,152,59,33,8,4,0,1,0,0,0,0,0
12000,21995,6630,5382,2949,1464,728,336,152,63,25,15,2,1,1,0,0,0,0,0
12010,21856,6688,5502,2914,1521,728,306,132,62,20,9,3,1,0,1,0,0,0,0
12020,21865,6752,5431,2957,1426,726,325,169,56,24,7,4,0,1,0,0,0,0,0
12030,21890,6732,5379,2991,1433,732,360,138,52,20,12,2,2,0,0,0,0,0,0
12040,21978,6616,5326,3057,1502,682,341,141,62,28,7,2,0,1,0,0,0,0,0
12050,21969,6724,5317,2930,1449,742,364,137,75,22,9,3,1,1,0,0,0,0,0
12060,21890,6781,5371,2902,1506,707,315,156,74,33,5,2,1,0,0,0,0,0,0
12070,21893,6732,5433,2917,1497,659,337,181,52,26,11,1,1,3,0,0,0,0,0
12080,21905,6765,5326,2951,1489,726,340,139,63,27,9,0,2,1,0,0,0,0,0
12090,21888,6766,5393,2898,1503,703,345,150,48,33,9,5,2,0,0,0,0,0,0
12100,21902,6785,5347,2873,1515,743,335,151,49,27,10,4,2,0,0,0,0,0,0
12110,21889,6724,5427,2904,1537,691,334,132,53,32,13,5,1,1,0,0,0,0,0
12120,21797,6777,5545,2900,1441,688,358,134,67,19,12,3,0,2,0,0,0,0,0
12130,21819,6816,5503,2841,1469,703,330,140,76,31,8,4,3,0,0,0,0,0,0
12140,21892,6783,5319,2910,1540,721,354,137,53,24,7,2,1,0,0,0,0,0,0
12150,21798,6882,5372,2919,1487,692,350,144,64,24,8,1,1,1,0,0,0,0,0
12160,21869,6832,5345,2889,1509,701,323,179,58,25,10,3,0,0,0,0,0,0,0
12170,21922,6746,5340,2944,1452,760,336,140,64,28,5,5,1,0,0,0,0,0,0
12180,21814,6814,5464,2935,1444,653,344,164,71,30,6,3,1,0,0,0,0,0,0
12190,21909,6720,5383,2928,1508,715,347,133,62,27,8,2,1,0,0,0,0,0,0
12200,21812,6787,5452,2947,1490,688,330,131,64,26,9,6,1,0,0,0,0,0,0
12210,21840,6823,5333,3016,1443,710,323,146,71,26,10,2,0,0,0,0,0,0,0
12220,21912,6721,5341,2984,1499,706,335,151,62,24,5,3,0,0,0,0,0,0,0
12230,21929,6656,5398,2948,1562,710,302,132,60,29,15,2,0,0,0,0,0,0,0
12240,21922,6720,5346,3009,1458,702,314,162,67,26,13,4,0,0,0,0,0,0,0
12250,21901,6768,5361,2895,1540,697,316,161,58,30,11,4,1,0,0,0,0,0,0
12260,21958,6656,5417,2891,1530,713,317,163,52,29,13,3,1,0,0,0,0,0,0
12270,21923,6788,5344,2861,1502,733,317,159,69,36,6,3,0,1,1,0,0,0,0
12280,21909,6696,5448,2941,1471,674,332,160,65,32,13,1,0,1,0,0,0,0,0
12290,21833,6820,5400,2951,1455,707,314,148,70,27,9,7,1,1,0,0,0,0,0
12300,21811,6870,5377,2904,1502,697,328,152,63,20,13,4,2,0,0,0,0,0,0
12310,21794,6819,5503,2876,1440,732,331,144,76,17,8,2,0,1,0,0,0,0,0
12320,21911,6729,5402,2928,1463,719,330,158,60,26,10,6,0,1,0,0,0,0,0
12330,21871,6738,5405,2969,1504,681,326,146,59,28,12,3,1,0,0,0,0,0,0
12340,21884,6741,5429,2849,1559,709,337,136,65,24,5,4,1,0,0,0,0,0,0
12350,21870,6732,5418,2964,1475,717,328,147,53,21,13,3,1,1,0,0,0,0,0
12360,21844,6760,5468,2956,1447,655,352,146,76,24,9,4,2,0,0,0,0,0,0
12370,21889,6711,5470,2896,1462,721,348,157,54,24,7,2,2,0,0,0,0,0,0
12380,21931,6675,5416,2927,1474,758,318,146,60,26,8,3,1,0,0,0,0,0,0
12390,21857,6840,5299,2953,1494,729,335,127,75,22,5,6,1,0,0,0,0,0,0
12400,21922,6661,5432,2940,1516,700,328,140,65,29,6,3,1,0,0,0,0,0,0
12410,22008,6542,5456,2925,1507,742,337,126,58,21,15,3,3,0,0,0,0,0,0
12420,21841,6746,5446,2967,1482,679,350,138,55,23,9,6,1,0,0,0,0,0,0
12430,21894,6710,5459,2913,1491,667,356,148,56,39,6,2,2,0,0,0,0,0,0
12440,21919,6706,5426,2904,1453,758,329,148,63,22,8,5,2,0,0,0,0,0,0
12450,21906,6724,5419,2917,1436,761,336,152,50,28,7,5,2,0,0,0,0,0,0
12460,21912,6712,5360,3001,1473,712,322,153,56,25,11,3,2,1,0,0,0,0,0
12470,21833,6767,5433,2939,1473,750,325,129,59,26,7,2,0,0,0,0,0,0,0
12480,21855,6757,5427,2984,1444,684,332,150,69,26,11,2,2,0,0,0,0,0,0
12490,21777,6823,5479,2966,1434,694,304,160,61,31,9,3,2,0,0,0,0,0,0
12500,21814,6808,5433,3003,1367,731,351,127,66,29,6,5,2,0,1,0,0,0,0
12510,21851,6784,5392,2959,1459,722,337,143,55,29,7,3,1,1,0,0,0,0,0
12520,21798,6853,5396,2968,1435,709,331,153,63,27,8,0,1,1,0,0,0,0,0
12530,21760,6841,5528,2890,1450,694,334,138,66,24,10,5,2,1,0,0,0,0,0
12540,21891,6765,5416,2868,1468,744,344,145,71,18,6,3,4,0,0,0,0,0,0
12550,21913,6748,5366,2900,1515,710,342,155,53,25,11,3,2,0,0,0,0,0,0
12560,21926,6665,5446,2993,1412,697,337,147,77,28,11,3,1,0,0,0,0,0,0
12570,21850,6766,5461,2929,1434,707,357,121,76,26,11,4,1,0,0,0,0,0,0
12580,21870,6785,5371,2923,1520,712,316,138,61,25,16,2,3,0,1,0,0,0,0
12590,21949,6669,5362,2986,1500,691,342,134,69,24,12,4,0,0,0,1,0,0,0
12600,21856,6736,5508,2862,1521,708,287,151,57,36,12,7,1,1,0,0,0,0,0
12610,21832,6829,5418,2889,1513,657,335,158,71,25,12,3,1,0,0,0,0,0,0
12620,21845,6730,5498,2895,1504,699,347,126,52,33,11,2,1,0,0,0,0,0,0
12630,21846,6707,5499,2933,1518,696,298,137,67,28,8,3,1,1,1,0,0,0,0
12640,21887,6763,5388,2910,1484,722,342,161,52,18,9,3,4,0,0,0,0,0,0
12650,21871,6716,5499,2881,1488,703,338,151,56,24,8,6,2,0,0,0,0,0,0
12660,21858,6674,5540,2942,1463,694,323,151,61,21,10,3,3,0,0,0,0,0,0
12670,21920,6737,5368,2944,1432,759,333,144,69,23,6,6,2,0,0,0,0,0,0
12680,21996,6592,5364,3008,1506,709,311,158,53,33,9,2,1,1,0,0,0,0,0
12690,21817,6804,5434,2963,1473,665,324,158,57,28,14,5,1,0,0,0,0,0,0
12700,21906,6728,5441,2898,1455,712,332,170,62,18,14,5,2,0,0,0,0,0,0
12710,21954,6671,5410,2930,1463,705,358,146,63,27,11,3,1,1,0,0,0,0,0
12720,21908,6679,5430,2968,1470,738,299,136,75,22,13,4,1,0,0,0,0,0,0
12730,21893,6752,5370,2909,1551,696,324,146,64,24,10,3,0,1,0,0,0,0,0
12740,21889,6686,5468,2907,1507,741,312,132,55,32,11,3,0,0,0,0,0,0,0
12750,21891,6738,5391,2921,1498,735,326,147,71,16,5,2,2,0,0,0,0,0,0
12760,21936,6662,5391,3005,1451,710,341,142,67,28,8,2,0,0,0,0,0,0,0
12770,21909,6702,5419,2919,1502,736,306,150,56,25,12,6,0,1,0,0,0,0,0
12780,21888,6804,5387,2836,1487,754,340,146,57,28,11,3,1,0,1,0,0,0,0
12790,21876,6719,5449,2989,1422,701,326,150,65,31,8,5,0,2,0,0,0,0,0
12800,21815,6883,5347,2906,1535,650,352,149,68,26,8,3,1,0,0,0,0,0,0
12810,21862,6842,5338,2908,1485,715,332,161,61,24,5,8,1,1,0,0,0,0,0
12820,21991,6607,5429,2928,1470,725,337,145,71,27,5,6,1,1,0,0,0,0,0
12830,21911,6619,5542,2911,1493,682,335,142,75,17,11,2,3,0,0,0,0,0,0
12840,21900,6788,5354,2875,1529,715,323,149,64,30,9,6,1,0,0,0,0,0,0
12850,21790,6894,5397,2893,1461,733,322,147,66,27,10,2,0,1,0,0,0,0,0
12860,21819,6766,5486,2948,1457,698,311,148,68,29,8,4,1,0,0,0,0,0,0
12870,21889,6704,5458,2938,1440,767,287,146,72,31,8,2,0,1,0,0,0,0,0
12880,21980,6722,5315,2863,1527,733,350,157,56,25,10,3,2,0,0,0,0,0,0
12890,21890,6815,5304,2923,1520,705,329,163,46,30,10,6,1,0,0,1,0,0,0
12900,21972,6717,5342,2897,1498,713,331,160,65,24,15,7,1,1,0,0,0,0,0
12910,21923,6726,5359,2985,1432,720,344,140,70,31,10,3,0,0,0,0,0,0,0
12920,21926,6781,5317,2948,1458,694,348,164,53,34,11,4,3,2,0,0,0,0,0
12930,21941,6696,5364,2945,1515,705,324,146,61,27,9,8,2,0,0,0,0,0,0
12940,21957,6733,5310,2986,1416,726,353,155,61,25,11,8,2,0,0,0,0,0,0
12950,22074,6662,5212,2952,1502,740,320,168,63,29,11,4,3,2,0,0,1,0,0
12960,21983,6626,5413,2939,1465,743,307,152,68,29,11,6,1,0,0,0,0,0,0
12970,21771,6845,5461,2982,1430,644,362,143,60,24,12,7,2,0,0,0,0,0,0
12980,21941,6667,5368,3033,1446,705,330,140,68,27,15,1,2,0,0,0,0,0,0
12990,21916,6721,5382,2933,1494,722,317,152,65,29,8,3,0,1,0,0,0,0,0
13000,21940,6671,5370,2957,1550,707,295,132,83,22,10,2,4,0,0,0,0,0,0
13010,21905,6734,5338,3015,1468,722,306,149,63,21,14,5,2,0,0,1,0,0,0
13020,21957,6695,5334,2991,1455,712,335,161,60,29,8,3,3,0,0,0,0,0,0
13030,21913,6765,5400,2901,1448,724,317,143,68,41,14,4,3,1,1,0,0,0,0
13040,21833,6782,5541,2832,1456,693,335,153,77,22,11,7,1,0,0,0,0,0,0
13050,21910,6729,5435,2910,1448,695,339,166,70,27,7,6,1,0,0,0,0,0,0
13060,21937,6681,5366,3009,1484,675,338,131,75,29,14,3,0,1,0,0,0,0,0
13070,21843,6771,5477,2891,1483,687,340,138,74,23,10,3,1,1,0,1,0,0,0
13080,21855,6771,5418,2937,1469,719,324,146,63,29,9,3,0,0,0,0,0,0,0
13090,21903,6738,5390,2964,1460,666,354,160,71,29,2,3,2,1,0,0,0,0,0
13100,21735,6874,5466,2950,1441,718,318,150,55,27,7,2,0,0,0,0,0,0,0
13110,21873,6774,5352,2972,1488,717,320,143,62,28,11,3,0,0,0,0,0,0,0
13120,21814,6801,5379,3029,1463,687,339,139,47,29,10,6,0,0,0,0,0,0,0
13130,21806,6800,5414,2995,1505,650,325,136,68,32,7,4,1,0,0,0,0,0,0
13140,21814,6805,5430,2937,1507,683,311,150,62,32,9,2,1,0,0,0,0,0,0
13150,21884,6667,5448,2984,1503,721,309,129,54,26,14,0,4,0,0,0,0,0,0
13160,21890,6689,5458,2957,1458,728,308,153,68,18,10,3,2,1,0,0,0,0,0
13170,21872,6690,5502,2983,1437,667,319,150,84,20,12,5,0,2,0,0,0,0,0
13180,21906,6786,5334,2884,1534,712,323,154,76,27,6,0,0,0,1,0,0,0,0
13190,21908,6748,5374,2938,1479,698,332,155,71,25,9,5,1,0,0,0,0,0,0
13200,21806,6845,5383,2983,1425,728,325,150,63,21,9,2,1,2,0,0,0,0,0
13210,21869,6708,5483,2889,1496,744,338,121,61,18,7,6,2,1,0,0,0,0,0
13220,21944,6708,5326,2983,1483,704,334,162,66,20,9,2,2,0,0,0,0,0,0
13230,21923,6708,5382,2926,1502,722,344,134,59,32,8,3,0,0,0,0,0,0,0
13240,21983,6661,5344,2964,1457,741,334,155,67,27,9,1,0,0,0,0,0,0,0
13250,21890,6707,5394,2982,1503,707,321,141,57,29,9,2,0,1,0,0,0,0,0
13260,21995,6647,5375,2896,1543,692,329,158,58,29,13,5,3,0,0,0,0,0,0
13270,21910,6729,5381,2890,1538,715,339,149,65,16,8,2,1,0,0,0,0,0,0
13280,21913,6687,5395,3030,1446,656,360,145,77,24,7,1,2,0,0,0,0,0,0
13290,21993,6627,5470,2859,1473,693,360,151,67,25,15,7,2,1,0,0,0,0,0
13300,21919,6749,5409,2886,1462,715,323,154,75,36,12,2,0,1,0,0,0,0,0
13310,21964,6749,5299,2921,1518,673,345,147,72,37,13,3,1,1,0,0,0,0,0
13320,21839,6777,5429,2993,1434,659,355,148,69,25,11,3,1,0,0,0,0,0,0
13330,21814,6829,5436,2895,1497,670,357,142,63,25,11,4,0,0,0,0,0,0,0
13340,21828,6762,5448,2981,1458,661,376,138,54,23,10,4,0,0,0,0,0,0,0
13350,21861,6806,5366,2985,1409,724,340,135,71,28,12,4,1,1,0,0,0,0,0
13360,21898,6735,5419,2895,1508,699,328,161,61,23,8,8,0,0,0,0,0,0,0
13370,21885,6801,5344,2958,1436,721,325,159,75,28,9,0,1,0,1,0,0,0,0
13380,21858,6794,5451,2883,1458,688,339,154,71,32,9,4,2,0,0,0,0,0,0
13390,21856,6710,5546,2882,1474,686,316,173,57,28,11,4,0,0,0,0,0,0,0
13400,21920,6675,5432,2924,1508,704,333,145,65,26,10,0,0,1,0,0,0,0,0
13410,21879,6738,5440,2932,1468,685,355,142,55,29,14,5,1,0,0,0,0,0,0
13420,21915,6638,5529,2942,1415,690,347,170,57,24,11,3,2,0,0,0,0,0,0
13430,21869,6708,5460,2940,1497,716,316,135,57,30,10,2,1,2,0,0,0,0,0
13440,21879,6780,5381,2904,1496,737,316,140,68,29,7,4,1,1,0,0,0,0,0
13450,21822,6834,5376,2957,1473,698,347,133,61,27,8,4,3,0,0,0,0,0,0
13460,21829,6783,5471,2925,1475,654,342,165,56,24,10,7,1,1,0,0,0,0,0
13470,21814,6826,5387,2913,1540,704,329,139,56,23,10,2,0,0,0,0,0,0,0
13480,21930,6730,5351,2943,1474,713,355,138,71,27,8,2,1,0,0,0,0,0,0
13490,22025,6612,5340,2936,1533,707,321,162,68,25,8,5,1,0,0,0,0,0,0
13500,21966,6598,5423,3002,1470,721,308,154,55,29,10,5,1,0,1,0,0,0,0
13510,21940,6663,5409,2987,1454,728,308,132,65,31,18,3,4,1,0,0,0,0,0
13520,21953,6630,5443,2959,1491,670,326,164,58,32,8,8,1,0,0,0,0,0,0
13530,21935,6699,5358,2932,1516,733,320,165,53,22,6,3,0,1,0,0,0,0,0
13540,21890,6670,5483,2951,1488,684,324,145,69,23,12,4,0,0,0,0,0,0,0
13550,21821,6714,5605,2855,1477,683,340,149,60,27,8,3,1,0,0,0,0,0,0
13560,21895,6646,5477,2988,1464,682,350,152,62,20,4,3,0,0,0,0,0,0,0
13570,21945,6652,5462,2889,1469,735,339,153,65,21,9,3,1,0,0,0,0,0,0
13580,21878,6791,5379,2884,1503,706,357,157,50,25,10,2,1,0,0,0,0,0,0
13590,21940,6660,5474,2868,1495,706,345,150,68,24,5,5,3,0,0,0,0,0,0
13600,21852,6797,5396,2917,1478,737,328,131,67,22,12,5,1,0,0,0,0,0,0
13610,21774,6873,5420,2923,1454,728,322,165,56,18,5,2,3,0,0,0,0,0,0
13620,21854,6772,5424,2910,1498,702,355,124,67,21,9,6,1,0,0,0,0,0,0
13630,21853,6787,5351,2983,1486,703,344,155,50,18,9,3,1,0,0,0,0,0,0
13640,21968,6702,5289,2964,1536,708,324,131,85,22,8,4,2,0,0,0,0,0,0
13650,21829,6868,5284,2985,1484,733,321,135,71,26,2,3,1,1,0,0,0,0,0
13660,21881,6802,5366,2908,1470,707,339,163,78,21,6,2,0,0,0,0,0,0,0
13670,21886,6711,5430,2957,1421,778,330,138,60,21,9,2,0,0,0,0,0,0,0
13680,21785,6843,5440,2914,1480,712,325,152,59,22,8,2,1,0,0,0,0,0,0
13690,21831,6765,5453,2913,1534,692,308,140,70,28,5,3,0,0,1,0,0,0,0
13700,21912,6695,5373,3042,1457,677,324,145,81,22,10,3,1,1,0,0,0,0,0
13710,21900,6673,5407,3028,1484,684,309,153,71,23,7,2,2,0,0,0,0,0,0
13720,21907,6718,5316,3034,1542,634,335,168,56,20,9,1,1,2,0,0,0,0,0
13730,21874,6775,5407,2915,1474,706,317,175,62,25,10,1,2,0,0,0,0,0,0
13740,21792,6841,5448,2933,1419,733,325,147,69,27,7,2,0,0,0,0,0,0,0
13750,21969,6646,5352,2975,1510,699,353,138,76,14,8,2,0,1,0,0,0,0,0
13760,21825,6766,5416,2990,1510,679,309,153,59,24,7,3,2,0,0,0,0,0,0
13770,21962,6656,5361,2940,1544,697,330,163,65,13,7,4,1,0,0,0,0,0,0
13780,21881,6765,5422,2860,1488,749,339,136,66,28,8,1,0,0,0,0,0,0,0
13790,21941,6659,5454,2899,1477,702,377,134,59,24,14,3,0,0,0,0,0,0,0
13800,21951,6632,5459,2923,1511,670,329,161,65,24,10,4,3,1,0,0,0,0,0
13810,21954,6712,5323,2934,1529,703,332,153,61,30,5,4,2,1,0,0,0,0,0
13820,21867,6772,5409,2921,1490,692,329,159,72,19,8,4,1,0,0,0,0,0,0
13830,21822,6870,5341,2930,1514,698,314,140,65,31,10,5,2,1,0,0,0,0,0
