iteration,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
61010,21898,6724,5398,3000,1425,701,339,146,72,21,14,4,0,1,0,0,0,0,0
61020,21830,6793,5388,2982,1503,650,361,137,66,24,5,3,0,0,1,0,0,0,0
61030,21868,6732,5429,2960,1501,677,321,151,59,27,15,1,1,1,0,0,0,0,0
61040,21955,6629,5457,2880,1518,706,355,152,65,18,6,2,0,0,0,0,0,0,0
61050,21847,6735,5428,2992,1494,698,295,151,65,23,11,2,2,0,0,0,0,0,0
61060,21868,6791,5370,2953,1452,723,329,153,68,24,8,3,1,0,0,0,0,0,0
61070,21870,6755,5477,2876,1458,712,332,146,72,30,12,2,1,0,0,0,0,0,0
61080,21918,6690,5435,2924,1514,667,337,144,64,32,12,3,2,1,0,0,0,0,0
61090,21919,6662,5481,2909,1478,708,326,159,63,25,9,0,0,4,0,0,0,0,0
61100,21858,6742,5471,2929,1460,703,322,148,61,34,13,0,1,1,0,0,0,0,0
61110,21873,6808,5380,2912,1482,667,353,150,79,22,11,4,2,0,0,0,0,0,0
61120,21907,6677,5530,2885,1461,688,321,141,71,42,14,4,2,0,0,0,0,0,0
61130,21887,6676,5557,2871,1445,719,317,162,72,25,6,5,0,1,0,0,0,0,0
61140,21823,6846,5444,2885,1434,691,360,148,65,30,13,1,3,0,0,0,0,0,0
61150,21874,6757,5422,2927,1468,722,305,161,65,24,13,4,1,0,0,0,0,0,0
61160,21803,6845,5473,2851,1458,708,353,160,58,24,2,7,1,0,0,0,0,0,0
61170,21837,6862,5283,2959,1533,714,314,133,68,26,11,3,0,0,0,0,0,0,0
61180,21921,6614,5527,2959,1428,699,337,168,51,20,10,5,2,2,0,0,0,0,0
61190,21966,6617,5396,2951,1540,703,330,150,56,22,7,2,2,0,1,0,0,0,0
61200,21960,6649,5369,2977,1500,722,326,128,67,29,10,6,0,0,0,0,0,0,0
61210,21779,6873,5422,2934,1473,673,328,146,78,23,9,4,1,0,0,0,0,0,0
61220,21907,6741,5357,2975,1470,720,306,157,65,29,13,1,1,0,1,0,0,0,0
61230,21839,6823,5356,2957,1484,678,353,173,53,14,12,0,1,0,0,0,0,0,0
61240,21866,6801,5304,3033,1434,736,325,133,75,24,10,2,0,0,0,0,0,0,0
61250,21925,6695,5395,2969,1507,664,317,142,80,31,11,6,1,0,0,0,0,0,0
61260,21941,6681,5470,2867,1453,702,371,159,61,20,8,8,2,0,0,0,0,0,0
61270,21967,6754,5277,2960,1445,740,314,171,69,25,15,5,1,0,0,0,0,0,0
61280,21934,6715,5342,2939,1518,727,325,145,53,28,11,4,1,1,0,0,0,0,0
61290,21918,6712,5365,2969,1495,717,306,155,65,27,10,3,1,0,0,0,0,0,0
61300,21875,6765,5327,3014,1537,656,313,143,68,26,14,4,0,1,0,0,0,0,0
61310,21983,6654,5388,2948,1423,747,320,171,72,25,8,4,0,0,0,0,0,0,0
61320,21795,6845,5340,3002,1506,696,331,146,52,18,10,2,0,0,0,0,0,0,0
61330,21830,6822,5344,2995,1486,707,314,142,59,30,8,4,1,1,0,0,0,0,0
61340,21949,6725,5305,2956,1476,746,348,144,55,27,6,5,1,0,0,0,0,0,0
61350,21915,6710,5361,2971,1526,683,326,143,66,31,6,5,0,0,0,0,0,0,0
61360,21855,6724,5478,2938,1466,686,359,142,63,19,12,0,1,0,0,0,0,0,0
61370,21889,6713,5440,2913,1504,715,328,136,63,28,10,4,0,0,0,0,0,0,0
61380,21890,6703,5386,3010,1463,741,322,133,58,23,9,4,0,1,0,0,0,0,0
61390,21835,6818,5410,2914,1471,703,352,131,66,29,9,4,1,0,0,0,0,0,0
61400,21899,6744,5380,2888,1558,682,367,130,55,25,10,4,1,0,0,0,0,0,0
61410,21939,6688,5440,2873,1516,663,348,170,73,19,12,0,2,0,0,0,0,0,0
61420,21915,6704,5392,2940,1505,703,343,139,70,18,10,2,1,1,0,0,0,0,0
61430,21874,6783,5351,2979,1463,709,329,147,66,30,10,1,1,0,0,0,0,0,0
61440,21813,6850,5427,2926,1444,649,365,170,55,25,15,3,1,0,0,0,0,0,0
61450,21866,6733,5361,3051,1484,689,322,134,58,33,9,3,0,0,0,0,0,0,0
61460,21840,6794,5431,2925,1444,733,314,169,57,23,6,4,2,1,0,0,0,0,0
61470,21803,6799,5428,2995,1457,690,326,153,48,29,12,3,0,0,0,0,0,0,0
61480,22005,6629,5340,2995,1462,713,340,147,64,32,9,7,0,0,0,0,0,0,0
61490,21931,6713,5367,2932,1489,742,313,157,60,25,6,5,2,1,0,0,0,0,0
61500,21908,6776,5379,2924,1431,735,296,171,78,26,7,8,3,1,0,0,0,0,0
61510,21969,6670,5358,2953,1511,711,296,149,79,33,8,1,5,0,0,0,0,0,0
61520,21849,6799,5433,2877,1521,666,343,142,69,24,10,7,3,0,0,0,0,0,0
61530,21860,6800,5399,2911,1468,702,356,146,60,22,15,4,0,0,0,0,0,0,0
61540,21908,6678,5416,2969,1524,677,331,134,62,25,12,4,3,0,0,0,0,0,0
61550,21855,6761,5405,3017,1423,714,299,157,65,35,5,5,0,2,0,0,0,0,0
61560,21881,6724,5443,2897,1525,692,344,140,58,24,10,2,3,0,0,0,0,0,0
61570,21912,6762,5391,2891,1485,697,345,144,63,26,15,9,3,0,0,0,0,0,0
61580,21827,6841,5409,2896,1459,723,327,158,68,22,8,5,0,0,0,0,0,0,0
61590,21927,6754,5334,2953,1445,734,329,159,67,27,8,6,0,0,0,0,0,0,0
61600,21848,6786,5405,2964,1453,689,369,112,70,32,13,2,0,0,0,0,0,0,0
61610,21847,6781,5449,2879,1512,681,344,149,65,23,6,5,1,1,0,0,0,0,0
61620,21812,6889,5343,2955,1415,739,338,155,57,28,7,3,2,0,0,0,0,0,0
61630,21872,6768,5341,3032,1436,724,320,151,56,29,9,3,2,0,0,0,0,0,0
61640,21858,6801,5399,2910,1506,706,287,155,73,25,13,7,2,1,0,0,0,0,0
61650,21942,6672,5401,2947,1506,685,339,139,66,25,13,7,1,0,0,0,0,0,0
61660,21895,6791,5289,2996,1454,745,334,143,52,27,12,3,1,0,0,0,1,0,0
61670,21999,6662,5303,2966,1544,684,310,153,75,29,13,3,0,2,0,0,0,0,0
61680,21953,6657,5388,2975,1445,760,323,133,64,31,10,3,1,0,0,0,0,0,0
61690,21850,6738,5459,2928,1493,692,347,146,53,27,10,0,0,0,0,0,0,0,0
61700,21869,6796,5314,2993,1479,729,327,133,67,20,9,5,1,1,0,0,0,0,0
61710,21847,6784,5429,2926,1450,734,340,122,67,23,17,3,0,1,0,0,0,0,0
61720,21785,6821,5383,3071,1451,677,309,140,62,25,15,2,1,0,0,1,0,0,0
61730,21838,6778,5475,2922,1443,683,348,148,64,25,11,5,3,0,0,0,0,0,0
61740,21844,6713,5556,2844,1517,697,323,145,71,25,4,2,1,1,0,0,0,0,0
61750,21876,6722,5451,2888,1526,723,329,123,69,20,9,6,0,1,0,0,0,0,0
61760,21787,6772,5532,2895,1503,684,342,146,44,22,10,6,0,0,0,0,0,0,0
61770,21820,6760,5506,2907,1491,698,326,121,60,38,8,5,3,0,0,0,0,0,0
61780,21905,6679,5484,2903,1504,671,333,158,62,29,12,1,2,0,0,0,0,0,0
61790,21950,6643,5386,3003,1442,739,348,143,56,19,9,3,1,1,0,0,0,0,0
61800,21799,6815,5412,2918,1574,689,307,133,57,20,12,5,1,1,0,0,0,0,0
61810,21776,6877,5429,2912,1457,718,325,150,62,22,9,3,2,1,0,0,0,0,0
61820,21800,6730,5539,2939,1487,695,312,153,53,23,11,1,0,0,0,0,0,0,0
61830,21979,6622,5410,2925,1492,726,341,152,58,29,6,3,0,0,0,0,0,0,0
61840,21867,6810,5328,2952,1530,663,342,139,69,28,11,2,1,1,0,0,0,0,0
61850,21771,6820,5581,2833,1458,691,330,144,71,25,16,2,1,0,0,0,0,0,0
61860,21864,6835,5335,2951,1434,719,355,147,60,24,12,5,2,0,0,0,0,0,0
61870,21881,6703,5466,2956,1448,721,323,127,78,23,9,5,1,0,2,0,0,0,0
61880,21820,6775,5520,2877,1459,692,329,181,62,18,9,0,1,0,0,0,0,0,0
61890,21935,6675,5367,3009,1483,703,320,129,77,33,9,2,1,0,0,0,0,0,0
61900,21899,6766,5411,2884,1476,687,358,140,82,25,10,5,0,0,0,0,0,0,0
61910,21916,6751,5347,2927,1492,736,324,148,55,30,12,3,0,2,0,0,0,0,0
61920,21884,6711,5431,3003,1443,681,330,147,65,30,14,3,1,0,0,0,0,0,0
61930,21871,6717,5456,2951,1472,696,328,154,57,27,7,6,1,0,0,0,0,0,0
61940,22090,6569,5276,2995,1489,692,380,145,59,33,9,5,1,0,0,0,0,0,0
61950,21961,6671,5383,2909,1528,709,335,138,63,31,6,7,1,0,1,0,0,0,0
61960,21952,6707,5372,2913,1499,694,342,147,72,30,6,8,1,0,0,0,0,0,0
61970,21819,6824,5404,2958,1445,713,342,129,71,24,5,6,2,1,0,0,0,0,0
61980,21913,6746,5418,2857,1467,740,348,157,55,28,11,3,0,0,0,0,0,0,0
61990,21903,6700,5390,3014,1457,709,323,139,62,30,10,5,0,0,0,0,1,0,0
62000,21868,6799,5380,2913,1471,731,339,134,64,29,9,2,3,1,0,0,0,0,0
62010,21935,6638,5385,3076,1440,687,332,143,63,31,8,4,1,0,0,0,0,0,0
62020,21887,6780,5395,2924,1433,730,322,152,80,28,9,0,0,1,2,0,0,0,0
62030,21914,6753,5260,3056,1491,693,330,146,54,28,13,3,2,0,0,0,0,0,0
62040,21880,6741,5374,2969,1506,703,319,156,62,26,5,2,0,0,0,0,0,0,0
62050,21871,6784,5366,2955,1490,662,362,164,51,22,11,4,1,0,0,0,0,0,0
62060,21961,6664,5357,2977,1520,654,342,167,65,23,9,2,2,0,0,0,0,0,0
62070,21939,6687,5374,2950,1500,703,343,145,60,33,6,3,0,0,0,0,0,0,0
62080,21880,6725,5473,2891,1477,720,337,130,60,33,9,5,2,1,0,0,0,0,0
62090,21741,6848,5530,2905,1452,700,325,148,51,25,11,4,1,1,1,0,0,0,0
62100,21847,6730,5494,2932,1469,690,332,147,63,24,8,3,3,1,0,0,0,0,0
62110,21871,6852,5292,2912,1501,727,348,135,64,28,8,5,0,0,0,0,0,0,0
62120,21823,6803,5431,2904,1492,743,321,124,61,26,5,6,2,1,1,0,0,0,0
62130,21891,6726,5439,2934,1424,735,349,144,71,18,3,4,5,0,0,0,0,0,0
62140,21933,6684,5383,2955,1520,708,301,143,70,29,9,6,2,0,0,0,0,0,0
62150,21817,6831,5406,2953,1471,688,303,165,58,38,9,2,1,0,1,0,0,0,0
62160,21866,6703,5522,2877,1523,701,288,146,72,24,10,8,1,2,0,0,0,0,0
62170,21842,6801,5312,3015,1521,710,313,144,41,27,8,6,3,0,0,0,0,0,0
62180,21865,6686,5475,3010,1470,656,319,150,70,31,7,4,0,0,0,0,0,0,0
62190,21847,6763,5409,2987,1468,711,300,156,60,27,9,3,3,0,0,0,0,0,0
62200,21856,6701,5513,2954,1414,741,313,155,57,23,10,5,1,0,0,0,0,0,0
62210,21897,6755,5337,2966,1492,752,293,149,59,24,12,6,0,1,0,0,0,0,0
62220,21848,6759,5452,2925,1514,672,297,169,60,32,9,6,0,0,0,0,0,0,0
62230,21940,6721,5361,2906,1512,694,349,171,48,28,8,3,2,0,0,0,0,0,0
62240,21865,6781,5382,2915,1523,694,347,136,60,28,8,3,1,0,0,0,0,0,0
62250,21883,6701,5444,2964,1487,694,317,147,68,21,9,6,2,0,0,0,0,0,0
62260,21898,6733,5411,2909,1500,700,341,153,59,25,8,5,1,0,0,0,0,0,0
62270,21981,6572,5443,2976,1502,679,319,180,55,26,5,4,1,0,0,0,0,0,0
62280,21962,6623,5433,2955,1474,692,351,150,61,33,7,2,0,0,0,0,0,0,0
62290,21903,6771,5350,3007,1410,685,331,170,66,25,18,7,0,0,0,0,0,0,0
62300,21913,6699,5437,2918,1468,727,336,140,53,39,8,3,1,1,0,0,0,0,0
62310,21856,6817,5411,2823,1526,746,310,148,68,24,11,2,0,1,0,0,0,0,0
62320,21861,6772,5474,2849,1469,731,332,142,73,27,11,2,0,0,0,0,0,0,0
62330,21912,6799,5289,2974,1440,739,324,160,58,28,13,5,2,0,0,0,0,0,0
62340,21887,6765,5380,2932,1470,731,332,142,63,24,8,7,2,0,0,0,0,0,0
62350,21895,6808,5334,2906,1473,742,327,147,72,24,10,2,0,1,1,1,0,0,0
62360,21969,6675,5409,2896,1450,744,335,148,81,23,7,4,1,0,0,1,0,0,0
62370,21935,6687,5379,2953,1511,704,312,160,62,22,9,9,0,0,0,0,0,0,0
62380,21865,6795,5290,2994,1512,737,332,136,49,21,6,5,0,1,0,0,0,0,0
62390,21849,6771,5380,2968,1500,734,308,140,54,26,6,2,3,2,0,0,0,0,0
62400,21887,6683,5411,3001,1521,687,324,123,63,30,9,1,3,0,0,0,0,0,0
62410,21951,6687,5368,2919,1522,714,334,143,65,25,10,5,0,0,0,0,0,0,0
62420,21857,6820,5369,2938,1447,726,328,144,67,32,12,3,0,0,0,0,0,0,0
62430,21879,6734,5447,2880,1550,667,341,135,65,29,10,4,2,0,0,0,0,0,0
62440,21915,6700,5423,2931,1484,706,322,156,65,25,10,3,3,0,0,0,0,0,0
62450,21879,6692,5502,2907,1490,697,332,144,49,30,14,6,0,1,0,0,0,0,0
62460,21879,6760,5439,2892,1488,672,356,145,65,30,12,4,1,0,0,0,0,0,0
62470,21876,6742,5436,2896,1521,698,325,144,58,30,15,0,1,1,0,0,0,0,0
62480,21859,6751,5410,2982,1465,694,340,139,56,38,7,1,1,0,0,0,0,0,0
62490,21876,6759,5481,2853,1448,715,355,141,72,31,9,2,1,0,0,0,0,0,0
62500,21817,6768,5472,2942,1482,688,341,132,63,24,9,4,0,1,0,0,0,0,0
62510,21832,6785,5435,2950,1457,706,338,141,57,21,13,7,0,1,0,0,0,0,0
62520,21968,6622,5377,3007,1481,709,345,127,70,23,7,4,2,1,0,0,0,0,0
62530,21853,6701,5494,2947,1485,712,300,147,66,29,5,3,1,0,0,0,0,0,0
62540,21804,6798,5456,2943,1466,734,301,143,55,21,12,7,2,1,0,0,0,0,0
62550,21885,6769,5377,2953,1445,730,338,135,72,23,5,8,2,1,0,0,0,0,0
62560,21894,6725,5444,2906,1477,705,323,165,65,27,9,3,0,0,0,0,0,0,0
62570,21812,6832,5378,2961,1469,727,340,123,67,22,8,3,0,1,0,0,0,0,0
62580,21875,6793,5353,2923,1512,712,328,143,63,26,9,3,2,1,0,0,0,0,0
62590,21769,6922,5341,2931,1514,691,337,142,64,19,9,3,0,1,0,0,0,0,0
62600,21888,6672,5447,3011,1454,690,326,166,63,13,7,4,1,1,0,0,0,0,0
62610,21950,6647,5378,2956,1546,701,333,129,69,18,11,3,1,1,0,0,0,0,0
62620,21863,6741,5403,2976,1503,680,345,131,57,32,9,1,2,0,0,0,0,0,0
62630,21860,6713,5430,2960,1524,724,307,132,51,28,9,3,1,1,0,0,0,0,0
62640,21944,6761,5275,2956,1497,711,348,135,70,36,8,0,2,0,0,0,0,0,0
62650,21869,6846,5317,2901,1520,709,321,152,56,30,15,7,0,0,0,0,0,0,0
62660,21817,6816,5391,2969,1493,700,302,148,62,31,11,3,0,0,0,0,0,0,0
62670,21936,6633,5494,2910,1468,718,311,170,70,23,5,4,0,1,0,0,0,0,0
62680,21918,6722,5367,2954,1498,671,369,151,50,32,5,4,1,1,0,0,0,0,0
62690,21886,6651,5474,3001,1452,732,308,145,52,30,9,2,1,0,0,0,0,0,0
62700,21777,6795,5501,2951,1471,690,311,147,62,22,9,4,3,0,0,0,0,0,0
62710,21947,6623,5424,2981,1465,740,315,149,65,28,4,1,0,1,0,0,0,0,0
62720,21861,6769,5366,2942,1548,715,300,147,56,23,12,3,1,0,0,0,0,0,0
62730,21831,6807,5400,2929,1514,711,313,119,71,32,9,4,2,1,0,0,0,0,0
62740,21840,6766,5438,2933,1530,656,324,152,64,23,15,1,0,0,1,0,0,0,0
62750,21804,6768,5464,2996,1449,697,328,141,61,23,7,3,1,1,0,0,0,0,0
62760,21922,6669,5398,2977,1494,713,335,134,65,28,4,2,2,0,0,0,0,0,0
62770,21881,6713,5436,2967,1450,700,358,152,52,21,6,4,3,0,0,0,0,0,0
62780,21907,6757,5314,2987,1538,633,338,162,68,23,12,2,1,1,0,0,0,0,0
62790,21941,6724,5313,2949,1527,689,355,153,56,22,10,2,2,0,0,0,0,0,0
62800,21871,6844,5285,2948,1490,735,319,151,52,27,15,3,2,1,0,0,0,0,0
62810,21990,6606,5454,2851,1522,733,337,150,65,24,8,2,0,1,0,0,0,0,0
62820,22001,6560,5434,2962,1497,732,295,154,60,31,15,1,0,1,0,0,0,0,0
62830,21946,6711,5340,2960,1478,726,333,132,70,35,7,2,1,1,0,0,1,0,0
62840,21907,6748,5376,2941,1447,712,371,136,66,27,9,3,0,0,0,0,0,0,0
62850,21944,6807,5194,2992,1493,722,336,137,69,31,15,2,1,0,0,0,0,0,0
62860,21886,6698,5446,2954,1469,726,311,158,56,27,10,2,0,0,0,0,0,0,0
62870,21953,6677,5409,2922,1450,718,350,163,69,22,9,1,0,0,0,0,0,0,0
62880,21916,6692,5471,2903,1425,737,338,159,67,21,7,5,2,0,0,0,0,0,0
62890,21812,6863,5351,2989,1418,712,349,158,58,20,9,3,1,0,0,0,0,0,0
62900,21897,6739,5473,2854,1465,700,343,162,69,26,10,3,1,1,0,0,0,0,0
62910,21961,6686,5318,2999,1465,720,355,139,60,23,13,4,0,0,0,0,0,0,0
62920,21940,6739,5239,3020,1523,713,323,144,66,28,5,3,0,0,0,0,0,0,0
62930,21999,6593,5385,2953,1524,708,327,159,60,25,6,3,1,0,0,0,0,0,0
62940,21867,6723,5466,2931,1464,701,350,155,48,26,7,2,1,1,1,0,0,0,0
62950,21941,6635,5468,2919,1470,745,321,136,68,24,9,4,1,2,0,0,0,0,0
62960,21961,6658,5359,2963,1513,715,333,143,54,25,14,5,0,0,0,0,0,0,0
62970,21838,6788,5435,2909,1486,732,303,155,55,20,13,7,2,0,0,0,0,0,0
62980,21878,6772,5374,2908,1527,731,318,126,66,23,13,3,4,0,0,0,0,0,0
62990,21861,6796,5377,2972,1435,716,326,150,62,29,15,4,0,0,0,0,0,0,0
63000,21810,6830,5392,3000,1430,692,347,143,61,19,9,5,3,2,0,0,0,0,0
63010,21825,6860,5371,2910,1494,714,316,137,61,39,10,3,1,2,0,0,0,0,0
63020,21801,6791,5443,2955,1519,700,282,150,64,24,7,1,5,0,1,0,0,0,0
63030,21982,6713,5305,2921,1493,709,367,147,74,16,8,4,3,1,0,0,0,0,0
63040,21919,6750,5359,2913,1495,724,318,154,74,22,8,4,3,0,0,0,0,0,0
63050,21865,6755,5414,2975,1447,703,319,160,68,24,8,3,1,1,0,0,0,0,0
63060,21918,6681,5437,2933,1498,690,331,146,65,29,10,3,1,1,0,0,0,0,0
63070,21963,6648,5422,2884,1514,721,351,151,54,20,7,5,2,0,1,0,0,0,0
63080,21940,6673,5305,3048,1518,712,301,138,74,22,10,2,0,0,0,0,0,0,0
63090,21830,6874,5295,2978,1492,678,335,164,61,25,7,2,2,0,0,0,0,0,0
63100,21871,6754,5410,2927,1492,724,315,148,70,17,8,4,2,1,0,0,0,0,0
63110,21894,6766,5357,2953,1498,682,329,148,72,28,12,4,0,0,0,0,0,0,0
63120,21813,6854,5357,2957,1492,720,289,151,67,28,10,3,2,0,0,0,0,0,0
63130,21841,6778,5465,2905,1454,729,307,159,58,33,11,3,0,0,0,0,0,0,0
63140,21805,6898,5366,2904,1460,700,354,155,72,21,4,1,3,0,0,0,0,0,0
63150,21816,6929,5340,2839,1500,702,359,166,59,19,8,4,2,0,0,0,0,0,0
63160,21882,6669,5467,2944,1550,691,291,149,59,25,11,3,2,0,0,0,0,0,0
63170,21842,6729,5447,2997,1467,714,292,151,70,23,8,1,2,0,0,0,0,0,0
63180,21843,6805,5338,2990,1531,665,319,151,57,26,16,2,0,0,0,0,0,0,0
63190,21917,6698,5437,2932,1418,756,331,160,51,29,10,0,4,0,0,0,0,0,0
63200,21890,6722,5406,2942,1510,703,327,135,72,21,11,2,2,0,0,0,0,0,0
63210,21842,6793,5440,2890,1493,709,325,141,67,27,10,5,1,0,0,0,0,0,0
63220,21878,6765,5353,2976,1489,703,339,144,56,24,10,5,1,0,0,0,0,0,0
63230,21797,6822,5461,2903,1519,679,306,144,67,26,11,5,0,2,1,0,0,0,0
63240,21797,6853,5457,2872,1449,720,363,138,49,30,10,2,3,0,0,0,0,0,0
63250,21858,6773,5461,2870,1498,690,336,138,72,36,8,2,1,0,0,0,0,0,0
63260,21862,6793,5417,2889,1480,708,330,162,63,30,5,1,1,0,2,0,0,0,0
63270,21870,6759,5385,2964,1511,681,328,141,53,25,17,9,0,0,0,0,0,0,0
63280,21859,6775,5463,2870,1488,693,350,129,65,29,12,9,1,0,0,0,0,0,0
63290,21826,6786,5467,2939,1434,692,345,161,52,21,14,4,2,0,0,0,0,0,0
63300,21922,6718,5441,2875,1489,694,341,152,59,28,14,4,5,0,1,0,0,0,0
63310,21876,6769,5424,2905,1453,695,379,141,63,26,9,1,2,0,0,0,0,0,0
63320,21967,6591,5458,2888,1555,724,337,123,70,22,2,3,2,0,1,0,0,0,0
63330,21944,6730,5334,2947,1449,769,317,147,61,25,9,6,3,1,1,0,0,0,0
63340,21886,6768,5383,2986,1419,698,331,155,69,31,11,3,1,0,2,0,0,0,0
63350,21899,6725,5423,2911,1494,717,331,129,65,32,10,4,2,1,0,0,0,0,0
63360,21835,6790,5418,2931,1499,708,318,135,63,31,13,2,0,0,0,0,0,0,0
63370,21835,6735,5492,2928,1474,739,305,135,53,31,11,0,4,1,0,0,0,0,0
63380,21960,6692,5404,2902,1447,718,351,165,60,29,9,5,1,0,0,0,0,0,0
63390,21875,6675,5512,2958,1459,692,309,164,52,25,15,3,4,0,0,0,0,0,0
63400,21786,6803,5553,2832,1491,711,322,143,61,23,10,6,1,1,0,0,0,0,0
63410,21938,6652,5436,2936,1485,727,320,151,53,28,12,1,1,2,1,0,0,0,0
63420,21943,6656,5373,3043,1485,635,342,152,71,28,9,2,3,1,0,0,0,0,0
63430,21860,6796,5366,2948,1507,698,312,139,77,24,6,6,2,2,0,0,0,0,0
63440,21961,6664,5389,2915,1516,703,358,141,55,19,12,9,1,0,0,0,0,0,0
63450,21918,6693,5433,2963,1411,736,317,164,68,30,6,2,1,1,0,0,0,0,0
63460,21864,6779,5394,2943,1468,713,324,154,65,24,13,2,0,0,0,0,0,0,0
63470,21904,6676,5440,2943,1524,689,321,140,62,27,15,2,0,0,0,0,0,0,0
63480,21880,6810,5379,2869,1492,716,347,144,57,28,14,4,2,0,1,0,0,0,0
63490,21877,6831,5272,2991,1480,711,332,142,61,22,19,3,1,1,0,0,0,0,0
63500,21872,6723,5440,2971,1442,724,327,141,60,27,9,7,0,0,0,0,0,0,0
63510,21819,6776,5505,2896,1485,692,307,144,73,33,8,3,1,1,0,0,0,0,0
63520,21851,6791,5368,2952,1527,691,324,133,55,34,12,4,1,0,0,0,0,0,0
63530,21803,6851,5361,2991,1465,691,333,149,60,33,4,1,0,1,0,0,0,0,0
63540,21830,6713,5513,2958,1494,656,324,154,71,20,6,4,0,0,0,0,0,0,0
63550,21748,6916,5431,2906,1436,743,323,138,58,26,13,4,1,0,0,0,0,0,0
63560,21791,6832,5416,2939,1505,683,347,143,51,26,8,2,0,0,0,0,0,0,0
63570,21809,6776,5444,3042,1393,697,335,147,62,26,6,5,1,0,0,0,0,0,0
63580,21846,6812,5407,2920,1455,698,341,171,52,28,8,4,1,0,0,0,0,0,0
63590,21899,6706,5423,2898,1544,697,344,148,46,23,8,4,2,1,0,0,0,0,0
63600,21902,6637,5506,2931,1502,691,322,154,64,27,4,3,0,0,0,0,0,0,0
63610,21827,6820,5345,3016,1484,662,348,134,71,23,6,6,1,0,0,0,0,0,0
63620,21897,6736,5383,2952,1496,708,320,135,63,41,9,3,0,0,0,0,0,0,0
63630,21963,6612,5447,2951,1464,723,336,140,68,26,7,3,3,0,0,0,0,0,0
63640,21893,6758,5342,2985,1479,685,361,143,54,29,10,3,1,0,0,0,0,0,0
63650,21957,6687,5335,2997,1481,688,337,154,62,22,18,3,2,0,0,0,0,0,0
63660,21790,6781,5489,2985,1430,708,319,141,58,25,10,6,0,1,0,0,0,0,0
63670,21850,6722,5481,2945,1484,694,329,132,59,31,9,5,2,0,0,0,0,0,0
63680,21870,6819,5329,2957,1425,750,359,141,54,24,11,3,0,1,0,0,0,0,0
63690,21942,6721,5353,2982,1442,684,345,162,56,33,20,3,0,0,0,0,0,0,0
63700,21877,6750,5445,2857,1509,734,324,157,51,24,10,2,2,1,0,0,0,0,0
63710,21855,6822,5384,2875,1511,708,331,160,58,26,7,3,2,1,0,0,0,0,0
63720,21857,6793,5405,2932,1441,712,351,164,47,25,13,1,2,0,0,0,0,0,0
63730,21934,6682,5365,3034,1429,698,345,150,64,33,6,2,1,0,0,0,0,0,0
63740,21912,6681,5381,2954,1573,678,331,144,59,17,8,3,2,0,0,0,0,0,0
63750,21953,6654,5412,2917,1496,723,337,159,59,24,7,2,0,0,0,0,0,0,0
63760,21847,6718,5444,2993,1492,694,318,136,68,21,8,2,1,1,0,0,0,0,0
63770,21916,6727,5340,2998,1469,712,325,159,52,27,14,4,0,0,0,0,0,0,0
63780,21841,6782,5424,2932,1474,728,319,140,64,22,12,3,2,0,0,0,0,0,0
63790,21903,6750,5386,2926,1442,742,341,160,52,30,9,1,1,0,0,0,0,0,0
63800,21959,6665,5439,2903,1455,719,333,157,64,32,11,3,3,0,0,0,0,0,0
63810,21860,6830,5373,2909,1437,735,354,139,60,29,12,3,1,0,1,0,0,0,0
63820,21855,6676,5554,2912,1490,679,327,154,60,20,11,3,1,1,0,0,0,0,0
63830,21879,6768,5388,2915,1533,681,314,148,78,24,10,4,0,1,0,0,0,0,0
63840,21899,6797,5358,2859,1529,708,332,154,59,33,11,2,1,0,1,0,0,0,0
63850,21931,6768,5300,2928,1515,733,311,137,69,31,13,5,1,1,0,0,0,0,0
63860,21891,6719,5462,2899,1468,723,319,153,72,24,9,1,1,2,0,0,0,0,0
63870,21900,6773,5376,2933,1455,671,374,157,58,30,9,7,0,0,0,0,0,0,0
63880,21936,6719,5385,2935,1460,694,352,144,73,25,13,5,1,1,0,0,0,0,0
63890,21930,6688,5404,2959,1473,693,348,136,63,30,14,3,1,0,1,0,0,0,0
63900,21983,6651,5370,2945,1464,716,362,162,55,21,10,2,2,0,0,0,0,0,0
63910,21897,6638,5496,2960,1508,683,310,144,68,21,14,3,1,0,0,0,0,0,0
63920,21884,6698,5445,3015,1396,744,307,137,71,30,12,2,1,1,0,0,0,0,0
63930,21904,6715,5412,2946,1489,674,343,150,73,26,7,4,0,0,0,0,0,0,0
63940,21868,6778,5392,2916,1476,767,297,138,70,29,8,3,1,0,0,0,0,0,0
63950,21858,6751,5413,2981,1448,713,343,142,51,32,5,5,0,1,0,0,0,0,0
63960,21884,6818,5358,2902,1459,708,338,173,62,26,9,4,2,0,0,0,0,0,0
63970,22025,6722,5233,2860,1582,712,349,154,62,29,10,3,1,1,0,0,0,0,0
63980,21863,6807,5385,2910,1478,711,336,145,64,27,9,5,1,2,0,0,0,0,0
63990,21844,6839,5388,2908,1467,692,339,151,79,20,6,7,3,0,0,0,0,0,0
64000,21799,6871,5459,2835,1497,684,348,128,71,30,14,6,0,1,0,0,0,0,0
64010,21901,6701,5529,2785,1498,754,329,145,59,25,9,5,3,0,0,0,0,0,0
64020,21791,6853,5379,2925,1562,675,319,143,61,23,8,4,0,0,0,0,0,0,0
64030,21897,6678,5479,2932,1477,671,347,169,63,24,5,0,0,1,0,0,0,0,0
