iteration,systemTime-ms,numObservedEntities,logLikelihood,aggDist-IREG,aggDist-SESSO,aggDist-ANASCI,aggDist-STUDIO,aggDist-PAR,aggDist-STACIV,aggDist-PERC,aggDist-CFDIC,recDistortion-0,recDistortion-1,recDistortion-2,recDistortion-3,recDistortion-4,recDistortion-5,recDistortion-6,recDistortion-7,recDistortion-8
8420,1540811599375,17877,-5.755081077e+05,7433,550,164,344,34,170,232,62,31037,8426,277,3,0,0,0,0,0
8430,1540811603666,17860,-5.756894602e+05,7526,575,135,278,73,118,263,69,30976,8499,266,2,0,0,0,0,0
8440,1540811608742,17848,-5.762820415e+05,7588,642,139,309,66,133,271,68,30831,8614,292,6,0,0,0,0,0
8450,1540811612877,17835,-5.768683601e+05,7524,677,145,337,61,156,339,74,30763,8649,329,2,0,0,0,0,0
8460,1540811618054,17813,-5.758153420e+05,7504,633,127,330,46,123,297,82,30898,8550,293,2,0,0,0,0,0
8470,1540811622260,17837,-5.757151695e+05,7640,595,142,265,52,114,275,77,30854,8621,265,3,0,0,0,0,0
8480,1540811627326,17843,-5.759857907e+05,7569,620,141,281,55,167,287,67,30846,8609,286,2,0,0,0,0,0
8490,1540811631339,17800,-5.749443056e+05,7457,531,152,278,60,104,283,66,31065,8428,247,3,0,0,0,0,0
8500,1540811637724,17896,-5.757334799e+05,7568,559,140,242,59,113,279,107,30974,8478,284,7,0,0,0,0,0
8510,1540811641860,17893,-5.753387174e+05,7606,550,134,250,59,124,302,68,30934,8531,272,6,0,0,0,0,0
8520,1540811646668,17912,-5.741421504e+05,7413,575,107,281,52,114,267,70,31130,8350,260,3,0,0,0,0,0
8530,1540811650916,17929,-5.741474564e+05,7411,547,118,264,39,123,248,79,31186,8289,264,4,0,0,0,0,0
8540,1540811656023,17862,-5.745746026e+05,7374,569,158,259,57,115,242,91,31165,8298,273,7,0,0,0,0,0
8550,1540811660154,17825,-5.755032138e+05,7559,579,154,271,58,142,246,82,30914,8573,250,6,0,0,0,0,0
8560,1540811665599,17871,-5.753898734e+05,7571,511,138,244,61,128,294,108,30953,8526,263,1,0,0,0,0,0
8570,1540811669810,17856,-5.746348006e+05,7459,518,129,261,70,131,316,79,31051,8424,265,3,0,0,0,0,0
8580,1540811674897,17874,-5.754438811e+05,7439,558,137,313,65,145,311,90,30991,8451,297,3,1,0,0,0,0
8590,1540811678848,17871,-5.760076326e+05,7558,644,147,281,60,149,261,90,30871,8559,308,5,0,0,0,0,0
8600,1540811685129,17770,-5.760565213e+05,7502,607,134,340,41,150,331,72,30882,8553,300,8,0,0,0,0,0
8610,1540811689269,17814,-5.771098671e+05,7723,642,136,292,51,140,295,86,30687,8753,297,6,0,0,0,0,0
8620,1540811694178,17790,-5.764413659e+05,7624,589,151,296,57,165,264,65,30839,8605,292,6,1,0,0,0,0
8630,1540811698451,17767,-5.764591990e+05,7562,628,158,319,58,147,325,74,30791,8639,307,6,0,0,0,0,0
8640,1540811703609,17826,-5.755228705e+05,7412,573,161,303,45,155,286,64,31023,8447,267,6,0,0,0,0,0
8650,1540811707808,17951,-5.753580375e+05,7328,628,116,354,58,124,336,70,31046,8383,312,1,1,0,0,0,0
8660,1540811712999,17815,-5.762405746e+05,7556,553,135,286,48,172,359,59,30861,8598,282,2,0,0,0,0,0
8670,1540811717200,17760,-5.765557981e+05,7666,569,123,310,60,160,375,66,30706,8752,278,7,0,0,0,0,0
8680,1540811722301,17795,-5.774164390e+05,7694,653,135,322,58,136,364,98,30601,8829,308,5,0,0,0,0,0
8690,1540811726298,17779,-5.772513124e+05,7644,666,143,295,59,155,345,82,30668,8767,302,6,0,0,0,0,0
8700,1540811732623,17740,-5.761396322e+05,7485,623,173,289,56,154,325,73,30865,8581,294,3,0,0,0,0,0
8710,1540811736745,17795,-5.756802091e+05,7458,593,148,249,70,165,311,60,30977,8483,278,5,0,0,0,0,0
8720,1540811741630,17806,-5.751008203e+05,7428,617,139,258,68,145,290,87,31011,8435,294,3,0,0,0,0,0
8730,1540811745967,17926,-5.746277756e+05,7312,602,107,304,56,155,304,81,31079,8408,255,1,0,0,0,0,0
8740,1540811751039,17792,-5.753868674e+05,7323,602,127,308,47,192,296,71,31056,8409,277,1,0,0,0,0,0
8750,1540811755177,17821,-5.743487757e+05,7407,543,87,280,43,144,292,94,31109,8383,246,5,0,0,0,0,0
8760,1540811760449,17858,-5.749433869e+05,7448,586,109,278,72,121,276,83,31050,8414,278,1,0,0,0,0,0
8770,1540811764607,17884,-5.757860463e+05,7515,660,117,288,63,121,292,83,30888,8575,276,4,0,0,0,0,0
8780,1540811769711,17781,-5.761526197e+05,7537,562,128,302,54,176,330,89,30878,8555,307,3,0,0,0,0,0
8790,1540811773699,17792,-5.754845239e+05,7427,582,141,296,62,136,272,87,31004,8480,254,5,0,0,0,0,0
8800,1540811780013,17812,-5.757836885e+05,7547,642,127,296,51,118,310,89,30861,8590,287,4,1,0,0,0,0
8810,1540811784127,17928,-5.757730767e+05,7428,653,137,318,61,99,380,85,30897,8539,299,8,0,0,0,0,0
8820,1540811789353,17786,-5.758243386e+05,7333,649,157,313,61,141,305,87,31004,8436,299,4,0,0,0,0,0
8830,1540811793627,17892,-5.755654551e+05,7337,597,135,335,47,133,350,74,31060,8366,309,8,0,0,0,0,0
8840,1540811798489,17784,-5.755249537e+05,7404,623,126,325,73,147,272,77,31011,8424,301,7,0,0,0,0,0
8850,1540811802744,17895,-5.756083561e+05,7448,626,151,283,55,146,301,74,30955,8493,294,1,0,0,0,0,0
8860,1540811808161,17837,-5.753887107e+05,7584,577,113,282,63,129,252,75,30942,8531,266,4,0,0,0,0,0
8870,1540811812284,17834,-5.758077361e+05,7627,564,124,278,50,138,264,103,30880,8581,279,3,0,0,0,0,0
8880,1540811817415,17900,-5.760172444e+05,7588,566,142,290,51,111,300,90,30899,8557,280,7,0,0,0,0,0
8890,1540811821384,17932,-5.742641567e+05,7394,525,150,247,50,120,290,54,31137,8382,224,0,0,0,0,0,0
8900,1540811827779,17857,-5.757875930e+05,7734,592,123,273,46,136,236,78,30782,8707,252,1,1,0,0,0,0
8910,1540811831904,17833,-5.749441475e+05,7501,579,133,235,61,151,238,91,31014,8473,252,4,0,0,0,0,0
8920,1540811837130,17895,-5.766572897e+05,7650,632,146,252,55,149,330,97,30759,8661,319,4,0,0,0,0,0
8930,1540811841425,17810,-5.771963902e+05,7698,688,150,280,59,140,304,67,30680,8746,311,6,0,0,0,0,0
8940,1540811846561,17813,-5.771215695e+05,7746,615,147,281,65,179,294,75,30667,8755,316,5,0,0,0,0,0
8950,1540811850713,17779,-5.774415957e+05,7713,614,154,314,47,156,286,85,30671,8781,285,6,0,0,0,0,0
8960,1540811855958,17820,-5.764434212e+05,7700,601,142,306,64,124,284,89,30727,8724,290,2,0,0,0,0,0
8970,1540811860172,17835,-5.759935345e+05,7452,552,156,325,53,163,316,72,30959,8480,303,1,0,0,0,0,0
8980,1540811865258,17837,-5.759789672e+05,7538,576,148,341,57,132,282,77,30897,8544,299,3,0,0,0,0,0
8990,1540811869230,17848,-5.762605149e+05,7580,569,103,318,57,197,295,66,30866,8571,304,2,0,0,0,0,0
9000,1540811875487,17840,-5.753891317e+05,7455,552,135,346,49,118,289,81,31005,8456,277,5,0,0,0,0,0
9010,1540811879620,17853,-5.754267306e+05,7437,592,146,340,40,144,265,76,31001,8448,291,2,1,0,0,0,0
9020,1540811884894,17931,-5.747463691e+05,7357,566,130,335,62,128,277,108,31079,8368,293,3,0,0,0,0,0
9030,1540811889135,17840,-5.752790685e+05,7325,660,139,277,42,175,284,79,31038,8431,272,2,0,0,0,0,0
9040,1540811894190,17800,-5.751501223e+05,7361,633,106,295,69,138,276,82,31066,8394,283,0,0,0,0,0,0
9050,1540811898432,17825,-5.748791691e+05,7422,604,101,285,46,145,243,81,31078,8407,254,4,0,0,0,0,0
9060,1540811903744,17924,-5.747683750e+05,7297,587,125,330,70,124,281,77,31153,8293,293,4,0,0,0,0,0
9070,1540811907893,17937,-5.742621994e+05,7178,623,128,317,68,120,239,86,31266,8198,276,3,0,0,0,0,0
9080,1540811912962,17958,-5.745044462e+05,7135,597,157,322,58,147,254,73,31262,8223,254,4,0,0,0,0,0
9090,1540811916924,17971,-5.744358134e+05,7197,592,137,326,64,196,215,71,31233,8223,286,1,0,0,0,0,0
9100,1540811923202,17872,-5.751866749e+05,7384,529,137,330,58,160,310,108,31013,8448,278,4,0,0,0,0,0
9110,1540811927316,17829,-5.757659153e+05,7559,499,120,303,58,150,301,84,30933,8550,256,4,0,0,0,0,0
9120,1540811932623,17917,-5.753952639e+05,7474,496,141,369,63,149,247,67,31034,8419,283,7,0,0,0,0,0
9130,1540811937061,17870,-5.745385291e+05,7293,520,159,365,56,124,252,75,31157,8329,256,1,0,0,0,0,0
9140,1540811942289,17884,-5.747163026e+05,7293,528,140,319,65,108,316,102,31150,8320,268,5,0,0,0,0,0
9150,1540811946318,17939,-5.743408587e+05,7282,503,172,322,47,117,276,61,31230,8249,261,3,0,0,0,0,0
9160,1540811951607,17805,-5.744958724e+05,7365,547,150,267,49,130,313,77,31095,8400,246,2,0,0,0,0,0
9170,1540811955749,17904,-5.744068132e+05,7279,560,131,338,49,148,265,84,31158,8321,259,5,0,0,0,0,0
9180,1540811960826,17803,-5.752486137e+05,7428,510,127,331,56,141,280,98,31040,8441,256,6,0,0,0,0,0
9190,1540811964783,17847,-5.765494382e+05,7675,523,124,361,66,144,349,59,30735,8722,279,7,0,0,0,0,0
9200,1540811970681,17794,-5.758497546e+05,7549,509,127,299,67,135,325,104,30924,8524,294,1,0,0,0,0,0
9210,1540811974793,17802,-5.750656550e+05,7539,444,124,329,49,122,271,105,31009,8490,239,5,0,0,0,0,0
9220,1540811980096,17830,-5.746749200e+05,7205,489,127,370,50,146,346,70,31222,8243,274,4,0,0,0,0,0
9230,1540811984401,17927,-5.758181126e+05,7400,552,166,311,73,151,354,74,30956,8499,282,6,0,0,0,0,0
9240,1540811989467,17860,-5.749898084e+05,7370,473,178,291,58,120,304,86,31124,8360,257,2,0,0,0,0,0
9250,1540811993690,17909,-5.749517400e+05,7291,472,143,338,56,160,318,76,31184,8270,283,6,0,0,0,0,0
9260,1540811999008,17829,-5.754336016e+05,7404,504,182,301,56,122,295,93,31071,8390,279,3,0,0,0,0,0
9270,1540812003151,17877,-5.751108067e+05,7408,513,143,327,69,120,262,111,31053,8428,261,1,0,0,0,0,0
9280,1540812008303,17857,-5.742674495e+05,7263,498,161,307,47,108,317,77,31213,8286,240,4,0,0,0,0,0
9290,1540812012309,17925,-5.748569886e+05,7479,438,167,288,42,87,308,73,31121,8365,254,3,0,0,0,0,0
9300,1540812018677,17840,-5.762653262e+05,7603,515,162,297,48,147,315,103,30833,8632,276,2,0,0,0,0,0
9310,1540812022883,17914,-5.760138083e+05,7651,493,158,277,54,129,276,74,30900,8581,256,5,1,0,0,0,0
9320,1540812028180,17855,-5.747332527e+05,7579,445,139,245,36,120,253,112,31046,8466,230,1,0,0,0,0,0
9330,1540812032455,17891,-5.748011050e+05,7605,454,145,246,44,141,190,115,31051,8447,242,3,0,0,0,0,0
9340,1540812037578,17878,-5.744589364e+05,7422,429,161,300,60,145,232,66,31184,8307,248,4,0,0,0,0,0
9350,1540812041754,17879,-5.753541496e+05,7488,507,166,306,59,125,319,86,30990,8454,295,4,0,0,0,0,0
9360,1540812046974,17951,-5.755010411e+05,7533,515,149,348,50,113,276,97,30929,8550,261,3,0,0,0,0,0
9370,1540812051141,17889,-5.756091662e+05,7513,475,165,323,45,144,284,92,30997,8455,287,4,0,0,0,0,0
9380,1540812055820,17911,-5.759995805e+05,7519,484,196,319,55,132,255,82,30979,8492,266,6,0,0,0,0,0
9390,1540812059808,17897,-5.748273127e+05,7455,518,210,294,64,114,236,74,31062,8400,278,3,0,0,0,0,0
9400,1540812065743,17907,-5.752648038e+05,7473,480,176,340,61,142,228,90,31055,8392,290,6,0,0,0,0,0
9410,1540812069997,17932,-5.745270073e+05,7445,510,161,292,60,133,249,70,31076,8418,245,4,0,0,0,0,0
9420,1540812075308,17891,-5.752891654e+05,7504,549,143,269,53,156,286,63,30998,8472,269,3,1,0,0,0,0
9430,1540812079537,17870,-5.757895892e+05,7667,504,142,280,76,115,297,96,30856,8600,284,3,0,0,0,0,0
9440,1540812084818,17796,-5.773294025e+05,7794,562,146,301,65,128,325,84,30642,8802,295,3,1,0,0,0,0
9450,1540812089626,17760,-5.776552874e+05,7768,571,160,384,50,131,290,81,30615,8824,301,3,0,0,0,0,0
9460,1540812094829,17921,-5.765650706e+05,7645,627,141,336,66,113,268,81,30744,8721,278,0,0,0,0,0,0
9470,1540812098953,17826,-5.767167776e+05,7804,560,147,339,62,148,282,72,30652,8772,315,4,0,0,0,0,0
9480,1540812104031,17899,-5.752822560e+05,7493,552,161,323,48,120,267,61,31000,8465,274,4,0,0,0,0,0
9490,1540812108050,17927,-5.759291441e+05,7625,596,136,302,53,146,249,89,30833,8626,282,2,0,0,0,0,0
9500,1540812114405,17856,-5.749085978e+05,7527,534,145,284,45,132,290,61,30999,8471,272,1,0,0,0,0,0
9510,1540812118489,17918,-5.748579702e+05,7452,538,145,259,47,151,297,72,31040,8450,248,5,0,0,0,0,0
9520,1540812123782,17857,-5.753329013e+05,7440,578,168,263,49,112,302,88,31014,8462,263,4,0,0,0,0,0
9530,1540812128051,17877,-5.750918530e+05,7509,509,135,319,63,141,246,86,31023,8436,280,4,0,0,0,0,0
9540,1540812133138,17941,-5.756156393e+05,7443,573,141,376,44,102,284,67,31025,8410,304,4,0,0,0,0,0
9550,1540812137368,17830,-5.767501873e+05,7755,520,164,402,53,94,263,92,30697,8756,283,7,0,0,0,0,0
9560,1540812142640,17804,-5.753636274e+05,7605,481,155,326,56,111,256,76,30934,8556,249,4,0,0,0,0,0
9570,1540812146778,17893,-5.750872103e+05,7557,556,154,304,42,113,279,65,30926,8566,249,2,0,0,0,0,0
9580,1540812151898,17875,-5.760416778e+05,7546,488,134,365,39,121,343,99,30920,8517,300,6,0,0,0,0,0
9590,1540812155878,17928,-5.755272808e+05,7532,522,138,352,50,121,316,78,30921,8541,275,6,0,0,0,0,0
9600,1540812162399,17865,-5.752784644e+05,7592,507,148,279,49,91,299,74,30962,8525,254,2,0,0,0,0,0
9610,1540812166552,17902,-5.765371832e+05,7799,493,154,317,42,111,333,70,30728,8716,294,5,0,0,0,0,0
9620,1540812171741,17858,-5.760574165e+05,7628,518,165,297,45,105,302,76,30906,8545,285,7,0,0,0,0,0
9630,1540812176033,17792,-5.765554856e+05,7638,530,141,305,54,144,295,80,30852,8599,288,4,0,0,0,0,0
9640,1540812181144,17903,-5.740693978e+05,7408,473,153,262,47,151,264,83,31169,8309,263,2,0,0,0,0,0
9650,1540812185307,17900,-5.763200801e+05,7531,565,153,346,66,141,285,70,30892,8552,292,7,0,0,0,0,0
9660,1540812190548,17924,-5.763616302e+05,7499,490,148,366,52,131,346,105,30896,8563,278,6,0,0,0,0,0
9670,1540812194626,17790,-5.762041940e+05,7638,475,129,344,49,141,343,96,30820,8634,286,3,0,0,0,0,0
9680,1540812199765,17825,-5.749738349e+05,7394,513,155,251,56,116,361,59,31111,8360,271,1,0,0,0,0,0
9690,1540812203779,17897,-5.741741514e+05,7367,443,142,272,85,108,283,99,31212,8266,262,3,0,0,0,0,0
9700,1540812210125,17895,-5.737274592e+05,7430,392,128,308,45,114,311,77,31193,8297,251,2,0,0,0,0,0
9710,1540812214278,17908,-5.744793185e+05,7587,401,116,302,57,93,289,79,31037,8489,216,1,0,0,0,0,0
9720,1540812219530,17842,-5.756763482e+05,7722,419,139,287,39,104,347,76,30878,8605,252,8,0,0,0,0,0
9730,1540812223759,17853,-5.751672362e+05,7595,417,152,248,38,115,342,82,31021,8458,261,3,0,0,0,0,0
9740,1540812228931,17894,-5.758712591e+05,7652,419,152,295,51,135,316,85,30895,8595,249,4,0,0,0,0,0
9750,1540812233028,17860,-5.759898178e+05,7689,438,151,309,64,129,353,86,30819,8632,289,3,0,0,0,0,0
9760,1540812238226,17792,-5.760700669e+05,7663,420,137,307,53,114,418,82,30857,8585,294,7,0,0,0,0,0
9770,1540812242386,17917,-5.762317427e+05,7724,380,148,330,67,110,326,80,30846,8631,264,2,0,0,0,0,0
9780,1540812247072,18022,-5.753410321e+05,7584,408,147,328,67,127,313,71,30966,8513,260,4,0,0,0,0,0
9790,1540812251073,17875,-5.746695053e+05,7580,375,148,305,47,116,290,64,31072,8418,252,1,0,0,0,0,0
9800,1540812257122,17897,-5.745998826e+05,7514,421,150,284,61,121,285,76,31092,8391,259,1,0,0,0,0,0
9810,1540812261222,17864,-5.751782977e+05,7449,441,160,310,55,137,295,94,31048,8452,240,3,0,0,0,0,0
9820,1540812266063,17895,-5.745994262e+05,7475,482,149,301,45,128,261,68,31092,8396,253,1,1,0,0,0,0
9830,1540812270328,17907,-5.748568382e+05,7287,539,181,364,52,106,287,84,31130,8327,285,1,0,0,0,0,0
9840,1540812275366,17925,-5.746224975e+05,7230,506,138,337,56,137,331,91,31194,8276,269,4,0,0,0,0,0
9850,1540812279576,17856,-5.764220110e+05,7659,539,163,343,44,136,315,66,30798,8630,311,3,1,0,0,0,0
9860,1540812284815,17875,-5.774899652e+05,7662,504,165,371,64,132,310,112,30707,8756,276,4,0,0,0,0,0
9870,1540812288990,17882,-5.757456016e+05,7584,487,159,350,73,153,286,98,30863,8574,302,4,0,0,0,0,0
9880,1540812294073,17890,-5.770297011e+05,7742,458,149,337,46,141,321,91,30729,8746,265,3,0,0,0,0,0
9890,1540812298051,17815,-5.765216570e+05,7725,561,124,315,43,131,302,86,30717,8772,247,7,0,0,0,0,0
9900,1540812305348,17782,-5.752512585e+05,7562,483,142,322,40,128,311,80,30921,8577,244,1,0,0,0,0,0
9910,1540812309442,17765,-5.764629282e+05,7724,522,160,325,64,147,292,80,30727,8721,292,3,0,0,0,0,0
9920,1540812314664,17824,-5.755333176e+05,7677,480,152,340,49,124,265,83,30870,8581,287,5,0,0,0,0,0
9930,1540812318958,17724,-5.760298789e+05,7815,462,167,315,44,107,265,87,30749,8730,260,4,0,0,0,0,0
9940,1540812324020,17872,-5.763450958e+05,7809,468,157,319,62,127,257,71,30737,8747,254,5,0,0,0,0,0
9950,1540812328240,17767,-5.779775279e+05,8008,499,170,328,53,139,272,109,30471,8969,300,3,0,0,0,0,0
9960,1540812333208,17902,-5.761677860e+05,7860,469,167,269,39,131,257,74,30744,8734,263,2,0,0,0,0,0
9970,1540812337353,17781,-5.768048241e+05,7779,560,154,302,64,121,305,94,30648,8813,280,2,0,0,0,0,0
9980,1540812342401,17949,-5.761434861e+05,7667,469,164,335,45,138,303,98,30801,8673,261,8,0,0,0,0,0
9990,1540812346466,17883,-5.754396781e+05,7456,550,142,336,52,124,311,75,31009,8426,304,4,0,0,0,0,0
10000,1540812352807,17881,-5.763974873e+05,7566,572,171,303,62,108,312,98,30859,8581,298,5,0,0,0,0,0
10010,1540812357017,17875,-5.753941201e+05,7348,633,148,321,74,103,286,80,31042,8412,286,3,0,0,0,0,0
10020,1540812362253,17858,-5.755182093e+05,7580,551,118,300,75,123,263,75,30929,8548,261,5,0,0,0,0,0
10030,1540812366704,17820,-5.756540989e+05,7663,575,116,316,50,99,252,114,30835,8633,273,2,0,0,0,0,0
10040,1540812371948,17967,-5.749373360e+05,7518,486,143,267,61,93,296,82,31028,8489,221,5,0,0,0,0,0
10050,1540812376132,17830,-5.747251196e+05,7392,546,133,262,60,121,352,70,31057,8441,240,5,0,0,0,0,0
10060,1540812381362,17791,-5.756161798e+05,7435,643,170,232,66,136,294,89,30976,8474,288,5,0,0,0,0,0
10070,1540812385514,17929,-5.744324247e+05,7223,538,191,224,41,131,301,127,31244,8228,265,6,0,0,0,0,0
10080,1540812390549,17909,-5.738380941e+05,7277,488,152,230,52,136,297,50,31344,8119,277,3,0,0,0,0,0
10090,1540812394530,17944,-5.741291891e+05,7513,541,132,211,51,92,291,72,31111,8366,261,5,0,0,0,0,0
10100,1540812400864,18002,-5.745178446e+05,7448,473,132,212,59,131,301,83,31149,8350,243,1,0,0,0,0,0
10110,1540812404937,17952,-5.737839123e+05,7390,482,139,253,63,133,282,74,31193,8292,251,6,1,0,0,0,0
10120,1540812410194,17788,-5.753169404e+05,7431,618,126,283,49,140,304,85,31002,8451,285,5,0,0,0,0,0
10130,1540812414416,17864,-5.752094572e+05,7451,515,136,307,53,136,300,72,31058,8404,277,4,0,0,0,0,0
10140,1540812419531,17907,-5.746859503e+05,7347,572,131,295,52,134,301,74,31127,8326,290,0,0,0,0,0,0
10150,1540812423709,17971,-5.755648158e+05,7297,556,124,350,59,135,323,101,31092,8363,282,6,0,0,0,0,0
10160,1540812428954,17926,-5.742479821e+05,7279,481,124,307,48,145,282,82,31251,8240,248,4,0,0,0,0,0
10170,1540812433121,17888,-5.743068772e+05,7288,518,116,319,55,153,287,70,31201,8281,258,3,0,0,0,0,0
10180,1540812438177,17891,-5.748414030e+05,7377,540,120,288,62,129,307,96,31111,8346,285,1,0,0,0,0,0
10190,1540812442145,17867,-5.762573041e+05,7528,608,141,327,66,146,239,88,30879,8590,269,5,0,0,0,0,0
10200,1540812448470,18018,-5.747084549e+05,7407,591,102,337,59,151,239,64,31089,8361,290,3,0,0,0,0,0
10210,1540812452563,17807,-5.759522670e+05,7484,574,148,337,65,128,300,112,30900,8542,297,4,0,0,0,0,0
10220,1540812457758,17878,-5.758309968e+05,7526,532,120,314,65,121,361,86,30916,8535,286,6,0,0,0,0,0
10230,1540812462082,17860,-5.757118261e+05,7536,590,128,323,51,125,255,104,30922,8533,285,3,0,0,0,0,0
10240,1540812466790,17861,-5.752943292e+05,7616,556,113,291,61,106,262,77,30930,8548,261,4,0,0,0,0,0
10250,1540812470953,17886,-5.756013400e+05,7579,538,129,269,85,123,294,83,30908,8574,257,4,0,0,0,0,0
10260,1540812475824,17886,-5.751308338e+05,7479,559,126,269,45,114,317,70,31049,8411,281,2,0,0,0,0,0
10270,1540812480156,17930,-5.749647730e+05,7389,550,145,275,70,120,346,66,31046,8438,254,5,0,0,0,0,0
10280,1540812485285,17886,-5.748182070e+05,7454,549,136,269,67,99,297,79,31065,8407,270,1,0,0,0,0,0
10290,1540812489289,17894,-5.750929821e+05,7388,538,143,288,56,126,304,80,31095,8376,269,3,0,0,0,0,0
10300,1540812495629,17821,-5.750946227e+05,7461,506,135,295,72,126,273,71,31058,8434,248,3,0,0,0,0,0
10310,1540812499792,18006,-5.733385690e+05,7219,478,128,251,67,112,295,70,31372,8122,249,0,0,0,0,0,0
10320,1540812505047,17967,-5.738503639e+05,7400,477,138,233,52,111,272,90,31201,8313,227,2,0,0,0,0,0
10330,1540812509352,17965,-5.754313183e+05,7611,507,120,240,61,157,285,93,30975,8468,294,6,0,0,0,0,0
10340,1540812514427,17857,-5.753259498e+05,7496,496,129,249,62,119,361,94,31027,8431,280,5,0,0,0,0,0
10350,1540812518613,17974,-5.746423393e+05,7483,451,147,301,57,129,304,71,31061,8424,255,3,0,0,0,0,0
10360,1540812523775,17884,-5.752931082e+05,7607,476,147,257,45,112,308,81,30962,8531,248,2,0,0,0,0,0
10370,1540812527960,17834,-5.754860354e+05,7483,522,161,236,52,142,337,83,31019,8435,286,3,0,0,0,0,0
10380,1540812533045,17831,-5.761499761e+05,7523,569,188,253,76,134,288,82,30944,8488,308,3,0,0,0,0,0
10390,1540812537064,17990,-5.753606445e+05,7577,546,142,269,64,127,285,69,30937,8539,261,6,0,0,0,0,0
10400,1540812543055,17884,-5.748752938e+05,7559,535,132,292,46,126,245,63,31008,8474,259,2,0,0,0,0,0
10410,1540812547167,17852,-5.749849720e+05,7449,587,149,278,53,159,257,79,31021,8436,284,1,1,0,0,0,0
10420,1540812551968,17866,-5.754708528e+05,7401,594,147,297,38,140,271,106,31033,8430,276,4,0,0,0,0,0
10430,1540812556212,17806,-5.761435642e+05,7490,570,147,297,45,159,319,75,30930,8527,283,3,0,0,0,0,0
10440,1540812561288,17777,-5.757782916e+05,7496,576,169,293,63,137,267,96,30959,8475,305,4,0,0,0,0,0
10450,1540812565429,17817,-5.761749902e+05,7582,546,172,286,52,153,279,92,30874,8584,277,8,0,0,0,0,0
10460,1540812570667,17820,-5.747501265e+05,7413,462,163,319,51,127,312,99,31058,8428,253,4,0,0,0,0,0
10470,1540812574807,17731,-5.755965892e+05,7564,486,168,282,54,123,289,72,30963,8527,248,5,0,0,0,0,0
10480,1540812579898,17859,-5.753967423e+05,7442,557,174,296,61,142,328,61,30991,8446,303,3,0,0,0,0,0
10490,1540812583850,17943,-5.758477073e+05,7427,508,198,310,51,137,339,71,31032,8386,320,5,0,0,0,0,0
10500,1540812590081,17843,-5.758472262e+05,7496,549,155,324,39,136,285,93,30954,8507,276,6,0,0,0,0,0
10510,1540812594210,17801,-5.756205373e+05,7530,497,167,322,46,98,308,75,31008,8428,306,1,0,0,0,0,0
10520,1540812599420,17791,-5.756761717e+05,7477,516,177,331,47,108,311,83,30981,8480,276,6,0,0,0,0,0
10530,1540812603712,17878,-5.762129493e+05,7532,454,170,315,46,154,357,83,30935,8512,289,7,0,0,0,0,0
10540,1540812608793,17849,-5.761343458e+05,7646,466,163,311,50,112,336,96,30846,8617,277,3,0,0,0,0,0
10550,1540812612985,17868,-5.761820778e+05,7624,569,156,301,61,133,299,88,30796,8670,270,7,0,0,0,0,0
10560,1540812618256,17829,-5.759463114e+05,7713,522,101,323,64,110,257,98,30824,8650,269,0,0,0,0,0,0
10570,1540812622450,17899,-5.754710499e+05,7639,503,133,291,47,115,289,89,30896,8591,253,3,0,0,0,0,0
10580,1540812627119,17775,-5.756706627e+05,7611,574,120,255,57,113,268,75,30922,8569,252,0,0,0,0,0,0
10590,1540812631097,17821,-5.763686562e+05,7745,611,118,324,63,120,288,77,30699,8750,286,8,0,0,0,0,0
10600,1540812637415,17835,-5.763091685e+05,7689,536,127,326,60,139,303,91,30783,8652,305,3,0,0,0,0,0
10610,1540812641570,17755,-5.758766586e+05,7648,531,135,356,50,120,275,82,30840,8611,290,2,0,0,0,0,0
10620,1540812646781,17872,-5.751829509e+05,7384,551,149,348,37,139,331,65,31014,8456,271,2,0,0,0,0,0
10630,1540812651088,17812,-5.755260662e+05,7425,499,177,305,50,160,349,85,30993,8453,294,3,0,0,0,0,0
10640,1540812656154,17806,-5.756653752e+05,7423,542,192,309,56,136,302,86,31020,8402,319,2,0,0,0,0,0
10650,1540812661253,17893,-5.756042481e+05,7481,639,152,284,50,136,338,86,30888,8548,303,4,0,0,0,0,0
10660,1540812666456,17856,-5.751972186e+05,7450,561,153,254,45,146,304,82,31035,8422,285,1,0,0,0,0,0
10670,1540812670688,17856,-5.759402549e+05,7493,544,150,275,59,174,320,80,30949,8498,291,5,0,0,0,0,0
10680,1540812675775,17863,-5.750431678e+05,7378,569,135,293,50,118,320,94,31076,8379,286,2,0,0,0,0,0
10690,1540812679809,17838,-5.755385455e+05,7400,612,148,301,56,139,286,87,30997,8467,275,4,0,0,0,0,0
10700,1540812686158,17791,-5.761486302e+05,7588,620,120,293,54,123,325,95,30822,8628,289,4,0,0,0,0,0
10710,1540812690268,17813,-5.755864195e+05,7524,521,130,332,63,111,298,85,30952,8521,267,3,0,0,0,0,0
10720,1540812695468,17897,-5.759713889e+05,7525,542,125,334,58,134,333,89,30901,8547,292,3,0,0,0,0,0
10730,1540812699801,17897,-5.753915712e+05,7458,593,136,301,37,127,318,65,31013,8427,301,2,0,0,0,0,0
10740,1540812704882,17773,-5.755497083e+05,7670,584,141,289,46,145,263,67,30850,8585,304,4,0,0,0,0,0
10750,1540812709081,17878,-5.759689780e+05,7539,581,160,304,43,130,285,91,30910,8535,296,2,0,0,0,0,0
