iteration,0,1,2,3,4,5,6,7,8,9,10
42360,159295,141564,136282,10054,861,69,8,1,0,0,0
42370,159294,141533,136333,10050,844,72,7,1,0,0,0
42380,159284,141573,136279,10069,858,63,7,1,0,0,0
42390,159262,141570,136354,10021,853,64,9,1,0,0,0
42400,159304,141472,136433,9993,853,70,8,1,0,0,0
42410,159235,141623,136322,10039,837,68,8,2,0,0,0
42420,159231,141664,136272,10031,862,61,11,2,0,0,0
42430,159253,141627,136297,10006,869,74,7,1,0,0,0
42440,159260,141668,136190,10071,863,72,9,1,0,0,0
42450,159261,141643,136218,10094,829,79,8,2,0,0,0
42460,159245,141684,136199,10061,863,76,5,1,0,0,0
42470,159262,141643,136231,10051,869,69,8,1,0,0,0
42480,159308,141594,136210,10064,875,71,11,1,0,0,0
42490,159254,141626,136284,10030,859,73,7,1,0,0,0
42500,159306,141543,136329,9988,883,74,10,1,0,0,0
42510,159333,141530,136249,10075,865,72,9,1,0,0,0
42520,159319,141519,136311,10044,857,72,11,1,0,0,0
42530,159310,141504,136359,10028,849,73,10,1,0,0,0
42540,159293,141589,136256,10055,853,73,14,1,0,0,0
42550,159330,141538,136253,10066,857,77,12,1,0,0,0
42560,159326,141468,136407,9981,865,74,12,1,0,0,0
42570,159351,141477,136308,10048,866,72,11,1,0,0,0
42580,159378,141425,136331,10057,853,77,12,1,0,0,0
42590,159311,141533,136311,10044,840,84,10,1,0,0,0
42600,159337,141482,136323,10069,829,82,11,1,0,0,0
42610,159387,141427,136298,10076,859,77,8,2,0,0,0
42620,159400,141370,136369,10051,860,73,9,2,0,0,0
42630,159421,141343,136367,10051,869,71,11,1,0,0,0
42640,159418,141370,136322,10073,867,72,11,1,0,0,0
42650,159349,141471,136313,10059,864,65,12,1,0,0,0
42660,159364,141431,136337,10072,848,71,11,0,0,0,0
42670,159376,141399,136346,10095,843,64,11,0,0,0,0
42680,159395,141338,136412,10075,832,73,9,0,0,0,0
42690,159425,141309,136411,10045,865,67,11,1,0,0,0
42700,159336,141452,136378,10037,850,71,10,0,0,0,0
42710,159373,141354,136454,10038,830,72,13,0,0,0,0
42720,159356,141378,136472,10004,831,82,11,0,0,0,0
42730,159426,141279,136431,10097,813,78,10,0,0,0,0
42740,159400,141281,136517,10017,840,66,13,0,0,0,0
42750,159402,141325,136427,10067,824,76,13,0,0,0,0
42760,159402,141312,136476,10011,845,72,15,1,0,0,0
42770,159420,141278,136484,10021,843,75,13,0,0,0,0
42780,159371,141371,136456,10006,836,79,11,4,0,0,0
42790,159389,141310,136499,10017,832,76,10,1,0,0,0
42800,159407,141290,136496,10013,840,75,13,0,0,0,0
42810,159357,141351,136521,9985,832,70,18,0,0,0,0
42820,159370,141352,136456,10050,825,67,13,1,0,0,0
42830,159383,141319,136505,10020,810,78,18,1,0,0,0
42840,159341,141364,136534,9979,830,71,15,0,0,0,0
42850,159370,141323,136526,10001,829,70,15,0,0,0,0
42860,159387,141259,136601,9981,816,74,16,0,0,0,0
42870,159356,141349,136542,9953,842,78,14,0,0,0,0
42880,159393,141342,136443,10025,838,79,14,0,0,0,0
42890,159402,141240,136589,9997,820,71,15,0,0,0,0
42900,159442,141227,136478,10105,791,74,17,0,0,0,0
42910,159441,141163,136597,10047,806,68,12,0,0,0,0
42920,159447,141170,136576,10053,800,75,13,0,0,0,0
42930,159495,141032,136702,10026,790,74,15,0,0,0,0
42940,159489,141034,136727,9991,807,71,15,0,0,0,0
42950,159485,141003,136808,9951,791,78,18,0,0,0,0
42960,159464,141028,136809,9954,785,78,16,0,0,0,0
42970,159486,141044,136721,9995,793,79,16,0,0,0,0
42980,159466,141073,136737,9952,813,79,14,0,0,0,0
42990,159438,141124,136706,9967,809,79,11,0,0,0,0
43000,159400,141188,136690,9954,817,74,11,0,0,0,0
43010,159380,141266,136589,10005,809,71,14,0,0,0,0
43020,159356,141273,136642,9984,788,77,11,2,1,0,0
43030,159321,141276,136749,9891,809,77,11,0,0,0,0
43040,159355,141257,136665,9996,762,83,16,0,0,0,0
43050,159347,141259,136707,9931,793,86,11,0,0,0,0
43060,159301,141314,136722,9911,801,73,10,2,0,0,0
43070,159312,141348,136642,9921,828,72,10,1,0,0,0
43080,159329,141271,136714,9933,809,70,6,2,0,0,0
43090,159312,141303,136704,9933,801,67,13,1,0,0,0
43100,159297,141360,136647,9940,805,74,9,1,0,1,0
43110,159290,141364,136657,9937,799,76,10,0,0,1,0
43120,159243,141393,136731,9879,810,68,9,0,1,0,0
43130,159282,141347,136710,9914,791,82,6,1,1,0,0
43140,159270,141368,136701,9911,802,70,11,1,0,0,0
43150,159282,141338,136708,9941,777,80,7,1,0,0,0
43160,159299,141278,136773,9924,773,78,7,2,0,0,0
43170,159265,141381,136684,9928,792,73,9,2,0,0,0
43180,159266,141358,136718,9927,779,74,11,1,0,0,0
43190,159278,141315,136752,9935,768,79,6,1,0,0,0
43200,159261,141320,136791,9913,764,75,9,0,1,0,0
43210,159230,141390,136740,9919,779,65,11,0,0,0,0
43220,159219,141440,136685,9931,777,69,13,0,0,0,0
43230,159236,141399,136689,9973,758,69,9,1,0,0,0
43240,159209,141469,136678,9889,814,64,11,0,0,0,0
43250,159225,141408,136743,9887,787,73,11,0,0,0,0
43260,159261,141383,136689,9922,797,73,9,0,0,0,0
43270,159237,141422,136687,9912,793,70,11,2,0,0,0
43280,159240,141495,136537,9974,808,69,11,0,0,0,0
43290,159209,141528,136570,9949,784,81,13,0,0,0,0
43300,159207,141492,136620,9958,771,72,14,0,0,0,0
43310,159207,141532,136544,9987,778,75,11,0,0,0,0
43320,159197,141574,136503,9973,809,70,7,1,0,0,0
43330,159243,141489,136538,9984,792,81,5,2,0,0,0
43340,159231,141521,136481,10037,786,72,6,0,0,0,0
43350,159235,141476,136569,9985,792,67,9,0,1,0,0
43360,159234,141445,136642,9934,801,69,9,0,0,0,0
43370,159232,141474,136610,9926,804,82,6,0,0,0,0
43380,159212,141495,136609,9944,791,73,10,0,0,0,0
43390,159219,141478,136600,9984,777,61,14,1,0,0,0
43400,159240,141440,136640,9935,800,65,14,0,0,0,0
43410,159297,141357,136640,9957,801,70,12,0,0,0,0
43420,159275,141357,136713,9903,800,75,10,1,0,0,0
43430,159247,141435,136616,9972,780,74,9,1,0,0,0
43440,159270,141378,136662,9954,788,74,8,0,0,0,0
43450,159259,141403,136655,9933,807,68,9,0,0,0,0
43460,159231,141404,136709,9926,794,63,6,1,0,0,0
43470,159205,141420,136761,9876,803,62,7,0,0,0,0
43480,159254,141376,136703,9936,790,67,7,1,0,0,0
43490,159281,141411,136565,9998,804,67,8,0,0,0,0
43500,159335,141260,136711,9945,806,69,8,0,0,0,0
43510,159331,141283,136681,9951,811,70,7,0,0,0,0
43520,159312,141358,136607,9957,816,77,7,0,0,0,0
43530,159292,141378,136628,9935,819,73,9,0,0,0,0
43540,159273,141410,136603,9959,811,71,7,0,0,0,0
43550,159264,141452,136561,9950,833,66,8,0,0,0,0
43560,159233,141488,136598,9906,823,76,10,0,0,0,0
43570,159171,141538,136663,9855,838,61,8,0,0,0,0
43580,159226,141490,136606,9903,832,68,8,1,0,0,0
43590,159258,141373,136738,9856,835,67,7,0,0,0,0
43600,159225,141459,136670,9873,830,67,9,1,0,0,0
43610,159266,141427,136626,9899,831,76,9,0,0,0,0
43620,159259,141430,136649,9862,861,62,11,0,0,0,0
43630,159285,141370,136689,9859,856,65,10,0,0,0,0
43640,159188,141520,136666,9839,847,67,7,0,0,0,0
43650,159234,141426,136703,9871,824,66,7,3,0,0,0
43660,159246,141436,136643,9901,839,61,8,0,0,0,0
43670,159252,141393,136715,9872,827,63,12,0,0,0,0
43680,159208,141470,136710,9831,836,67,12,0,0,0,0
43690,159203,141446,136746,9844,822,62,11,0,0,0,0
43700,159235,141384,136789,9814,842,60,9,0,1,0,0
43710,159188,141500,136710,9815,848,62,10,1,0,0,0
43720,159209,141440,136736,9849,835,57,7,0,1,0,0
43730,159220,141402,136771,9850,825,58,6,2,0,0,0
43740,159265,141299,136871,9797,822,66,14,0,0,0,0
43750,159296,141259,136852,9815,843,60,9,0,0,0,0
43760,159307,141276,136787,9850,845,61,7,1,0,0,0
43770,159330,141266,136763,9843,856,67,9,0,0,0,0
43780,159349,141205,136817,9841,847,66,9,0,0,0,0
43790,159341,141197,136857,9823,835,72,9,0,0,0,0
43800,159342,141208,136853,9798,852,68,13,0,0,0,0
43810,159377,141138,136885,9808,838,78,10,0,0,0,0
43820,159342,141180,136916,9764,841,81,9,1,0,0,0
43830,159358,141164,136903,9774,847,75,12,1,0,0,0
43840,159350,141176,136882,9805,838,72,10,1,0,0,0
43850,159375,141171,136820,9842,845,69,12,0,0,0,0
43860,159371,141166,136839,9836,837,77,7,1,0,0,0
43870,159360,141159,136884,9807,845,70,8,0,1,0,0
43880,159379,141108,136908,9829,834,70,5,1,0,0,0
43890,159363,141141,136898,9822,827,76,6,1,0,0,0
43900,159417,141068,136897,9829,842,69,12,0,0,0,0
43910,159397,141154,136785,9879,833,78,6,1,1,0,0
43920,159333,141201,136893,9786,831,76,13,1,0,0,0
43930,159333,141207,136902,9751,847,84,8,2,0,0,0
43940,159342,141178,136893,9819,809,81,12,0,0,0,0
43950,159370,141163,136829,9871,816,76,8,0,1,0,0
43960,159342,141250,136750,9878,830,74,10,0,0,0,0
43970,159332,141266,136738,9897,813,80,7,1,0,0,0
43980,159337,141235,136794,9860,821,76,10,1,0,0,0
43990,159319,141307,136712,9877,831,81,6,1,0,0,0
44000,159317,141294,136752,9858,818,81,13,1,0,0,0
44010,159285,141345,136746,9843,819,86,8,2,0,0,0
44020,159327,141324,136665,9891,836,84,6,1,0,0,0
44030,159322,141284,136742,9872,833,68,13,0,0,0,0
44040,159341,141250,136750,9883,824,77,9,0,0,0,0
44050,159384,141196,136733,9914,815,82,10,0,0,0,0
44060,159359,141287,136629,9943,828,80,8,0,0,0,0
44070,159369,141218,136728,9919,807,83,10,0,0,0,0
44080,159309,141342,136678,9879,841,76,8,1,0,0,0
44090,159347,141276,136692,9909,816,84,8,1,1,0,0
44100,159404,141208,136660,9947,819,87,9,0,0,0,0
44110,159392,141205,136726,9883,826,89,12,1,0,0,0
44120,159416,141189,136660,9946,833,85,5,0,0,0,0
44130,159398,141199,136700,9906,846,78,6,1,0,0,0
44140,159379,141213,136717,9907,829,84,5,0,0,0,0
44150,159366,141259,136649,9961,809,82,8,0,0,0,0
44160,159342,141304,136636,9943,825,75,9,0,0,0,0
44170,159351,141244,136722,9919,809,81,8,0,0,0,0
44180,159306,141359,136619,9960,799,85,6,0,0,0,0
44190,159325,141311,136678,9904,832,77,7,0,0,0,0
44200,159406,141140,136793,9871,835,79,10,0,0,0,0
44210,159386,141252,136624,9951,831,83,7,0,0,0,0
44220,159390,141178,136749,9904,829,75,8,1,0,0,0
44230,159399,141146,136792,9872,844,74,7,0,0,0,0
44240,159369,141209,136765,9861,844,80,6,0,0,0,0
44250,159333,141276,136726,9880,839,70,10,0,0,0,0
44260,159368,141229,136717,9897,843,72,8,0,0,0,0
44270,159356,141249,136699,9923,825,75,6,1,0,0,0
44280,159345,141260,136732,9871,843,74,8,1,0,0,0
44290,159326,141301,136674,9937,814,74,8,0,0,0,0
44300,159348,141216,136810,9841,834,72,12,1,0,0,0
44310,159353,141256,136714,9890,834,79,7,1,0,0,0
44320,159309,141346,136645,9924,835,65,9,1,0,0,0
44330,159282,141393,136656,9875,846,73,8,1,0,0,0
44340,159346,141263,136722,9885,830,78,8,2,0,0,0
44350,159367,141194,136796,9849,849,70,8,1,0,0,0
44360,159390,141172,136796,9833,857,74,11,1,0,0,0
44370,159421,141112,136795,9888,833,75,9,1,0,0,0
44380,159400,141184,136746,9862,851,80,9,2,0,0,0
44390,159406,141155,136766,9878,846,71,10,2,0,0,0
44400,159402,141156,136753,9921,815,75,10,2,0,0,0
44410,159407,141127,136806,9880,831,72,7,3,1,0,0
44420,159430,141135,136727,9916,844,71,11,0,0,0,0
44430,159433,141127,136737,9914,838,74,9,1,1,0,0
44440,159466,141043,136799,9907,831,81,6,1,0,0,0
44450,159481,141024,136776,9950,815,80,8,0,0,0,0
44460,159499,141034,136704,9984,834,71,7,1,0,0,0
44470,159502,140998,136770,9947,835,77,5,0,0,0,0
44480,159495,140994,136799,9926,842,72,6,0,0,0,0
44490,159458,141003,136880,9891,820,74,8,0,0,0,0
44500,159428,141071,136817,9928,815,68,6,0,0,1,0
44510,159424,141090,136801,9922,818,70,9,0,0,0,0
44520,159368,141172,136814,9878,817,78,7,0,0,0,0
44530,159387,141209,136713,9892,851,73,9,0,0,0,0
44540,159354,141254,136690,9923,841,65,7,0,0,0,0
44550,159348,141211,136809,9855,826,74,11,0,0,0,0
44560,159311,141296,136762,9847,826,83,9,0,0,0,0
44570,159315,141324,136676,9907,831,73,8,0,0,0,0
44580,159346,141265,136705,9900,839,71,8,0,0,0,0
44590,159280,141378,136679,9885,825,79,8,0,0,0,0
44600,159344,141270,136724,9862,847,80,7,0,0,0,0
44610,159337,141298,136691,9871,850,81,6,0,0,0,0
44620,159388,141193,136740,9888,833,87,5,0,0,0,0
44630,159324,141292,136731,9866,830,84,7,0,0,0,0
44640,159367,141249,136715,9861,849,83,9,1,0,0,0
44650,159402,141191,136704,9903,849,80,5,0,0,0,0
44660,159406,141180,136714,9901,850,75,8,0,0,0,0
44670,159342,141241,136791,9822,851,82,4,1,0,0,0
44680,159343,141249,136779,9818,858,81,6,0,0,0,0
44690,159344,141204,136860,9795,841,81,7,2,0,0,0
44700,159285,141308,136811,9807,839,77,7,0,0,0,0
44710,159349,141292,136683,9864,854,84,8,0,0,0,0
44720,159383,141228,136695,9896,839,86,7,0,0,0,0
44730,159428,141126,136754,9896,848,72,10,0,0,0,0
44740,159468,141056,136793,9867,865,79,6,0,0,0,0
44750,159481,141001,136844,9876,850,75,7,0,0,0,0
44760,159484,141011,136840,9851,860,79,8,1,0,0,0
44770,159489,140989,136848,9875,851,73,8,1,0,0,0
44780,159459,141063,136777,9908,849,72,5,1,0,0,0
44790,159496,140993,136807,9912,846,73,7,0,0,0,0
44800,159464,141029,136831,9891,834,76,9,0,0,0,0
44810,159448,141099,136740,9936,814,91,6,0,0,0,0
44820,159471,141051,136773,9925,818,86,10,0,0,0,0
44830,159437,141124,136718,9938,835,72,10,0,0,0,0
44840,159441,141107,136762,9876,873,67,8,0,0,0,0
44850,159445,141113,136746,9884,861,78,6,1,0,0,0
44860,159433,141148,136711,9903,847,86,5,1,0,0,0
44870,159384,141211,136734,9861,855,82,7,0,0,0,0
44880,159367,141209,136762,9876,835,77,8,0,0,0,0
44890,159427,141100,136808,9863,856,75,5,0,0,0,0
44900,159460,141038,136829,9880,841,82,4,0,0,0,0
44910,159439,141032,136876,9878,835,69,4,1,0,0,0
44920,159485,141004,136833,9858,885,64,5,0,0,0,0
44930,159431,141084,136820,9875,845,69,10,0,0,0,0
44940,159449,141069,136795,9897,842,76,6,0,0,0,0
44950,159450,141054,136827,9871,856,67,9,0,0,0,0
44960,159465,141002,136873,9879,836,71,6,2,0,0,0
44970,159491,141002,136803,9916,841,73,7,1,0,0,0
44980,159478,140965,136934,9822,849,79,5,2,0,0,0
44990,159508,140970,136812,9928,833,75,7,1,0,0,0
45000,159446,141064,136811,9897,832,77,5,2,0,0,0
45010,159437,141112,136747,9921,831,76,9,1,0,0,0
45020,159490,141000,136823,9895,839,77,8,2,0,0,0
45030,159520,140957,136819,9910,838,83,7,0,0,0,0
45040,159522,141024,136697,9944,860,78,9,0,0,0,0
45050,159475,141032,136826,9855,855,82,8,1,0,0,0
45060,159432,141096,136804,9882,828,82,8,2,0,0,0
45070,159442,141149,136677,9938,835,81,12,0,0,0,0
45080,159423,141108,136784,9914,818,78,9,0,0,0,0
45090,159433,141083,136828,9871,824,85,9,1,0,0,0
45100,159466,141006,136844,9929,804,73,12,0,0,0,0
45110,159415,141112,136802,9895,825,77,8,0,0,0,0
45120,159454,141108,136699,9961,823,81,8,0,0,0,0
45130,159486,141059,136715,9951,832,83,7,1,0,0,0
45140,159455,141119,136681,9967,819,82,11,0,0,0,0
45150,159401,141109,136831,9906,799,79,9,0,0,0,0
45160,159454,141057,136807,9896,833,79,8,0,0,0,0
45170,159456,141086,136713,9996,795,76,10,2,0,0,0
45180,159431,141061,136880,9837,835,79,10,1,0,0,0
45190,159443,141093,136775,9913,813,82,15,0,0,0,0
45200,159421,141121,136767,9921,816,77,10,1,0,0,0
45210,159404,141150,136748,9934,815,72,11,0,0,0,0
45220,159401,141197,136680,9941,829,78,8,0,0,0,0
45230,159456,141142,136634,9985,828,77,12,0,0,0,0
45240,159433,141155,136703,9898,859,74,11,1,0,0,0
45250,159492,141007,136824,9863,860,78,10,0,0,0,0
45260,159435,141074,136849,9835,859,72,9,1,0,0,0
45270,159447,141119,136723,9916,840,75,12,2,0,0,0
45280,159400,141210,136691,9892,855,71,14,1,0,0,0
45290,159439,141169,136649,9940,850,76,10,1,0,0,0
45300,159444,141103,136752,9914,832,77,12,0,0,0,0
45310,159432,141180,136632,9963,843,75,9,0,0,0,0
45320,159415,141183,136675,9935,844,72,10,0,0,0,0
45330,159416,141175,136664,9976,822,71,10,0,0,0,0
45340,159438,141172,136626,9975,843,68,11,1,0,0,0
45350,159381,141277,136580,9982,828,77,9,0,0,0,0
45360,159362,141249,136688,9929,819,76,11,0,0,0,0
45370,159425,141176,136657,9955,837,75,7,2,0,0,0
45380,159393,141200,136693,9931,839,69,9,0,0,0,0
45390,159414,141111,136797,9908,821,77,6,0,0,0,0
45400,159440,141029,136865,9920,795,75,10,0,0,0,0
45410,159417,141073,136845,9911,808,74,6,0,0,0,0
45420,159442,141064,136805,9928,808,78,9,0,0,0,0
45430,159457,141036,136809,9939,813,69,11,0,0,0,0
45440,159518,140920,136865,9924,830,70,7,0,0,0,0
45450,159528,140936,136826,9926,833,75,9,1,0,0,0
45460,159539,140897,136866,9926,814,81,11,0,0,0,0
45470,159484,140993,136842,9902,826,77,8,2,0,0,0
45480,159471,141001,136867,9880,830,72,12,1,0,0,0
45490,159502,140971,136824,9930,818,81,8,0,0,0,0
45500,159515,140953,136826,9926,826,81,7,0,0,0,0
45510,159501,140993,136767,9987,794,82,10,0,0,0,0
45520,159503,140943,136857,9944,800,77,10,0,0,0,0
45530,159519,140936,136831,9950,811,80,7,0,0,0,0
45540,159534,140972,136718,10001,831,69,9,0,0,0,0
45550,159559,140915,136779,9955,842,76,8,0,0,0,0
45560,159561,140898,136796,9966,829,75,8,1,0,0,0
45570,159636,140806,136780,9980,844,77,10,1,0,0,0
45580,159607,140833,136807,9957,846,72,12,0,0,0,0
45590,159605,140837,136798,9980,821,81,12,0,0,0,0
45600,159554,140911,136789,9971,824,74,11,0,0,0,0
45610,159573,140909,136722,10029,822,68,11,0,0,0,0
45620,159581,140906,136745,9962,856,76,8,0,0,0,0
45630,159606,140840,136783,9982,844,69,9,1,0,0,0
45640,159585,140891,136742,9995,838,76,7,0,0,0,0
45650,159570,140888,136809,9944,827,88,8,0,0,0,0
45660,159580,140903,136720,10024,823,77,7,0,0,0,0
45670,159494,141028,136768,9899,863,73,8,0,1,0,0
45680,159464,141081,136724,9939,849,70,7,0,0,0,0
45690,159485,141079,136671,9968,855,67,9,0,0,0,0
45700,159492,141012,136773,9937,842,71,7,0,0,0,0
45710,159466,141067,136752,9917,855,70,7,0,0,0,0
45720,159513,141022,136713,9941,869,69,7,0,0,0,0
45730,159471,141037,136795,9904,849,69,9,0,0,0,0
45740,159469,141041,136777,9939,824,78,6,0,0,0,0
45750,159456,141091,136745,9924,821,85,12,0,0,0,0
45760,159466,141049,136796,9897,837,80,9,0,0,0,0
45770,159495,140978,136832,9913,836,71,9,0,0,0,0
45780,159459,141049,136799,9910,839,68,9,1,0,0,0
45790,159406,141129,136790,9899,830,72,8,0,0,0,0
45800,159409,141123,136781,9924,816,73,8,0,0,0,0
45810,159395,141135,136815,9880,827,72,9,1,0,0,0
45820,159403,141096,136852,9880,830,64,9,0,0,0,0
45830,159429,141029,136901,9888,806,72,8,1,0,0,0
45840,159436,141045,136852,9903,822,68,8,0,0,0,0
45850,159471,141027,136828,9884,832,81,11,0,0,0,0
45860,159447,141035,136867,9871,827,78,9,0,0,0,0
45870,159516,140961,136812,9922,841,74,7,1,0,0,0
45880,159549,140869,136895,9898,843,71,9,0,0,0,0
45890,159583,140816,136918,9874,865,70,6,2,0,0,0
45900,159575,140811,136941,9874,854,72,6,1,0,0,0
45910,159550,140878,136885,9883,862,68,7,1,0,0,0
45920,159529,140977,136750,9946,849,75,8,0,0,0,0
45930,159541,140892,136859,9930,832,75,4,1,0,0,0
45940,159621,140759,136901,9928,843,75,7,0,0,0,0
45950,159619,140765,136896,9928,843,77,6,0,0,0,0
45960,159627,140706,137009,9854,852,78,6,2,0,0,0
45970,159621,140747,136931,9909,837,84,5,0,0,0,0
45980,159671,140657,136959,9918,845,79,5,0,0,0,0
45990,159665,140707,136885,9944,850,73,10,0,0,0,0
46000,159607,140781,136896,9927,843,72,8,0,0,0,0
46010,159686,140629,136954,9947,842,68,8,0,0,0,0
46020,159660,140741,136802,10011,848,68,4,0,0,0,0
46030,159684,140659,136900,9981,823,82,5,0,0,0,0
46040,159659,140688,136932,9924,851,74,6,0,0,0,0
46050,159601,140764,136949,9889,856,69,6,0,0,0,0
46060,159602,140796,136869,9951,841,67,8,0,0,0,0
46070,159609,140776,136888,9947,838,67,9,0,0,0,0
46080,159621,140717,136962,9934,818,74,7,1,0,0,0
46090,159614,140740,136938,9930,836,72,4,0,0,0,0
46100,159569,140804,136949,9897,840,69,6,0,0,0,0
46110,159579,140748,137014,9897,822,65,9,0,0,0,0
46120,159593,140756,136937,9958,825,60,5,0,0,0,0
46130,159574,140759,136992,9924,812,67,6,0,0,0,0
46140,159543,140820,136966,9917,814,69,5,0,0,0,0
46150,159588,140752,136976,9921,822,71,4,0,0,0,0
46160,159527,140862,136934,9925,808,72,5,1,0,0,0
46170,159571,140777,136969,9926,819,67,5,0,0,0,0
46180,159578,140755,136992,9924,808,71,6,0,0,0,0
46190,159529,140879,136910,9920,814,75,5,2,0,0,0
46200,159538,140833,136956,9928,798,74,6,1,0,0,0
46210,159584,140753,136995,9900,824,73,5,0,0,0,0
46220,159606,140753,136914,9970,818,67,6,0,0,0,0
46230,159582,140778,136956,9915,823,73,7,0,0,0,0
46240,159585,140770,136966,9910,819,78,6,0,0,0,0
46250,159632,140656,137028,9933,810,67,8,0,0,0,0
46260,159597,140778,136929,9905,846,75,4,0,0,0,0
46270,159701,140594,136953,9990,823,66,7,0,0,0,0
46280,159690,140630,136922,9989,828,69,6,0,0,0,0
46290,159666,140703,136860,9990,843,63,9,0,0,0,0
46300,159684,140602,136994,9954,825,68,7,0,0,0,0
46310,159726,140560,136946,10008,818,70,6,0,0,0,0
46320,159708,140593,136955,9960,847,64,6,1,0,0,0
46330,159779,140449,137017,9984,830,71,4,0,0,0,0
46340,159749,140542,136947,9963,861,67,5,0,0,0,0
46350,159759,140521,136925,10030,825,71,3,0,0,0,0
46360,159725,140566,136957,9971,839,71,5,0,0,0,0
46370,159683,140644,136914,9985,838,65,5,0,0,0,0
46380,159655,140646,136987,9958,812,66,8,2,0,0,0
46390,159620,140712,136951,9962,819,62,8,0,0,0,0
46400,159631,140640,137040,9952,806,56,9,0,0,0,0
46410,159697,140574,137011,9952,827,65,7,1,0,0,0
46420,159631,140625,137068,9943,799,61,6,1,0,0,0
46430,159612,140662,137060,9927,804,61,7,0,1,0,0
46440,159664,140567,137105,9916,809,65,8,0,0,0,0
46450,159677,140530,137121,9958,766,70,11,0,1,0,0
46460,159634,140592,137118,9945,763,74,7,1,0,0,0
46470,159627,140608,137113,9938,768,66,14,0,0,0,0
46480,159664,140590,137047,9971,787,63,10,2,0,0,0
46490,159632,140614,137106,9910,795,65,11,1,0,0,0
46500,159618,140663,137045,9944,785,66,12,1,0,0,0
46510,159577,140733,137026,9939,776,71,11,1,0,0,0
46520,159581,140698,137091,9896,786,71,10,1,0,0,0
46530,159629,140659,137061,9881,826,62,16,0,0,0,0
46540,159586,140771,136934,9964,805,61,13,0,0,0,0
46550,159643,140676,136962,9973,803,60,16,1,0,0,0
46560,159662,140597,137082,9896,813,71,13,0,0,0,0
46570,159712,140548,137033,9930,836,64,11,0,0,0,0
46580,159778,140459,137002,10001,817,64,12,0,1,0,0
46590,159699,140578,136993,9970,818,68,8,0,0,0,0
46600,159722,140538,137010,9969,817,67,11,0,0,0,0
46610,159732,140494,137076,9925,833,63,11,0,0,0,0
46620,159702,140541,137065,9927,825,65,7,1,1,0,0
46630,159655,140650,136990,9936,827,68,8,0,0,0,0
46640,159663,140605,137041,9934,819,63,9,0,0,0,0
46650,159671,140591,137045,9933,824,62,8,0,0,0,0
46660,159651,140626,137031,9939,815,63,9,0,0,0,0
46670,159678,140552,137107,9909,809,69,10,0,0,0,0
46680,159668,140596,137051,9929,810,72,7,1,0,0,0
46690,159652,140602,137066,9943,795,67,7,2,0,0,0
46700,159698,140551,137034,9978,798,63,10,2,0,0,0
46710,159743,140480,137054,9970,812,62,13,0,0,0,0
46720,159665,140603,137030,9958,805,62,10,1,0,0,0
46730,159691,140599,136970,9992,805,64,12,1,0,0,0
46740,159608,140707,137003,9939,796,69,10,1,1,0,0
46750,159645,140629,137058,9911,815,64,9,2,1,0,0
46760,159581,140729,137064,9860,820,68,9,1,2,0,0
46770,159617,140732,136948,9949,799,76,10,1,2,0,0
46780,159659,140614,137048,9922,813,65,11,1,1,0,0
46790,159703,140608,136936,9992,811,71,12,1,0,0,0
46800,159679,140565,137089,9909,809,70,13,0,0,0,0
46810,159638,140671,137010,9911,821,72,11,0,0,0,0
46820,159658,140642,137003,9923,830,71,7,0,0,0,0
46830,159690,140595,137007,9935,829,66,10,2,0,0,0
46840,159722,140551,136999,9971,798,79,13,1,0,0,0
46850,159700,140579,136990,9980,801,73,11,0,0,0,0
46860,159745,140442,137130,9925,814,67,11,0,0,0,0
46870,159744,140489,137017,10016,790,65,13,0,0,0,0
46880,159844,140310,137094,9994,817,64,11,0,0,0,0
46890,159806,140386,137058,10004,797,66,17,0,0,0,0
46900,159812,140395,137037,9991,814,74,11,0,0,0,0
46910,159757,140469,137040,9977,815,63,12,1,0,0,0
46920,159829,140349,137060,10014,801,68,12,1,0,0,0
46930,159768,140435,137070,9965,827,58,11,0,0,0,0
46940,159737,140490,137073,9927,831,64,11,1,0,0,0
46950,159748,140505,137005,9974,823,69,10,0,0,0,0
46960,159750,140509,136985,9995,815,70,10,0,0,0,0
46970,159738,140498,137055,9937,827,67,12,0,0,0,0
46980,159740,140497,137041,9959,819,67,10,1,0,0,0
46990,159757,140448,137086,9950,815,65,12,1,0,0,0
47000,159773,140433,137044,10004,810,60,9,1,0,0,0
47010,159738,140510,137013,9981,815,67,10,0,0,0,0
47020,159800,140391,137070,9966,839,59,9,0,0,0,0
47030,159822,140364,137047,10014,815,58,14,0,0,0,0
47040,159809,140361,137073,10017,807,54,13,0,0,0,0
47050,159838,140349,137021,10054,788,75,9,0,0,0,0
47060,159823,140389,136997,10034,814,69,8,0,0,0,0
47070,159805,140372,137066,10016,801,66,8,0,0,0,0
47080,159767,140396,137141,9950,804,66,10,0,0,0,0
47090,159770,140420,137084,9983,799,68,9,1,0,0,0
47100,159798,140428,136986,10034,816,64,8,0,0,0,0
47110,159813,140436,136961,10006,843,65,9,1,0,0,0
47120,159764,140454,137061,9949,831,64,10,1,0,0,0
47130,159771,140438,137077,9933,842,63,10,0,0,0,0
47140,159772,140456,137013,10007,812,63,9,2,0,0,0
47150,159743,140511,137002,9985,811,72,10,0,0,0,0
47160,159761,140500,136946,10050,801,68,8,0,0,0,0
