iteration,systemTime-ms,numObservedEntities,logLikelihood,aggDist-age,aggDist-gender,aggDist-zip_code,aggDist-first_name,aggDist-middle_name,aggDist-last_name,recDistortion-0,recDistortion-1,recDistortion-2,recDistortion-3,recDistortion-4,recDistortion-5,recDistortion-6
21090,1540723407175,292084,-1.858869505e+07,9601,1230,241932,25167,104332,54124,123800,224181,88754,10903,492,4,0
21100,1540723424872,292090,-1.859550431e+07,9651,1205,241942,25254,104186,54350,123817,224093,88679,11045,498,2,0
21110,1540723441140,292168,-1.860214480e+07,9550,1332,242258,25499,104674,54418,123410,224025,88921,11255,516,7,0
21120,1540723458812,292180,-1.858738023e+07,9630,1292,241657,25174,104178,53661,124173,224364,88100,10965,527,5,0
21130,1540723475168,292166,-1.859590872e+07,9767,1274,241988,25360,104132,54272,123442,224650,88515,11002,518,7,0
21140,1540723491913,292113,-1.859893542e+07,9590,1321,241932,25582,104610,54892,123216,224285,88768,11362,495,8,0
21150,1540723508798,292097,-1.859380642e+07,9698,1262,242335,24869,104102,53708,124155,223937,88567,11000,472,3,0
21160,1540723525371,292157,-1.859827701e+07,9617,1338,242035,25667,104587,54228,123038,224835,88636,11139,482,4,0
21170,1540723541791,292140,-1.859434228e+07,9733,1347,242168,25690,104479,53990,123428,224188,88846,11165,503,4,0
21180,1540723558497,292176,-1.858638977e+07,9521,1321,241025,25082,103990,53943,124581,224083,88111,10870,478,11,0
21190,1540723575019,292176,-1.859510966e+07,9680,1203,242440,24880,103733,54235,123498,225043,88131,10988,468,6,0
21200,1540723592469,292153,-1.859212854e+07,9722,1366,242175,25321,103365,54135,123884,224513,88140,11103,488,6,0
21210,1540723609066,292199,-1.859233987e+07,9743,1220,241525,25252,103830,54125,124211,224351,87883,11184,499,6,0
21220,1540723625975,292148,-1.859153517e+07,9776,1236,242126,24985,103425,53755,124163,224426,88224,10861,454,6,0
21230,1540723642318,292190,-1.859544922e+07,9645,1287,242028,25497,104578,53764,123825,223846,88966,10975,514,8,0
21240,1540723659355,292224,-1.859281252e+07,9646,1339,242257,25323,103683,53725,123972,224460,88124,11059,507,12,0
21250,1540723675890,292189,-1.858978963e+07,9777,1361,241376,25095,103976,54119,124199,224078,88415,10977,460,5,0
21260,1540723692641,292199,-1.859093610e+07,9674,1296,241956,25159,104231,53638,124009,224164,88613,10834,508,6,0
21270,1540723709026,292132,-1.858862016e+07,9585,1281,242191,25156,102766,54008,124125,224905,87683,10974,441,6,0
21280,1540723725567,292150,-1.858304646e+07,9599,1324,241328,25108,103491,53782,124567,224298,87952,10843,469,5,0
21290,1540723742426,292173,-1.858672440e+07,9804,1234,241779,24511,103191,53881,124638,224425,87749,10822,489,11,0
21300,1540723759657,292156,-1.858374472e+07,9683,1242,241749,25067,103284,53139,124472,224911,87479,10800,465,7,0
21310,1540723776173,292164,-1.859017763e+07,9585,1231,242009,25058,103214,54024,124606,223944,88072,11023,481,8,0
21320,1540723792676,292191,-1.858381441e+07,9615,1251,241733,25178,103396,53709,124487,224325,87875,10984,460,3,0
21330,1540723808916,292221,-1.859032200e+07,9633,1217,242127,25022,104036,53886,124206,223856,88667,10902,490,13,0
21340,1540723825901,292237,-1.858838580e+07,9620,1303,241993,25093,103562,53743,124078,224654,88050,10853,494,5,0
21350,1540723842585,292245,-1.858216947e+07,9561,1147,241059,24979,103920,53746,124862,223844,88188,10771,466,3,0
21360,1540723859224,292314,-1.858673154e+07,9616,1254,242139,25156,103196,53711,124164,224597,88122,10775,474,2,0
21370,1540723875726,292286,-1.858396224e+07,9694,1181,241929,24865,103101,53651,124646,224342,87834,10849,451,12,0
21380,1540723892576,292303,-1.857898131e+07,9620,1193,241844,25179,103396,52437,124624,225024,87259,10788,432,7,0
21390,1540723908846,292314,-1.858852211e+07,9675,1245,242422,25168,103512,53187,123819,225061,88088,10697,464,5,0
21400,1540723926140,292334,-1.858591158e+07,9654,1265,241842,25004,103370,53486,124254,224823,87881,10674,496,6,0
21410,1540723942846,292301,-1.859432628e+07,9715,1168,242381,25344,103599,53947,123772,224547,88325,11009,475,6,0
21420,1540723959593,292297,-1.859012924e+07,9588,1249,242419,25319,103694,53719,123851,224661,88082,11002,533,5,0
21430,1540723976203,292328,-1.858653334e+07,9604,1199,241837,25694,103971,53332,123724,225048,87973,10921,460,8,0
21440,1540723992806,292273,-1.858515783e+07,9785,1224,241055,25527,104063,53817,124006,224609,88195,10836,476,12,0
21450,1540724009281,292230,-1.859046450e+07,9709,1204,242016,25315,103543,53277,123674,225734,87349,10882,489,6,0
21460,1540724026185,292201,-1.858995247e+07,9764,1302,241782,25026,104248,53578,123839,224618,88452,10727,493,5,0
21470,1540724042678,292155,-1.858854056e+07,9677,1346,241759,25138,104165,53395,124126,224300,88431,10799,469,9,0
21480,1540724059361,292176,-1.858570670e+07,9732,1228,241518,24973,103516,53701,124265,224878,87675,10828,484,4,0
21490,1540724075682,292224,-1.858740421e+07,9773,1285,242534,25388,102594,53196,124156,224994,87700,10768,508,8,0
21500,1540724093010,292137,-1.858677951e+07,9641,1212,241895,24994,104018,53480,124257,224270,88321,10821,460,5,0
21510,1540724109559,292105,-1.859471984e+07,9786,1268,241916,25417,104406,54138,123670,224088,88790,11090,487,9,0
21520,1540724126623,292091,-1.859700886e+07,9830,1246,242381,25708,103668,53752,123572,224532,88548,10981,491,10,0
21530,1540724143258,292078,-1.859984120e+07,9812,1216,242000,25597,104166,54050,123721,224114,88714,11052,522,11,0
21540,1540724159977,292086,-1.859505864e+07,9928,1294,242224,25131,103474,54024,123800,224634,88185,10995,514,6,0
21550,1540724176446,292094,-1.860108020e+07,9907,1236,242401,25339,104539,53919,123404,224134,89084,11017,487,8,0
21560,1540724193286,292041,-1.858786685e+07,9826,1343,241415,25256,103606,53599,124402,224403,87854,10973,495,7,0
21570,1540724209944,292041,-1.859616973e+07,9862,1345,241779,25429,103641,54158,123718,224537,88492,10865,512,10,0
21580,1540724226541,292045,-1.859944406e+07,9856,1320,241991,25357,103911,54406,123415,224664,88491,11067,491,6,0
21590,1540724242919,292032,-1.859116156e+07,9896,1263,241990,25544,103524,53929,123953,224263,88360,11075,477,6,0
21600,1540724260281,292043,-1.860166957e+07,9790,1295,241836,26094,104169,53636,123944,223754,88732,11220,478,6,0
21610,1540724276675,292061,-1.859828442e+07,9818,1264,242072,26003,104024,53855,123453,224397,88729,11043,508,4,0
21620,1540724293800,292020,-1.859174104e+07,9826,1283,241680,25083,104205,53556,124091,224269,88489,10762,515,8,0
21630,1540724310237,292033,-1.859464416e+07,10012,1324,241827,25237,103555,54295,124177,223826,88486,11132,509,4,0
21640,1540724326862,292086,-1.858923960e+07,9899,1309,241643,25463,103247,53557,124220,224606,87908,10913,478,9,0
21650,1540724343529,292087,-1.858760422e+07,9798,1235,242112,25448,103365,53538,124433,223926,88251,11034,484,6,0
21660,1540724360548,292111,-1.859151997e+07,9786,1283,242414,25581,102762,53754,123786,224994,87944,10946,460,4,0
21670,1540724377125,292118,-1.858311993e+07,9750,1293,241017,25334,103475,53281,124915,224079,87834,10828,471,7,0
21680,1540724393932,292107,-1.858569635e+07,9896,1284,241732,25284,103419,53893,124189,224309,88209,10931,492,4,0
21690,1540724410468,292109,-1.858987516e+07,9942,1226,241806,25410,104708,53670,123796,224104,88600,11087,538,9,0
21700,1540724427959,292171,-1.858946051e+07,9802,1234,241956,25499,103921,54319,123548,224340,88846,10907,487,6,0
21710,1540724444705,292177,-1.859621738e+07,9842,1386,241984,25503,104332,53970,123515,224326,88678,11132,476,7,0
21720,1540724461730,292226,-1.858854253e+07,9720,1279,241372,26009,104476,53546,124244,223480,88855,11015,533,7,0
21730,1540724478364,292235,-1.858888210e+07,9843,1243,241578,25741,104096,53261,124241,224019,88364,11031,473,6,0
21740,1540724495474,292207,-1.859155980e+07,9750,1257,241762,25202,104167,53766,124018,224118,88635,10937,425,1,0
21750,1540724512019,292198,-1.859513374e+07,9783,1245,242263,25516,104342,54286,123275,224406,88846,11096,506,5,0
21760,1540724528862,292194,-1.858840186e+07,9724,1311,241857,25245,104047,53482,124388,223888,88338,10984,530,6,0
21770,1540724545343,292196,-1.859826599e+07,9843,1325,242258,25969,104216,53968,123347,224254,88773,11270,481,9,0
21780,1540724562869,292166,-1.859005577e+07,9851,1246,241389,26082,104759,53921,123871,223517,89061,11135,546,4,0
21790,1540724579164,292110,-1.859302920e+07,9817,1317,241815,25793,104295,53419,123893,224215,88362,11146,511,7,0
21800,1540724596795,292122,-1.859647229e+07,9778,1264,242158,25466,103810,53780,123701,224550,88447,10941,486,9,0
21810,1540724613328,292182,-1.858219299e+07,9834,1245,241549,25652,103668,53208,124207,224533,88056,10851,477,10,0
21820,1540724630188,292198,-1.858649870e+07,9760,1290,241528,25579,103145,53239,124690,224176,87926,10864,469,9,0
21830,1540724646829,292211,-1.859590262e+07,9828,1317,242112,25670,104572,53395,123510,224467,88527,11160,457,13,0
21840,1540724663457,292268,-1.859227970e+07,9931,1269,242461,25787,103767,52868,123476,225085,88219,10861,488,5,0
21850,1540724679670,292196,-1.858699590e+07,9784,1310,241537,25519,104534,53195,124050,224103,88656,10848,465,12,0
21860,1540724696516,292254,-1.858593901e+07,9765,1268,241603,25780,103977,52850,124286,224126,88540,10698,477,7,0
21870,1540724712997,292224,-1.858455850e+07,9689,1289,241249,25637,103751,53200,124137,224980,87745,10753,509,10,0
21880,1540724729777,292196,-1.859788074e+07,9775,1235,241945,26328,104478,54135,123066,224418,89016,11097,530,7,0
21890,1540724746123,292218,-1.858777303e+07,9815,1167,241676,25190,103867,53489,124189,224545,88038,10868,491,3,0
21900,1540724763623,292187,-1.858847357e+07,9861,1343,241563,25628,103912,53075,124300,224198,88205,10952,477,2,0
21910,1540724779981,292169,-1.858953164e+07,9779,1251,241670,25907,103886,53600,123967,224245,88401,11042,475,4,0
21920,1540724796702,292143,-1.859122255e+07,9829,1313,242024,25379,104150,53524,123766,224436,88520,10910,497,5,0
21930,1540724813212,292188,-1.859443283e+07,9813,1314,241682,25719,104756,53671,123780,223913,88857,11012,568,4,0
21940,1540724829840,292175,-1.859235150e+07,9791,1295,241440,25738,104190,53539,124096,224066,88522,10925,517,8,0
21950,1540724846762,292201,-1.859817760e+07,9958,1353,241456,26023,104738,53830,123379,224307,88814,11124,499,11,0
21960,1540724863384,292219,-1.859046684e+07,9989,1308,241450,25894,104151,53715,124100,223894,88354,11246,533,7,0
21970,1540724880185,292223,-1.857954734e+07,9780,1335,240855,25748,103812,53436,124498,223989,88492,10632,518,5,0
21980,1540724896840,292228,-1.859388254e+07,9783,1325,241959,26107,104030,52662,123847,224625,88234,10943,481,4,0
21990,1540724913295,292206,-1.858512894e+07,9829,1243,241234,25592,103853,53260,124450,224227,88083,10882,488,4,0
22000,1540724930890,292116,-1.859230106e+07,9857,1303,242230,25170,103824,53648,123680,224808,88196,10971,476,3,0
22010,1540724947343,292127,-1.859367607e+07,9933,1300,241884,25669,103853,53525,123666,224794,88138,11054,478,4,0
22020,1540724964196,292151,-1.858388435e+07,9900,1247,241126,25696,104248,53552,124025,224451,88157,11005,491,5,0
22030,1540724980832,292083,-1.858783831e+07,9851,1328,241047,25777,103335,53414,124695,224202,87692,11024,511,10,0
22040,1540724997538,292104,-1.859299940e+07,10027,1277,242165,25413,103773,53695,123788,224220,88778,10826,514,8,0
22050,1540725014052,292153,-1.859458891e+07,9918,1281,242226,26005,103898,53715,123586,224163,88823,11022,532,8,0
22060,1540725030947,292092,-1.859337667e+07,9896,1274,241512,26037,103780,53387,124162,224274,88004,11183,500,11,0
22070,1540725047215,292064,-1.859432365e+07,9887,1158,241500,26103,104316,54212,123892,223421,89192,11148,478,3,0
22080,1540725064256,292071,-1.859716042e+07,10036,1171,241661,26318,104116,53992,123550,224141,88713,11202,519,9,0
22090,1540725080805,292074,-1.858757640e+07,9860,1174,241182,26343,104123,53878,123734,224295,88586,10992,518,9,0
22100,1540725098097,292085,-1.859228964e+07,9796,1272,241713,26380,103540,53953,124004,223936,88381,11306,497,10,0
22110,1540725114323,292085,-1.859058014e+07,9902,1297,241525,25956,103321,53956,123942,224433,88277,10968,504,10,0
22120,1540725131093,292074,-1.859734738e+07,9890,1256,241250,26275,104654,53910,123815,223578,89093,11127,515,6,0
22130,1540725147819,292062,-1.859487831e+07,9860,1292,241767,25955,104046,54124,123469,224477,88488,11214,481,5,0
22140,1540725164780,291996,-1.860049659e+07,9842,1265,242068,25838,104310,53947,123314,224629,88472,11183,532,4,0
22150,1540725181498,292002,-1.859848154e+07,9771,1295,241597,25833,104590,53656,123729,224151,88693,11043,514,4,0
22160,1540725198240,292037,-1.858955656e+07,9882,1265,241701,25873,103823,53435,124199,223911,88495,11045,477,7,0
22170,1540725214849,292024,-1.859557030e+07,9905,1258,242008,25703,103878,53728,123792,224153,88778,10881,522,8,0
22180,1540725231472,291987,-1.859988932e+07,10010,1262,241768,26009,104291,53858,123316,224518,88738,11050,506,6,0
22190,1540725247946,292061,-1.859339777e+07,9863,1321,241757,25601,103883,53593,123979,224244,88433,11006,470,2,0
22200,1540725265160,292061,-1.859351081e+07,9939,1325,241159,25876,105021,53841,123729,223827,88901,11185,483,9,0
22210,1540725281633,292063,-1.859000490e+07,9864,1216,241974,25949,104374,53735,123243,224706,88668,11007,501,9,0
22220,1540725298395,292047,-1.859143341e+07,9947,1381,241490,26149,104478,53158,123845,224031,88744,10977,532,5,0
22230,1540725315045,292125,-1.859077112e+07,9850,1380,241644,26030,104091,53409,124020,223741,88981,10873,513,6,0
22240,1540725331942,292109,-1.858996229e+07,9895,1353,241588,25596,103780,53232,124123,224451,88192,10873,485,10,0
22250,1540725348605,292113,-1.858972788e+07,9913,1237,241300,26035,103765,53482,124273,224024,88318,11010,503,6,0
22260,1540725365278,292077,-1.859289942e+07,9953,1291,241828,25991,103392,53549,123816,224776,87950,11045,542,5,0
22270,1540725382093,292070,-1.859262140e+07,9945,1266,241496,25952,103808,53516,123687,224890,88097,10948,505,7,0
22280,1540725398941,292056,-1.858647294e+07,9925,1244,241639,25607,103724,53041,124134,224687,87926,10912,470,5,0
22290,1540725415697,292087,-1.859505089e+07,9927,1115,241609,25760,104717,52960,123841,224554,88193,11045,493,7,1
22300,1540725433240,292094,-1.859361495e+07,9980,1292,241819,26063,103643,53122,124007,224343,88291,10989,493,11,0
22310,1540725449566,292084,-1.859507581e+07,9852,1265,241966,25725,104266,53814,123358,224705,88533,11040,493,5,0
22320,1540725466155,292135,-1.858805955e+07,9898,1387,241387,25594,103920,53512,123926,224627,88163,10936,473,9,0
22330,1540725482554,292193,-1.859295362e+07,9899,1226,242021,26376,104114,53656,123432,224222,88907,11044,521,8,0
22340,1540725499506,292090,-1.858208551e+07,9931,1240,240966,26186,103686,53283,124306,224231,88235,10864,491,7,0
22350,1540725515905,292045,-1.859182529e+07,10036,1309,241377,25644,103928,54068,124191,223617,88727,11117,470,12,0
22360,1540725532509,292092,-1.859170801e+07,9934,1385,241708,25910,103884,53143,123968,224378,88312,10949,520,7,0
22370,1540725548872,292028,-1.858995682e+07,10161,1211,241338,25881,104355,53265,124076,223862,88771,10902,514,9,0
22380,1540725565878,292049,-1.858883417e+07,10115,1306,240843,25195,104139,54064,124140,224270,88275,10959,485,5,0
22390,1540725582742,292091,-1.859136434e+07,10142,1323,241542,25815,103113,53389,124127,224621,87971,10904,506,5,0
22400,1540725600030,292105,-1.859450999e+07,10020,1176,241744,25971,103545,54000,123662,224538,88413,11004,505,12,0
22410,1540725615999,292113,-1.858779649e+07,9956,1246,241641,25837,103765,53799,123919,224296,88345,11047,518,9,0
22420,1540725632882,292115,-1.858739264e+07,9971,1266,241630,25451,103612,53173,124195,224486,88184,10832,432,5,0
22430,1540725649228,292228,-1.858606360e+07,9975,1361,241244,25728,103695,53571,124303,224138,88169,11004,514,6,0
22440,1540725666033,292186,-1.858110948e+07,10006,1223,240823,25812,103428,53146,124499,224576,87821,10744,482,12,0
22450,1540725682319,292128,-1.858910022e+07,9978,1228,242111,25990,103131,53675,123815,224471,88411,10932,501,4,0
22460,1540725699394,292111,-1.858775703e+07,10073,1231,241366,25487,103547,53517,123940,224901,88046,10762,483,2,0
22470,1540725715549,292106,-1.859003438e+07,10124,1249,241392,25902,103995,53724,124007,223947,88658,10972,543,7,0
22480,1540725732624,292058,-1.858975358e+07,10005,1338,240681,25940,104375,53645,124203,223982,88381,11037,526,5,0
22490,1540725748854,292052,-1.859474475e+07,10037,1305,241176,26070,104899,53844,123363,224407,88758,11025,572,9,0
22500,1540725766460,292089,-1.858538365e+07,10049,1218,241058,26100,103777,53655,124209,223857,88733,10813,515,7,0
22510,1540725782951,292088,-1.859177968e+07,10067,1272,241458,25904,103981,53286,124108,224225,88209,11044,547,1,0
22520,1540725799849,292152,-1.859580354e+07,10047,1310,241550,26039,104264,53699,124015,223500,88949,11173,493,4,0
22530,1540725816625,292115,-1.858943047e+07,10040,1271,241509,26190,104430,53264,123560,224454,88619,10996,501,4,0
22540,1540725833361,292140,-1.859065548e+07,9943,1291,240493,26440,104101,53627,124557,223380,88585,11111,493,8,0
22550,1540725849644,292116,-1.859396706e+07,9982,1285,241722,26361,104348,53068,123618,224273,88723,11042,469,9,0
22560,1540725866383,292113,-1.859166601e+07,10060,1329,241672,25952,103892,53789,123623,224398,88568,11032,501,12,0
22570,1540725882796,292122,-1.859551512e+07,10053,1293,241662,26000,103562,53751,124007,224049,88449,11147,477,5,0
22580,1540725899658,292188,-1.858750791e+07,10050,1352,241635,25808,103785,52871,123966,224690,88105,10897,470,6,0
22590,1540725915998,292121,-1.858781796e+07,10137,1297,241589,25878,104227,52975,124134,223840,88722,10945,481,12,0
22600,1540725933365,292038,-1.859232524e+07,10095,1275,241763,25969,104826,53238,123653,224213,88430,11269,559,10,0
22610,1540725949921,292068,-1.859385938e+07,10100,1268,241241,26081,104008,53609,123838,224313,88459,11029,486,9,0
22620,1540725966886,292074,-1.859313771e+07,9947,1282,241437,26308,103775,53553,123935,224255,88319,11100,516,9,0
22630,1540725983556,292080,-1.859320147e+07,10034,1211,241732,26605,103325,53677,123940,223946,88629,11104,507,8,0
22640,1540726000248,292091,-1.859805990e+07,10047,1308,241541,26578,103888,53837,123436,224527,88341,11337,486,7,0
22650,1540726016761,292114,-1.858968122e+07,9968,1267,241763,26603,103698,53446,123570,224470,88516,11073,501,4,0
22660,1540726033580,292081,-1.860121953e+07,10156,1366,241433,26034,104300,53961,123748,223649,89148,11061,518,10,0
22670,1540726049949,292011,-1.859952369e+07,10183,1401,241790,26091,104951,53993,123261,223701,89306,11371,492,3,0
22680,1540726066584,292020,-1.859841855e+07,10196,1200,241787,26825,103831,53912,123635,223687,88928,11333,546,5,0
22690,1540726082808,291972,-1.859489689e+07,10135,1348,241363,26515,103806,53083,124140,223941,88393,11124,529,7,0
22700,1540726100702,291953,-1.860279836e+07,10174,1286,241515,26712,104187,54010,123349,224067,88839,11381,494,4,0
22710,1540726117246,291911,-1.859318743e+07,10088,1417,241636,26058,104143,53365,123874,223863,88874,11004,511,8,0
22720,1540726134035,291888,-1.859927329e+07,10029,1417,241736,26342,104643,53681,123416,223768,89245,11233,469,3,0
22730,1540726150731,291913,-1.859923145e+07,10134,1283,242153,25766,103999,53770,123470,224372,88687,11072,522,11,0
22740,1540726167498,291902,-1.859596722e+07,10043,1233,241753,25887,104214,53610,123886,224021,88499,11201,517,10,0
22750,1540726183922,291941,-1.859177324e+07,10166,1278,241685,25914,104444,53333,123673,224290,88478,11207,477,9,0
22760,1540726200509,291959,-1.859641189e+07,10111,1310,241815,26392,103494,53603,123541,224470,88593,11055,471,4,0
22770,1540726216970,291964,-1.859288247e+07,10014,1344,241587,26134,103256,53178,124096,224625,87843,11086,476,8,0
22780,1540726234018,291928,-1.859535004e+07,10085,1293,241848,25824,103990,53787,123559,224513,88397,11144,517,4,0
22790,1540726250549,291938,-1.859005167e+07,10075,1304,241376,26111,103925,53912,123972,223767,88808,11038,539,10,0
22800,1540726268213,291920,-1.859829742e+07,10134,1261,241796,25716,103821,54056,123583,224300,88779,10969,496,7,0
22810,1540726284862,291936,-1.859669103e+07,10211,1236,241246,26054,103793,54205,123968,223782,88712,11157,507,8,0
22820,1540726301696,291938,-1.859636503e+07,10218,1328,241559,26002,104176,53503,123698,224201,88603,11153,475,4,0
22830,1540726318205,291936,-1.858938043e+07,10123,1279,241041,26086,103800,53678,124185,224052,88281,11080,527,9,0
22840,1540726335129,291891,-1.859763387e+07,10094,1220,241902,26323,103485,54077,123415,224471,88643,11086,509,10,0
22850,1540726351776,291900,-1.859499285e+07,10201,1267,242114,25684,103369,54136,123566,224411,88647,10982,521,6,1
22860,1540726368366,291971,-1.858934450e+07,10195,1323,240819,25967,103309,54166,124255,223846,88660,10886,480,7,0
22870,1540726384599,291948,-1.859450240e+07,10191,1291,240857,26268,103751,54360,123874,223907,88737,11133,477,6,0
22880,1540726401455,291962,-1.859900700e+07,10142,1286,241790,26691,104010,53927,123123,224491,88745,11245,520,10,0
22890,1540726417870,291882,-1.859475121e+07,10139,1214,241146,26440,104605,53472,123756,223904,88863,11068,533,10,0
22900,1540726435278,291865,-1.859618299e+07,10153,1319,241441,26185,104021,53905,123654,224107,88750,11084,530,9,0
22910,1540726451755,291777,-1.859283890e+07,10147,1269,241230,26327,103949,53827,123929,223883,88629,11174,509,10,0
22920,1540726468702,291800,-1.859730711e+07,10095,1340,241552,26520,103815,53944,123905,223450,89083,11143,544,9,0
22930,1540726485397,291855,-1.860026699e+07,10065,1328,241712,26222,104431,54169,123520,223353,89720,11033,505,3,0
22940,1540726502157,291854,-1.859426346e+07,10291,1202,241412,26061,103537,53835,123802,224496,88163,11186,477,10,0
22950,1540726518922,291835,-1.859190220e+07,10145,1368,241410,25850,103165,53420,124100,224583,88053,10926,469,3,0
22960,1540726535766,291883,-1.859987001e+07,10206,1279,241633,26748,103519,53974,123403,224187,88971,11075,485,13,0
22970,1540726552185,291879,-1.860342218e+07,10161,1353,242168,26232,103633,54243,122905,224960,88558,11139,563,9,0
22980,1540726569097,291868,-1.859896932e+07,10263,1339,241659,26296,103826,54196,123123,224827,88350,11289,540,5,0
22990,1540726585760,291921,-1.860049370e+07,10220,1296,241700,26481,103799,53567,123753,223894,88823,11147,503,14,0
23000,1540726603432,291871,-1.859763445e+07,10125,1323,241595,26461,103104,53818,123978,223884,88810,10938,512,12,0
23010,1540726619975,291879,-1.859708925e+07,10173,1273,241978,26515,103257,53691,123368,224721,88489,11041,510,5,0
23020,1540726636733,291892,-1.859476345e+07,10120,1322,241436,26297,103642,53926,123533,224518,88512,11092,470,9,0
23030,1540726653351,291906,-1.859677594e+07,10254,1332,242034,26569,103704,53523,123566,223975,88817,11300,473,3,0
23040,1540726669789,291861,-1.859368521e+07,10399,1291,241484,25919,103177,53811,124044,224288,88148,11128,517,9,0
23050,1540726686026,291904,-1.859479816e+07,10308,1342,241271,26311,104135,53635,123630,224271,88488,11234,502,9,0
23060,1540726702970,291957,-1.860065036e+07,10359,1219,241694,26362,104003,54116,123465,223816,89125,11232,489,7,0
23070,1540726719433,291939,-1.859360849e+07,10232,1286,241201,26558,103788,53991,123746,223869,88859,11177,477,6,0
23080,1540726736024,291947,-1.859312175e+07,10383,1291,241020,26242,103802,53870,123761,224307,88436,11096,529,5,0
23090,1540726752688,291917,-1.859087396e+07,10265,1288,241297,26213,102621,53989,124282,223995,88384,10991,474,7,1
23100,1540726770400,291885,-1.859101943e+07,10255,1299,240751,26329,102983,53706,124433,223938,88371,10932,453,7,0
23110,1540726786641,291897,-1.859617014e+07,10228,1329,241066,25617,103955,54042,123775,224483,88347,11060,465,4,0
23120,1540726803308,291944,-1.859503651e+07,10157,1334,241408,26373,103778,53596,123854,224141,88405,11250,475,9,0
23130,1540726819758,291903,-1.860106692e+07,10233,1262,241784,27021,103621,53269,123486,224339,88618,11158,524,9,0
23140,1540726836536,291832,-1.860009457e+07,10298,1284,241581,26884,103542,54039,123452,223991,88954,11226,504,7,0
23150,1540726852924,291861,-1.859424993e+07,10227,1318,241002,27068,103470,53664,123830,223997,88721,11042,536,8,0
23160,1540726869483,291825,-1.859763085e+07,10351,1313,241689,26494,103679,53545,123411,224457,88700,11055,506,5,0
23170,1540726885921,291883,-1.859247827e+07,10263,1335,241026,26429,104170,54081,123805,223698,88843,11242,536,10,0
23180,1540726902582,291955,-1.859482017e+07,10240,1405,240998,26961,103383,53536,124149,223665,88651,11130,529,10,0
23190,1540726919150,291902,-1.859640468e+07,10336,1259,241511,26509,103891,54008,123163,224676,88586,11179,521,9,0
23200,1540726936264,291872,-1.859223474e+07,10186,1317,240261,26678,103890,54149,124077,223863,88518,11127,544,5,0
23210,1540726953258,291836,-1.859441111e+07,10251,1244,241204,26499,104131,53614,123891,223728,88859,11143,497,16,0
23220,1540726970040,291858,-1.859311133e+07,10260,1279,241016,25907,104402,54202,123632,224047,88886,11037,524,8,0
23230,1540726986716,291874,-1.859550461e+07,10194,1321,241826,26347,103938,53564,123398,224440,88661,11123,501,11,0
23240,1540727003418,291897,-1.859523316e+07,10198,1284,240999,26533,103975,53831,123525,224423,88671,11009,502,4,0
23250,1540727020376,291844,-1.858993660e+07,10304,1247,241070,26082,103321,53425,124374,224130,88082,11043,499,6,0
23260,1540727037296,291886,-1.859638623e+07,10213,1269,241333,26357,103559,53897,123810,224186,88472,11172,488,6,0
23270,1540727053576,291855,-1.858771397e+07,10193,1233,241046,26302,103239,53345,124204,224498,87919,11040,463,10,0
23280,1540727070035,291854,-1.859160381e+07,10167,1207,241644,26289,102922,53455,123917,224813,87849,11058,487,9,1
23290,1540727086323,291841,-1.858923035e+07,10180,1266,241225,26324,102736,54144,124100,224197,88334,11008,489,6,0
23300,1540727103644,291815,-1.859610248e+07,10197,1308,241870,26204,103281,53761,123719,224310,88578,10962,556,9,0
23310,1540727120060,291849,-1.859372474e+07,10267,1278,240897,26437,103740,53788,123607,224823,88060,11120,516,8,0
23320,1540727136662,291838,-1.859407954e+07,10316,1234,241363,26386,103186,53795,123956,224217,88340,11111,500,10,0
23330,1540727153384,291837,-1.859287119e+07,10074,1261,241075,26396,103863,53690,124054,223897,88589,11099,488,7,0
23340,1540727170132,291822,-1.859990376e+07,10222,1244,241841,26152,103713,54042,123566,224093,88851,11088,525,11,0
23350,1540727186733,291834,-1.858834040e+07,10249,1262,241184,26205,102747,53579,124117,224827,87690,10992,497,11,0
23360,1540727203301,291810,-1.859885361e+07,10285,1251,241958,26670,103863,53063,123477,224473,88461,11204,512,7,0
23370,1540727219809,291762,-1.859619362e+07,10330,1261,241304,26395,104048,53697,123454,224316,88873,10998,486,7,0
23380,1540727236577,291763,-1.860348823e+07,10276,1221,241598,26932,103954,53939,123316,223899,89253,11157,501,8,0
23390,1540727252971,291749,-1.860115939e+07,10212,1202,242058,26755,103615,53850,123196,224402,88877,11109,541,9,0
23400,1540727270106,291736,-1.860250427e+07,10244,1277,241397,27146,103885,54476,123140,223996,89116,11340,533,9,0
23410,1540727286584,291711,-1.859533462e+07,10217,1284,240935,26269,103014,53827,124313,224093,88258,10951,511,8,0
23420,1540727303293,291669,-1.860230112e+07,10303,1244,241658,26330,103479,53892,123634,224289,88557,11121,525,8,0
23430,1540727319804,291672,-1.859538323e+07,10171,1264,241489,26485,103574,53969,123622,224285,88514,11223,480,10,0
23440,1540727336670,291650,-1.859959257e+07,10185,1229,241531,26879,103742,53685,123484,224240,88751,11131,524,4,0
23450,1540727353152,291590,-1.860184002e+07,10138,1195,241481,26387,103400,54449,123830,223749,88871,11181,499,4,0
23460,1540727370151,291598,-1.860188990e+07,10336,1252,241478,26408,103416,54569,123445,224263,88669,11179,569,9,0
23470,1540727386724,291596,-1.859402285e+07,10313,1136,240763,26531,103318,54215,124323,223615,88470,11191,527,8,0
